Estimate	Std. Error	t value	Pr(>|t|)	term	n_donors	min_cells	arm	n_studies	study_sd	singular	n_donors_group	small_groups	estimable	model
0.197507593580204	NA	NA	NA	(Intercept)	89	10	primary	18	0.552504317414507	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lm + HC3 -- UNGUARDED, comparison only
-1.27755089715689	NA	NA	NA	disease_groupCOPD	89	10	primary	18	0.552504317414507	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lm + HC3 -- UNGUARDED, comparison only
-0.501886535258461	NA	NA	NA	disease_groupFibrotic_ILD	89	10	primary	18	0.552504317414507	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lm + HC3 -- UNGUARDED, comparison only
-0.204130059565266	NA	NA	NA	disease_groupOther	89	10	primary	18	0.552504317414507	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lm + HC3 -- UNGUARDED, comparison only
-0.0811741497442764	NA	NA	NA	sexmale	89	10	primary	18	0.552504317414507	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lm + HC3 -- UNGUARDED, comparison only
0.0745548951835388	NA	NA	NA	sexunknown	89	10	primary	18	0.552504317414507	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lm + HC3 -- UNGUARDED, comparison only
