contrast	estimate	SE	df	t.ratio	p.value	n_donors	min_cells	arm	n_studies	study_sd	singular	n_donors_group	small_groups	estimable	model	p_excl_small_groups
Healthy - Fibrotic_ILD	0.843174429883363	0.311943261001577	56.1676890128497	2.70297369840953	0.0272218568552001	69	20	primary	17	0.485126552246521	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))	NA
Healthy - Other	0.531943986942346	0.389213486981785	13.9822653656269	1.36671519547636	0.28993435539212	69	20	primary	17	0.485126552246521	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))	NA
Fibrotic_ILD - Other	-0.311230442941017	0.398441384050392	15.1581731536551	-0.781119771689314	0.446760695435357	69	20	primary	17	0.485126552246521	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))	NA
