Sum Sq	Mean Sq	NumDF	DenDF	F value	Pr(>F)	n_donors	min_cells	arm	n_studies	study_sd	singular	p_excl_small_groups	small_groups	estimable	n_donors_group	model
disease_group	2.05911678290098	0.686372260966992	3	38.0987334638232	2.52438346698146	0.0720357731359229	89	10	primary	18	0.552504317414507	FALSE	0.0444975098884792	COPD	TRUE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	lmer(disease_group + sex + (1 | study))
sex	0.412970867433	0.2064854337165	2	62.6253635773535	0.759425234219213	0.472195435087932	89	10	primary	18	0.552504317414507	FALSE	NA	COPD	TRUE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	lmer(disease_group + sex + (1 | study))
