Sum Sq	Mean Sq	NumDF	DenDF	F value	Pr(>F)	n_donors	min_cells	arm	n_studies	study_sd	singular	p_excl_small_groups	small_groups	estimable	n_donors_group	model
disease_group	3.12931707737112	1.56465853868556	2	18.6036428845986	4.03972062679645	0.0349125041587456	69	20	primary	17	0.485126552246521	FALSE	NA	none	TRUE	Healthy=32;Fibrotic_ILD=17;Other=20	lmer(disease_group + sex + (1 | study))
sex	0.514786768225814	0.257393384112907	2	41.1989638443729	0.664552256798067	0.519931646219215	69	20	primary	17	0.485126552246521	FALSE	NA	none	TRUE	Healthy=32;Fibrotic_ILD=17;Other=20	lmer(disease_group + sex + (1 | study))
