contrast	estimate	SE	df	t.ratio	p.value	n_donors	min_cells	arm	n_studies	study_sd	singular	n_donors_group	small_groups	estimable	model	p_excl_small_groups
Healthy - Fibrotic_ILD	0.644725302425266	0.283186092000111	56.6818439999289	2.27668420391568	0.0798001997344037	69	20	primary	17	0.447666268320651	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))	NA
Healthy - Other	0.295557572713133	0.356266565739699	14.0379045222105	0.829596715311978	0.420650819580406	69	20	primary	17	0.447666268320651	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))	NA
Fibrotic_ILD - Other	-0.349167729712133	0.364334052873632	15.2590020418275	-0.958372479756211	0.420650819580406	69	20	primary	17	0.447666268320651	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))	NA
