Sum Sq	Mean Sq	NumDF	DenDF	F value	Pr(>F)	n_donors	min_cells	arm	n_studies	study_sd	singular	p_excl_small_groups	small_groups	estimable	n_donors_group	model
disease_group	0.347944363487513	0.173972181743756	2	11.4035707825356	0.540020983753738	0.59692959305021	47	10	_ageadj	13	0.847508340317212	FALSE	NA	none	TRUE	Healthy=38;Fibrotic_ILD=6;Other=3	lmer(disease_group + sex + age + (1 | study))
sex	0.000510765974513606	0.000510765974513606	1	31.0568416718593	0.00158545085346481	0.968493319197474	47	10	_ageadj	13	0.847508340317212	FALSE	NA	none	TRUE	Healthy=38;Fibrotic_ILD=6;Other=3	lmer(disease_group + sex + age + (1 | study))
age	0.633611450559781	0.633611450559781	1	38.4074403715537	1.96677121261202	0.168822523174393	47	10	_ageadj	13	0.847508340317212	FALSE	NA	none	TRUE	Healthy=38;Fibrotic_ILD=6;Other=3	lmer(disease_group + sex + age + (1 | study))
