contrast	estimate	SE	df	t.ratio	p.value	n_donors	min_cells	arm	n_studies	study_sd	singular	n_donors_group	small_groups	estimable	model	p_excl_small_groups
Healthy - COPD	-0.94196550628944	0.452813599252566	75.2608049913944	-2.0802500363158	0.122720473443776	89	10	primary	18	0.450568136835355	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))	NA
Healthy - Fibrotic_ILD	-0.535556409932698	0.186647351877712	78.5125783842964	-2.86934909359757	0.0316934680315015	89	10	primary	18	0.450568136835355	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))	0.0158467276327309
Healthy - Other	-0.168350835395726	0.285342990828975	26.7038797765593	-0.589994640858831	0.560154022814972	89	10	primary	18	0.450568136835355	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))	0.560153975088578
COPD - Fibrotic_ILD	0.406409096356742	0.413064820187342	68.965228759453	0.983886974863701	0.394332350950033	89	10	primary	18	0.450568136835355	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))	NA
COPD - Other	0.773614670893714	0.507554258401647	78.537965153084	1.52420092647814	0.26295070868462	89	10	primary	18	0.450568136835355	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))	NA
Fibrotic_ILD - Other	0.367205574536972	0.301401821504138	25.6435332208095	1.218325664737	0.351286484484165	89	10	primary	18	0.450568136835355	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))	0.351286389722886
