contrast	estimate	SE	df	t.ratio	p.value	n_donors	min_cells	arm	n_studies	study_sd	singular	n_donors_group	small_groups	estimable	model	p_excl_small_groups
Healthy - COPD	1.07431298933733	0.612030959978001	76.174673554992	1.75532458256024	0.249672420298146	89	10	primary	18	0.552504317414507	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))	NA
Healthy - Fibrotic_ILD	0.630293940380529	0.248020125999101	75.5621097449063	2.54130158930253	0.078561658646936	89	10	primary	18	0.552504317414507	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))	0.0392808297732375
Healthy - Other	0.184661351548781	0.36405580655652	24.4926858876876	0.507233638972634	0.616527767900075	89	10	primary	18	0.552504317414507	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))	0.616527764787952
COPD - Fibrotic_ILD	-0.444019048956799	0.560436807297101	69.5156039073534	-0.79227317545083	0.517076223290512	89	10	primary	18	0.552504317414507	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))	NA
COPD - Other	-0.889651637788548	0.673694927497977	78.8742886937265	-1.32055564243686	0.380937202437318	89	10	primary	18	0.552504317414507	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))	NA
Fibrotic_ILD - Other	-0.445632588831748	0.384143736414405	23.502314736874	-1.16006730447119	0.386506282636679	89	10	primary	18	0.552504317414507	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))	0.386506281437555
