disease_group	emmean	SE	df	lower.CL	upper.CL	n_donors	min_cells	arm	n_studies	study_sd	singular	n_donors_group	small_groups	estimable	model
Healthy	-0.130255701649011	0.211045377558002	9.87941709276532	-0.601273247012162	0.340761843714141	36	20	_ageadj	12	0.569260446213557	FALSE	Healthy=29;Fibrotic_ILD=4;Other=3	none	TRUE	lmer(disease_group + sex + age + (1 | study))
Fibrotic_ILD	0.625976182442787	0.438527354503842	22.008006726075	-0.283454704562563	1.53540706944814	36	20	_ageadj	12	0.569260446213557	FALSE	Healthy=29;Fibrotic_ILD=4;Other=3	none	TRUE	lmer(disease_group + sex + age + (1 | study))
Other	1.03707157348261	0.629029315628663	7.74904786570262	-0.421690212237823	2.49583335920303	36	20	_ageadj	12	0.569260446213557	FALSE	Healthy=29;Fibrotic_ILD=4;Other=3	none	TRUE	lmer(disease_group + sex + age + (1 | study))
