disease_group	emmean	SE	df	lower.CL	upper.CL	n_donors	min_cells	arm	n_studies	study_sd	singular	n_donors_group	small_groups	estimable	model
Healthy	0.0961062452406068	0.215651743437654	10.2714719274406	-0.382679931361644	0.574892421842857	36	20	_ageadj	12	0.64152116114834	FALSE	Healthy=29;Fibrotic_ILD=4;Other=3	none	TRUE	lmer(disease_group + sex + age + (1 | study))
Fibrotic_ILD	-0.190286730942328	0.386803189413738	25.7386327103426	-0.985765210475843	0.605191748591187	36	20	_ageadj	12	0.64152116114834	FALSE	Healthy=29;Fibrotic_ILD=4;Other=3	none	TRUE	lmer(disease_group + sex + age + (1 | study))
Other	-0.446346765772058	0.672118922065536	8.56217072710665	-1.97871991697103	1.08602638542691	36	20	_ageadj	12	0.64152116114834	FALSE	Healthy=29;Fibrotic_ILD=4;Other=3	none	TRUE	lmer(disease_group + sex + age + (1 | study))
