Sum Sq	Mean Sq	NumDF	DenDF	F value	Pr(>F)	n_donors	min_cells	arm	n_studies	study_sd	singular	p_excl_small_groups	small_groups	estimable	n_donors_group	model
disease_group	0.136897985995669	0.0684489929978343	2	8.6269417766961	0.596176529882696	0.572113053041508	36	20	_ageadj	12	0.45682858047649	FALSE	NA	none	TRUE	Healthy=29;Fibrotic_ILD=4;Other=3	lmer(disease_group + sex + age + (1 | study))
sex	0.00106665052402224	0.00106665052402224	1	22.9439995734028	0.00929030479716856	0.924050800823685	36	20	_ageadj	12	0.45682858047649	FALSE	NA	none	TRUE	Healthy=29;Fibrotic_ILD=4;Other=3	lmer(disease_group + sex + age + (1 | study))
age	0.0919379404305671	0.0919379404305671	1	30.0263263535499	0.800760389450751	0.377983655707014	36	20	_ageadj	12	0.45682858047649	FALSE	NA	none	TRUE	Healthy=29;Fibrotic_ILD=4;Other=3	lmer(disease_group + sex + age + (1 | study))
