disease_group	emmean	SE	df	lower.CL	upper.CL	n_donors	min_cells	arm	n_studies	study_sd	singular	n_donors_group	small_groups	estimable	model
Healthy	0.213913822833249	0.233899748868956	10.1452524509041	-0.30623765332221	0.734065298988708	36	20	_ageadj	12	0.666412825346666	FALSE	Healthy=29;Fibrotic_ILD=4;Other=3	none	TRUE	lmer(disease_group + sex + age + (1 | study))
Fibrotic_ILD	-0.205502179664843	0.45510160375376	24.2976206725694	-1.14417725400596	0.733172894676279	36	20	_ageadj	12	0.666412825346666	FALSE	Healthy=29;Fibrotic_ILD=4;Other=3	none	TRUE	lmer(disease_group + sex + age + (1 | study))
Other	-0.766416969141646	0.713816576916765	8.15882908012832	-2.40691987650338	0.874085938220092	36	20	_ageadj	12	0.666412825346666	FALSE	Healthy=29;Fibrotic_ILD=4;Other=3	none	TRUE	lmer(disease_group + sex + age + (1 | study))
