disease_group	emmean	SE	df	lower.CL	upper.CL	n_donors	min_cells	arm	n_studies	study_sd	singular	n_donors_group	small_groups	estimable	model
Healthy	0.340169618800708	0.212369138845877	17.5313614843602	-0.106857830121672	0.787197067723088	69	20	primary	17	0.485126552246521	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))
Fibrotic_ILD	-0.503004811082655	0.265886316169915	29.3644445427418	-1.04651037652688	0.0405007543615704	69	20	primary	17	0.485126552246521	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))
Other	-0.191774368141638	0.311752545482769	11.7978285206551	-0.87231803051911	0.488769294235833	69	20	primary	17	0.485126552246521	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))
