Sum Sq	Mean Sq	NumDF	DenDF	F value	Pr(>F)	n_donors	min_cells	arm	n_studies	study_sd	singular	p_excl_small_groups	small_groups	estimable	n_donors_group	model
disease_group	0.0817602613714521	0.040880130685726	2	10.5182297312835	0.20571696089142	0.817262075898594	47	10	_ageadj	13	0.482341979359118	FALSE	NA	none	TRUE	Healthy=38;Fibrotic_ILD=6;Other=3	lmer(disease_group + sex + age + (1 | study))
sex	0.0503794542431824	0.0503794542431824	1	32.7597686114141	0.253519449288223	0.617976840344979	47	10	_ageadj	13	0.482341979359118	FALSE	NA	none	TRUE	Healthy=38;Fibrotic_ILD=6;Other=3	lmer(disease_group + sex + age + (1 | study))
age	0.0277079783513353	0.0277079783513353	1	41.7532422481804	0.139432066465292	0.710735523082025	47	10	_ageadj	13	0.482341979359118	FALSE	NA	none	TRUE	Healthy=38;Fibrotic_ILD=6;Other=3	lmer(disease_group + sex + age + (1 | study))
