disease_group	emmean	SE	df	lower.CL	upper.CL	n_donors	min_cells	arm	n_studies	study_sd	singular	n_donors_group	small_groups	estimable	model
Healthy	-0.0603212699675704	0.147820602545664	22.0403120138052	-0.366849930485819	0.246207390550678	89	10	primary	18	0.450568136835355	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))
COPD	0.88164423632187	0.446518325424405	81.1259812477936	-0.00676625484707594	1.77005472749082	89	10	primary	18	0.450568136835355	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))
Fibrotic_ILD	0.475235139965127	0.181593999209154	32.0721385083019	0.105372894961219	0.845097384969036	89	10	primary	18	0.450568136835355	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))
Other	0.108029565428155	0.249430915683755	19.8319643748198	-0.412556970077265	0.628616100933576	89	10	primary	18	0.450568136835355	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))
