disease_group	emmean	SE	df	lower.CL	upper.CL	n_donors	min_cells	arm	n_studies	study_sd	singular	n_donors_group	small_groups	estimable	model
Healthy	0.08789829800884	0.209695812398518	18.6913382906505	-0.351491148766706	0.527287744784386	69	20	primary	17	0.595999037979414	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))
Fibrotic_ILD	0.0249796942524144	0.239463336268802	28.681263167776	-0.465014342211044	0.514973730715873	69	20	primary	17	0.595999037979414	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))
Other	0.154463531672428	0.331739493027291	13.5789280535957	-0.559122402939502	0.868049466284358	69	20	primary	17	0.595999037979414	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))
