disease_group	emmean	SE	df	lower.CL	upper.CL	n_donors	min_cells	arm	n_studies	study_sd	singular	n_donors_group	small_groups	estimable	model
Healthy	0.213199429189282	0.194092828618895	17.6013702742293	-0.195237449914133	0.621636308292698	69	20	primary	17	0.447666268320651	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))
Fibrotic_ILD	-0.431525873235984	0.242268906314129	29.4677027879225	-0.926680043759322	0.0636282972873545	69	20	primary	17	0.447666268320651	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))
Other	-0.0823581435238509	0.285646055951465	11.8731142736166	-0.705465909107123	0.540749622059421	69	20	primary	17	0.447666268320651	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))
