contrast	estimate	SE	df	t.ratio	p.value	n_donors	min_cells	arm	n_studies	study_sd	singular	n_donors_group	small_groups	estimable	model	p_excl_small_groups
Healthy - Fibrotic_ILD	-0.336508042665913	0.343525308411487	28.8141825739059	-0.9795727837986	0.807929941499218	36	20	_ageadj	12	0.45682858047649	FALSE	Healthy=29;Fibrotic_ILD=4;Other=3	none	TRUE	lmer(disease_group + sex + age + (1 | study))	NA
Healthy - Other	-0.186654700286484	0.526326134189104	8.16131430670433	-0.354636960169302	0.807929941499218	36	20	_ageadj	12	0.45682858047649	FALSE	Healthy=29;Fibrotic_ILD=4;Other=3	none	TRUE	lmer(disease_group + sex + age + (1 | study))	NA
Fibrotic_ILD - Other	0.149853342379429	0.601220601387937	10.604977100856	0.249248515492462	0.807929941499218	36	20	_ageadj	12	0.45682858047649	FALSE	Healthy=29;Fibrotic_ILD=4;Other=3	none	TRUE	lmer(disease_group + sex + age + (1 | study))	NA
