disease_group	emmean	SE	df	lower.CL	upper.CL	n_donors	min_cells	arm	n_studies	study_sd	singular	n_donors_group	small_groups	estimable	model
Healthy	0.0893488216621434	0.165524918764554	10.001937293225	-0.27945399800253	0.458151641326816	36	20	_ageadj	12	0.45682858047649	FALSE	Healthy=29;Fibrotic_ILD=4;Other=3	none	TRUE	lmer(disease_group + sex + age + (1 | study))
Fibrotic_ILD	0.425856864328056	0.335868361150498	22.9747112781377	-0.268982097540943	1.12069582619705	36	20	_ageadj	12	0.45682858047649	FALSE	Healthy=29;Fibrotic_ILD=4;Other=3	none	TRUE	lmer(disease_group + sex + age + (1 | study))
Other	0.276003521948627	0.498053432248354	7.90793707086784	-0.874841288519412	1.42684833241667	36	20	_ageadj	12	0.45682858047649	FALSE	Healthy=29;Fibrotic_ILD=4;Other=3	none	TRUE	lmer(disease_group + sex + age + (1 | study))
