Sum Sq	Mean Sq	NumDF	DenDF	F value	Pr(>F)	n_donors	min_cells	arm	n_studies	study_sd	singular	p_excl_small_groups	small_groups	estimable	n_donors_group	model
disease_group	3.11757311226087	1.03919103742029	3	43.2430267497278	4.77102071902926	0.0058460899427821	89	10	primary	18	0.501673511689091	FALSE	0.00518648864988624	COPD	TRUE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	lmer(disease_group + sex + (1 | study))
sex	0.257255978777576	0.128627989388788	2	66.3640724468672	0.590542816789889	0.556911253737289	89	10	primary	18	0.501673511689091	FALSE	NA	COPD	TRUE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	lmer(disease_group + sex + (1 | study))
