Sum Sq	Mean Sq	NumDF	DenDF	F value	Pr(>F)	n_donors	min_cells	arm	n_studies	study_sd	singular	p_excl_small_groups	small_groups	estimable	n_donors_group	model
disease_group	0.459817826609937	0.229908913304969	2	12.543078321204	2.2673702428327	0.14435654282671	36	20	_ageadj	12	0.531256937216656	FALSE	NA	none	TRUE	Healthy=29;Fibrotic_ILD=4;Other=3	lmer(disease_group + sex + age + (1 | study))
sex	0.0672063482302289	0.0672063482302289	1	24.1070822875345	0.66279150258321	0.423545463221302	36	20	_ageadj	12	0.531256937216656	FALSE	NA	none	TRUE	Healthy=29;Fibrotic_ILD=4;Other=3	lmer(disease_group + sex + age + (1 | study))
age	1.06101598095686	1.06101598095686	1	28.5571427706762	10.4637790149545	0.00307128970366184	36	20	_ageadj	12	0.531256937216656	FALSE	NA	none	TRUE	Healthy=29;Fibrotic_ILD=4;Other=3	lmer(disease_group + sex + age + (1 | study))
