Sum Sq	Mean Sq	NumDF	DenDF	F value	Pr(>F)	n_donors	min_cells	arm	n_studies	study_sd	singular	p_excl_small_groups	small_groups	estimable	n_donors_group	model
disease_group	3.75810857547977	1.25270285849326	3	39.6794107397686	3.71719676926409	0.0190172114514404	89	10	primary	18	0.675482984846718	FALSE	0.0144249906208268	COPD	TRUE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	lmer(disease_group + sex + (1 | study))
sex	0.955467876636469	0.477733938318234	2	65.6532296291222	1.41759958480522	0.249612868852039	89	10	primary	18	0.675482984846718	FALSE	NA	COPD	TRUE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	lmer(disease_group + sex + (1 | study))
