disease_group	emmean	SE	df	lower.CL	upper.CL	n_donors	min_cells	arm	n_studies	study_sd	singular	n_donors_group	small_groups	estimable	model
Healthy	0.15884954645926	0.188143572792911	21.8733393024655	-0.231467383667329	0.54916647658585	89	10	primary	18	0.552504317414507	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))
COPD	-0.915463442878068	0.600608965326224	80.9114669081161	-2.11050670942705	0.279579823670918	89	10	primary	18	0.552504317414507	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))
Fibrotic_ILD	-0.471444393921269	0.234155702944085	31.7913693258527	-0.948526740042848	0.00563795220030971	89	10	primary	18	0.552504317414507	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))
Other	-0.0258118050895204	0.315113038543911	18.4225047315071	-0.686753094682264	0.635129484503223	89	10	primary	18	0.552504317414507	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))
