contrast	estimate	SE	df	t.ratio	p.value	n_donors	min_cells	arm	n_studies	study_sd	singular	n_donors_group	small_groups	estimable	model	p_excl_small_groups
Healthy - Fibrotic_ILD	0.419416002498092	0.458545608777311	30.3186025660681	0.914665835785546	0.521809034026825	36	20	_ageadj	12	0.666412825346666	FALSE	Healthy=29;Fibrotic_ILD=4;Other=3	none	TRUE	lmer(disease_group + sex + age + (1 | study))	NA
Healthy - Other	0.980330791974895	0.752918034327159	8.39196766470091	1.30204185220634	0.521809034026825	36	20	_ageadj	12	0.666412825346666	FALSE	Healthy=29;Fibrotic_ILD=4;Other=3	none	TRUE	lmer(disease_group + sex + age + (1 | study))	NA
Fibrotic_ILD - Other	0.560914789476803	0.847273807000838	10.8180330399487	0.662023049505469	0.521809034026825	36	20	_ageadj	12	0.666412825346666	FALSE	Healthy=29;Fibrotic_ILD=4;Other=3	none	TRUE	lmer(disease_group + sex + age + (1 | study))	NA
