estimate	se	ci_lo	ci_hi	tau2	Q	df	p_Q	I2	p_pooled
0.901858299139559	0.220969344175219	0.468758384556131	1.33495821372299	0.0423566551652933	2.66512836935123	2	0.263799961491352	24.9567104159091	4.4770452893391e-05
