dataset	nH	nF	yi	sei	ci_lo	ci_hi	weight_pct
Sheppard_2020	3	5	1.03335816871493	0.375219442976666	0.29792806048066	1.76878827694919	26.6603556374572
Banovich_Kropski_2020	8	7	1.02774037545979	0.196088605416037	0.643406708844353	1.41207404207522	60.4244825067822
Schiller_2020	3	2	0.0414592788414863	0.579401730864358	-1.09416811365266	1.17708667133563	12.9151618557606
