disease_group	emmean	SE	df	lower.CL	upper.CL	response
Healthy	-0.25945167909386	0.18938371885395	24.7242871045751	-0.649715415421832	0.130812057234111	injury_program_score
Fibrotic_ILD	0.491584641330961	0.22806139224506	39.9452814785009	0.0306357049036272	0.952533577758296	injury_program_score
Other	-0.00799118599061546	0.43188772565682	18.2698066543384	-0.914394086819062	0.898411714837831	injury_program_score
