disease_group	emmean	SE	df	lower.CL	upper.CL
Healthy	-0.376991734256574	0.183824084947206	23.5782688268125	-0.756745429875056	0.00276196136190832
Fibrotic_ILD	0.350863074800632	0.231800592143516	38.0372560471957	-0.118377597913886	0.820103747515151
