response	n	n_healthy	n_fibrotic	beta_fib_minus_healthy	se	df	t	p	contrast_estimate	contrast_p	covars	model
z_inflammatory	66	42	24	0.456801502836837	0.286002745720558	60.7379342640453	1.59719271815369	0.115412906854183	-0.456801502836837	0.124896846635144	sex	LMM (1|dataset)
z_activated_migratory	66	42	24	0.736669520243261	0.321568560089941	61.9991017154025	2.29086301234555	0.025383395073828	-0.736669520243261	0.0301848814192755	sex	LMM (1|dataset)
z_fibroblast_like	66	42	24	1.00378450095109	0.328806973484981	41.1469011118421	3.05280782311917	0.00396252235968602	-1.00378450095109	0.00547180210846311	sex	LMM (1|dataset)
z_vascular_stabilizing	66	42	24	0.0762446603247162	0.234886679541434	52.4017663551724	0.324601890892952	0.746774692958743	-0.0762446603247162	0.750046221800907	sex	LMM (1|dataset)
