gene	n_cells	observed_undetected_n	observed_undetected_frac	observed_detected_n	matched_expected_undetected_frac	matched_expected_undetected_n	matched_lo_frac	matched_hi_frac	matched_lo_n	matched_hi_n	matched_sd_frac	z	p_empirical	n_matched_genes	pooled_cp10k	matched_cp10k_min	matched_cp10k_max	poisson_reference_undetected_n	poisson_reference_undetected_frac	mean_counts_when_detected	max_counts	detect_agreement_frac	project_detected_n
AGTR1	11680	7314	0.6261986301369863	4366	0.6386130136986301	7459.0	0.5618086472602739	0.794443493150685	6561.924999999999	9279.1	0.06535145686405404	-0.1899633788955703	0.845771144278607	200	2.630760908126831	2.2521378993988037	3.0724334716796875	6469.4326171875	0.5538897788687928	1.844480037689209	41.0	0.9995719178082192	4371
