leiden_pericytes	n_donors	spearman_rho	p_value
1	0	39	-0.0964099548185451	0.559318689390945
2	1	31	0.0648227017423892	0.729004107543419
3	2	6	0.333947207395404	0.51770020830544
4	3	15	0.0230574406563316	0.934993617768415
