leiden_pericytes	emmean	SE	df	lower.CL	upper.CL
0	1.0326274041241	0.0982633935976546	77	0.836959989716996	1.22829481853121
1	0.405080358653602	0.113307192727609	77	0.179456913105632	0.630703804201571
2	0.374347954206682	0.241170449745912	77	-0.105883763887659	0.854579672301023
3	0.385057172824949	0.163982099508614	77	0.0585270964134069	0.711587249236491
