leiden_pericytes	emmean	SE	df	lower.CL	upper.CL
0	1.56423170069596	0.153336293850037	77	1.25890013159451	1.86956326979741
1	1.08500376620471	0.176811571057097	77	0.732926948181741	1.43708058422768
2	2.29418516233082	0.376337327627846	77	1.54480180454315	3.04356852011849
3	1.24996014835452	0.255887838551087	77	0.740422365113237	1.75949793159581
