subjid	ids	sampid	alveolar_macrophages	innate_lymphoid_cell_nk	at2	basal	ec_venous	t_cell_lineage	ec_arterial	peribronchial_fibroblasts	at1	multiciliated	plasma_cells	secretory	smooth_muscle	monocytes	monocyte_derived_mph	smg_serous	ec_capillary	adventitial_fibroblasts	lymphatic_ec	transitional_club_at2_cells	alveolar_fibroblasts	neuroendocrine	dc2	dc1	myofibroblasts	b_cell	mast_cells	interstitial_mph_perivascular	smg_mucous	pericytes	smg_duct	mesothelium	ionocyte	smooth_muscle_fam83d	tuft	plasmacytoid_d_cs	subpleural_fibroblasts	hematopoietic_stem_cells	migratory_d_cs
GTEX-11EMC	GTEX-11EMC-0126-SM-5EGKV	GTEX-11EMC-0126-SM-5EGKV	0.0034027344734534	0.00040551695448	0.191417603770878	0.000633249889824	0.0147938764286666	1.30755750108747e-06	0.0587984264364514	6.29411326798023e-07	0.0432233292556858	2.47717196073791e-07	0.0124905819514784	3.07003651464282e-07	1.00208950382554e-06	0.003345575485753	1.96447990689235e-06	2.19309278749683e-07	0.1650434430553	1.70544590984239e-06	0.0025463945924809	3.17586230994135e-07	0.276069328844212	4.17245739106582e-05	0.0004772595911697	1.47750992864547e-06	2.11987964702826e-06	2.60872656177633e-06	0.0024977568972797	0.0636712510748317	1.79527087949606e-07	0.145164377085413	0.0012771146416004	0.0013443729536751	1.11916286822118e-06	0.0083668185198269	1.39456397393467e-06	6.2578597073094e-07	1.23782514274719e-05	3.84612201265819e-07	0.0049592749034558
GTEX-11EQ9	GTEX-11EQ9-0226-SM-5A5JX	GTEX-11EQ9-0226-SM-5A5JX	0.0078395873957963	0.0013037842093704	0.205935954042244	1.63349997903466e-06	0.0192461616720837	4.90982193753562e-06	1.56314353646515e-05	1.72848111428903e-06	0.158763065528378	3.93546397850747e-07	0.0010478809705174	2.70904654380992e-07	1.24134580307062e-06	0.0407259576396386	0.0192085991254994	2.53565778596253e-06	0.15189715657995	2.16988210891581e-06	0.0002167781692036	8.86305902157384e-08	0.193614758941364	1.16545217456743e-06	5.4054857130939e-07	5.81157673124387e-07	3.15243666268879e-06	9.01112737443108e-07	0.0002247310613472	0.0183006860389186	0.0001219699802737	0.158630380047945	3.41311484199192e-07	2.67949165192505e-07	0.0043728272727625	0.0161126937265297	0.0011003341522635	1.43218644243048e-06	5.21682266350536e-07	0.001296554226223	6.3217677711782e-07
GTEX-11GSP	GTEX-11GSP-0726-SM-5986L	GTEX-11GSP-0726-SM-5986L	4.92807572292558e-07	0.0040552753719067	4.3803422940981e-07	0.0016498547600752	0.0136258074340562	4.76863975414204e-06	0.0019175506513818	6.41463964085976e-06	0.0482176934190539	0.0015107152014719	0.0026345635763052	2.71038736295874e-07	0.0568717044552199	0.0362042544141576	1.46986165246235e-06	0.0001394607759707	0.126293307309227	7.11203753121788e-07	0.0056916382372546	8.02320415808219e-05	0.381193927134624	3.9936401923246e-06	0.0202313080441659	0.008087746538233	0.0184432318184839	3.13438743660393e-06	0.0030392536940223	0.0473456254246716	2.34335118456869e-07	0.161476806886027	1.33876800197813e-06	5.59215817074839e-07	1.54979908473993e-05	0.0080946681446116	0.0053145892265093	0.0002249054418042	0.0203069303693087	4.97920414195903e-07	0.0273091271467097
GTEX-11I78	GTEX-11I78-0126-SM-5HL6F	GTEX-11I78-0126-SM-5HL6F	0.0200987442202271	0.0007753883348648	0.276161246207464	1.45927474500409e-06	0.00691170215452	0.0001666818785222	0.0001361985798053	0.0659681242006009	0.0573904136672772	0.0052025033084233	0.0023094397740653	0.0001396374238536	1.26944858251597e-06	3.43121455868128e-05	0.131342296667697	7.76541854702727e-07	0.0952541904632829	0.0056742638060978	8.64703436345093e-05	0.0011216765811163	0.099973616143632	2.05731966941587e-05	4.18107673406478e-06	0.0013066836772097	0.0002526080733824	1.73816239714847e-06	0.002164487157108	0.0620106834499942	0.0002768084186551	0.145175301105898	0.0002701453837183	1.90331629285813e-06	0.003081085527569	0.0034422829809577	0.0127900307196927	0.0004471701740702	1.32361138291452e-06	8.84570668921806e-07	1.69823172087967e-06
GTEX-11LCK	GTEX-11LCK-0426-SM-5A5M8	GTEX-11LCK-0426-SM-5A5M8	0.0089719454993233	0.0004888150637922	0.218307794876159	1.61368038580903e-06	0.0168322814767762	0.0001015657519973	3.24257108652614e-05	0.0751099505898591	0.106460160704162	2.68490542746119e-07	0.0107342726773304	1.48016565102537e-07	1.76648754521946e-06	0.0184280295265517	0.00280824210082	2.48678823770173e-07	0.0801371686405421	0.0166484869550985	0.0010104698866653	8.74767854747238e-08	0.144323130390143	5.51796103031968e-07	9.61145681339057e-07	1.93426653392859e-06	1.74093727285449e-06	9.22622351024122e-07	0.00428853338107	0.104711388796318	1.35292735574576e-07	0.161896401846572	1.49639222096067e-07	2.02594034919953e-05	0.0090575560953091	0.0119624982783269	0.0061933395383592	0.000240219992456	0.0012220125954213	1.39580892180811e-06	1.12588312023157e-06
GTEX-11NSD	GTEX-11NSD-0326-SM-5A5LS	GTEX-11NSD-0326-SM-5A5LS	0.0263409645484927	0.0036709415733202	0.24677201157085	7.33580187465482e-07	2.43068047434415e-06	0.0018729418404752	0.0267572306557832	8.68804090828319e-07	0.12288469020765	0.0211331796794387	0.0094013580122823	1.34797783831821e-06	0.0338775614956171	0.0011698550749376	0.0156713306302245	8.76419034959033e-05	0.118235344425873	6.55738010929215e-07	3.7003410922794e-05	0.0049543648381622	0.186825436636191	4.98875844776198e-06	0.0014542873985098	0.008077294243877	0.005167048270941	2.72475101796782e-06	0.0007176409528992	0.086293954018514	0.0003113687271246	0.0746478901763089	6.15950586684909e-07	2.76940477069884e-07	1.33765825422207e-06	0.0034795026062315	1.47722458566694e-06	0.0001348587290514	5.89309156467404e-07	4.94029389771378e-07	5.75697030899472e-06
GTEX-11NUK	GTEX-11NUK-0826-SM-5HL4U	GTEX-11NUK-0826-SM-5HL4U	0.104234773051731	0.0005742610479037	0.0599148229803189	6.43689569929842e-07	0.0303067068849123	0.0021148266084152	0.0159460534674036	0.175513819147483	0.0945693851725417	0.0032176431604675	0.0107205975267537	2.30329910912795e-07	0.0013539268334305	3.34259539904606e-06	2.9981785815701e-05	2.27686229515355e-07	0.0563719699664864	2.07381829343321e-06	0.001979748610977	0.0017174847532052	0.159254469660759	0.0001067835342177	0.0185719651785811	0.0541085201277452	5.73341238069011e-05	0.0006900332527746	0.0056292213552753	0.028785400544779	1.3219996989033e-07	0.148247190954865	1.38476070453735e-07	0.0010536244889517	2.60103788220593e-06	0.024191607896074	2.69682192463939e-06	1.43476971427016e-06	4.29158974329727e-07	6.15942939042264e-07	0.0007232813574473
GTEX-11NV4	GTEX-11NV4-1126-SM-5HL6J	GTEX-11NV4-1126-SM-5HL6J	0.009810452933556	0.0249432353871889	1.76759627510182e-06	4.27997423016064e-06	0.0092881930198497	0.0014521287363995	1.72456715243531e-06	1.21525240261665e-06	0.0673653233880032	1.05617321958438e-06	0.0024435562728444	2.92864020743654e-07	0.0072305666549804	0.0095905939703116	0.01876772562992	1.39393497611535e-06	0.282999499045763	4.25324690146103e-07	1.44900848179943e-05	0.0001215634472644	0.306389078767024	0.000103362147907	0.0521785571705347	0.0039217527620197	1.53370042726898e-06	0.0089486036602544	0.0002419715559392	2.5563407677667e-06	1.93363389316511e-07	0.139167815883054	6.67337717329555e-05	5.82818703741582e-07	6.82713468109868e-06	0.0130740773943601	0.0069099171303316	1.43008208094364e-06	8.90541121156523e-07	1.09141682709434e-06	0.0349435401009779
GTEX-11O72	GTEX-11O72-1326-SM-5BC5A	GTEX-11O72-1326-SM-5BC5A	5.92015295622442e-07	3.46861657663489e-06	4.38552653301739e-07	1.9868274841216e-06	0.0554509929588551	4.33662356028561e-06	0.0034494240073888	6.09080453652092e-07	0.0290425727727895	0.0014226101888428	0.0012052485343379	3.71479062316559e-07	0.0593107726372509	0.0348148322538185	4.18712325923902e-07	3.45040469911692e-07	0.125581240633854	6.82516406048029e-07	0.0018957927155678	4.80478790051558e-06	0.49976034474165	2.15906455466417e-06	2.03473468208807e-06	1.40270097055478e-06	0.0008202682625185	0.0213748494788088	0.004456988494082	0.0068962701518458	4.50075480068093e-05	0.123184030925536	1.65644979590065e-06	3.896668626396e-07	0.0001430783375846	0.0311110688826923	1.46153562780967e-06	1.28268558497047e-06	6.28792010611226e-07	4.4051312273043e-06	1.13146106488282e-06
GTEX-11OF3	GTEX-11OF3-1126-SM-5986C	GTEX-11OF3-1126-SM-5986C	0.0034873162793541	0.0033470919757919	5.43266323404985e-07	1.46163041915324e-06	0.0397308972310349	1.40662057070086e-05	0.0017907495590667	1.65728319798989e-06	0.0796317971880276	3.19653677244487e-07	6.39046808900758e-05	2.37831498252944e-07	0.0015445333992709	0.0212409309057271	0.0184327885582202	0.0001547923349299	0.221734939599027	6.23724750952607e-07	0.0009521591788705	9.8311540039398e-08	0.328415588301592	8.54801186702738e-06	0.0094298372686273	0.0077049682135315	1.52818845816843e-05	0.0445377496517871	0.0006420145490887	0.0100082830876509	1.75036363258651e-07	0.185639656377858	1.54441423066525e-06	3.99496956067341e-07	0.0007609487232151	0.0114906964444356	0.0062768963121296	3.54063105174606e-06	5.14528138007082e-07	5.03182083583017e-06	0.0029274164487344
GTEX-11P7K	GTEX-11P7K-0326-SM-59871	GTEX-11P7K-0326-SM-59871	0.0311722926756736	0.001826270153101	0.251131562549208	9.39522129809772e-07	1.60296536626369e-06	0.0006060932252836	0.0377929698689412	1.18495868142218e-06	0.105589025845397	0.0008848287524195	0.0110640496408312	9.71471834863424e-05	1.62653204868535e-06	4.56904803532418e-06	0.0335174572008662	1.43286289602793e-05	0.18339992013475	1.25045944392458e-06	2.96958201745815e-07	2.80780269141421e-07	0.128489407964619	6.32603103383624e-06	1.3510803952592e-06	0.0006837752782713	0.0041547929647977	1.22663579515969e-06	0.0029293441814537	0.0404507590358276	6.54008498254315e-05	0.163150583462023	6.78948717263582e-07	4.43286900505196e-07	1.94714075278402e-06	0.0029389338647023	1.40865726102973e-06	1.38650682122365e-05	4.73908401402672e-07	8.68877210434275e-07	7.15680704576851e-07
GTEX-11P81	GTEX-11P81-0226-SM-5HL5M	GTEX-11P81-0226-SM-5HL5M	1.69874429025825e-06	6.53508196168545e-06	0.143057166170958	1.44410625661945e-06	0.0011995229304593	0.008497562651929	0.0259302152874207	0.155457313926265	0.0828676957780335	0.0135058066246691	0.0319421573951045	0.0011602107945343	0.0046540790317241	0.0031997471504011	0.0541000685953952	2.05043217029497e-05	0.0779006015127981	5.39291663529451e-07	0.0017182874058438	0.0007977018710934	0.127656010277249	7.53840429383462e-06	0.0002984035941152	0.008403320630976	6.51461976358453e-06	1.98310824419932e-05	0.0009517047810405	0.098297485792151	0.0013454850688608	0.104986002561264	1.51828848894509e-06	6.82354426370908e-07	0.0022826261971203	0.0062481368343463	0.0309585507047217	0.0007171774871981	0.011143596770396	2.07148182028177e-06	0.0006544843968222
GTEX-11PRG	GTEX-11PRG-0926-SM-5EGI8	GTEX-11PRG-0926-SM-5EGI8	1.30265397132586e-06	0.0035116359545306	5.49607354270559e-07	4.33747334158063e-07	0.0073188231991124	0.0040351892433016	0.0124249200792638	0.164045982794295	0.0921196181147238	2.65666703688859e-07	0.0007414269640217	1.90396551367675e-07	0.0836444943272791	1.14258404598059e-06	0.0543471511587735	1.31475045141015e-07	0.163537068993387	1.31373370138206e-06	0.0115328863943216	7.53753142740516e-08	0.183621967327012	1.57852790564044e-06	0.0070817850861094	0.0163653612483964	0.0087219856542478	0.010666553498208	0.0041271428968968	0.0004795824597306	1.37949571320696e-07	0.152175492018497	2.14859537600889e-07	4.81631439160941e-07	7.46102750383693e-07	0.0130598474060683	1.20280784821656e-06	0.0022204630122456	5.20792367685329e-07	0.0039720033032433	0.0002383309548925
GTEX-11TT1	GTEX-11TT1-1626-SM-5EQL7	GTEX-11TT1-1626-SM-5EQL7	1.07862677822149e-06	0.0016928182093747	0.238443353450343	3.91648038267343e-07	0.0054315268468047	9.97527797011331e-07	7.84727107511977e-07	0.0099496681950214	0.0641640952568573	2.05723742090951e-07	0.0021800641382509	1.60177948711887e-07	6.58996183547839e-07	0.0973106030898455	0.0834243166908338	3.45018821224079e-05	0.129583271383366	1.46602998767594e-06	4.64906044482585e-07	8.08268774362716e-08	0.140909781033223	4.80978111365756e-07	4.1667513933512e-07	4.57375581386272e-07	1.66956525348186e-06	4.70122265506204e-07	1.95500588289228e-06	0.0455088802597763	1.45122470159488e-07	0.123547624043531	4.39711256296748e-07	3.33900281308099e-07	0.0207363285750536	0.0053078893616885	0.0284597003224725	1.11083215836189e-06	0.0032701168787317	3.06595821446954e-05	1.03232165394809e-06
GTEX-11TUW	GTEX-11TUW-0526-SM-5LU9A	GTEX-11TUW-0526-SM-5LU9A	0.0017684986999819	0.0035489863901175	0.0065784307288568	6.79170311890429e-07	0.133728406006306	3.21080860872535e-05	9.13070051263743e-06	0.121170173340322	0.0430928232171308	5.77565924266207e-07	0.0160182891119954	3.18326252850087e-07	1.23308867782536e-06	0.0853239900894051	4.54546557014265e-06	1.07452017230436e-06	0.106447594751139	0.0550171822409396	0.0018033176686937	1.30524163838997e-07	0.186950829607615	0.0004754772455422	0.0051686335640918	0.0020775762809551	8.91338877578224e-07	0.0007400329356263	0.0023150709320967	0.0185157637915224	2.60796035684651e-07	0.17488639135019	4.23579532904459e-07	0.0002328641163609	0.0002530918378686	0.019877151548367	0.0105932877341851	1.06475305173614e-05	7.94984738468851e-06	7.96384207530204e-07	0.0033453698864612
GTEX-11UD2	GTEX-11UD2-0726-SM-5EQ69	GTEX-11UD2-0726-SM-5EQ69	9.01795347053284e-07	0.0108568792336374	0.0130878806027364	0.0001072465068233	0.0720528398628721	0.0028209850005099	3.17401198573317e-06	2.16266943572278e-05	0.0614159208407802	0.043400515669427	0.0164148563150455	1.19542578255995e-06	1.55571904792146e-06	0.114883984163023	1.65358868301658e-06	1.19486158263709e-06	0.152146936963058	3.28290301941506e-06	0.0015960762961369	0.0058954246926089	0.268568675639625	0.0022471988984094	8.34305105475752e-06	0.0097438130395845	6.7193545990314e-06	0.0017242618004143	0.0011915375333746	1.52877235999476e-06	0.0006420835609111	0.135657518392149	0.0017712838536702	5.03435157284275e-06	0.0033660988558951	0.0072163878887826	0.0475045477762907	0.0057997703317237	0.0037919748540388	1.6165336285141e-06	0.0160374743654511
GTEX-11WQC	GTEX-11WQC-0626-SM-5EQMF	GTEX-11WQC-0626-SM-5EQMF	1.49252869268896e-06	0.0022770530796409	9.63306110690387e-07	1.3784697011411e-06	0.0294768886715615	0.0044218166910682	0.0467552931232218	0.031371135033616	0.0163457982495646	4.3631446018583e-07	3.22571832713106e-07	2.12581492428574e-07	1.7176958342322e-06	0.0132015774367049	1.82933012303673e-06	4.25286831888709e-07	0.208197534640064	8.62813158551113e-06	0.0004329295262096	9.94916299367232e-08	0.350525040823363	0.0001126176016861	0.021017454362676	5.92991513076584e-07	0.003799559368918	0.0372005648240131	0.001203392006261	0.0006597011316256	1.998495520878e-07	0.230032479960904	3.55281626160894e-07	4.82912195528333e-07	5.56779150491775e-06	0.001025889978671	0.0001241318705107	1.57599947242591e-06	1.00475949078583e-06	1.57914225147855e-06	0.0017902771838183
GTEX-11WQK	GTEX-11WQK-1226-SM-5GU5Z	GTEX-11WQK-1226-SM-5GU5Z	3.96226069109864e-07	0.0049387815219402	0.021752752372255	0.0194875214539018	0.0358115901274607	0.0019534306055923	3.4907031025924e-06	2.92225817789623e-07	0.0494804831040584	2.90397323716743e-07	0.0038420986630214	1.68375975104847e-07	9.30471135405744e-07	0.0676385276201297	8.18717586383974e-07	1.12121342167977e-07	0.270584599799109	5.11932087446287e-07	0.0002259121173942	0.0001242016626044	0.240434523742151	0.0004492230251858	8.83631243707061e-07	2.01403915069367e-07	1.03697262501129e-06	0.0026043745376355	3.77631555176916e-05	3.32217322945081e-06	1.12140586986949e-07	0.127960948411371	0.00186511833035	6.3824769136965e-07	1.64053922784075e-05	0.0001480505713923	0.0896252370443684	4.04560658891737e-07	0.022451970025008	0.0273182923040182	0.0112345841128661
