subjid	ids	sampid	alveolar_macrophages	innate_lymphoid_cell_nk	at2	basal	ec_venous	t_cell_lineage	ec_arterial	peribronchial_fibroblasts	at1	multiciliated	plasma_cells	secretory	smooth_muscle	monocytes	monocyte_derived_mph	smg_serous	ec_capillary	adventitial_fibroblasts	lymphatic_ec	transitional_club_at2_cells	alveolar_fibroblasts	neuroendocrine	dc2	dc1	myofibroblasts	b_cell	mast_cells	interstitial_mph_perivascular	smg_mucous	pericytes	smg_duct	mesothelium	ionocyte	smooth_muscle_fam83d	tuft	plasmacytoid_d_cs	subpleural_fibroblasts	hematopoietic_stem_cells	migratory_d_cs
GTEX-131XH	GTEX-131XH-0426-SM-5DUWU	GTEX-131XH-0426-SM-5DUWU	0.0060723359674485	0.0016517822796256	0.0215657115648829	0.0084969490979146	0.01988154650219	1.31867884359314e-06	0.0692536112733303	9.47666894145129e-07	0.037351670323581	0.0160030955000411	0.0159190696546566	0.0156695268924871	0.110415683020398	0.0011525715172546	6.19318620361549e-06	6.57563711907575e-07	0.148023322350319	7.69142095896458e-06	0.0009013433937801	0.0039162168902137	0.309619424311975	0.0003955929317481	0.0600594835350981	7.54737314993691e-07	0.0012175028360038	7.70065676869827e-07	0.0008816869473913	0.0078137488761823	0.0016673576847284	0.116275178629127	0.003432106233432	3.95373714276697e-07	1.30336182562467e-06	1.86116293382393e-06	3.56700656180014e-06	7.83733623098694e-07	3.20686774968381e-06	3.20193134449319e-07	0.0223337107670437
GTEX-131XW	GTEX-131XW-1126-SM-5EGK4	GTEX-131XW-1126-SM-5EGK4	9.09811613446023e-07	0.0071604398336342	0.0010745032679038	5.72498626475253e-07	0.0505745485856649	0.002504591247156	0.0402927693052118	0.205599676703367	0.0294580509498084	2.17951079925069e-07	0.0009074068138331	1.65230772954691e-07	1.45775398986079e-06	0.0079151393140257	5.65492741107869e-07	2.00901392608975e-07	0.092744270357122	0.0378084323309426	0.0032436112009276	9.27418869810381e-08	0.248777028081455	1.90863701553049e-05	0.0031327253613948	0.0004465617780506	0.0084762267859691	0.0178395356159186	0.0029595985389248	0.0045677931978703	1.46291567612281e-07	0.22638354220727	1.38965790686948e-07	0.0001145343298607	1.31597365799376e-06	0.0079827567298321	1.34579387807622e-06	1.48657898285561e-06	4.06987089795467e-07	8.59433936627895e-07	7.28868669257841e-06
GTEX-131YS	GTEX-131YS-0926-SM-5IJB9	GTEX-131YS-0926-SM-5IJB9	0.0049298769036366	0.0025654998937532	0.0064831071470911	3.92068631413582e-07	0.0015309476716223	0.007168344980613	0.070711197639576	0.059467530881936	0.124049925998055	0.0052742570777744	0.0033519677289932	9.26043773665517e-07	0.0160902153159006	6.61027206364366e-07	9.53400184066235e-07	0.0002686544924973	0.166421574397689	5.50820383546347e-07	0.0028859217016928	0.0017098515853172	0.295276848065191	3.93274428544909e-05	0.0002287793139227	0.0259013542610263	0.0063804544453896	0.0147218187930961	0.0030171039872013	0.0171688184106377	0.0002787130719573	0.157470010469976	4.35313761003446e-07	4.34793769923996e-07	3.08378677423957e-06	0.005561216746534	1.12307240380703e-06	0.0010341652319745	3.87087820297446e-07	1.83336292191693e-06	1.73556646060006e-06
GTEX-132NY	GTEX-132NY-1226-SM-5PNVF	GTEX-132NY-1226-SM-5PNVF	0.0038526502263854	0.0036351181670203	0.0671696624169678	2.02309561551884e-06	0.0636218759397052	3.75281626341587e-06	0.0032967510138381	0.0389846483103217	0.0541698673409492	4.85674961731943e-07	0.0010606280845002	2.89607052758561e-07	0.0282503581218173	0.0856023328697924	0.0035235487715757	1.68104680527485e-07	0.100574910895985	0.0186128256280894	0.0101180419213704	1.97007362905123e-07	0.236774779183439	1.60893946986851e-06	0.0738820632357131	6.1244833355595e-07	1.59694020685962e-06	6.66382596474289e-07	0.0024122767699804	1.7543527793581e-05	3.16652168137554e-07	0.0921578294950331	2.99227370171678e-06	1.34851917216798e-06	2.20124494630945e-06	0.0122422349399325	0.0189425595586865	1.36391191616714e-06	0.0643004113430453	8.44510003445329e-07	0.0167766141096075
GTEX-132QS	GTEX-132QS-0726-SM-5IJE9	GTEX-132QS-0726-SM-5IJE9	1.98091666998809e-06	3.79173190751938e-07	0.143219404139539	0.0001112578107038	0.004141669813629	4.98949358939988e-07	3.54945451549505e-06	0.066683828466436	0.100577746049303	0.0018993608846868	0.0039256255225567	2.59864535821932e-07	6.69541693665054e-07	0.00927979967378	0.119460834896183	1.52426103414343e-07	0.134420234003085	0.0029777175183761	0.0008572860806761	0.0007866026354731	0.178520657649202	5.55641087183491e-07	5.66634389756472e-07	0.0038705092862201	1.00686960700666e-06	4.38314788057907e-07	0.0043240580860344	0.0368173947158155	1.04763045197981e-07	0.143242309513549	1.67860859234425e-07	0.0005237016484305	0.0055906334387428	0.0377866819560423	0.0009693008395309	7.69682906998342e-07	1.2516838961469e-06	5.72072685069546e-07	4.6152267195355e-07
GTEX-1339X	GTEX-1339X-0626-SM-5IJER	GTEX-1339X-0626-SM-5IJER	1.75655758814011e-06	0.0011153273369944	0.237851088949728	1.79526974565655e-06	4.10972857685697e-05	5.10572243072261e-06	2.07751287668365e-06	8.26447555317716e-06	0.0209848958863392	1.16072633325944e-06	0.0026073161192661	3.36702283929052e-07	5.26450976648229e-07	0.12335680790146	0.0075323339261335	2.35846334249925e-07	0.149260572227948	8.18714581911585e-07	0.0002448766728715	9.70637706456747e-08	0.186525436238096	0.0008112376815129	4.12243643185132e-07	3.50459193497621e-07	2.18551866358813e-06	8.64511435682897e-07	0.0005233572605087	0.0441372652956818	1.75590711010605e-07	0.189705295122885	0.0017840267064097	0.0017355619678874	0.0126810545448474	0.001421513755808	0.0086832182173557	1.40560422641648e-06	0.0089682986384326	1.37066935673656e-06	4.78624359661677e-07
GTEX-133LE	GTEX-133LE-0526-SM-5N9EJ	GTEX-133LE-0526-SM-5N9EJ	9.76788182207798e-07	0.0026320318430019	0.216816837444324	1.77197868578023e-06	0.0076947024249457	1.26578741194975e-06	0.0037294452531316	0.0320051107574114	0.103158966832883	0.0100294061966557	0.0030428361581368	3.45790885102043e-07	7.46274426275909e-07	0.0645266117448768	0.0315008579506595	4.74495336046875e-05	0.158744559841878	6.35622752714841e-07	0.0016895818712546	0.0001842463228277	0.174517485761186	0.0001529126827331	8.80728234138072e-07	4.63870601763842e-07	3.8327890315859e-06	7.38907391036564e-07	0.0005652729181416	0.0567058006847286	1.41848841752527e-07	0.124959245194354	2.04541279065117e-06	0.0001333079704514	6.75010524713591e-05	0.0070746318453108	2.95567424223313e-06	2.407585097349e-06	4.13541746247834e-07	9.63257851162764e-07	6.11856859441068e-07
GTEX-1399S	GTEX-1399S-1726-SM-5L3DI	GTEX-1399S-1726-SM-5L3DI	0.0055261822568221	4.42561591644661e-05	0.18871097782679	9.90756488698464e-07	0.004575624811258	0.0010603015598846	0.0200723762457155	0.0007018990664335	0.14242815964275	0.0007898554311634	0.0069914691580805	2.99632979791023e-07	5.92111207390075e-07	0.021701993624534	1.19315550674311e-06	1.45493699373415e-06	0.152937292337851	2.44320228320117e-06	0.0006508751847767	1.13044540471987e-07	0.220537204188918	2.36891720282107e-06	9.76189574311695e-07	0.0042695496670164	0.0077673671038874	1.01764944501841e-05	0.0030649460542661	0.0638872179655568	3.56653652692919e-07	0.14285481825322	2.70592869496533e-07	4.29284493441813e-07	0.0063400904348353	0.0046396107588896	2.43978581012796e-06	0.0004212381901998	4.65615353535239e-07	1.56269262751209e-06	5.61011951852415e-07
GTEX-1399U	GTEX-1399U-0826-SM-5KM1P	GTEX-1399U-0826-SM-5KM1P	0.0252697296284564	1.13844131444999e-06	0.18337035804384	0.0063911551979295	0.0033961703807646	0.0034534643375047	0.033150853084229	4.35377467075708e-07	0.0666587309784928	0.0294678334783866	0.0054544952534194	0.0030007061839698	1.218560415527e-06	2.10190286955682e-06	0.0271166493740701	1.98887440015107e-07	0.120702934518852	6.32656774718513e-07	0.0001756364719611	0.0050958592713851	0.234515308162496	1.81760384835935e-05	0.0002259905861013	7.65224749441188e-07	0.0221421960899528	0.0004052371891821	0.002005867204837	0.0910877079996911	0.0004716168179762	0.135639937860145	3.93783408096285e-07	2.3809051957308e-07	2.18334656687877e-06	0.0007693073093704	1.44521251923557e-06	8.53085227411873e-07	5.95275773235991e-07	4.73694706963258e-07	1.4049987507838e-06
GTEX-139T6	GTEX-139T6-0426-SM-5IJEM	GTEX-139T6-0426-SM-5IJEM	4.00674826140308e-07	0.0004427979223846	0.151698562274296	7.249996886704e-07	0.0123870236159211	6.91109735623139e-07	0.0036093828505517	0.148563448154824	0.0520445132438229	1.99240762330102e-07	0.0007692017509009	1.8969867692913e-07	5.10347898245385e-07	0.0286071262009817	0.0859158214318765	1.63703108865672e-07	0.0990852641923123	4.67119518171965e-07	0.0006513076379722	5.0811249875907e-08	0.146724479215402	5.07214868022044e-07	2.19813041230242e-07	2.04763740503049e-07	6.09015453044391e-07	2.21965309399401e-07	0.0009846737221785	0.101910481532732	3.83680420977114e-07	0.161364709449746	1.03717990208527e-05	0.0023984571115372	0.0003468294762589	0.0024773749967779	6.19496791031802e-07	7.86463577981292e-07	7.36008584928252e-07	2.45209581447176e-07	2.42083669640502e-07
GTEX-139TT	GTEX-139TT-0726-SM-5K7XW	GTEX-139TT-0726-SM-5K7XW	1.3634903028144e-06	0.0039645479619627	1.43180824854308e-06	8.61472753259389e-05	0.0269170936931455	0.0046871413318691	0.0090610795847499	4.56858713389337e-06	0.0727512794049402	3.3939837625431e-06	0.0005522410086477	4.16778916391477e-05	0.0004705780507375	0.0362450094618047	1.51181360054131e-06	0.0003687811742995	0.157416738116278	6.52299771389879e-07	0.0014448399542311	1.11320031088159e-07	0.423210804313588	1.28851638823595e-05	0.0136743452039046	1.68928429684377e-06	3.40288407283485e-05	0.0354587782253705	0.0028123259160632	0.0011536441727792	2.04985458921077e-07	0.197296433557157	0.0001825833503774	3.65778918519369e-07	7.58995767754179e-05	0.0072453944778798	0.0016580902179507	5.76245287007398e-06	5.29102699149162e-07	2.26177380120342e-06	0.0031537853930161
GTEX-139UW	GTEX-139UW-0226-SM-5K7WU	GTEX-139UW-0226-SM-5K7WU	0.0260971111880674	0.0032754526475637	0.014893755902401	2.61425511662377e-05	0.0265746879449345	0.0002150156316395	0.011800695501786	5.60523545507792e-07	0.104941053269997	2.57090044741159e-07	0.004775872432925	4.01268588023588e-07	1.88255476934182e-06	0.0624889013738688	4.18846308421147e-06	0.0010700251828125	0.178147610279579	6.66872008547965e-07	0.0008808731413582	8.16152807375156e-08	0.350661133611463	3.11953682827169e-05	0.0145091955465769	0.0002603081954758	4.67853864501104e-06	0.001407663390939	0.002080700239337	0.0201101292810009	1.3008230079177e-07	0.165150744293906	0.0002540264641815	5.85140507931086e-07	0.0021001184587059	0.0072416182195553	4.64033941775448e-05	3.78168621465209e-06	7.16077645724316e-07	4.83375962932465e-07	0.0009411531997009
GTEX-139YR	GTEX-139YR-0926-SM-5LZYB	GTEX-139YR-0926-SM-5LZYB	9.47904043066732e-07	0.0030905273273305	0.122135958418484	2.65841911923121e-06	0.0091585007887055	0.0049139631434118	2.2765499114707e-06	0.121977973296217	0.0566065076590711	2.56677035394398e-07	0.0067621198313719	1.70538925067205e-07	1.38328833191809e-06	0.0802491984097065	0.118824037144278	2.4013160200939e-06	0.0856610745034277	1.34839858579278e-06	0.0003234863390268	8.2709385090774e-08	0.0401237266533366	8.75716886288759e-07	1.33359866254289e-06	2.6924302310537e-05	1.29200447578246e-06	7.26792990347421e-06	0.0002318673347506	0.0719595020520639	2.97560864870914e-07	0.0976274248095129	1.60893869914542e-06	4.38083847174591e-07	0.0264537110959673	0.0046948370666864	0.042260523250571	0.0052489113454205	0.098500089941939	0.0025529452745959	0.0005915503771183
GTEX-13CF3	GTEX-13CF3-0426-SM-5IJEU	GTEX-13CF3-0426-SM-5IJEU	9.71542483549492e-07	0.0010075971020704	0.0977796168781504	2.30259023660677e-06	0.0477717514826889	7.49501464676688e-07	3.18452866784148e-06	0.0793636892216321	0.014721572023678	1.91910360508342e-05	0.0180150626390306	1.78750286808511e-07	7.12461128328421e-07	0.23556285492343	0.0126426427230181	6.78821093637199e-08	0.060902589250047	6.48474587213992e-07	0.0002778101609918	3.22779568209033e-07	0.0552155484155139	0.0001649709005409	3.99077564663148e-07	2.68116398824373e-07	7.58968118996262e-07	4.59723371345423e-07	0.000457362156624	0.0318401673984308	2.04689033340052e-05	0.129023297942224	0.0141593355432669	4.37757703416152e-07	0.0177105425013125	0.003600001586743	0.0410304611123717	3.04819985518204e-06	0.138696154455381	1.73662568550418e-06	1.06466423855852e-06
GTEX-13D11	GTEX-13D11-0326-SM-5LZXX	GTEX-13D11-0326-SM-5LZXX	5.31848794504598e-07	9.16831044072709e-07	0.1220559173953	0.0001211696513336	0.0206787144857191	9.18432421247794e-07	0.0057086091107013	0.0732197015895565	0.0491742456807465	0.0102386829484082	0.0135998049581281	5.48888086588391e-07	2.13479613377406e-06	0.0317320159629891	0.0607837058636642	1.71237051221969e-07	0.0557534880858043	1.31592657057855e-06	0.0021111816059814	0.0006913816818803	0.115684079947245	2.65138226763964e-05	2.54352053016345e-07	4.5420437108664e-07	1.02564550258072e-06	4.29684079055754e-07	0.0006029080426942	0.148631896667753	0.000833417567615	0.13000728395298	0.0079212071379013	6.66546564629156e-07	0.0183522804620991	0.0269604508892314	0.0299508566120423	7.95478905690433e-07	0.0751491151679121	7.84406318429299e-07	4.22431740593295e-07
GTEX-13FH7	GTEX-13FH7-1726-SM-5IJE7	GTEX-13FH7-1726-SM-5IJE7	8.70592820095e-07	1.48052892261888e-06	0.0823464732716817	0.0313698591030636	0.0660784149099078	6.33584792529112e-07	0.0101058238379889	0.0644090944619538	0.0261019328762394	0.0177532294326233	0.0088338060272945	0.0054560234070545	1.1813598022657e-05	0.0344505529216047	0.0244435617371052	9.92092291004998e-08	0.0469738574730658	0.015339846154625	0.0004087186927157	2.38931185559724e-07	0.141465011979429	0.0001704434928729	4.64206828222062e-07	3.56276651046411e-07	1.38269911535491e-06	4.21698964835993e-07	0.0013919455021987	0.0751030847883	0.0031058344642988	0.136473948356512	0.0105894532941294	2.42612239242064e-05	0.022505035565255	0.0343481895608355	0.0523801762284418	6.20217289065922e-07	0.0883485092856998	3.5568050191958e-06	9.73602338581628e-07
GTEX-13FHO	GTEX-13FHO-1026-SM-5KM1Q	GTEX-13FHO-1026-SM-5KM1Q	9.31310470877391e-07	0.0032125371776776	0.0015238997302059	5.56701931237163e-07	0.0631136109546969	0.0012478097132964	0.0104286876396302	0.0394762374857897	0.0626760547581865	0.0012225940846125	0.001388396684377	3.24583357161867e-07	0.0003167051804261	0.0619149801219865	1.15363626424367e-06	4.73532764558215e-07	0.187191238050435	1.07322864519829e-06	0.0050047400885102	1.05597521546023e-06	0.354570403239538	2.72499877705652e-06	2.33785608229109e-06	0.0043047796805464	0.0001921778275916	0.0063366194265065	0.0006591409900134	0.0045146974288045	2.60509036123539e-07	0.174349544529697	5.41827279932328e-07	3.51950971040091e-07	2.65989866636754e-06	0.0082827549457936	1.52577508759027e-06	1.92412194314573e-05	4.35026407036891e-07	0.0080334957763538	3.24645493720282e-06
GTEX-13FHP	GTEX-13FHP-0726-SM-5K7YI	GTEX-13FHP-0726-SM-5K7YI	6.12120970712546e-07	0.0043540753825311	2.30081805996056e-07	4.28159580844367e-07	0.0083449507643484	0.0013802585881254	0.0190536144750277	0.16586503957362	0.134098283720878	2.29066368111486e-07	0.0003669782231242	1.91686310119419e-07	1.46144657535743e-06	0.002382855403677	5.41036921850322e-07	9.45702015041265e-08	0.183873292593804	1.00273454771205e-06	0.0026100670327684	1.00808279261176e-07	0.267085671834086	6.99014253424014e-07	0.0199976313916473	0.0028741895438105	0.0019437165069724	0.0086377472195026	0.001523384718013	1.55536812754036e-06	1.15895072582047e-07	0.171551486695494	1.29709163290957e-07	7.26129722250829e-07	6.62847358511516e-07	0.0039533438561376	8.25390035203465e-07	6.80804354038604e-06	4.02031488091095e-07	1.93728128598123e-06	8.46590548221293e-05
GTEX-13FLV	GTEX-13FLV-0426-SM-5KLZA	GTEX-13FLV-0426-SM-5KLZA	0.0052807271525899	0.0050869588734106	0.0038953122325212	1.12254080593273e-06	0.0327992920149693	1.11762743868699e-06	0.0105403817178044	0.0007779025542966	0.0164184360738396	0.0036827389552791	0.0053459329198015	5.67089203224399e-05	0.0054300763233764	0.0474716117716383	0.0417046240334831	0.0007979718963474	0.136663613255249	5.70008225880279e-07	0.000381195928199	5.60869702818554e-07	0.37290843624528	9.56230668877283e-05	0.0007850474671629	0.0314413714764437	2.06010378455694e-06	5.49043354477322e-07	0.0029648853054862	0.0469311242125874	4.42421414276253e-06	0.195010208650984	0.0005699048449509	3.29626742290844e-07	7.32633772285874e-07	0.0274169707812425	3.108007570463e-07	1.20641475797972e-06	0.000338261872367	1.3962784723363e-07	0.0051915579421475
GTEX-13FTX	GTEX-13FTX-0326-SM-5J2NG	GTEX-13FTX-0326-SM-5J2NG	1.49931330295873e-06	0.0026518126515877	0.196916947071458	7.30152756183683e-06	0.0200364568893426	0.0020450995494104	0.0351030791462121	0.0436307676482418	0.107106433802623	0.0179144376327039	0.0082801046665312	3.99713628614655e-07	0.0113157486570127	0.0205898513688511	1.8096757593024e-06	0.0002058143786568	0.100877147073511	0.0015844063236598	0.0010293661271527	0.0051518455368658	0.181597875066628	7.95912513759351e-05	2.2474802217361e-06	4.42753938914565e-06	0.0340631904033168	0.0007732274550508	0.0022016708438703	0.051100087671039	2.7526072032566e-07	0.149537514771751	4.27715051764765e-07	5.86742839861121e-07	7.91602303141083e-05	0.0046800536379254	0.0007040804719099	0.00072152274313	1.43997632961645e-06	1.23783171036903e-06	1.05415335202099e-06
GTEX-13FTY	GTEX-13FTY-0126-SM-5J2NZ	GTEX-13FTY-0126-SM-5J2NZ	0.0155881316615412	0.0084720961474482	0.0031587139837107	0.0001456455971578	0.037812321171418	9.22192341012197e-06	0.0056496217391542	0.0147432469916373	0.089046078741426	0.0227164163608453	0.0070616609833824	0.0035605757025799	0.0448019765039433	0.0093459771759455	2.25654971563923e-06	7.90376109115004e-07	0.134563753903242	2.86457611723158e-06	0.0034102985394104	0.0014423730748544	0.32627395505842	0.0005899461287473	0.0694324771965138	0.0020285065445744	0.0110850453874527	0.0251169446051852	0.0033601599191762	2.5802843802896e-05	0.0011995140405528	0.117143845510618	0.0016784871088766	1.98489236548318e-06	0.0002246555955622	0.0038145325012662	0.0020677586501923	2.77329926559934e-05	3.11955464135097e-06	4.33632978030755e-07	0.034391076133369
GTEX-13FTZ	GTEX-13FTZ-0526-SM-5IJCW	GTEX-13FTZ-0526-SM-5IJCW	3.04051953244321e-07	0.0035150652084605	3.24329074563972e-07	6.55090367987891e-07	6.5689457244806e-06	0.0205656178135879	0.0629648837694319	0.0044481530539085	0.0337066435471817	3.4238925698564e-07	0.0159000818212076	1.34613016488136e-07	0.0829445580089578	0.0165700212280695	3.3803283002511e-07	0.0007561575656295	0.091774277777068	5.1990896772454e-07	0.0041188751944979	9.92200013371605e-08	0.47343342953312	2.00906413929473e-05	0.0010211187859056	8.28421573740731e-05	1.03004115159105e-05	0.0868507059593978	0.0087838612281243	3.80981797710415e-06	1.13549615700168e-07	0.0921599994087016	5.54881394934311e-07	3.23013466615612e-07	6.61202295197531e-07	5.97457708917108e-07	7.73291277855872e-07	2.74076686131797e-06	1.33642118042598e-06	6.11932093716414e-07	0.0003525079714028
GTEX-13G51	GTEX-13G51-0426-SM-5K7Z5	GTEX-13G51-0426-SM-5K7Z5	9.00789307660347e-07	0.0051840193673768	0.0042046139956367	8.49708636589656e-07	0.0401113519252764	0.0062952373358634	0.0033274352370202	2.60353037348049e-06	0.149830935772191	2.97264717901271e-07	0.0075648369815143	1.84368368874552e-07	0.0160111279378342	0.0058902626272845	6.4808930399205e-07	0.0001548682988432	0.184370064007864	7.96150416551463e-07	0.0020541990613287	1.14877306688533e-07	0.358156918517125	4.20531143966207e-05	0.0073111476088567	0.0383731741739548	0.0021834023118833	0.0047416462737583	0.0039044467342039	0.020551801420549	1.72423679102006e-07	0.112848242038604	9.74062994570897e-07	7.61430845882533e-07	1.83311635846908e-06	0.0230687142005846	1.1404729183682e-06	1.28939065355001e-06	5.80729523485444e-07	4.27754471629653e-07	0.0038059268981724
GTEX-13JUV	GTEX-13JUV-0526-SM-5K7XE	GTEX-13JUV-0526-SM-5K7XE	1.36167339836456e-06	2.30453821332939e-05	0.0197755529588242	1.85187028760945e-06	0.0416729174584512	0.0078059248413068	0.0046998315895684	0.0254097617679439	0.0336388628435577	0.0001791753384728	0.0026929368968625	2.64039441852239e-07	0.0072878366503222	0.0298224190796785	0.035488269985151	2.06514931999421e-07	0.16511009642634	5.73738931291355e-06	0.0019872861141445	2.23747615974439e-07	0.373790354307246	6.55350751840781e-06	6.27302622671226e-05	0.0048830585382418	0.0119089083619874	0.000817538204233	0.0016619612932208	0.0415781683337896	2.20530303317263e-07	0.146454588892723	1.159499979274e-06	0.0009811204673076	0.0011725374803577	0.0254259316966051	2.46391054089199e-06	0.0012604661627979	9.25085297097232e-06	0.0129838412142823	0.0013955839158811
GTEX-13JVG	GTEX-13JVG-1426-SM-5MR4W	GTEX-13JVG-1426-SM-5MR4W	1.22531256636257e-06	0.0049317424734947	6.60512634705666e-07	0.005730985416614	0.0318230389613628	1.75296939283705e-06	0.009267371126191	0.157794172296717	0.0198710823243434	3.44179965896843e-05	0.0114816438637845	0.0001085077105204	0.0073006294252783	0.0384778549853961	1.24572656829158e-06	3.41344018234223e-07	0.132879266874256	8.00295423872287e-07	0.0102565290097488	6.56741205726902e-07	0.191829874220666	0.0002633018804979	0.0011788766109428	3.58405855734812e-07	1.61422111427564e-05	1.61741287005653e-05	0.0021452917315879	0.0056863563445098	0.0007569898680262	0.222320894010895	0.0005274659458313	2.5540966144137e-07	0.0001227882022461	0.0020162644027506	0.0021548609425343	1.29825764234383e-06	0.135111677056691	2.06210762900512e-06	0.005885142896082
GTEX-13N11	GTEX-13N11-0326-SM-5LUA3	GTEX-13N11-0326-SM-5LUA3	0.0026729963212243	0.0008971735127551	0.108781720917477	2.17857584631248e-06	0.0852345121023109	0.015017074525032	0.0725577798358077	0.106219876032898	0.016312261932847	5.36439759917951e-07	0.0277184815847631	2.9204336037119e-07	8.44624223715054e-07	0.0002430970734606	5.52699703831401e-06	1.14105902160418e-06	0.0998012128810686	0.0197981949738795	0.001044519272439	1.21009263310425e-07	0.114606659963649	0.0009912288837224	3.43723181994648e-06	3.73468009994081e-06	0.0030766467342089	1.02055412396887e-05	0.0043529174626489	0.126497977195067	2.53728174624538e-07	0.190391850032121	2.90585243906638e-07	1.23037846083897e-06	0.000317119077794	0.0003117800794522	2.41184665908788e-06	0.0031181449873399	1.64232379935971e-06	1.39903883415304e-06	1.52851518868293e-06
GTEX-13N1W	GTEX-13N1W-0726-SM-5MR57	GTEX-13N1W-0726-SM-5MR57	0.0061273933565602	0.0004953243697281	0.179668223038645	0.0021609276514858	0.0383449928023732	1.32387071759332e-06	1.96789015573495e-06	0.0407464890127819	0.109036954066812	2.12201110237167e-07	0.0111535564142263	2.34231441758369e-07	8.71531292745665e-07	0.0114862079044499	2.8364764488865e-06	5.05233282315961e-06	0.12182996711114	0.0498521889389922	0.0017941025738231	1.24371128024132e-07	0.235827033480649	0.0002789766169688	0.0022404661249777	0.0153241760596516	0.0012036641989804	1.06730234311503e-06	0.0033970003991824	0.0305421040092687	2.05933362461596e-07	0.116112489107834	3.4850100397712e-07	0.0133317095540796	8.9907271312311e-05	0.0030208692517659	0.0050932752407115	9.94105996531436e-07	1.30030620748921e-06	4.66723444373744e-07	0.0008249956661234
GTEX-13N2G	GTEX-13N2G-0826-SM-5IJE6	GTEX-13N2G-0826-SM-5IJE6	0.0612540061283398	0.0020487038084085	0.275220182955208	1.06234127552812e-06	0.003744534192372	0.0009088075979461	0.0072723805155296	0.0085297838936129	0.0928232181925759	0.0245176176836191	0.0197913450670029	0.0030373973455775	8.61301620468447e-07	1.84993644930856e-06	1.90299480018359e-06	1.86202198277654e-07	0.127831563387052	0.0022217739501087	0.0005469007463503	0.0012227206642538	0.172609480035924	0.0003750623712784	0.0005060964220158	0.0077839602965536	0.010956178713238	0.0009727727230747	0.0012203343213106	0.0281709324420966	0.0002874781439757	0.137183952524419	2.28222915426175e-07	0.0038731596955043	1.20677858399023e-06	0.0050734497542898	7.97375901254446e-07	5.57573388095214e-06	3.43504764834758e-07	4.95238634252907e-07	1.69679733663935e-06
GTEX-13NYB	GTEX-13NYB-0626-SM-5MR47	GTEX-13NYB-0626-SM-5MR47	0.0129147337380848	0.00827392294159	0.0045224113917916	7.15441391794915e-07	0.0215571640290509	3.52231017782768e-05	0.0131075035828828	0.0674970454939656	0.0931101991569424	2.76174984919203e-07	0.0123960613414857	1.43013222348367e-07	0.0392067377889077	0.0079525297927284	7.61535588680954e-05	2.64604356627315e-07	0.211201461398348	0.0201379426371483	0.003213495564108	6.1165850324751e-08	0.212701494926546	0.0018689740955732	0.0133838490022204	0.0114414323649614	0.0297646456844122	0.0064746554413955	0.0007237913681417	0.0060335743334601	2.45731661691675e-07	0.156131413505776	1.53178327008594e-07	1.56945527224636e-06	0.0034596561242302	0.030757404240118	0.0009188390843076	0.0003442625958944	4.94082960593326e-07	1.72040163113779e-06	0.0107877784656244
GTEX-13NZ8	GTEX-13NZ8-0326-SM-5L3DF	GTEX-13NZ8-0326-SM-5L3DF	5.51003854596284e-07	2.05354845341226e-07	3.39858872385244e-07	6.04726959623796e-07	0.0137287174341324	4.02148490306015e-07	0.0206261615137571	5.94175812397701e-07	0.134114042373647	0.0112983712605289	0.0002731805099555	3.1039201351056e-07	0.0576325707557697	0.0016579630673871	4.78962751098297e-07	2.06882589420926e-07	0.075664225480876	2.42343662824451e-06	5.10502280709138e-07	9.53019335381309e-07	0.148099966067383	0.0001859663864278	2.25171491518417e-07	1.79481114087459e-07	0.0684685443974649	1.19257752333915e-06	3.43627059969892e-07	7.00671704393014e-07	2.42076074092529e-07	0.0320861358146851	3.52378378660332e-07	2.8536826613171e-07	5.10645673311056e-07	4.01973893252629e-07	3.26747738820823e-07	2.44681105114509e-07	4.91423117843121e-07	0.436150840765847	2.36884563943775e-07
GTEX-13NZ9	GTEX-13NZ9-0926-SM-5KM12	GTEX-13NZ9-0926-SM-5KM12	1.37036798813419e-06	0.0054460650055489	5.69566320403786e-07	5.15889428669848e-07	0.027684880067419	0.0047249421425166	0.0297685340303282	0.0224598775693731	0.11196801570239	1.79044046848421e-06	0.0086716418095524	1.79118909930043e-07	0.0072362062058394	0.0489102075701397	2.35411352505645e-06	1.22681345456457e-07	0.142702977749891	1.75198364512683e-06	0.0024813580444945	1.05567942084532e-07	0.314374460833197	0.0011666161608611	1.20697400604749e-06	5.96842878746293e-07	0.0175647666403478	0.0371775170620162	0.0003249981419706	0.0144289743420261	1.70356001935341e-07	0.142027330194189	0.0003407884960564	4.63897497775941e-07	2.7223605234375e-06	0.005888890962465	1.12093183364769e-06	8.03767461139122e-05	5.55323393076453e-07	0.0545543821929337	5.95914622069969e-07
