sample_id	alveolar_macrophages	innate_lymphoid_cell_nk	at2	basal	ec_venous	t_cell_lineage	ec_arterial	peribronchial_fibroblasts	at1	multiciliated	plasma_cells	secretory	smooth_muscle	monocytes	monocyte_derived_mph	smg_serous	ec_capillary	adventitial_fibroblasts	lymphatic_ec	transitional_club_at2_cells	alveolar_fibroblasts	neuroendocrine	dc2	dc1	myofibroblasts	b_cell	mast_cells	interstitial_mph_perivascular	smg_mucous	pericytes	smg_duct	mesothelium	ionocyte	smooth_muscle_fam83d	tuft	plasmacytoid_d_cs	subpleural_fibroblasts	hematopoietic_stem_cells	migratory_d_cs
GTEX-11DZ1-0426-SM-5H11A	3.50051947095565e-05	0.000993865205741676	0.00853861222587601	5.3342932846234e-07	0.0462112578254542	1.21207018173141e-06	0.0183531586355873	0.386449284006809	0.0577170834896608	2.40169502626954e-07	0.016371466092498	1.06151001402774e-07	4.6884903885368e-07	0.0179582208140877	2.49521907339394e-06	1.268470130079e-07	0.070934558279587	0.0325808335171618	4.42129859397652e-06	8.42072135984666e-08	0.124694159544296	1.41477658107556e-06	7.83492777723762e-07	1.58194590456023e-06	8.61571394736436e-06	2.95505358549685e-06	0.00136154945347253	0.0417601831004612	1.24777296893378e-07	0.169707786582589	1.47374326006255e-07	0.000483316736076475	7.44896755293131e-07	0.00576104246504933	8.16803161109024e-07	3.70447091423945e-06	5.57161131192189e-05	1.01736001570477e-06	1.30581155068775e-06
GTEX-11EI6-0826-SM-5985V	0.00403202773990228	0.00174543576473223	1.63820557363005e-06	6.81065099755622e-07	0.0144395150486108	0.00387780302278836	0.000215559561636121	0.0575411924799357	0.0880826082183716	2.97366819388745e-07	0.00324943504328574	1.70320261947541e-07	0.0249724721630088	0.00199135517822082	2.2338029123059e-06	7.43996454279548e-07	0.163813310243132	0.011195768199763	0.00109016428735382	9.61553126351722e-08	0.307958701467908	1.18779655440303e-06	0.00198163297030464	0.0120646349295457	0.046245752353056	0.0578556900256624	0.0023021486296142	0.0259959816318439	2.05650235607519e-07	0.146204487790272	3.16805986803905e-07	0.0125524402491149	1.20611473873778e-06	4.68311240015124e-06	1.38181567017373e-06	4.71979989429356e-06	7.07792341861592e-07	0.0105089749960844	6.26382055968621e-05
GTEX-11EMC-0126-SM-5EGKV	0.00340273447345343	0.000405516954480098	0.191417603770878	0.000633249889824069	0.0147938764286666	1.30755750108747e-06	0.0587984264364514	6.29411326798023e-07	0.0432233292556858	2.47717196073791e-07	0.0124905819514784	3.07003651464282e-07	1.00208950382554e-06	0.00334557548575302	1.96447990689235e-06	2.19309278749683e-07	0.1650434430553	1.70544590984239e-06	0.00254639459248091	3.17586230994135e-07	0.276069328844212	4.17245739106582e-05	0.000477259591169767	1.47750992864547e-06	2.11987964702826e-06	2.60872656177633e-06	0.00249775689727977	0.0636712510748317	1.79527087949606e-07	0.145164377085413	0.00127711464160043	0.00134437295367516	1.11916286822118e-06	0.0083668185198269	1.39456397393467e-06	6.2578597073094e-07	1.23782514274719e-05	3.84612201265819e-07	0.00495927490345581
GTEX-11EQ9-0226-SM-5A5JX	0.00783958739579637	0.00130378420937046	0.205935954042244	1.63349997903466e-06	0.0192461616720837	4.90982193753562e-06	1.56314353646515e-05	1.72848111428903e-06	0.158763065528378	3.93546397850747e-07	0.00104788097051746	2.70904654380992e-07	1.24134580307062e-06	0.0407259576396386	0.0192085991254994	2.53565778596253e-06	0.15189715657995	2.16988210891581e-06	0.000216778169203654	8.86305902157384e-08	0.193614758941364	1.16545217456743e-06	5.4054857130939e-07	5.81157673124387e-07	3.15243666268879e-06	9.01112737443108e-07	0.000224731061347215	0.0183006860389186	0.000121969980273749	0.158630380047945	3.41311484199192e-07	2.67949165192505e-07	0.00437282727276257	0.0161126937265297	0.00110033415226355	1.43218644243048e-06	5.21682266350536e-07	0.00129655422622302	6.3217677711782e-07
GTEX-11GSP-0726-SM-5986L	4.92807572292558e-07	0.0040552753719067	4.3803422940981e-07	0.00164985476007522	0.0136258074340562	4.76863975414204e-06	0.0019175506513818	6.41463964085976e-06	0.0482176934190539	0.00151071520147193	0.00263456357630526	2.71038736295874e-07	0.0568717044552199	0.0362042544141576	1.46986165246235e-06	0.000139460775970793	0.126293307309227	7.11203753121788e-07	0.00569163823725461	8.02320415808219e-05	0.381193927134624	3.9936401923246e-06	0.0202313080441659	0.00808774653823301	0.0184432318184839	3.13438743660393e-06	0.00303925369402237	0.0473456254246716	2.34335118456869e-07	0.161476806886027	1.33876800197813e-06	5.59215817074839e-07	1.54979908473993e-05	0.00809466814461162	0.00531458922650939	0.000224905441804201	0.0203069303693087	4.97920414195903e-07	0.0273091271467097
GTEX-11I78-0126-SM-5HL6F	0.0200987442202271	0.00077538833486487	0.276161246207464	1.45927474500409e-06	0.00691170215452005	0.000166681878522248	0.000136198579805395	0.0659681242006009	0.0573904136672772	0.00520250330842339	0.00230943977406539	0.000139637423853612	1.26944858251597e-06	3.43121455868128e-05	0.131342296667697	7.76541854702727e-07	0.0952541904632829	0.00567426380609789	8.64703436345093e-05	0.00112167658111635	0.099973616143632	2.05731966941587e-05	4.18107673406478e-06	0.00130668367720972	0.000252608073382487	1.73816239714847e-06	0.00216448715710808	0.0620106834499942	0.000276808418655196	0.145175301105898	0.000270145383718339	1.90331629285813e-06	0.00308108552756907	0.00344228298095778	0.0127900307196927	0.000447170174070213	1.32361138291452e-06	8.84570668921806e-07	1.69823172087967e-06
GTEX-11LCK-0426-SM-5A5M8	0.0089719454993233	0.00048881506379224	0.218307794876159	1.61368038580903e-06	0.0168322814767762	0.000101565751997383	3.24257108652614e-05	0.0751099505898591	0.106460160704162	2.68490542746119e-07	0.0107342726773304	1.48016565102537e-07	1.76648754521946e-06	0.0184280295265517	0.00280824210082009	2.48678823770173e-07	0.0801371686405421	0.0166484869550985	0.00101046988666535	8.74767854747238e-08	0.144323130390143	5.51796103031968e-07	9.61145681339057e-07	1.93426653392859e-06	1.74093727285449e-06	9.22622351024122e-07	0.00428853338107008	0.104711388796318	1.35292735574576e-07	0.161896401846572	1.49639222096067e-07	2.02594034919953e-05	0.00905755609530912	0.0119624982783269	0.00619333953835929	0.000240219992456036	0.00122201259542137	1.39580892180811e-06	1.12588312023157e-06
GTEX-11NSD-0326-SM-5A5LS	0.0263409645484927	0.00367094157332022	0.24677201157085	7.33580187465482e-07	2.43068047434415e-06	0.00187294184047528	0.0267572306557832	8.68804090828319e-07	0.12288469020765	0.0211331796794387	0.00940135801228237	1.34797783831821e-06	0.0338775614956171	0.00116985507493763	0.0156713306302245	8.76419034959033e-05	0.118235344425873	6.55738010929215e-07	3.7003410922794e-05	0.00495436483816227	0.186825436636191	4.98875844776198e-06	0.00145428739850986	0.00807729424387706	0.00516704827094103	2.72475101796782e-06	0.000717640952899254	0.086293954018514	0.000311368727124662	0.0746478901763089	6.15950586684909e-07	2.76940477069884e-07	1.33765825422207e-06	0.00347950260623155	1.47722458566694e-06	0.000134858729051465	5.89309156467404e-07	4.94029389771378e-07	5.75697030899472e-06
GTEX-11NUK-0826-SM-5HL4U	0.104234773051731	0.000574261047903731	0.0599148229803189	6.43689569929842e-07	0.0303067068849123	0.00211482660841525	0.0159460534674036	0.175513819147483	0.0945693851725417	0.00321764316046753	0.0107205975267537	2.30329910912795e-07	0.00135392683343058	3.34259539904606e-06	2.9981785815701e-05	2.27686229515355e-07	0.0563719699664864	2.07381829343321e-06	0.00197974861097702	0.00171748475320529	0.159254469660759	0.00010678353421778	0.0185719651785811	0.0541085201277452	5.73341238069011e-05	0.000690033252774647	0.00562922135527535	0.028785400544779	1.3219996989033e-07	0.148247190954865	1.38476070453735e-07	0.00105362448895179	2.60103788220593e-06	0.024191607896074	2.69682192463939e-06	1.43476971427016e-06	4.29158974329727e-07	6.15942939042264e-07	0.000723281357447367
GTEX-11NV4-1126-SM-5HL6J	0.00981045293355604	0.0249432353871889	1.76759627510182e-06	4.27997423016064e-06	0.00928819301984978	0.00145212873639951	1.72456715243531e-06	1.21525240261665e-06	0.0673653233880032	1.05617321958438e-06	0.00244355627284448	2.92864020743654e-07	0.00723056665498044	0.00959059397031166	0.01876772562992	1.39393497611535e-06	0.282999499045763	4.25324690146103e-07	1.44900848179943e-05	0.000121563447264422	0.306389078767024	0.000103362147907037	0.0521785571705347	0.00392175276201977	1.53370042726898e-06	0.00894860366025449	0.000241971555939296	2.5563407677667e-06	1.93363389316511e-07	0.139167815883054	6.67337717329555e-05	5.82818703741582e-07	6.82713468109868e-06	0.0130740773943601	0.00690991713033162	1.43008208094364e-06	8.90541121156523e-07	1.09141682709434e-06	0.0349435401009779
GTEX-11O72-1326-SM-5BC5A	5.92015295622442e-07	3.46861657663489e-06	4.38552653301739e-07	1.9868274841216e-06	0.0554509929588551	4.33662356028561e-06	0.00344942400738889	6.09080453652092e-07	0.0290425727727895	0.00142261018884289	0.00120524853433794	3.71479062316559e-07	0.0593107726372509	0.0348148322538185	4.18712325923902e-07	3.45040469911692e-07	0.125581240633854	6.82516406048029e-07	0.00189579271556789	4.80478790051558e-06	0.49976034474165	2.15906455466417e-06	2.03473468208807e-06	1.40270097055478e-06	0.000820268262518535	0.0213748494788088	0.00445698849408204	0.00689627015184586	4.50075480068093e-05	0.123184030925536	1.65644979590065e-06	3.896668626396e-07	0.000143078337584642	0.0311110688826923	1.46153562780967e-06	1.28268558497047e-06	6.28792010611226e-07	4.4051312273043e-06	1.13146106488282e-06
GTEX-11OF3-1126-SM-5986C	0.00348731627935419	0.00334709197579192	5.43266323404985e-07	1.46163041915324e-06	0.0397308972310349	1.40662057070086e-05	0.00179074955906671	1.65728319798989e-06	0.0796317971880276	3.19653677244487e-07	6.39046808900758e-05	2.37831498252944e-07	0.00154453339927097	0.0212409309057271	0.0184327885582202	0.000154792334929926	0.221734939599027	6.23724750952607e-07	0.00095215917887051	9.8311540039398e-08	0.328415588301592	8.54801186702738e-06	0.00942983726862739	0.00770496821353159	1.52818845816843e-05	0.0445377496517871	0.00064201454908874	0.0100082830876509	1.75036363258651e-07	0.185639656377858	1.54441423066525e-06	3.99496956067341e-07	0.000760948723215146	0.0114906964444356	0.00627689631212967	3.54063105174606e-06	5.14528138007082e-07	5.03182083583017e-06	0.00292741644873445
GTEX-11P7K-0326-SM-59871	0.0311722926756736	0.00182627015310109	0.251131562549208	9.39522129809772e-07	1.60296536626369e-06	0.000606093225283642	0.0377929698689412	1.18495868142218e-06	0.105589025845397	0.000884828752419579	0.0110640496408312	9.71471834863424e-05	1.62653204868535e-06	4.56904803532418e-06	0.0335174572008662	1.43286289602793e-05	0.18339992013475	1.25045944392458e-06	2.96958201745815e-07	2.80780269141421e-07	0.128489407964619	6.32603103383624e-06	1.3510803952592e-06	0.000683775278271377	0.00415479296479776	1.22663579515969e-06	0.00292934418145379	0.0404507590358276	6.54008498254315e-05	0.163150583462023	6.78948717263582e-07	4.43286900505196e-07	1.94714075278402e-06	0.00293893386470237	1.40865726102973e-06	1.38650682122365e-05	4.73908401402672e-07	8.68877210434275e-07	7.15680704576851e-07
GTEX-11P81-0226-SM-5HL5M	1.69874429025825e-06	6.53508196168545e-06	0.143057166170958	1.44410625661945e-06	0.00119952293045933	0.00849756265192903	0.0259302152874207	0.155457313926265	0.0828676957780335	0.0135058066246691	0.0319421573951045	0.00116021079453432	0.00465407903172414	0.00319974715040116	0.0541000685953952	2.05043217029497e-05	0.0779006015127981	5.39291663529451e-07	0.00171828740584387	0.000797701871093437	0.127656010277249	7.53840429383462e-06	0.000298403594115211	0.00840332063097604	6.51461976358453e-06	1.98310824419932e-05	0.000951704781040546	0.098297485792151	0.00134548506886089	0.104986002561264	1.51828848894509e-06	6.82354426370908e-07	0.00228262619712039	0.00624813683434639	0.0309585507047217	0.000717177487198158	0.011143596770396	2.07148182028177e-06	0.000654484396822236
GTEX-11PRG-0926-SM-5EGI8	1.30265397132586e-06	0.00351163595453068	5.49607354270559e-07	4.33747334158063e-07	0.00731882319911246	0.00403518924330163	0.0124249200792638	0.164045982794295	0.0921196181147238	2.65666703688859e-07	0.000741426964021776	1.90396551367675e-07	0.0836444943272791	1.14258404598059e-06	0.0543471511587735	1.31475045141015e-07	0.163537068993387	1.31373370138206e-06	0.0115328863943216	7.53753142740516e-08	0.183621967327012	1.57852790564044e-06	0.00708178508610943	0.0163653612483964	0.00872198565424787	0.010666553498208	0.00412714289689681	0.000479582459730674	1.37949571320696e-07	0.152175492018497	2.14859537600889e-07	4.81631439160941e-07	7.46102750383693e-07	0.0130598474060683	1.20280784821656e-06	0.00222046301224565	5.20792367685329e-07	0.00397200330324339	0.000238330954892562
GTEX-11TT1-1626-SM-5EQL7	1.07862677822149e-06	0.00169281820937471	0.238443353450343	3.91648038267343e-07	0.00543152684680473	9.97527797011331e-07	7.84727107511977e-07	0.00994966819502143	0.0641640952568573	2.05723742090951e-07	0.00218006413825096	1.60177948711887e-07	6.58996183547839e-07	0.0973106030898455	0.0834243166908338	3.45018821224079e-05	0.129583271383366	1.46602998767594e-06	4.64906044482585e-07	8.08268774362716e-08	0.140909781033223	4.80978111365756e-07	4.1667513933512e-07	4.57375581386272e-07	1.66956525348186e-06	4.70122265506204e-07	1.95500588289228e-06	0.0455088802597763	1.45122470159488e-07	0.123547624043531	4.39711256296748e-07	3.33900281308099e-07	0.0207363285750536	0.00530788936168854	0.0284597003224725	1.11083215836189e-06	0.00327011687873174	3.06595821446954e-05	1.03232165394809e-06
GTEX-11TUW-0526-SM-5LU9A	0.00176849869998197	0.00354898639011758	0.00657843072885684	6.79170311890429e-07	0.133728406006306	3.21080860872535e-05	9.13070051263743e-06	0.121170173340322	0.0430928232171308	5.77565924266207e-07	0.0160182891119954	3.18326252850087e-07	1.23308867782536e-06	0.0853239900894051	4.54546557014265e-06	1.07452017230436e-06	0.106447594751139	0.0550171822409396	0.00180331766869372	1.30524163838997e-07	0.186950829607615	0.000475477245542245	0.00516863356409188	0.00207757628095516	8.91338877578224e-07	0.000740032935626396	0.00231507093209675	0.0185157637915224	2.60796035684651e-07	0.17488639135019	4.23579532904459e-07	0.0002328641163609	0.000253091837868638	0.019877151548367	0.0105932877341851	1.06475305173614e-05	7.94984738468851e-06	7.96384207530204e-07	0.00334536988646129
GTEX-11UD2-0726-SM-5EQ69	9.01795347053284e-07	0.0108568792336374	0.0130878806027364	0.000107246506823306	0.0720528398628721	0.00282098500050995	3.17401198573317e-06	2.16266943572278e-05	0.0614159208407802	0.043400515669427	0.0164148563150455	1.19542578255995e-06	1.55571904792146e-06	0.114883984163023	1.65358868301658e-06	1.19486158263709e-06	0.152146936963058	3.28290301941506e-06	0.00159607629613699	0.00589542469260894	0.268568675639625	0.00224719889840946	8.34305105475752e-06	0.00974381303958457	6.7193545990314e-06	0.0017242618004143	0.00119153753337469	1.52877235999476e-06	0.000642083560911151	0.135657518392149	0.00177128385367029	5.03435157284275e-06	0.00336609885589516	0.0072163878887826	0.0475045477762907	0.0057997703317237	0.00379197485403887	1.6165336285141e-06	0.0160374743654511
GTEX-11WQC-0626-SM-5EQMF	1.49252869268896e-06	0.00227705307964093	9.63306110690387e-07	1.3784697011411e-06	0.0294768886715615	0.00442181669106821	0.0467552931232218	0.031371135033616	0.0163457982495646	4.3631446018583e-07	3.22571832713106e-07	2.12581492428574e-07	1.7176958342322e-06	0.0132015774367049	1.82933012303673e-06	4.25286831888709e-07	0.208197534640064	8.62813158551113e-06	0.000432929526209618	9.94916299367232e-08	0.350525040823363	0.000112617601686121	0.021017454362676	5.92991513076584e-07	0.00379955936891806	0.0372005648240131	0.00120339200626106	0.00065970113162565	1.998495520878e-07	0.230032479960904	3.55281626160894e-07	4.82912195528333e-07	5.56779150491775e-06	0.001025889978671	0.000124131870510793	1.57599947242591e-06	1.00475949078583e-06	1.57914225147855e-06	0.00179027718381833
GTEX-11WQK-1226-SM-5GU5Z	3.96226069109864e-07	0.00493878152194022	0.021752752372255	0.0194875214539018	0.0358115901274607	0.00195343060559233	3.4907031025924e-06	2.92225817789623e-07	0.0494804831040584	2.90397323716743e-07	0.00384209866302146	1.68375975104847e-07	9.30471135405744e-07	0.0676385276201297	8.18717586383974e-07	1.12121342167977e-07	0.270584599799109	5.11932087446287e-07	0.000225912117394243	0.000124201662604471	0.240434523742151	0.000449223025185867	8.83631243707061e-07	2.01403915069367e-07	1.03697262501129e-06	0.00260437453763553	3.77631555176916e-05	3.32217322945081e-06	1.12140586986949e-07	0.127960948411371	0.00186511833035004	6.3824769136965e-07	1.64053922784075e-05	0.000148050571392313	0.0896252370443684	4.04560658891737e-07	0.022451970025008	0.0273182923040182	0.0112345841128661
GTEX-11ZTS-1226-SM-5EQMQ	0.0537999637927078	0.00447988302456172	0.00786940284914752	8.50327970454706e-07	0.0253136070619057	0.00119635008644592	0.0351744366217147	0.117243176592078	0.0599429372278041	1.77637471587581e-07	0.017077324879498	1.95923474401342e-07	0.000170167150155096	0.0106033674058899	1.98391859787637e-06	0.000438496723907898	0.110298659883463	0.00647881807637271	0.00429856468010027	7.3798600584371e-08	0.188572355115954	2.12136471408629e-06	0.00415251586827188	0.0429123393347675	0.00128031738759904	0.000228628997423641	0.00307453907640975	0.0800217539907997	1.52118885707733e-07	0.206407270199995	3.05396924408548e-07	6.47216484769197e-05	2.52228802923473e-06	0.0183721875523983	8.97645334452045e-07	1.14864073768712e-06	1.8522930646956e-06	5.34495712592446e-07	0.000515398922635119
GTEX-11ZTT-0626-SM-5EQLM	2.48384270231706e-06	0.00106459598639192	0.0899603767541354	2.84284112617202e-06	0.00479493392530756	3.77056499355981e-05	0.0377185157388805	0.133049031369995	0.0883978473051995	0.0621692299804065	0.00856265463361717	2.02438606369393e-06	2.8913035475451e-06	0.00954374586490956	1.06109119870488e-06	0.00175843442347665	0.115795029897434	1.89103597664273e-06	0.0014288459073962	0.00930564937417755	0.0978535979024166	0.00339233220104433	1.34344490757835e-06	0.00379898411032995	0.0162523378020804	2.02202938548823e-06	0.00175027745221677	0.0827793264678015	0.00813526878656634	0.191590486884563	0.0010163108140503	1.05278334050159e-06	1.50444738263762e-05	0.029239766417751	1.44641702861566e-06	0.00056921687775292	3.89511393854101e-07	4.3204966112035e-07	5.72262005546137e-07
GTEX-11ZUS-0126-SM-5EQM5	3.46818358203564e-05	0.00369026249517816	2.85127998367704e-06	1.9479422400438e-06	0.0305648027477871	0.00194467324513991	0.0456186764455415	0.0557875808123532	0.050087080995839	0.0240085938836262	0.0291248870833092	4.02886095427698e-07	0.00119657954166023	2.81328124218279e-06	1.26891965380992e-06	1.50862045729155e-07	0.0973147424312775	2.48395617693811e-06	0.00554453706578202	0.0066324919330016	0.397145844287099	0.00129595316998743	0.0111555497038436	0.0134647986142095	0.0206424214866779	0.00630103752197024	0.00603670351958247	0.0143631685576431	2.34903580975929e-07	0.168328303988318	1.77522822861998e-07	4.99157298714092e-05	7.02678689268592e-06	0.00958831071396835	1.98859246325924e-06	8.35114410530904e-06	4.67225406606768e-07	1.34323999021668e-06	4.68936478136502e-05
