ligand	n_boot	n_geneset	m_subsample	scheme	rank_point	rank_median	rank_size_ref	rank_lo	rank_hi	aupr_point	aupr_size_ref	aupr_lo	aupr_hi
AGT	300	30	24	fixed-size subsample without replacement	11	16	8	6	34.05	0.102744838353057	0.128854478190079	0.0462635894297816	0.118508515851247
