ccc_group	emmean	SE	df	lower.CL	upper.CL	detect	expr_raw	gene
EC venous systemic	-0.417454926472672	0.0484257726038677	1516.76776234223	-0.512443495538341	-0.322466357407003	0.0125066686623132	0.0409966604106505	MME
Interstitial macrophages	-0.144583845260829	0.0364627300958425	702.35592855628	-0.216172848119579	-0.0729948424020796	0.0449279796631472	0.152409856931777	MME
Lymphatic EC	-0.286456233831732	0.047452789129213	738.248419505819	-0.379614721289558	-0.193297746373907	0.0221114805124954	0.0870742079987518	MME
Mast cells	-0.408466815565109	0.0446912566212797	677.466329174744	-0.496216838716095	-0.320716792414124	0.00524798857011853	0.0368923775070555	MME
Myofibroblasts	-0.235035451400935	0.084606309584994	3615.14053183141	-0.400916308364063	-0.0691545944378074	0.018543603771919	0.0692294592709023	MME
Non-classical monocytes	-0.371376881716713	0.0415757172286138	672.789123252125	-0.453010646729551	-0.289743116703875	0.0148221902342055	0.0585390634260975	MME
Peribronchial fibroblasts	0.333608621805373	0.0575097379240746	2646.01226104516	0.220840023406649	0.446377220204097	0.0780849748162178	0.276020006161107	MME
Pericytes	-0.397595181736168	0.065306601194166	2278.60306590814	-0.525661794751933	-0.269528568720403	0.00914324575894088	0.0486677997967745	MME
Subpleural fibroblasts	-0.3347525906055	0.190119513845109	4280.98874987981	-0.707485372797022	0.0379801915860214	0.00806312182894461	0.0274374838641887	MME
Transitional Club-AT2	0.597563103407368	0.0477424672011885	1569.30408691982	0.503917361515513	0.691208845299222	0.125153920025783	0.400754501931232	MME
Vascular smooth muscle	-0.326271321528157	0.0520310692342582	1329.23765961147	-0.428343285575213	-0.224199357481101	0.0117465884075394	0.066293008948057	MME
AT1	-0.283744808617006	0.0460416739412843	845.205082864411	-0.374114240461734	-0.193375376772277	0.000550518268564877	0.0031243643233963	AGTR1
AT2_AGTR2det	-0.301938941186143	0.0596800957605597	2673.16838048783	-0.418962765436969	-0.184915116935317	0.00031107075598601	0.000192367406240026	AGTR1
AT2_AGTR2undet	-0.26651440209514	0.0401377699246611	961.295726125424	-0.345282159666768	-0.187746644523511	0.00105372845430736	0.00301643754177595	AGTR1
Adventitial fibroblasts	1.03325483850203	0.0472996773307899	1032.33824156476	0.940440356341219	1.12606932066284	0.106861496278808	0.312039954445172	AGTR1
Alveolar fibroblasts	1.33328858080071	0.0483977877277788	1086.63393270157	1.23832488511444	1.42825227648697	0.100783840052603	0.380000255032205	AGTR1
Alveolar macrophages	-0.245359486686768	0.0355412185896646	800.480171364208	-0.315124480363924	-0.175594493009612	0.000693529498657321	0.00278032217674988	AGTR1
Classical monocytes	-0.243699840131262	0.0362707810021768	312.728408159995	-0.315065454520363	-0.172334225742161	0.000422834665081013	0.00351114266703337	AGTR1
DC2	-0.247608193019097	0.034232184303285	726.569691230536	-0.314813993700438	-0.180402392337756	0.000365217380458464	0.000793943350903427	AGTR1
EC aerocyte capillary	-0.301142743015048	0.0554479838830715	1153.33373041288	-0.409932962140717	-0.19235252388938	0.0003133925737861	0.0018595538287562	AGTR1
EC general capillary	-0.291632082585228	0.0473170419059949	461.804291550783	-0.384615473897619	-0.198648691272836	0.000564916997560987	0.00356341938754996	AGTR1
EC venous pulmonary	-0.307642836203666	0.0508774718545577	1216.75198108108	-0.407460140279532	-0.2078255321278	9.45008194720508e-05	0.000523687503463935	AGTR1
EC venous systemic	-0.276902443905268	0.0462340734069035	1463.89927884266	-0.367594546597879	-0.186210341212656	0.00164048127277747	0.00463117007006983	AGTR1
Interstitial macrophages	-0.245357293143502	0.0348305599749417	671.084155655998	-0.313747280288885	-0.17696730599812	0.00036220993829094	0.000973794004196282	AGTR1
Lymphatic EC	-0.301174688186135	0.045318480125531	711.841689342825	-0.390148557396883	-0.212200818975387	0.000369579113649241	0.000995399225256498	AGTR1
Mast cells	-0.151385583941921	0.042701637125896	649.477043320573	-0.235235512348059	-0.0675356555357823	0.00336873630442849	0.0196507900955577	AGTR1
Myofibroblasts	-0.0466836436009541	0.0807223136356229	3583.68463510957	-0.204949924109058	0.11158263690715	0.015674406995698	0.0665264342933434	AGTR1
Non-classical monocytes	-0.278359909944167	0.0397099285123572	645.665969077403	-0.356336108975664	-0.20038371091267	0.000377180076208981	0.00124416706923688	AGTR1
Peribronchial fibroblasts	0.360208698144449	0.0548922840265508	2582.77876493751	0.252571356861619	0.46784603942728	0.0460383779869439	0.149845852468122	AGTR1
Pericytes	3.81033572648724	0.0623430516898099	2212.38133327818	3.68807870590895	3.93259274706552	0.341761789254222	1.19689228846832	AGTR1
Subpleural fibroblasts	0.06829014820314	0.1813402751596	4273.66795503766	-0.287230948296858	0.423811244703138	0.0386228640640405	0.11571693995036	AGTR1
Transitional Club-AT2	-0.291930285344047	0.0455838798000503	1523.98952922645	-0.381344060195589	-0.202516510492504	0.00072077517132589	0.00114294430491301	AGTR1
Vascular smooth muscle	0.574560377778357	0.0496894405456966	1276.40509696832	0.477078427109997	0.672042328446717	0.047346000252164	0.211488994782515	AGTR1
AT1	-0.159927347269334	0.0301751268744078	721.102615564492	-0.219168942792236	-0.100685751746432	0.000972145972814217	0.00463252733408325	AGTR2
AT2_AGTR2det	5.11294291711266	0.0389948397446588	2552.35746055472	5.03647817524145	5.18940765898388	1	1.74605996880547	AGTR2
AT2_AGTR2undet	-0.151983400330687	0.0263048076005151	822.23126265338	-0.203615879446906	-0.100350921214469	0	0	AGTR2
Adventitial fibroblasts	-0.0753432965418748	0.0309616419653022	907.395099992024	-0.136108051286975	-0.0145785417967744	0.00151040412309559	0.00558848896088776	AGTR2
Alveolar fibroblasts	-0.110024528475876	0.0317043011816057	930.425448942242	-0.172244755696011	-0.0478043012557412	0.00161396420993564	0.00909443189114507	AGTR2
Alveolar macrophages	-0.09921799954929	0.023327181429457	672.205870614249	-0.145020904510352	-0.0534150945882281	0.000751390565659417	0.00296078100319247	AGTR2
Classical monocytes	-0.153846232805887	0.0238493613864386	266.769395012679	-0.200803153907312	-0.106889311704462	2.64050467888591e-05	0.000109649944523099	AGTR2
DC2	-0.115123818805119	0.0224531915864657	603.819734525733	-0.159219653246204	-0.071027984364035	0.000314764315134066	0.00217387856902612	AGTR2
EC aerocyte capillary	-0.191547617085298	0.0363322400405656	993.646245092799	-0.262844344059742	-0.120250890110854	0.000264665904205314	0.0012804365783978	AGTR2
EC general capillary	-0.185440104822436	0.0310806683771655	399.891559157152	-0.246542024704992	-0.124338184939881	0.000725334299724654	0.00511310657251093	AGTR2
EC venous pulmonary	-0.163471156991054	0.0332958854206072	1066.52044664788	-0.228804036283062	-0.098138277699046	0.0021926745381697	0.00755609289904138	AGTR2
EC venous systemic	-0.144386900893868	0.0302625014482531	1265.87383176589	-0.203757079649997	-0.0850167221377394	0.00042897287713165	0.0012560375519122	AGTR2
Interstitial macrophages	-0.112536339329965	0.0228514630534886	559.764186825652	-0.157421434202836	-0.0676512444570927	0.000208617684519517	0.000651173027644454	AGTR2
Lymphatic EC	-0.171223354194576	0.0296981797804046	616.369039607243	-0.229545239809784	-0.112901468579368	0.000175170761010336	0.000477699382273491	AGTR2
Mast cells	-0.158389351645741	0.0280388533490697	550.351686705477	-0.213465616565378	-0.103313086726104	0.000188141190542151	0.00331579952160004	AGTR2
Myofibroblasts	-0.17153035962887	0.0526787996981268	3442.79902508819	-0.274815220822137	-0.0682454984356028	0	0	AGTR2
Non-classical monocytes	-0.143090076602552	0.0260370016096831	548.529343729577	-0.194234511093467	-0.0919456421116378	0.000460709069795674	0.0021565954182079	AGTR2
Peribronchial fibroblasts	0.00170901430349329	0.0358871187194334	2327.73408833646	-0.0686650383532274	0.072083066960214	0.00346895084178231	0.0149807857013033	AGTR2
Pericytes	-0.184309370054759	0.040778696817174	1957.29975197745	-0.264283601489554	-0.104335138619964	0.000221483942414175	0.00052794578738587	AGTR2
Subpleural fibroblasts	-0.14907418699937	0.118186415785779	4244.10438031026	-0.380781385031915	0.0826330110331746	0	0	AGTR2
Transitional Club-AT2	-0.107586960483712	0.029842417536098	1349.00946948327	-0.166129549115478	-0.0490443718519468	0.00152188264833777	0.00982802510618343	AGTR2
Vascular smooth muscle	-0.184033136025709	0.0325578440689084	1084.75021227819	-0.247916617655833	-0.120149654395585	0	0	AGTR2
AT1	-0.238416002195497	0.0470791624635913	686.610841207257	-0.330852407899919	-0.145979596491075	0.00926053840792036	0.0337018234420599	LRP2
AT2_AGTR2det	2.66591867411756	0.0607787641691984	2509.96384991385	2.5467370135431	2.78510033469202	0.322534982745722	0.707209565968183	LRP2
AT2_AGTR2undet	2.40254207122903	0.0410415908735365	782.788714709805	2.3219774638676	2.48310667859046	0.193877619037481	0.631411771757308	LRP2
Adventitial fibroblasts	-0.208045702350902	0.048286979478283	871.180633277575	-0.302818110828005	-0.113273293873799	0.0112224647100244	0.036752663059273	LRP2
Alveolar fibroblasts	-0.231679866114315	0.049457089135318	886.491795102681	-0.328746505650818	-0.134613226577811	0.00741402821008891	0.0323638445518425	LRP2
Alveolar macrophages	-0.148603791920255	0.0364139960805765	636.500265603518	-0.220109883774424	-0.0770977000660848	0.00878914652712377	0.022213092601142	LRP2
Classical monocytes	-0.275736638893489	0.0372498367939289	254.19212256333	-0.349094247932636	-0.202379029854341	0.00164302875792549	0.00868903705916374	LRP2
DC2	-0.22682378880764	0.0350432002081338	569.94392973375	-0.295653364012481	-0.157994213602798	0.00710871222050703	0.0205533691452969	LRP2
EC aerocyte capillary	-0.316143585630313	0.0566795071224453	948.879162136705	-0.427375259248964	-0.204911912011661	0.00223102403195533	0.0104061916940159	LRP2
EC general capillary	-0.231298763321778	0.0485255905146164	382.887446981271	-0.326708761482733	-0.135888765160823	0.00470346443308726	0.0305126540721724	LRP2
EC venous pulmonary	-0.289961245682012	0.0519233848345404	1022.9602144514	-0.391849761760086	-0.188072729603938	0.00540221978400991	0.0168451598772095	LRP2
EC venous systemic	-0.21844949534891	0.047196523475604	1208.47604250734	-0.311045720895236	-0.125853269802584	0.00438594322438854	0.0132502443975218	LRP2
Interstitial macrophages	-0.245732842043134	0.0356673542593544	529.112826495008	-0.315799846191583	-0.175665837894685	0.00446244510015766	0.0120016023550564	LRP2
Lymphatic EC	-0.266336166360208	0.0463334336508974	589.568133360601	-0.357334838285362	-0.175337494435055	0.00579131316248228	0.0215922629753374	LRP2
Mast cells	-0.289711587566682	0.0437726490307605	523.145889011081	-0.375703348003573	-0.20371982712979	0.00122824424511927	0.00807895640120673	LRP2
Myofibroblasts	-0.316549208053202	0.0820721736241388	3394.06023989793	-0.477465096776074	-0.155633319330331	0	0	LRP2
Non-classical monocytes	-0.276887181222339	0.0406300852093239	521.566204920662	-0.356705907500192	-0.197068454944485	0.00318107179891655	0.0131409638855194	LRP2
Peribronchial fibroblasts	-0.114123818776567	0.0559455899109938	2248.14896919227	-0.223834225745931	-0.00441341180720385	0.0113117541768424	0.0567622468823987	LRP2
Pericytes	-0.286438743420574	0.0635799378778039	1881.36794166055	-0.411133352306431	-0.161744134534716	0.00543518843175456	0.017315356800159	LRP2
Subpleural fibroblasts	-0.22343151753203	0.184045938234219	4234.93452360974	-0.584258053432609	0.137395018368548	0.00516178266178266	0.0183913233021912	LRP2
Transitional Club-AT2	0.0624734466619017	0.0465439477248221	1296.62997997087	-0.0288362480340237	0.153783141357827	0.0311507345412811	0.0815092156706868	LRP2
Vascular smooth muscle	-0.290569380968672	0.0507920803686503	1030.99441044075	-0.390237034446159	-0.190901727491185	0.00267539045179111	0.0118575505523105	LRP2
AT1	0.0537571188424133	0.0688522631957563	1295.8012117628	-0.0813170034802053	0.188831241165032	0.00153159281356491	0.00560729675926202	MAS1
AT2_AGTR2det	0.181017235967026	0.0898427171735614	2868.52071332937	0.00485441513498078	0.357180056799072	0.00258439318517632	0.00714156359045039	MAS1
AT2_AGTR2undet	0.143394232372888	0.0600728515876023	1430.1452964289	0.0255538772737154	0.261234587472062	0.00170901881268902	0.00822110634224863	MAS1
Adventitial fibroblasts	-0.0967210260225081	0.0709257201089798	1432.7271263853	-0.235850417508219	0.0424083654632024	0.00108938067523467	0.00170419885557125	MAS1
Alveolar fibroblasts	-0.0392755404730231	0.0724442257876689	1626.97031933392	-0.181369321487831	0.102818240541785	0.0011666221681588	0.00389163181153348	MAS1
Alveolar macrophages	-0.00387123581526056	0.0530236941899446	1256.14008897572	-0.107895999056528	0.100153527426007	0.00216109172898696	0.00661806998722675	MAS1
Classical monocytes	-0.0411497986416383	0.0538448719598786	491.569867506113	-0.14694428896122	0.0646446916779438	0.000752919062772225	0.0050240597566355	MAS1
DC2	0.00532771462394594	0.0511807915277303	1172.23724696236	-0.0950884738880255	0.105743903135917	0.0016861557816157	0.0059507536178561	MAS1
EC aerocyte capillary	-0.148259835704291	0.0828845432353693	1710.57474716228	-0.310825581835607	0.0143059104270262	0.000120165233429769	0.000935084930506059	MAS1
EC general capillary	-0.0962039427966777	0.0703357478008155	700.414454213202	-0.23429810441586	0.0418902188225046	0.000290373206602346	0.0020629880350408	MAS1
EC venous pulmonary	0.0563971046275692	0.0763318457490471	1689.29369745609	-0.0933178320857771	0.206112041340916	0.00185608964925535	0.0110645618619325	MAS1
EC venous systemic	-0.0205963682423411	0.0693630765659378	2077.74891831415	-0.156624740877605	0.115432004392922	0.00154131841385398	0.00488164571715132	MAS1
Interstitial macrophages	0.100493953933787	0.0520340948648499	1081.97911705244	-0.00160520982106087	0.202593117688635	0.00267801386942401	0.00730229075145786	MAS1
Lymphatic EC	0.00237071139088015	0.0677824159409707	1052.27912211994	-0.130633365092795	0.135374787874555	0.00227093115081323	0.00648943957044519	MAS1
Mast cells	-0.0879757812193439	0.0635684419716406	1025.97923665379	-0.212714791715948	0.0367632292772599	0.000499099504427997	0.00247769790744638	MAS1
Myofibroblasts	0.0624727345663284	0.121783051522391	3830.14391399629	-0.176293112390921	0.301238581523578	0.00308950395800778	0.013162860079287	MAS1
Non-classical monocytes	-0.0632224305956916	0.0593644181541247	1000.54124561949	-0.179715471986998	0.0532706107956145	0.00111107569016002	0.00427214849231507	MAS1
Peribronchial fibroblasts	-0.0810193173138262	0.0825293241644102	3208.18417226036	-0.242834868762878	0.0807962341352257	0.00121691115371123	0.00510888026714279	MAS1
Pericytes	-0.115272575015666	0.0935639241695241	2926.39443078175	-0.298730374749156	0.0681852247178234	0.000534100819815106	0.00309281014509464	MAS1
Subpleural fibroblasts	-0.26775568460226	0.274113346093292	4335.8010389364	-0.805157988968857	0.269646619764337	0	0	MAS1
Transitional Club-AT2	0.063875426792695	0.0683504819685316	2020.50201286638	-0.0701693537634316	0.197920207348822	0.00363239145376007	0.00804866101892175	MAS1
Vascular smooth muscle	0.0923796530959051	0.0743289696019824	1934.32556042234	-0.0533936640287244	0.238152970220535	0.00225059222952412	0.00981823185963791	MAS1
AT1	-1.27192181050514	0.0544546714823404	241.282687323967	-1.37918904919306	-1.16465457181723	0.0489896376426178	0.177240583545256	TGFB1
AT2_AGTR2det	-1.27133338757656	0.0682852312790525	1248.76924396676	-1.40529982583802	-1.1373669493151	0.103111837680651	0.239070995883977	TGFB1
AT2_AGTR2undet	-0.965379093891222	0.0477423684235009	252.487041859636	-1.05940310686551	-0.871355080916935	0.125833625847915	0.352844894637626	TGFB1
Adventitial fibroblasts	-0.824978237354674	0.0552792277975465	328.556043334661	-0.933724114561767	-0.716232360147581	0.144511823488886	0.410387502238445	TGFB1
Alveolar fibroblasts	-0.889330617352132	0.0569148882303163	305.10169440115	-1.00132601226709	-0.777335222437175	0.0986630069322332	0.360180982073333	TGFB1
Alveolar macrophages	0.483723769237624	0.0430545975620787	190.883367926606	0.398799881222109	0.568647657253138	0.486882954695774	1.08095256582974	TGFB1
Classical monocytes	0.897853232429674	0.044482961431751	97.0341239063716	0.809567259588162	0.986139205271186	0.298756994508142	1.19979322647226	TGFB1
DC2	0.716837029506659	0.0413936577603957	162.581959707841	0.635098521891123	0.798575537122196	0.429726379705978	1.15058679299543	TGFB1
EC aerocyte capillary	-0.20027407491758	0.0650464021613344	357.2791366703	-0.328196019183046	-0.0723521306521145	0.138243770902273	0.641324498191878	TGFB1
EC general capillary	-0.0803822475962048	0.0568941546755303	164.331626288293	-0.192720038099273	0.0319555429068629	0.144419399928274	0.700599026779593	TGFB1
EC venous pulmonary	-0.149188387778606	0.0592557134225667	381.446222218602	-0.265697124330976	-0.0326796512262364	0.221899252725999	0.697960851513059	TGFB1
EC venous systemic	-0.270287998233815	0.0541154672454893	392.775980869985	-0.376680201634069	-0.163895794833562	0.229681511040644	0.614197384854121	TGFB1
Interstitial macrophages	0.716136166976204	0.0421450221844662	158.119397295696	0.632896352829462	0.799375981122946	0.449253591687806	1.16483489461812	TGFB1
Lymphatic EC	-0.20420390933211	0.053546017620919	224.841398018274	-0.309720133827339	-0.0986876848368803	0.222052664046518	0.669766781882406	TGFB1
Mast cells	0.344348643675631	0.0514321121604949	185.310853313618	0.242880895969202	0.44581639138206	0.199348082740593	0.897378769778116	TGFB1
Myofibroblasts	0.153733066439634	0.0908487376106239	1913.90999791004	-0.0244398634039622	0.33190599628323	0.258219000538179	0.809046952081262	TGFB1
Non-classical monocytes	0.620938002880911	0.0474511462100458	176.90656616741	0.527294856226388	0.714581149535435	0.372236880102403	1.09527447976928	TGFB1
Peribronchial fibroblasts	-0.10649655556066	0.063229901729866	808.718444491796	-0.230610635636511	0.0176175245151906	0.256630485313045	0.680018551908813	TGFB1
Pericytes	-0.573147658340958	0.0718652637607128	705.742018153995	-0.714242961704538	-0.432052354977378	0.118566985158032	0.485575231563301	TGFB1
Subpleural fibroblasts	-0.686766829484305	0.200257238063762	4037.91660410471	-1.07938148929737	-0.294152169671242	0.223168305695297	0.542522259486184	TGFB1
Transitional Club-AT2	-1.10182105841783	0.0534318180789896	454.660775398218	-1.20682501824428	-0.996817098591385	0.114691231202094	0.290323440662219	TGFB1
Vascular smooth muscle	-0.639271732913256	0.0585132345861585	339.319505761138	-0.754366084851225	-0.524177380975287	0.104535563732202	0.421640976471139	TGFB1
AT1	1.41317003181537	0.0594698043374827	749.746820190094	1.29642288998258	1.52991717364817	0.169774560090736	0.636107809119345	TGFB2
AT2_AGTR2det	-0.356597186833544	0.0769114385329097	2584.35416238564	-0.507411468634988	-0.2057829050321	0.0373312327183994	0.0977435240145703	TGFB2
AT2_AGTR2undet	0.0406101922821238	0.0518417934775605	854.726819905924	-0.061141941829364	0.142362326393612	0.0626764199324489	0.204008726225647	TGFB2
Adventitial fibroblasts	0.0988554599696811	0.0610388394486002	936.955529395409	-0.0209332072598532	0.218644127199215	0.0790420824688488	0.24518796902042	TGFB2
Alveolar fibroblasts	-0.227598752549369	0.0624911678266034	966.743710715598	-0.350232725452186	-0.104964779646552	0.0340698326190455	0.141019278598984	TGFB2
Alveolar macrophages	-0.501159710401298	0.0459558236638421	701.853263307204	-0.591387064476446	-0.41093235632615	0.0151105950096414	0.0401378371829839	TGFB2
Classical monocytes	-0.505113066916124	0.0469636886538359	277.276300896783	-0.597563738603383	-0.412662395228865	0.00458497537742021	0.0284727393404376	TGFB2
DC2	-0.222120191011211	0.0442408094530771	632.049472869725	-0.308996946235887	-0.135243435786534	0.0301798058860237	0.0965335817153844	TGFB2
EC aerocyte capillary	0.712425345237219	0.0716093932709995	1030.70140595513	0.571908506252094	0.852942184222343	0.084878971689819	0.409607141257005	TGFB2
EC general capillary	-0.121823214978163	0.061220738842713	414.074591750034	-0.242165407441346	-0.00148102251498053	0.0320050995206776	0.171243003012491	TGFB2
EC venous pulmonary	0.0529906575050893	0.065644546276758	1102.08408266347	-0.0758117436360165	0.181793058646195	0.0645879248089141	0.220638135904245	TGFB2
EC venous systemic	-0.406065557911718	0.0596609140546184	1312.76038800362	-0.52310671094073	-0.289024404882706	0.0182873041471969	0.0635191566845369	TGFB2
Interstitial macrophages	-0.303966290478069	0.0450228730736875	585.325215720253	-0.392392345385638	-0.215540235570499	0.0225123222450876	0.0744475864008867	TGFB2
Lymphatic EC	1.10288327154366	0.058531362647952	638.529781606661	0.987946046808998	1.21782049627832	0.150558052180146	0.533515549644651	TGFB2
Mast cells	-0.492857163357847	0.0552334630661856	573.058926576949	-0.601341885141356	-0.384372441574338	0.00346253072622152	0.0261180537165837	TGFB2
Myofibroblasts	1.20892182363727	0.103934537427677	3479.77516035159	1.00514299388139	1.41270065339315	0.141831824373911	0.507494400256903	TGFB2
Non-classical monocytes	-0.570194313142919	0.0513077565198467	570.932782717774	-0.670969300843474	-0.469419325442363	0.00744863214809015	0.0290542921508485	TGFB2
Peribronchial fibroblasts	0.0577848089107435	0.0707715457437068	2390.80974819347	-0.0809951296146614	0.196564747436149	0.0576484905248281	0.16968158455397	TGFB2
Pericytes	1.13457227400253	0.0804087834337481	2018.67272334402	0.976879405216756	1.29226514278831	0.121368561000201	0.538040187188446	TGFB2
Subpleural fibroblasts	-0.366411876028911	0.233261469613228	4251.39632775864	-0.82372615135112	0.0909023992932986	0.0175967913942598	0.051226216357609	TGFB2
Transitional Club-AT2	0.595957404756641	0.0588301251198793	1391.22413286378	0.480552077207373	0.711362732305909	0.139445448318984	0.364289148104367	TGFB2
Vascular smooth muscle	0.548195535121281	0.0641700057477652	1129.25234985974	0.422289688003889	0.674101382238674	0.0723882823392918	0.32605215120618	TGFB2
AT1	-0.307121395100101	0.0568678685808431	737.949103638863	-0.418763476581339	-0.195479313618862	0.00541887259754394	0.0288614697659269	TGFB3
AT2_AGTR2det	-0.235569185721288	0.0735233683779063	2571.50916014256	-0.37974019800941	-0.0913981734331656	0.0231412425033924	0.0548071425537378	TGFB3
AT2_AGTR2undet	-0.205100341532666	0.0495736573435418	841.371605881584	-0.302402896716589	-0.107797786348743	0.0134114033841693	0.0466093292371568	TGFB3
Adventitial fibroblasts	1.27995847763536	0.0583609191710008	924.835633367828	1.16542328514188	1.39449367012884	0.13288491571635	0.386813044532105	TGFB3
Alveolar fibroblasts	0.667598383475466	0.0597540978339725	951.803925268662	0.550333386638845	0.784863380312088	0.0684387435829645	0.256726756336304	TGFB3
Alveolar macrophages	-0.342505325683504	0.043952007221601	689.643752042383	-0.428801126384925	-0.256209524982082	0.00352051316462024	0.0108559442411151	TGFB3
Classical monocytes	-0.339908686132852	0.0449240563044972	272.941832995657	-0.428350383228657	-0.251466989037047	0.00103181623202657	0.00681888122925599	TGFB3
DC2	-0.335255886305641	0.0423090988143499	620.412923673965	-0.418342284086664	-0.252169488524617	0.00230550670479865	0.0108599497671238	TGFB3
EC aerocyte capillary	-0.368156757024828	0.0684744703534206	1015.45319668849	-0.502524408375815	-0.233789105673841	0.00237639454292021	0.0186835595986688	TGFB3
EC general capillary	-0.241660412498221	0.058555325532551	408.225886487246	-0.356768010715072	-0.12655281428137	0.00511171164096004	0.0426355724429756	TGFB3
EC venous pulmonary	0.00600668542658389	0.0627630580764859	1087.50281943785	-0.117143708782385	0.129157079635553	0.0245325606738124	0.0981553785782877	TGFB3
EC venous systemic	-0.0833935790257096	0.0570432675340427	1293.53508398378	-0.195301039416466	0.0285138813650464	0.0265116765371619	0.0850384698145268	TGFB3
Interstitial macrophages	-0.33112658709331	0.0430580658540531	574.786410335057	-0.41569692405026	-0.246556250136361	0.00181993268753225	0.00811131356640245	TGFB3
Lymphatic EC	0.717827239412001	0.055969894746019	629.412493954597	0.607916910236374	0.827737568587628	0.0718403609804713	0.258992887283211	TGFB3
Mast cells	-0.316863088685425	0.0528270009769383	563.693974547736	-0.420624897181176	-0.213101280189674	0.00275025778027487	0.0194517684376703	TGFB3
Myofibroblasts	0.489244584455974	0.0993431560188116	3464.90852054325	0.294467537275607	0.68402163163634	0.0834561168453249	0.254937789882591	TGFB3
Non-classical monocytes	-0.394877574459287	0.0490654035670022	561.704223522298	-0.491251658145433	-0.29850349077314	0.00235215481044079	0.00988774016870566	TGFB3
Peribronchial fibroblasts	2.07758604036606	0.0676579572542217	2365.15388182955	1.94491098517228	2.21026109555985	0.206012312627332	0.597851263403589	TGFB3
Pericytes	0.0979744558314042	0.0768748545630841	1993.57919870319	-0.0527890227314926	0.248737934394301	0.0259572709454513	0.137046255118038	TGFB3
Subpleural fibroblasts	0.715628137096062	0.222925803306244	4248.42787981656	0.278577077425084	1.15267919676704	0.163796527374338	0.330148167080925	TGFB3
Transitional Club-AT2	-0.243357578076745	0.0562499512180137	1373.9756283773	-0.353702660481212	-0.133012495672278	0.0167381940340085	0.0459169896066918	TGFB3
Vascular smooth muscle	1.12331063539488	0.0613607880141612	1110.93996478837	1.0029145322106	1.24370673857916	0.0846411316050555	0.371123726383136	TGFB3
AT1	0.555437428595621	0.0488019833007909	149.072696721287	0.459004451507794	0.651870405683449	0.267341253357156	1.03414052892194	CCN2
AT2_AGTR2det	-0.191745620602314	0.0600330487593321	721.406037991698	-0.309605972692428	-0.0738852685121995	0.178447065527685	0.487401576969675	CCN2
AT2_AGTR2undet	-0.0842627265761756	0.0431125327394163	146.077569913592	-0.169467615211936	0.000942162059585139	0.1328168186531	0.474477093022188	CCN2
Adventitial fibroblasts	1.09418941680634	0.0492835236383325	197.936061527275	0.997001253775277	1.19137757983741	0.415050925286847	1.34334019058528	CCN2
Alveolar fibroblasts	1.73643179862129	0.0508219123171918	184.3482053135	1.63616444111707	1.83669915612551	0.583072583561128	1.91214892860907	CCN2
Alveolar macrophages	-0.562898953824765	0.0393446628875128	110.2963546673	-0.640868511048104	-0.484929396601425	0.0245845251226444	0.0835461645075665	CCN2
Classical monocytes	-0.735981282621956	0.0407255998129429	64.8474956004337	-0.817319548168075	-0.654643017075836	0.00917843581608363	0.0596392694631245	CCN2
DC2	-0.622879177460653	0.0379084274398138	93.5242339941474	-0.698152240883618	-0.547606114037688	0.0178487572629214	0.090342561573123	CCN2
EC aerocyte capillary	0.161936328751087	0.0577841006425183	228.504718744558	0.0480785384706052	0.275794119031568	0.160572655107542	0.777677508809583	CCN2
EC general capillary	0.0853020451732105	0.0511855287813957	114.762276777348	-0.0160888692641571	0.186692959610578	0.137515370642417	0.728430801794386	CCN2
EC venous pulmonary	1.25356762629465	0.0526510941708935	231.1295636934	1.14983018409409	1.35730506849521	0.435456436058429	1.57719164844132	CCN2
EC venous systemic	1.00551299210178	0.0483303560504375	222.353086561872	0.910268830957045	1.10075715324651	0.425500288808147	1.39237223109967	CCN2
Interstitial macrophages	-0.657918191654882	0.0385575041817322	92.9157117239938	-0.734486668804111	-0.581349714505652	0.0122583101226704	0.052225760394006	CCN2
Lymphatic EC	0.121318980116065	0.0479808965776181	142.295021943592	0.0264715062808837	0.216166453951246	0.171164812310474	0.691805759414181	CCN2
Mast cells	-0.637273062108087	0.0464946814521921	117.895048313082	-0.729346038616566	-0.545200085599608	0.0188679255772369	0.135004138228542	CCN2
Myofibroblasts	1.78225017881692	0.0789175673909924	1208.60464529862	1.6274195355397	1.93708082209414	0.638384892242864	1.99135697623695	CCN2
Non-classical monocytes	-0.73566156905746	0.0429340573371286	108.248829344896	-0.820762102920873	-0.650561035194047	0.0142806561731658	0.0597486993213889	CCN2
Peribronchial fibroblasts	1.28382246152162	0.0558376205557557	443.061024973467	1.17408296169928	1.39356196134396	0.480328063595224	1.54482897022352	CCN2
Pericytes	0.700284786771338	0.0632707958426585	425.009267888525	0.575922156737856	0.82464741680482	0.281616635263969	1.12641154089117	CCN2
Subpleural fibroblasts	0.869295023091172	0.171498704390873	3889.95038664181	0.533059119269919	1.20553092691243	0.418715192621559	1.31607855198867	CCN2
Transitional Club-AT2	0.0778173102884426	0.0477591530147237	255.278585037267	-0.0162348051354782	0.171869425712363	0.198060373167238	0.639095804934234	CCN2
Vascular smooth muscle	0.85506915591003	0.0522346306674118	203.185051957511	0.752077712579182	0.958060599240878	0.309941948659185	1.28549624441188	CCN2
