state_program	emmean	SE	df	lower.CL	upper.CL	arm	n_donors	n_rows	n_studies	study_sd	singular	model
activated_migratory	0.261323545407704	0.0352625348237022	19.8306637228607	0.187726899762446	0.334920191052961	_ageadj -- RESTRICTED to age-reporting cohorts, not an age adjustment	51	90	14	6.15063646558609e-06	FALSE	lmer(state_program + disease_group + age + sex + (1 | donor_id) + (1 | study))
basement_membrane	0.216464946405747	0.0324345363075794	13.2545516013352	0.146530939197187	0.286398953614307	_ageadj -- RESTRICTED to age-reporting cohorts, not an age adjustment	51	90	14	6.15063646558609e-06	FALSE	lmer(state_program + disease_group + age + sex + (1 | donor_id) + (1 | study))
vascular_stabilizing	0.235680702251011	0.0323243600457345	13.9388965283957	0.166323322124328	0.305038082377695	_ageadj -- RESTRICTED to age-reporting cohorts, not an age adjustment	51	90	14	6.15063646558609e-06	FALSE	lmer(state_program + disease_group + age + sex + (1 | donor_id) + (1 | study))
