disease_group	emmean	SE	df	lower.CL	upper.CL	arm	n_donors	n_donors_group
Healthy	0.186328416474745	0.0319992452833937	18.6131832904384	0.119258896072156	0.253397936877335	primary	59	Healthy=26;Fibrotic_ILD=19;Other=14
Fibrotic_ILD	0.331536325564249	0.0402430422773067	26.1147471278771	0.248833253966396	0.414239397162101	primary	59	Healthy=26;Fibrotic_ILD=19;Other=14
Other	0.274964546085058	0.0413741818218488	12.7370252244805	0.185393101535778	0.364535990634339	primary	59	Healthy=26;Fibrotic_ILD=19;Other=14
