contrast	estimate	SE	df	t.ratio	p.value	lens	lens_label	p_formatted
activated_migratory - basement_membrane	-0.0431029949978885	0.0709631885103091	11675.8845219182	-0.607399355958009	0.543597727904023	AGTR1_expr	raw expression	5.44e-01
activated_migratory - vascular_stabilizing	-0.208708858889979	0.0702961733845964	11676.3804168905	-2.96899317332844	0.00449076297658637	AGTR1_expr	raw expression	4.49e-03
basement_membrane - vascular_stabilizing	-0.16560586389209	0.0286485750678423	7603.12448231458	-5.78059688832417	2.32136662476997e-08	AGTR1_expr	raw expression	2.32e-08
activated_migratory - basement_membrane	-1.00387160912548	0.385920538486585	11566.0139052832	-2.60123913866372	0.0139508932958523	AGTR1_scvi	scVI-denoised	1.40e-02
activated_migratory - vascular_stabilizing	0.0697669979166487	0.382384876985374	11569.729817798	0.182452293790157	0.855230986578744	AGTR1_scvi	scVI-denoised	8.55e-01
basement_membrane - vascular_stabilizing	1.07363860704213	0.160868835940394	11643.5255470963	6.67399997498548	7.80660389674515e-11	AGTR1_scvi	scVI-denoised	7.81e-11
activated_migratory - basement_membrane	-0.0345379677860337	0.0315322093226655	11676.6887995673	-1.09532343365511	0.273397556144265	AGTR1_detect	binary detection	2.73e-01
activated_migratory - vascular_stabilizing	-0.148587744814179	0.0312355553232661	11676.8725814438	-4.75700666360499	2.98255719740905e-06	AGTR1_detect	binary detection	2.98e-06
basement_membrane - vascular_stabilizing	-0.114049777028145	0.0127647939924593	8074.28705860816	-8.9347134858204	1.49722510942134e-18	AGTR1_detect	binary detection	<2.2e-16
