test_ligand	auroc	aupr	aupr_corrected	pearson	rank	receiver	n_expressing_populations	expressed_sender_populations	max_expression_fraction	pericyte_expression_fraction	cognate_receptors_in_pericytes	n_cognate_receptors	prioritized_top11	ligand_class
FGG	0.819829779766607	0.0693356706067521	0.061500726757183	0.145907457498706	80	Pericytes	2	AT2_AGTR2undet; AT2_AGTR2det	0.369239976062234	0.00107823170001198	ITGB1	1	FALSE	other
LAMB3	0.814854786347285	0.0692942195022641	0.0614592756526951	0.144062862369563	81	Pericytes	4	AT2_AGTR2undet; AT1; Transitional Club-AT2; AT2_AGTR2det	0.356492136555452	0.00850605007787228	CD151; CD44; ITGA7_ITGB1	3	FALSE	other
BMP5	0.80140387821357	0.0691220134541821	0.061287069604613	0.144214537876842	82	Pericytes	2	Alveolar fibroblasts; Peribronchial fibroblasts	0.362182041066532	0.0103031029112256	ACVR1_BMPR2; ACVR2A_BMPR1A; ACVR2A_BMPR1B; BMPR1A_BMPR2; BMPR1B_BMPR2; PTPRD	6	FALSE	other
LGALS9	0.813547424760909	0.0691007068881671	0.061265763038598	0.148969537627928	83	Pericytes	9	Alveolar macrophages; Classical monocytes; Lymphatic EC; DC2; Interstitial macrophages; EC venous systemic; Non-classical monocytes; Transitional Club-AT2; EC venous pulmonary	0.610768307507528	0.0113813346112375	CD44; CD47; LRP1; MRC2; PTPRK	5	FALSE	other
TFPI	0.823953672018955	0.0689901192339546	0.0611551753843855	0.0853061989948247	84	Pericytes	16	EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Lymphatic EC; Interstitial macrophages; AT2_AGTR2undet; Vascular smooth muscle; Myofibroblasts; EC venous systemic; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; EC general capillary; AT2_AGTR2det; Subpleural fibroblasts	0.903531842945792	0.702527854318884	F3; LRP1; SDC4	3	FALSE	other
COL6A2	0.823716767570414	0.0689863845067565	0.0611514406571874	0.147092530943498	85	Pericytes	9	Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Lymphatic EC; Vascular smooth muscle; Myofibroblasts; EC venous systemic; Peribronchial fibroblasts; Subpleural fibroblasts	0.945864661654129	0.659039175751747	CD44; ITGA1_ITGB1	2	FALSE	other
CCN1	0.856172677020272	0.0689583941268888	0.0611234502773197	0.144631500189274	86	Pericytes	15	EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Lymphatic EC; AT2_AGTR2undet; Vascular smooth muscle; AT1; Myofibroblasts; EC venous systemic; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; AT2_AGTR2det; Subpleural fibroblasts	0.759398496240597	0.250029950880548	CAV1; ITGAV; ITGB5; SDC4	4	FALSE	other
CORIN	0.822242695446176	0.0689341748825688	0.0610992310329997	0.145640769102907	87	Pericytes	4	Alveolar macrophages; Adventitial fibroblasts; DC2; Peribronchial fibroblasts	0.129564374413323	0.0156942614112854			FALSE	other
S100A4	0.853005176800914	0.0689061615781672	0.0610712177285981	0.151933536171571	88	Pericytes	22	Alveolar macrophages; EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Classical monocytes; Lymphatic EC; DC2; Interstitial macrophages; AT2_AGTR2undet; Mast cells; Vascular smooth muscle; AT1; Myofibroblasts; EC venous systemic; Non-classical monocytes; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; EC general capillary; AT2_AGTR2det; Subpleural fibroblasts	0.899826119069777	0.130466035701451	EGFR	1	FALSE	other
TGFBI	0.795130297446701	0.0687751982076965	0.0609402543581274	0.146206945786094	89	Pericytes	10	Alveolar macrophages; Pericytes; Classical monocytes; DC2; Interstitial macrophages; Vascular smooth muscle; Myofibroblasts; Non-classical monocytes; Peribronchial fibroblasts; Subpleural fibroblasts	0.569616795442357	0.102432011501139			FALSE	other
PLA2G2A	0.814889883302628	0.0687677746805337	0.0609328308309646	0.147581215722678	90	Pericytes	2	Adventitial fibroblasts; Subpleural fibroblasts	0.616541353383455	0.0132981909668144	EGFR; ITGA4; ITGAV; ITGB1	4	FALSE	other
SIGLEC7	0.830095639203305	0.068396524935351	0.0605615810857819	0.155198701252496	91	Pericytes	1	Alveolar macrophages	0.117438872389844	0.00239607044447107			FALSE	other
LIN7C	0.819119066420992	0.068156549148536	0.0603216052989669	0.142447318704719	92	Pericytes	5	Alveolar macrophages; Interstitial macrophages; Transitional Club-AT2; AT2_AGTR2det; Subpleural fibroblasts	0.185816876122085	0.0585839223673171	ABCA1	1	FALSE	other
SPARC	0.82042642800737	0.0680697313976278	0.0602347875480588	0.0561641608483418	93	Pericytes	15	Alveolar macrophages; EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Lymphatic EC; Interstitial macrophages; Vascular smooth muscle; AT1; Myofibroblasts; EC venous systemic; Peribronchial fibroblasts; EC venous pulmonary; EC general capillary; Subpleural fibroblasts	0.929323308270671	0.815023361686765	ENG; FGFR1	2	FALSE	other
SIGLEC9	0.817083443011323	0.0679347709248912	0.0600998270753222	0.151155805809263	94	Pericytes	5	Alveolar macrophages; Classical monocytes; DC2; Interstitial macrophages; Non-classical monocytes	0.173905408569433	0.00263567748891817			FALSE	other
CP	0.823927349302452	0.0674828412669027	0.0596478974173336	0.135737894114851	95	Pericytes	2	Transitional Club-AT2; Subpleural fibroblasts	0.622851365015207	0.00479214088894213	SLC40A1	1	FALSE	other
GPC6	0.758024041414411	0.0673503230172141	0.059515379167645	0.131164459116176	96	Pericytes	5	Alveolar fibroblasts; Adventitial fibroblasts; AT1; Peribronchial fibroblasts; Subpleural fibroblasts	0.287649402390439	0.0198873846891098			FALSE	other
BACE1	0.795165394402039	0.0672206698560225	0.0593857260064534	0.132489466088369	97	Pericytes	4	Alveolar macrophages; Adventitial fibroblasts; Peribronchial fibroblasts; Subpleural fibroblasts	0.183205871943586	0.0536719779561515			FALSE	other
GNAS	0.826419233131529	0.0671504128136953	0.0593154689641262	0.0878437829795519	98	Pericytes	22	Alveolar macrophages; EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Classical monocytes; Lymphatic EC; DC2; Interstitial macrophages; AT2_AGTR2undet; Mast cells; Vascular smooth muscle; AT1; Myofibroblasts; EC venous systemic; Non-classical monocytes; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; EC general capillary; AT2_AGTR2det; Subpleural fibroblasts	0.807301017354899	0.380136576015346	ADCY9	1	FALSE	other
IL1RN	0.818741774151098	0.0671264791524701	0.059291535302901	0.133171171291368	99	Pericytes	5	Alveolar macrophages; Classical monocytes; DC2; Interstitial macrophages; Non-classical monocytes	0.294843584101378	0.00395351623337726			FALSE	other
NRG3	0.844687198385539	0.067012751764944	0.0591778079153749	0.14664150002711	100	Pericytes	4	EC aerocyte capillary; Lymphatic EC; AT1; EC general capillary	0.217635212888382	0.0121001557445789	EGFR	1	FALSE	other
NRP1	0.83420198297798	0.0670070379720405	0.0591720941224714	0.12941706022037	101	Pericytes	16	Alveolar macrophages; EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; DC2; Interstitial macrophages; AT2_AGTR2undet; Vascular smooth muscle; Myofibroblasts; EC venous systemic; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; EC general capillary; AT2_AGTR2det; Subpleural fibroblasts	0.512105424456096	0.0714028992452375			FALSE	other
THBS1	0.807010616828996	0.0669627673284583	0.0591278234788892	0.12273713459305	102	Pericytes	16	Alveolar macrophages; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Classical monocytes; DC2; Interstitial macrophages; Vascular smooth muscle; Myofibroblasts; EC venous systemic; Non-classical monocytes; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; AT2_AGTR2det; Subpleural fibroblasts	0.583660644147608	0.371510722415249	CD36; CD47; ITGA4; LRP1; SDC4	5	FALSE	matricellular
COL14A1	0.837132578748799	0.0669175114680598	0.0590825676184907	0.148820470103953	103	Pericytes	5	Alveolar fibroblasts; Adventitial fibroblasts; Vascular smooth muscle; Peribronchial fibroblasts; Subpleural fibroblasts	0.506717850287917	0.0684078111896486	CD44; ITGA1_ITGB1	2	FALSE	other
COL6A6	0.834754760024572	0.0668954619321002	0.0590605180825311	0.146349165839255	104	Pericytes	2	Alveolar fibroblasts; Subpleural fibroblasts	0.268219429972411	0.0540313885228221	CD44; ITGA1_ITGB1	2	FALSE	other
PROS1	0.839756076160394	0.0668734119620887	0.0590384681125196	0.128963957786681	105	Pericytes	14	Alveolar macrophages; Alveolar fibroblasts; Adventitial fibroblasts; Lymphatic EC; AT2_AGTR2undet; Mast cells; AT1; Myofibroblasts; EC venous systemic; Peribronchial fibroblasts; EC venous pulmonary; EC general capillary; AT2_AGTR2det; Subpleural fibroblasts	0.396992481203006	0.0908110698454539	AXL; MERTK	2	FALSE	other
SLPI	0.75499692901641	0.0667694101908856	0.0589344663413165	0.138008913510279	106	Pericytes	20	Alveolar macrophages; EC aerocyte capillary; Adventitial fibroblasts; Classical monocytes; Lymphatic EC; DC2; Interstitial macrophages; AT2_AGTR2undet; Mast cells; Vascular smooth muscle; AT1; Myofibroblasts; EC venous systemic; Non-classical monocytes; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; EC general capillary; AT2_AGTR2det; Subpleural fibroblasts	0.984141232794776	0.0654127231340596	CD4; PLSCR1; PLSCR4	3	FALSE	other
COL27A1	0.828709309467408	0.0666672409120069	0.0588322970624378	0.14661419003228	107	Pericytes	5	Alveolar fibroblasts; Vascular smooth muscle; Peribronchial fibroblasts; AT2_AGTR2det; Subpleural fibroblasts	0.195488721804511	0.0660117407451774	ITGA1_ITGB1	1	FALSE	other
SIRPA	0.796174431868038	0.0664164771103164	0.0585815332607473	0.146137311171586	108	Pericytes	10	Alveolar macrophages; EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; Classical monocytes; Lymphatic EC; DC2; Interstitial macrophages; Non-classical monocytes; Subpleural fibroblasts	0.507193746441492	0.0071882113334132	CD47	1	FALSE	other
GPC3	0.822523471088887	0.0659647282532381	0.058129784403669	0.149187149736279	109	Pericytes	4	Alveolar fibroblasts; Adventitial fibroblasts; Peribronchial fibroblasts; Subpleural fibroblasts	0.657431811216668	0.0345034144003834	CD81; FLT1; IGF1R; LRP1; UNC5C	5	FALSE	other
COL21A1	0.821812757743268	0.0658932747837905	0.0580583309342215	0.143158120649365	110	Pericytes	4	Alveolar fibroblasts; Pericytes; Vascular smooth muscle; Peribronchial fibroblasts	0.243395648176511	0.121480771534685	ITGA1_ITGB1	1	FALSE	other
ADAM15	0.817530929191893	0.0658920173361649	0.0580570734865958	0.143119311142569	111	Pericytes	13	Alveolar macrophages; Adventitial fibroblasts; Lymphatic EC; DC2; Interstitial macrophages; AT2_AGTR2undet; EC venous systemic; Non-classical monocytes; Transitional Club-AT2; EC venous pulmonary; EC general capillary; AT2_AGTR2det; Subpleural fibroblasts	0.505950333631445	0.0307895052114533	ITGAV; ITGB1	2	FALSE	other
BMP3	0.797490567693257	0.0654619769595097	0.0576270331099406	0.141510752455274	112	Pericytes	3	AT2_AGTR2undet; Transitional Club-AT2; AT2_AGTR2det	0.264811490125676	0.000479214088894213	BMPR1A; BMPR2	2	FALSE	other
CDH1	0.828963762393615	0.0653393916822438	0.0575044478326747	0.13505594025189	113	Pericytes	4	AT2_AGTR2undet; AT1; Transitional Club-AT2; AT2_AGTR2det	0.5110712148414	0.00467233736671858	EGFR; IGF1R; PTPRM	3	FALSE	other
IL1A	0.831227516012989	0.0651006866269641	0.057265742777395	0.176691995020076	114	Pericytes	1	Alveolar macrophages	0.127487035868691	0.000838624655564874			FALSE	other
HSPG2	0.841844345003072	0.064996815155663	0.0571618713060939	0.11542732857394	115	Pericytes	14	Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Lymphatic EC; AT2_AGTR2undet; Vascular smooth muscle; AT1; Myofibroblasts; EC venous systemic; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; AT2_AGTR2det; Subpleural fibroblasts	0.670083235880756	0.139930513957111	FGFR1; ITGB1; LRP1; PTPRS	4	FALSE	other
ADAM9	0.82816530665965	0.0649044214533959	0.0570694776038269	0.130137441127471	116	Pericytes	21	Alveolar macrophages; EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Classical monocytes; Lymphatic EC; DC2; Interstitial macrophages; AT2_AGTR2undet; Vascular smooth muscle; AT1; Myofibroblasts; EC venous systemic; Non-classical monocytes; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; EC general capillary; AT2_AGTR2det; Subpleural fibroblasts	0.4193073858413	0.273511441236368	ITGAV; ITGB1; ITGB5	3	FALSE	other
SPP1	0.815662016320087	0.0648986593325774	0.0570637154830084	0.0989619412635856	117	Pericytes	3	DC2; Interstitial macrophages; EC venous systemic	0.36381019277308	0.0150952438001677	CD44; ITGA4_ITGB1; ITGA8_ITGB1; ITGAV_ITGB1; ITGAV_ITGB5	5	FALSE	matricellular
SEMA3G	0.853417566026148	0.0648934092539284	0.0570584654043593	0.151604516602632	118	Pericytes	1	EC general capillary	0.166356300434521	0.0053911585000599			FALSE	other
IGFBP3	0.767070281653072	0.0646714188872368	0.0568364750376677	0.123159472668842	119	Pericytes	3	Adventitial fibroblasts; Peribronchial fibroblasts; Subpleural fibroblasts	0.487218045112779	0.0445669102671616			FALSE	other
APOA1	0.833228042467321	0.0646565718697456	0.0568216280201765	0.109078480514502	120	Pericytes	1	Subpleural fibroblasts	0.108270676691729	0.00239607044447107	ABCA1; LRP1	2	FALSE	other
COL24A1	0.813564973238576	0.064646009785898	0.056811065936329	0.142526201211509	121	Pericytes	1	Myofibroblasts	0.11889927310488	0.00790703246675452	ITGA1_ITGB1	1	FALSE	other
PECAM1	0.80871281916294	0.0644335681659482	0.0565986243163791	0.13803105297344	122	Pericytes	10	Alveolar macrophages; EC aerocyte capillary; Classical monocytes; Lymphatic EC; DC2; Interstitial macrophages; EC venous systemic; Non-classical monocytes; EC venous pulmonary; EC general capillary	0.87376434496088	0.0364202707559602			FALSE	other
CLEC11A	0.771580240414147	0.064298325341268	0.0564633814916989	0.140490850973634	123	Pericytes	10	Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; DC2; Interstitial macrophages; Vascular smooth muscle; Myofibroblasts; Peribronchial fibroblasts; AT2_AGTR2det; Subpleural fibroblasts	0.633082706766914	0.258416197436198	ITGB1	1	FALSE	other
NTN1	0.806808809335793	0.0640002732184223	0.0561653293688532	0.130831691415974	124	Pericytes	2	Lymphatic EC; Transitional Club-AT2	0.247041142213046	0.00994369234455491	MCAM; UNC5C	2	FALSE	other
F8	0.825533035009217	0.0639732823745417	0.0561383385249727	0.127660858983461	125	Pericytes	4	Lymphatic EC; EC venous systemic; EC venous pulmonary; EC general capillary	0.321059552883703	0.0141368156223793	LRP1	1	FALSE	other
NTM	0.844309906115647	0.0639686679437498	0.0561337240941807	0.150659267129856	126	Pericytes	5	Adventitial fibroblasts; Mast cells; AT1; Myofibroblasts; Peribronchial fibroblasts	0.44260644418876	0.0333053791781479			FALSE	other
COMP	0.809344564359046	0.0638328612034918	0.0559979173539227	0.127400882175076	127	Pericytes	2	Myofibroblasts; Peribronchial fibroblasts	0.26231605886117	0.0110219240445669	CD36; CD47	2	FALSE	other
COL18A1	0.834903922084762	0.0637580149148703	0.0559230710653012	0.145084398779665	128	Pericytes	12	EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Lymphatic EC; Mast cells; Vascular smooth muscle; EC venous systemic; Peribronchial fibroblasts; EC venous pulmonary; EC general capillary; Subpleural fibroblasts	0.544507008506066	0.544507008506066	GPC4; ITGA1_ITGB1; ITGB5; PTPRS	4	FALSE	other
RGMA	0.817574800386071	0.0637363438387408	0.0559013999891718	0.150149933906358	129	Pericytes	1	Adventitial fibroblasts	0.157579993786897	0.00622978315562478	BMPR1B; BMPR2	2	FALSE	other
THY1	0.856155128542599	0.0637101342298196	0.0558751903802505	0.141309193530664	130	Pericytes	6	Adventitial fibroblasts; Pericytes; Vascular smooth muscle; Myofibroblasts; Peribronchial fibroblasts; Subpleural fibroblasts	0.645112781954884	0.284892775847607			FALSE	other
ICAM4	0.816960603667636	0.0636878350869435	0.0558528912373744	0.142565720382115	131	Pericytes	3	AT2_AGTR2undet; Transitional Club-AT2; AT2_AGTR2det	0.210652304009578	0.00503174793338924	ITGA4; ITGAV; ITGB1	3	FALSE	other
ANGPTL1	0.808984820566819	0.0634883763760601	0.0556534325264911	0.142184585204526	132	Pericytes	6	Alveolar fibroblasts; Adventitial fibroblasts; Vascular smooth muscle; Myofibroblasts; Peribronchial fibroblasts; Subpleural fibroblasts	0.270580925753347	0.0106625134778962	ITGA1_ITGB1	1	FALSE	other
COL4A3	0.825436518382035	0.0634164660095965	0.0555815221600274	0.144383778052543	133	Pericytes	3	AT2_AGTR2undet; AT1; AT2_AGTR2det	0.569092827004275	0.00706840781118965	CD44; CD47; ITGA1_ITGB1	3	FALSE	other
JAM2	0.84769676230587	0.0633547148512468	0.0555197710016778	0.148811412812294	134	Pericytes	4	EC aerocyte capillary; EC venous systemic; EC venous pulmonary; EC general capillary	0.578042237050254	0.012339762789026	ITGA4_ITGB1; ITGAV_ITGB1	2	FALSE	other
SEMA3B	0.818101254716157	0.0633538576299068	0.0555189137803377	0.14561123822293	135	Pericytes	7	Alveolar fibroblasts; Adventitial fibroblasts; AT1; Myofibroblasts; Peribronchial fibroblasts; Transitional Club-AT2; Subpleural fibroblasts	0.42515343306486	0.00910506768899005			FALSE	other
CD55	0.803825568131972	0.0632625242529314	0.0554275804033623	0.13339654716774	136	Pericytes	20	Alveolar macrophages; EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; Classical monocytes; Lymphatic EC; DC2; Interstitial macrophages; AT2_AGTR2undet; Mast cells; AT1; Myofibroblasts; EC venous systemic; Non-classical monocytes; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; EC general capillary; AT2_AGTR2det; Subpleural fibroblasts	0.865170694284717	0.0621780280340236	ADGRE5	1	FALSE	other
GDF10	0.822488374133548	0.063239692524912	0.0554047486753429	0.117633283854882	137	Pericytes	3	Alveolar fibroblasts; Myofibroblasts; Peribronchial fibroblasts	0.189825314128094	0.00383371271115371	BMPR2	1	FALSE	other
BDNF	0.822628761954904	0.0630872257067081	0.0552522818571391	0.10326019953322	138	Pericytes	1	AT1	0.181626390487149	0.00143764226668264	BEX3; SORT1	2	FALSE	other
OSM	0.766903571115212	0.0630781561800107	0.0552432123304416	0.0911830601535028	139	Pericytes	4	Classical monocytes; DC2; Interstitial macrophages; Non-classical monocytes	0.172589067048682	0.00155744578890619	IL6ST_OSMR	1	FALSE	other
LAMC2	0.832087391418797	0.0629979786089936	0.0551630347594245	0.135962159275822	140	Pericytes	1	AT1	0.307968929804391	0.00323469510003594	CD151; CD44; ITGA7_ITGB1	3	FALSE	other
SERPINE1	0.780898482056686	0.0629795050314975	0.0551445611819284	0.118516757897764	141	Pericytes	12	EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Interstitial macrophages; Vascular smooth muscle; Myofibroblasts; EC venous systemic; Peribronchial fibroblasts; EC venous pulmonary; EC general capillary; Subpleural fibroblasts	0.458062486894576	0.118845094045766	ITGB5; LRP1; PLAUR	3	FALSE	protease/remodeler
EFEMP1	0.772036500833554	0.0629781905784684	0.0551432467288993	0.125929657226321	142	Pericytes	13	Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Lymphatic EC; AT2_AGTR2undet; Vascular smooth muscle; AT1; Myofibroblasts; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; AT2_AGTR2det; Subpleural fibroblasts	0.926315789473678	0.302264286570025	EGFR	1	FALSE	other
FGF14	0.823085022374312	0.0629018334621401	0.0550668896125711	0.144240134935901	143	Pericytes	4	Alveolar fibroblasts; Pericytes; Myofibroblasts; Peribronchial fibroblasts	0.24195223260644	0.110458847490117	FGFR1	1	FALSE	other
VEGFD	0.8183644818812	0.0628912904368933	0.0550563465873243	0.140227083037236	144	Pericytes	1	Alveolar fibroblasts	0.250934722647857	0.0128189768779202	FLT1; ITGA1; ITGA4; ITGB1; NRP2	5	FALSE	other
KIRREL1	0.820163200842332	0.0628847902080241	0.055049846358455	0.14468906734048	145	Pericytes	6	Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Myofibroblasts; Peribronchial fibroblasts; Subpleural fibroblasts	0.191112473184177	0.181981550257575			FALSE	other
AZGP1	0.802518206545584	0.0627424468152259	0.0549075029656568	0.140309560041045	146	Pericytes	3	AT2_AGTR2undet; Transitional Club-AT2; AT2_AGTR2det	0.305804907241173	0.00167724931112975	ITGAV	1	FALSE	other
SOSTDC1	0.819241905764679	0.0627050401283405	0.0548700962787714	0.140093449147998	147	Pericytes	1	EC aerocyte capillary	0.438561543300526	0.00131783874445909	LRP6	1	FALSE	other
RARRES1	0.834316048082831	0.0626083510342191	0.05477340718465	0.138140280566196	148	Pericytes	6	Alveolar fibroblasts; Adventitial fibroblasts; Myofibroblasts; Peribronchial fibroblasts; Transitional Club-AT2; Subpleural fibroblasts	0.962406015037588	0.077512878878639	NRP2	1	FALSE	other
EREG	0.843256997455471	0.0625872857804781	0.054752341930909	0.11951799252274	149	Pericytes	5	Alveolar macrophages; Classical monocytes; DC2; Interstitial macrophages; Non-classical monocytes	0.443787255671962	0.00407331975560081			FALSE	other
LAMB1	0.832569974554712	0.0625699101638208	0.0547349663142517	0.141611265548829	150	Pericytes	10	Alveolar macrophages; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Lymphatic EC; Vascular smooth muscle; Myofibroblasts; EC venous systemic; Peribronchial fibroblasts; Subpleural fibroblasts	0.580567868695344	0.580567868695344	CD44; ITGA1; ITGA7_ITGB1	3	FALSE	collagen/ECM
PRG4	0.807537071159077	0.0623272434530003	0.0544922996034312	0.140760244918454	151	Pericytes	2	Alveolar fibroblasts; Subpleural fibroblasts	0.290225563909773	0.00646939020007188	CD44	1	FALSE	other
SEMA3D	0.82181275774327	0.0623230300210717	0.0544880861715026	0.142684360738703	152	Pericytes	3	Adventitial fibroblasts; Lymphatic EC; Subpleural fibroblasts	0.454912643246247	0.00503174793338924	PLXND1	1	FALSE	other
NCAM1	0.842362025094328	0.0622394621166733	0.0544045182671043	0.145771483166897	153	Pericytes	1	Myofibroblasts	0.127725856697819	0.00587037258895412	CACNA1C; FGFR1; PTPRA; ROBO1	4	FALSE	other
HAS1	0.850276388523299	0.0620845109535525	0.0542495671039834	0.147198207941065	154	Pericytes	2	Adventitial fibroblasts; Subpleural fibroblasts	0.270114942528744	0.0128189768779202			FALSE	other
LRFN5	0.804071246819342	0.0619846661841938	0.0541497223346247	0.137874992133668	155	Pericytes	1	Alveolar fibroblasts	0.129328838492181	0.0128189768779202			FALSE	other
LRPAP1	0.820426428007374	0.0619160634071834	0.0540811195576143	0.143816241719385	156	Pericytes	22	Alveolar macrophages; EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Classical monocytes; Lymphatic EC; DC2; Interstitial macrophages; AT2_AGTR2undet; Mast cells; Vascular smooth muscle; AT1; Myofibroblasts; EC venous systemic; Non-classical monocytes; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; EC general capillary; AT2_AGTR2det; Subpleural fibroblasts	0.668979949835981	0.295315682281058	LRP1; SORT1	2	FALSE	other
COL4A4	0.840493112222516	0.0616040619416326	0.0537691180920635	0.128480101857902	157	Pericytes	3	AT2_AGTR2undet; AT1; AT2_AGTR2det	0.472717683160763	0.00670899724451899	CD44; CD47; ITGA1_ITGB1	3	FALSE	other
COL13A1	0.838264455558484	0.0615607036179492	0.0537257597683801	0.148394629514952	158	Pericytes	2	Alveolar fibroblasts; Peribronchial fibroblasts	0.194115844315038	0.0170121001557445	ITGA1_ITGB1	1	FALSE	other
COL12A1	0.834631920680883	0.061496812774909	0.0536618689253399	0.126407587789517	159	Pericytes	7	Adventitial fibroblasts; Pericytes; Vascular smooth muscle; AT1; Myofibroblasts; Peribronchial fibroblasts; Subpleural fibroblasts	0.426400076716567	0.128309572301427	ITGA1_ITGB1	1	FALSE	other
SYT1	0.814126524523998	0.0614226723392884	0.0535877284897193	0.122013040514638	160	Pericytes	1	AT1	0.142692750287681	0.0183299389002036			FALSE	other
ADAM12	0.819198034570504	0.061264443241675	0.053429499392106	0.138900837375513	161	Pericytes	2	Mast cells; Peribronchial fibroblasts	0.233365323096613	0.0125793698334731	ITGB1; SDC4	2	FALSE	other
ATP1B1	0.849258576818466	0.0611783509190585	0.0533434070694894	0.120790790471281	162	Pericytes	12	Alveolar macrophages; DC2; Interstitial macrophages; AT2_AGTR2undet; Mast cells; AT1; Myofibroblasts; Non-classical monocytes; Peribronchial fibroblasts; Transitional Club-AT2; AT2_AGTR2det; Subpleural fibroblasts	0.824955116696613	0.0253983467113933			FALSE	other
MCAM	0.834237079933321	0.061145362215537	0.0533104183659679	0.123413149274652	163	Pericytes	6	EC aerocyte capillary; Pericytes; Vascular smooth muscle; EC venous systemic; EC venous pulmonary; EC general capillary	0.494336495073228	0.431532287049259			FALSE	other
CD99	0.82875318066158	0.0611171894355939	0.0532822455860248	0.0928857027829749	164	Pericytes	22	Alveolar macrophages; EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Classical monocytes; Lymphatic EC; DC2; Interstitial macrophages; AT2_AGTR2undet; Mast cells; Vascular smooth muscle; AT1; Myofibroblasts; EC venous systemic; Non-classical monocytes; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; EC general capillary; AT2_AGTR2det; Subpleural fibroblasts	0.863157894736837	0.501257936983377	CD81	1	FALSE	other
CD320	0.809721856628945	0.0610304178795067	0.0531954740299376	0.137919832394243	165	Pericytes	12	EC aerocyte capillary; Adventitial fibroblasts; Lymphatic EC; AT2_AGTR2undet; Myofibroblasts; EC venous systemic; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; EC general capillary; AT2_AGTR2det; Subpleural fibroblasts	0.398294008392398	0.0590631364562113			FALSE	other
SEMA3E	0.821593401772399	0.060843309008772	0.0530083651592029	0.142755805036485	166	Pericytes	2	AT1; Transitional Club-AT2	0.266110471806686	0.00455253384449503	NRP1; NRP2; PLXND1	3	FALSE	other
LIPH	0.788900587874005	0.0608208595431358	0.0529859156935667	0.133636803293091	167	Pericytes	4	AT2_AGTR2undet; AT1; Transitional Club-AT2; AT2_AGTR2det	0.37989067894134	0.00503174793338924	LPAR1	1	FALSE	other
CNTN6	0.809467403702734	0.0607232993974216	0.0528883555478525	0.140725519584586	168	Pericytes	1	AT1	0.326668584579997	0.00479214088894213	PTPRG	1	FALSE	other
LAMA4	0.840887952970083	0.0605425915324986	0.0527076476829295	0.146135828537862	169	Pericytes	11	Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Lymphatic EC; Vascular smooth muscle; Myofibroblasts; EC venous systemic; Peribronchial fibroblasts; EC venous pulmonary; EC general capillary; Subpleural fibroblasts	0.58988660741652	0.329220079070328	CD44; ITGA7_ITGB1	2	FALSE	other
