test_ligand	auroc	aupr	aupr_corrected	pearson	rank	receiver	target_set	perm_mean	perm_sd	perm_z	perm_p	perm_p_BH	fdr_significant	n_permutations	aupr_frozen	rank_frozen	rank_change_bm_minus_injury	ligand_class
CP	0.681687188891799	0.00469499384053517	0.00156101630070754	0.0196381766046754	227	Pericytes	basement_membrane	0.000903187170718921	0.00437727893245576	0.150282661932069	0.174682531746825	0.248313662357614	FALSE	10000	0.0596478974173336	95	132	other
TNFSF13	0.643568247314645	0.0046847599444799	0.00155078240465227	0.00410341037806076	228	Pericytes	basement_membrane	0.00102161206535763	0.00528104131041262	0.100201893564299	0.173882611738826	0.248313662357614	FALSE	10000	0.0273944774509681	283	-55	other
IGFBP3	0.679460309143307	0.0046653305482371	0.00153135300840947	0.0177512525814468	229	Pericytes	basement_membrane	0.00102091163950168	0.00526940008025461	0.0968689720145771	0.182881711828817	0.248313662357614	FALSE	10000	0.0568364750376677	119	110	other
GRN	0.673172648676972	0.00466253060637883	0.0015285530665512	0.0106616858718358	230	Pericytes	basement_membrane	0.0010627586396997	0.00570120714889662	0.0817010178171902	0.182681731826817	0.248313662357614	FALSE	10000	0.0626605642283635	73	157	other
APP	0.675486857043054	0.00466217661618687	0.00152819907635923	-0.00536839902375515	231	Pericytes	basement_membrane	0.000983683324267005	0.00498043273978013	0.109331012091184	0.182981701829817	0.248313662357614	FALSE	10000	0.0235831713311804	294	-63	other
CEACAM1	0.678587022967426	0.00466047991842958	0.00152650237860195	0.0163146954104673	232	Pericytes	basement_membrane	0.000982745336390053	0.00507730653924643	0.107095570852139	0.17998200179982	0.248313662357614	FALSE	10000	0.0499636322116696	191	41	other
PI16	0.688258667365296	0.00465575678289577	0.00152177924306814	0.0211293445886652	233	Pericytes	basement_membrane	0.00102576551511307	0.00528225668031476	0.0939018601279914	0.18038196180382	0.248313662357614	FALSE	10000	0.0409462435771493	237	-4	other
CEACAM6	0.651864465985504	0.0046410209605757	0.00150704342074807	0.0200717438170525	234	Pericytes	basement_membrane	0.00106249847313645	0.00544891892504401	0.081584063504492	0.187481251874813	0.24868380930502	FALSE	10000	0.0513904433065292	179	55	other
TIMP3	0.65225744476465	0.00463309650852945	0.00149911896870182	0.0194921823451377	235	Pericytes	basement_membrane	0.00105325245148739	0.00551003437021989	0.0809190083503309	0.184781521847815	0.248313662357614	FALSE	10000	0.0706530555650109	37	198	other
CD320	0.655423107152215	0.00463076652433877	0.00149678898451114	0.0203714104249883	236	Pericytes	basement_membrane	0.00105296008691951	0.00549121984283765	0.0808251919053169	0.186681331866813	0.24868380930502	FALSE	10000	0.0531954740299376	165	71	other
KIRREL1	0.68190551043577	0.00462727428867588	0.00149329674884825	0.0196124279528653	237	Pericytes	basement_membrane	0.00105573719809896	0.00548725547562753	0.0797410568348361	0.184881511848815	0.248313662357614	FALSE	10000	0.055049846358455	145	92	other
NTS	0.664854597851717	0.00462707235382823	0.0014930948140006	0.0108321976603719	238	Pericytes	basement_membrane	0.00107291375444982	0.00558047423896634	0.0752948659124373	0.186881311868813	0.24868380930502	FALSE	10000	0.0816279701361454	25	213	other
GAS6	0.686621255785521	0.00462592463328385	0.00149194709345622	0.0225585802275878	239	Pericytes	basement_membrane	0.00103704830499213	0.0054594785812736	0.0833227535729192	0.184681531846815	0.248313662357614	FALSE	10000	0.0356953146284991	256	-17	other
SIRPA	0.677495415247578	0.00462049289666479	0.00148651535683716	0.0215138627214828	240	Pericytes	basement_membrane	0.00101711288850621	0.00528650346239964	0.0887926153211835	0.184181581841816	0.248313662357614	FALSE	10000	0.0585815332607473	108	132	other
IL1RN	0.686839577329491	0.00461961186479179	0.00148563432496416	0.0134219566652851	241	Pericytes	basement_membrane	0.0010295508732212	0.0054449364519435	0.0837628603691343	0.184781521847815	0.248313662357614	FALSE	10000	0.059291535302901	99	142	other
IL6	0.681294210112654	0.00461923016490333	0.0014852526250757	-0.00626292063068607	242	Pericytes	basement_membrane	0.000999124337871207	0.00520362533176083	0.093421077846892	0.182181781821818	0.248313662357614	FALSE	10000	0.0275893898512452	281	-39	other
MDK	0.667365295607371	0.00460776812113097	0.00147379058130334	0.0134582747307181	243	Pericytes	basement_membrane	0.00101785876083105	0.00532760205424117	0.0855791809955719	0.188981101889811	0.249641702496417	FALSE	10000	0.0484356479833751	202	41	other
CAMP	0.666470177277094	0.00457617292151006	0.00144219538168243	-0.00467107897419297	244	Pericytes	basement_membrane	0.00104704746657128	0.00503693685553621	0.0784500434379759	0.198080191980802	0.254591740825917	FALSE	10000	0.0173440819284712	311	-67	other
SPP1	0.657911972753473	0.00457554896747512	0.00144157142764749	0.0100318544685213	245	Pericytes	basement_membrane	0.00104167083197896	0.00542837104624621	0.073668618497452	0.193780621937806	0.252616033943164	FALSE	10000	0.0570637154830084	117	128	matricellular
ZNRF3	0.652432101999826	0.00457118093398229	0.00143720339415465	0.0216482476892031	246	Pericytes	basement_membrane	0.00103131262618452	0.00531280770879925	0.0763985429583464	0.191880811918808	0.252433363221055	FALSE	10000	0.0304593078182209	270	-24	other
PTN	0.671819055104358	0.00455198978265309	0.00141801224282546	0.0157055231062156	247	Pericytes	basement_membrane	0.0010205606662679	0.00532072518202676	0.0746987605937873	0.194380561943806	0.252616033943164	FALSE	10000	0.0380939681901569	247	0	other
DUSP18	0.652082787529475	0.00455130049816601	0.00141732295833837	0.0194611021864305	248	Pericytes	basement_membrane	0.00102666067348853	0.00529325384041729	0.0738038070018281	0.195780421957804	0.253409336485706	FALSE	10000	0.0477776510020133	204	44	other
HLA-DQB1	0.659374727098071	0.00454399164060678	0.00141001410077915	0.0111912983503611	249	Pericytes	basement_membrane	0.00103975325571561	0.005511035171882	0.0671853532985327	0.198280171982802	0.254591740825917	FALSE	10000	0.0505174434836669	185	64	other
ICAM4	0.659702209414026	0.00452854669747996	0.00139456915765233	0.0163498773339469	250	Pericytes	basement_membrane	0.00101490101467487	0.00527551793934816	0.0719679370523328	0.193880611938806	0.252616033943164	FALSE	10000	0.0558528912373744	131	119	other
PTPRK	0.638132040869795	0.00451458516292701	0.00138060762309938	0.0201668682580704	251	Pericytes	basement_membrane	0.00102858123744291	0.0053272891819177	0.0660798341586827	0.202679732026797	0.257151931865637	FALSE	10000	0.0658056828061612	59	192	other
HLA-DRB5	0.663282682735133	0.00450174719914468	0.00136776965931705	0.018540281830373	252	Pericytes	basement_membrane	0.0010457482808499	0.00556436980686654	0.0578720303725622	0.201179882011799	0.257151931865637	FALSE	10000	0.0476824138960992	206	46	other
TGFBI	0.646755741856608	0.00447936031039037	0.00134538277056273	0.017739025020479	253	Pericytes	basement_membrane	0.00101473857269429	0.00526681893726802	0.0627787288317058	0.203579642035796	0.257151931865637	FALSE	10000	0.0609402543581274	89	164	other
ICAM1	0.667561784996944	0.00447123567005709	0.00133725813022946	0.0137586462506519	254	Pericytes	basement_membrane	0.00102150798653174	0.00548860941563757	0.0575282589426249	0.204279572042796	0.257151931865637	FALSE	10000	0.0873564816898791	20	234	other
CCN2	0.623744651122175	0.00445292190431736	0.00131894436448972	0.00806173276092839	255	Pericytes	basement_membrane	0.00098099363753454	0.00481878048118277	0.070132002956946	0.212278772122788	0.264114286245794	FALSE	10000	0.158998327486667	3	252	matricellular
ANGPT1	0.648655139289147	0.00444375823143519	0.00130978069160756	-0.00652927602196558	256	Pericytes	basement_membrane	0.000941951872896115	0.00484099039284254	0.0759821418475206	0.203579642035796	0.257151931865637	FALSE	10000	0.0270677034762267	284	-28	other
SERPINE1	0.647257881407739	0.0044227466592269	0.00128876911939927	0.0151770078995056	257	Pericytes	basement_membrane	0.000945816615266616	0.00462159674306324	0.0742064968449274	0.211378862113789	0.264017956181036	FALSE	10000	0.0551445611819284	141	116	protease/remodeler
EDIL3	0.669745000436644	0.00441909431607964	0.00128511677625201	0.0156715773846655	258	Pericytes	basement_membrane	0.00103038111974141	0.00527912913925875	0.0482533481926464	0.213678632136786	0.264675070954443	FALSE	10000	0.0427041387276043	230	28	other
THBS1	0.637105929613136	0.0044150588317455	0.00128108129191787	0.0157509915475715	259	Pericytes	basement_membrane	0.0010080531754736	0.00514381911479261	0.0530788720114791	0.217578242175782	0.266135886411359	FALSE	10000	0.0591278234788892	102	157	matricellular
LGALS9	0.641734346345299	0.0044032189947673	0.00126924145493967	0.01717734064907	260	Pericytes	basement_membrane	0.00104628547795434	0.00530298349832093	0.0420434981658766	0.223977602239776	0.269276443142203	FALSE	10000	0.061265763038598	83	177	other
IGFBP4	0.562811108200158	0.00439403856767297	0.00126006102784534	0.0143858210392635	261	Pericytes	basement_membrane	0.0010167870473968	0.00535575232920336	0.0454229332305085	0.214378562143786	0.264675070954443	FALSE	10000	0.0242629384516491	290	-29	other
PLTP	0.658130294297442	0.0043868395973523	0.00125286205752467	0.0106304176371466	262	Pericytes	basement_membrane	0.00102571323480313	0.00545356553813996	0.0416514335681786	0.216078392160784	0.265751585760964	FALSE	10000	0.0320211711379933	264	-2	other
HBEGF	0.676054493057375	0.0043778629490302	0.00124388540920257	-5.9576746292497e-06	263	Pericytes	basement_membrane	0.00100330163974799	0.00520578641432869	0.0462146831057807	0.211278872112789	0.264017956181036	FALSE	10000	0.0441704647378184	226	37	other
TGM2	0.641909003580474	0.00437707594413434	0.00124309840430671	0.00698982452744486	264	Pericytes	basement_membrane	0.0010335800081783	0.00531698618325834	0.0394054806439266	0.218278172182782	0.266135886411359	FALSE	10000	0.092948240344352	19	245	other
FLRT2	0.669439350275086	0.00436675295213234	0.00123277541230471	0.0202031299227496	265	Pericytes	basement_membrane	0.00102854391805752	0.00529429932722105	0.038575736206889	0.218878112188781	0.266135886411359	FALSE	10000	0.0652236736187425	61	204	other
TGFB3	0.646078945070301	0.00436010232094317	0.00122612478111554	-0.00254682207370693	266	Pericytes	basement_membrane	0.00105429651166376	0.00551355333294152	0.0311647061478793	0.223177682231777	0.269276443142203	FALSE	10000	0.0230989851695325	295	-29	TGF-beta
SLIT2	0.631604226705093	0.00435497741093055	0.00122099987110292	0.0154628616807542	267	Pericytes	basement_membrane	0.000983632446122901	0.00489844563049809	0.0484577032971754	0.227577242275772	0.27258318944225	FALSE	10000	0.043511811486727	227	40	other
FGF14	0.665400401711641	0.00434843736255539	0.00121445982272776	0.0173338742814017	268	Pericytes	basement_membrane	0.00102695326988707	0.0052680449321381	0.0355931954370376	0.228777122287771	0.273001696112917	FALSE	10000	0.0550668896125711	143	125	other
DLL1	0.616234390009607	0.00433791771372203	0.0012039401738944	0.0121549611954681	269	Pericytes	basement_membrane	0.00107492586281841	0.00567744773331544	0.0227239980244863	0.221377862213779	0.268159599134426	FALSE	10000	0.0361988028292954	252	17	other
CXCL12	0.664527115535761	0.00431949438373842	0.00118551684391079	-0.00855287172497232	270	Pericytes	basement_membrane	0.000986725033119876	0.00496059782760572	0.0400741639817354	0.232376762323768	0.274345558144915	FALSE	10000	0.0629886953274773	71	199	other
SIGLEC6	0.638721509038514	0.00431696186269346	0.00118298432286583	0.013920297484346	271	Pericytes	basement_membrane	0.00104548929016661	0.00531813235180933	0.0258540073099981	0.232476752324768	0.274345558144915	FALSE	10000	0.0184277559516543	308	-37	other
NTN1	0.654375163741158	0.00431197550150384	0.0011779979616762	0.0150275483398645	272	Pericytes	basement_membrane	0.000976140109829703	0.00487781425571596	0.0413828492157033	0.230876912308769	0.274345558144915	FALSE	10000	0.0561653293688532	124	148	other
SERPINE2	0.657126015195179	0.00430377404948418	0.00116979650965655	0.0161120114130914	273	Pericytes	basement_membrane	0.00104712457934054	0.00549279416546127	0.0223332472728306	0.233676632336766	0.274345558144915	FALSE	10000	0.0387923255857963	244	29	other
SPON1	0.63190987686665	0.00429221719808101	0.00115823965825338	0.0120602850448262	274	Pericytes	basement_membrane	0.00101832669601024	0.0052147130166426	0.0268304241856855	0.234176582341766	0.274345558144915	FALSE	10000	0.0397589280092047	239	35	other
SDC2	0.66177626408174	0.00422273487828069	0.00108875733845306	0.0155375199977471	275	Pericytes	basement_membrane	0.00101875736274641	0.00526080263589023	0.0133059497858926	0.246475352464754	0.28770395687704	FALSE	10000	0.0483987799600402	203	72	other
WNT5A	0.631495065933107	0.00421484587758513	0.0010808683377575	-0.00312681607649649	276	Pericytes	basement_membrane	0.00107305636225274	0.00572291113566771	0.00136503526257322	0.247875212478752	0.287712383996257	FALSE	10000	0.029431628878416	275	1	other
PECAM1	0.625840537944286	0.00420614867798137	0.00107217113815373	0.0157622010192454	277	Pericytes	basement_membrane	0.00104412293996311	0.00548690509753144	0.00511184314145475	0.248275172482752	0.287712383996257	FALSE	10000	0.0565986243163791	122	155	other
EPHA4	0.659003580473322	0.00416583070301211	0.00103185316318448	-0.0066296682381028	278	Pericytes	basement_membrane	0.000991381536575089	0.00524494214130006	0.00771631516975317	0.249275072492751	0.28783200816609	FALSE	10000	0.00864100266914595	321	-43	other
CXCL8	0.637804558553839	0.00416580145730969	0.00103182391748206	-0.00957635946064522	279	Pericytes	basement_membrane	0.00097629276660447	0.0049503935927819	0.0112175223720713	0.253174682531747	0.291287000332225	FALSE	10000	0.015153012799526	314	-35	other
ANOS1	0.631691555322679	0.0041462746621196	0.00101229712229197	0.0160696601668438	280	Pericytes	basement_membrane	0.00105457976576248	0.00548734704136406	-0.007705480107559	0.258074192580742	0.295863627922922	FALSE	10000	0.0226185333765099	297	-17	other
NECTIN4	0.618526766221292	0.00414297004190834	0.00100899250208071	0.0135755028799585	281	Pericytes	basement_membrane	0.00105130329292205	0.00549659990396937	-0.00769762973120564	0.260873912608739	0.298008989136674	FALSE	10000	0.0486771690892186	200	81	other
AGT	0.641232206794167	0.00414153190257077	0.00100755436274313	0.000471638143201274	282	Pericytes	basement_membrane	0.000974549418957577	0.00460132256156602	0.00717292546739517	0.262073792620738	0.298318040536372	FALSE	10000	0.102744838353057	11	271	renin-angiotensin substrate
NECTIN2	0.622609379093531	0.00410502535817728	0.000971047818349652	0.00906880809604887	283	Pericytes	basement_membrane	0.00110767032592709	0.00604949045390098	-0.0225841347496202	0.273672632736726	0.307164038840871	FALSE	10000	0.0294538043931514	274	9	other
ESAM	0.630403458213257	0.00410114019475332	0.000967162654925686	0.0166210615133652	284	Pericytes	basement_membrane	0.00105828891839869	0.00555375331551483	-0.0164080502492679	0.267073292670733	0.302934724195425	FALSE	10000	0.0306247263218139	267	17	other
IL1B	0.630294297441272	0.00408217115033043	0.0009481936105028	0.000266053202009009	285	Pericytes	basement_membrane	0.0010217523874294	0.00527641379585571	-0.0139410553782525	0.268073192680732	0.30299822130463	FALSE	10000	0.0619109371522095	77	208	other
CMTM8	0.639420137979217	0.00406901568162545	0.000935038141797819	-0.00221493344516336	286	Pericytes	basement_membrane	0.00106377492518403	0.0054821181752839	-0.0234830368974206	0.274972502749725	0.307547642448299	FALSE	10000	0.0215029662003992	302	-16	other
WNT9A	0.604488690944024	0.00406265535607403	0.000928677816246397	0.00117296320431118	287	Pericytes	basement_membrane	0.00106803813323157	0.00561833187774391	-0.0248045718938801	0.271072892710729	0.3053136791584	FALSE	10000	0.0244226054351456	288	-1	other
SELE	0.629748493581347	0.00402547335992798	0.000891495820100347	0.0100899533832556	288	Pericytes	basement_membrane	0.00104526384548629	0.00535789953016295	-0.0286993110864229	0.284371562843716	0.316955804419558	FALSE	10000	0.0637202361578452	67	221	other
PGF	0.618657759147674	0.00401144734376601	0.000877469803938382	0.00668589111787378	289	Pericytes	basement_membrane	0.00106455562545245	0.0055369666506819	-0.0337885043051554	0.289271072892711	0.321301087884291	FALSE	10000	0.0456197669413301	219	70	other
CSF2	0.63568683957733	0.0039834990536888	0.000849521513861166	0.00292289452376589	290	Pericytes	basement_membrane	0.00100313511335497	0.00517819677539829	-0.029665461966147	0.291070892910709	0.32218536767013	FALSE	10000	0.0151336748733045	315	-25	other
WNT7B	0.600144092219022	0.00394742587932658	0.000813448339498952	0.00108711130195366	291	Pericytes	basement_membrane	0.00107011476742114	0.00561088098805505	-0.0457444077799198	0.297870212978702	0.32857848235795	FALSE	10000	0.0222558159293145	300	-9	other
MMP7	0.591673216312988	0.00390017932515161	0.000766201785323978	0.00852646525613086	292	Pericytes	basement_membrane	0.00100960357640924	0.00524422300984141	-0.0464133181652444	0.313268673132687	0.343205611179496	FALSE	10000	0.0670746808683973	55	237	other
CLEC11A	0.619945856257095	0.00388575638377683	0.000751778843949196	0.0120716159779727	293	Pericytes	basement_membrane	0.00103302621909722	0.00546427362319541	-0.0514702217608855	0.312168783121688	0.343171847198842	FALSE	10000	0.0564633814916989	123	170	other
PDGFC	0.598484848484849	0.00385545775202025	0.000721480212192619	0.00650402793103188	294	Pericytes	basement_membrane	0.00105949365516844	0.00565975359728769	-0.059722289524725	0.318268173182682	0.347496882964765	FALSE	10000	0.0302921239371262	271	23	other
MMP2	0.613134224085233	0.00382270331844614	0.000688725778618512	0.0119599601316596	295	Pericytes	basement_membrane	0.00103170378285781	0.00529175597700212	-0.0648136470634467	0.333966603339666	0.363400948040789	FALSE	10000	0.0684925951937477	43	252	protease/remodeler
OSM	0.614837132128199	0.00376597046256656	0.000631992922738925	-0.0078949122099266	296	Pericytes	basement_membrane	0.000964271563963174	0.00490843503875836	-0.0676954342067246	0.337466253374663	0.365968470720495	FALSE	10000	0.0552432123304416	139	157	other
CLCF1	0.615863243384858	0.00375439461954454	0.000620417079716913	0.0116482112284882	297	Pericytes	basement_membrane	0.00105077675344871	0.00549066848942362	-0.0783801962476468	0.346165383461654	0.374138343741383	FALSE	10000	0.0284728127513599	278	19	other
LRIG2	0.585800366780195	0.00367238814456884	0.000538410604741207	0.00832062548961736	298	Pericytes	basement_membrane	0.00102347769634285	0.00529110007962239	-0.0916760379320324	0.362663733626637	0.390654558705203	FALSE	10000	0.023968401762873	291	7	other
PTPRC	0.599292638197539	0.00365442050081699	0.000520442960989356	0.0053030631112558	299	Pericytes	basement_membrane	0.00101605050309451	0.00523526513178693	-0.0946671333025669	0.376862313768623	0.404591313443906	FALSE	10000	0.0399089136927081	238	61	other
SIGLEC1	0.576805519168633	0.0036038905431136	0.000469913003285972	0.00860353504929805	300	Pericytes	basement_membrane	0.00104666079102378	0.00526954843493568	-0.109449186179622	0.393860613938606	0.421430856914309	FALSE	10000	0.0386614777502229	245	55	other
CD14	0.588398393153438	0.00358161219993351	0.000447634660105883	0.00360558511492567	301	Pericytes	basement_membrane	0.0010057361158768	0.00517218219556329	-0.107904446260546	0.402059794020598	0.427354946624543	FALSE	10000	0.0623406745866006	75	226	other
WNT2	0.563335079905687	0.00357066356438755	0.00043668602455992	-0.000579170156641954	302	Pericytes	basement_membrane	0.00107137494863962	0.00566134653306598	-0.112109181159058	0.397760223977602	0.424189474740234	FALSE	10000	0.0225518432756764	298	4	other
PLAT	0.588245568072658	0.00355989187614271	0.000425914336315079	0.00333675157520212	303	Pericytes	basement_membrane	0.00104557939767717	0.00557596579804463	-0.111131431541311	0.406259374062594	0.42897782590162	FALSE	10000	0.0675002827213952	48	255	other
LIF	0.589446336564494	0.00354274852794104	0.000408770988113409	-0.00546781798168911	304	Pericytes	basement_membrane	0.00101148207334005	0.0052854549853238	-0.114032015578639	0.403659634036596	0.427639414276394	FALSE	10000	0.0238722135210544	292	12	other
WNT3A	0.559645445812595	0.00353223665069314	0.000398259110865508	-0.0101259364356458	305	Pericytes	basement_membrane	0.000991106316349022	0.00499494252742367	-0.118689494869783	0.409259074092591	0.430728402569579	FALSE	10000	0.0839172948439343	24	281	other
BACE1	0.545454545454547	0.00352249454134299	0.000388517001515362	0.00555242905987239	306	Pericytes	basement_membrane	0.00108302015465448	0.00572382614589673	-0.121335473062365	0.416458354164584	0.43687297936873	FALSE	10000	0.0593857260064534	97	209	other
PTPRM	0.540695135796001	0.00349247681314659	0.000358499273318955	0.00707515331568002	307	Pericytes	basement_membrane	0.00105489739194421	0.00551404193046708	-0.126295397714951	0.42045795420458	0.439631932572215	FALSE	10000	0.0297954694934714	273	34	other
HAS2	0.592524670334469	0.00349034096376474	0.000356363423937109	0.00629067255587422	308	Pericytes	basement_membrane	0.00095490404524077	0.00473289578187866	-0.126463934320159	0.427657234276572	0.445707701957077	FALSE	10000	0.0456509184759724	218	90	other
PLAU	0.583027683171775	0.00347766248077814	0.000343684940950508	-0.00115140484249419	309	Pericytes	basement_membrane	0.00104377196282367	0.00548781067441756	-0.127571278130411	0.433856614338566	0.450705414895404	FALSE	10000	0.00988046207905562	319	-10	other
NGF	0.58169592175356	0.00344603510148478	0.000312057561657145	-0.0117887765869484	310	Pericytes	basement_membrane	0.00107262631298474	0.00557769741274778	-0.136358912118346	0.445355464453555	0.459675575850775	FALSE	10000	0.0230930536398706	296	14	other
CKLF	0.54755043227666	0.00343389364226577	0.00029991610243814	0.00347898928643605	311	Pericytes	basement_membrane	0.00106676777092648	0.00557273778820831	-0.137607706953477	0.442455754424558	0.458155797323493	FALSE	10000	0.0103032753044016	318	-7	other
CCN4	0.530237533839841	0.0034078614047529	0.000273883864925272	0.00430518380084523	312	Pericytes	basement_membrane	0.00105371281168393	0.00553321023822037	-0.140936077464042	0.453054694530547	0.466123579949697	FALSE	10000	0.0335879460776413	259	53	other
LTF	0.571784123657324	0.00335569069420848	0.000221713154380847	-0.0131709153766554	313	Pericytes	basement_membrane	0.00103323387136715	0.00562379307848591	-0.144301311527768	0.470752924707529	0.482784948342227	FALSE	10000	0.0144586962925209	316	-3	other
PAM	0.559361627805433	0.00333254438747338	0.000198566847645744	0.00598860719470992	314	Pericytes	basement_membrane	0.00104747118074079	0.00555361533958908	-0.152856163271447	0.477852214778522	0.488504971158935	FALSE	10000	0.0326552080134071	261	53	other
WNT2B	0.5654091345734	0.00331081107543247	0.000176833535604834	-0.00124528099039342	315	Pericytes	basement_membrane	0.00107501881793258	0.00561198590684256	-0.160047672470561	0.490850914908509	0.500200456144862	FALSE	10000	0.0185585777567291	307	8	other
PDGFD	0.566893721072396	0.0032746692558838	0.000140691716056173	-0.0133198341251021	316	Pericytes	basement_membrane	0.00104842673438627	0.00555019644048216	-0.163550070355931	0.505449455054495	0.513447073014218	FALSE	10000	0.00899436730813013	320	-4	other
MMRN2	0.493428521526505	0.00325643650850346	0.000122458968675832	-0.00160137346064825	317	Pericytes	basement_membrane	0.00102805910041297	0.00532769222823709	-0.169979813574328	0.515748425157484	0.522256291720986	FALSE	10000	0.0140581829395079	317	0	other
C4BPA	0.545498209763341	0.00322825474493538	9.42772051077509e-05	0.00028469878296764	318	Pericytes	basement_membrane	0.00100306170171252	0.00517278028685787	-0.175685887706009	0.527947205279472	0.532927839291543	FALSE	10000	0.0764189084552329	28	290	other
SLPI	0.514169068203651	0.00304870325706546	-8.52742827621685e-05	-0.00179532844103609	319	Pericytes	basement_membrane	0.000947895472736129	0.00463853312095781	-0.222736310932056	0.609239076092391	0.613058756820243	FALSE	10000	0.0589344663413165	106	213	other
LTBP3	0.520893371757926	0.002980954528696	-0.000153023011131635	-0.00317140654041585	320	Pericytes	basement_membrane	0.00102403856429621	0.00531491890637752	-0.221463694209041	0.634136586341366	0.636118263173683	FALSE	10000	0.0238132430152794	293	27	other
SPON2	0.497227316391583	0.00296346239612905	-0.000170515143698581	-0.0037994633688096	321	Pericytes	basement_membrane	0.00104547401910632	0.00553226744445059	-0.219799417691685	0.643935606439356	0.643935606439356	FALSE	10000	0.0385280959242631	246	75	other
