level	n_donors	arm	model	Df	F.value	Pr..F.	p_excl_small_groups	small_groups	p_BH	min_cells	analysis_role	block	disease_group	emmean	SE	df	lower.CL	upper.CL	n_donors_group	estimable	contrast	estimate	t.ratio	p_BH_within_level	touches_small_group	adjustment
activated_migratory			lmer(disease_group + sex + (1 | study))							10	PRIMARY (>=10 pericytes/donor)	pairwise contrasts			0.0106436064446877	7.11745212278201	-0.0203401129245723	0.0298282480231354			Fibrotic_ILD - Other	0.00474406754928152	0.445719932800534	0.690517481701937	FALSE	BH within level (applied by emmeans::pairs)
basement_membrane			lmer(disease_group + sex + (1 | study))							10	PRIMARY (>=10 pericytes/donor)	pairwise contrasts			0.145025522798857	68.8705953191926	-0.47094879854465	0.107706601956756			Healthy - COPD	-0.181621098293947	-1.25233886276587	0.644047547308057	TRUE	BH within level (applied by emmeans::pairs)
basement_membrane			lmer(disease_group + sex + (1 | study))							10	PRIMARY (>=10 pericytes/donor)	pairwise contrasts			0.065785215174755	76.9195047571946	-0.0899426456811761	0.172051927506476			Healthy - Fibrotic_ILD	0.0410546409126499	0.624070937574505	0.797501594972629	FALSE	BH within level (applied by emmeans::pairs)
basement_membrane			lmer(disease_group + sex + (1 | study))							10	PRIMARY (>=10 pericytes/donor)	pairwise contrasts			0.140386119983838	71.5806377532006	-0.304312130051909	0.255453129262562			Healthy - Other	-0.0244295003946736	-0.174016493920382	0.862343709408913	FALSE	BH within level (applied by emmeans::pairs)
basement_membrane			lmer(disease_group + sex + (1 | study))							10	PRIMARY (>=10 pericytes/donor)	pairwise contrasts			0.129267901641496	66.4948635236012	-0.0353801071852805	0.480731585598474			COPD - Fibrotic_ILD	0.222675739206597	1.7225911179726	0.537664743429857	TRUE	BH within level (applied by emmeans::pairs)
basement_membrane			lmer(disease_group + sex + (1 | study))							10	PRIMARY (>=10 pericytes/donor)	pairwise contrasts			0.197994608349508	82.9288441799541	-0.236616711987759	0.550999907786305			COPD - Other	0.157191597899273	0.793918577933155	0.797501594972629	TRUE	BH within level (applied by emmeans::pairs)
basement_membrane			lmer(disease_group + sex + (1 | study))							10	PRIMARY (>=10 pericytes/donor)	pairwise contrasts			0.150387685233293	70.0727361144048	-0.365417448326473	0.234449165711826			Fibrotic_ILD - Other	-0.0654841413073234	-0.435435529217299	0.797501594972629	FALSE	BH within level (applied by emmeans::pairs)
vascular_stabilizing			lmer(disease_group + sex + (1 | study))							10	PRIMARY (>=10 pericytes/donor)	pairwise contrasts			0.138238321369867	68.6142095484009	-0.00810096645147768	0.543510175127748			Healthy - COPD	0.267704604338135	1.93654409056279	0.170761686602448	TRUE	BH within level (applied by emmeans::pairs)
vascular_stabilizing			lmer(disease_group + sex + (1 | study))							10	PRIMARY (>=10 pericytes/donor)	pairwise contrasts			0.0628940477955739	76.0820340330382	-0.148134915641657	0.102389420566973			Healthy - Fibrotic_ILD	-0.0228727475373422	-0.363671099873968	0.85219566762635	FALSE	BH within level (applied by emmeans::pairs)
vascular_stabilizing			lmer(disease_group + sex + (1 | study))							10	PRIMARY (>=10 pericytes/donor)	pairwise contrasts			0.136170650329354	74.6974016113091	-0.245824836671719	0.296742880933394			Healthy - Other	0.0254590221308375	0.186964092991112	0.85219566762635	FALSE	BH within level (applied by emmeans::pairs)
vascular_stabilizing			lmer(disease_group + sex + (1 | study))							10	PRIMARY (>=10 pericytes/donor)	pairwise contrasts			0.123120646722097	66.4342203839422	-0.536365668564903	-0.0447890351860522			COPD - Fibrotic_ILD	-0.290577351875477	-2.36010254666186	0.127291374385642	TRUE	BH within level (applied by emmeans::pairs)
vascular_stabilizing			lmer(disease_group + sex + (1 | study))							10	PRIMARY (>=10 pericytes/donor)	pairwise contrasts			0.190690494286353	82.9997636485207	-0.621521321777069	0.137030157362473			COPD - Other	-0.242245582207298	-1.27036003086513	0.415011918328683	TRUE	BH within level (applied by emmeans::pairs)
vascular_stabilizing			lmer(disease_group + sex + (1 | study))							10	PRIMARY (>=10 pericytes/donor)	pairwise contrasts			0.145970452888386	73.4111316641471	-0.242559477698399	0.339223017034758			Fibrotic_ILD - Other	0.0483317696681798	0.331106526778648	0.85219566762635	FALSE	BH within level (applied by emmeans::pairs)
activated_migratory			lmer(disease_group + sex + (1 | study))							20	sensitivity (>=20 pericytes/donor)	pairwise contrasts			0.0095118291421046	33.366362356904	-0.0314774055865749	0.00721038046182457			Healthy - Fibrotic_ILD	-0.0121335125623752	-1.27562347694678	0.458765906221214	FALSE	BH within level (applied by emmeans::pairs)
activated_migratory			lmer(disease_group + sex + (1 | study))							20	sensitivity (>=20 pericytes/donor)	pairwise contrasts			0.00905797681800133	10.0536384059793	-0.0299403328579895	0.0103953551952345			Healthy - Other	-0.00977248883137752	-1.07888207573641	0.458765906221214	FALSE	BH within level (applied by emmeans::pairs)
activated_migratory			lmer(disease_group + sex + (1 | study))							20	sensitivity (>=20 pericytes/donor)	pairwise contrasts			0.00930750848468114	4.97288904456665	-0.0216039742893318	0.0263260217513271			Fibrotic_ILD - Other	0.00236102373099766	0.253668716486649	0.809905146343869	FALSE	BH within level (applied by emmeans::pairs)
basement_membrane			lmer(disease_group + sex + (1 | study))							20	sensitivity (>=20 pericytes/donor)	pairwise contrasts			0.0774748194437536	56.8939045378015	-0.0815954865741735	0.228698353615726			Healthy - Fibrotic_ILD	0.0735514335207763	0.949359211791056	0.976415579748305	FALSE	BH within level (applied by emmeans::pairs)
basement_membrane			lmer(disease_group + sex + (1 | study))							20	sensitivity (>=20 pericytes/donor)	pairwise contrasts			0.219093418207181	15.7952563679042	-0.397931101718197	0.531963054057265			Healthy - Other	0.0670159761695342	0.305878545863764	0.976415579748305	FALSE	BH within level (applied by emmeans::pairs)
basement_membrane			lmer(disease_group + sex + (1 | study))							20	sensitivity (>=20 pericytes/donor)	pairwise contrasts			0.217566802163261	15.6594511064527	-0.468573004628725	0.45550208992624			Fibrotic_ILD - Other	-0.00653545735124204	-0.0300388537509407	0.976415579748305	FALSE	BH within level (applied by emmeans::pairs)
vascular_stabilizing			lmer(disease_group + sex + (1 | study))							20	sensitivity (>=20 pericytes/donor)	pairwise contrasts			0.0718469107380303	55.7102375066847	-0.192445447384428	0.0954409097554585			Healthy - Fibrotic_ILD	-0.0485022688144847	-0.67507800010128	0.98139805177311	FALSE	BH within level (applied by emmeans::pairs)
vascular_stabilizing			lmer(disease_group + sex + (1 | study))							20	sensitivity (>=20 pericytes/donor)	pairwise contrasts			0.222641713756649	15.7243873496373	-0.526397164950725	0.418908012526594			Healthy - Other	-0.0537445762120655	-0.241394908910956	0.98139805177311	FALSE	BH within level (applied by emmeans::pairs)
vascular_stabilizing			lmer(disease_group + sex + (1 | study))							20	sensitivity (>=20 pericytes/donor)	pairwise contrasts			0.221251083039211	15.5544086883511	-0.4753680420561	0.464883427260939			Fibrotic_ILD - Other	-0.0052423073975808	-0.023693928750856	0.98139805177311	FALSE	BH within level (applied by emmeans::pairs)
