target	ligand	regulatory_potential	ligand_rank	aupr_corrected	perm_z	perm_p_BH	target_class	shown_in_figure_heatmap	rank_target_within_ligand	rank_ligand_within_target
COL4A1	NEGR1	0.0040164165948296	96	0.00289194215653512	0.308314390653611	0.188833400923867	collagen-associated	FALSE	4	219
NID2	NEGR1	0.00370816606729465	96	0.00289194215653512	0.308314390653611	0.188833400923867	linker/proteoglycan	FALSE	5	298
NID1	NEGR1	0.00343542594112448	96	0.00289194215653512	0.308314390653611	0.188833400923867	linker/proteoglycan	FALSE	6	294
LAMA4	NEGR1	0.00320332007074689	96	0.00289194215653512	0.308314390653611	0.188833400923867	laminin	FALSE	7	296
LAMB1	NEGR1	0.00294013508932389	96	0.00289194215653512	0.308314390653611	0.188833400923867	laminin	FALSE	8	271
HSPG2	NEGR1	0.00289025304225544	96	0.00289194215653512	0.308314390653611	0.188833400923867	linker/proteoglycan	FALSE	9	282
LAMB2	NEGR1	0.00267324551158395	96	0.00289194215653512	0.308314390653611	0.188833400923867	laminin	FALSE	10	259
LAMC1	VWF	0.00641261211861636	97	0.00286653126158164	0.281652383020122	0.188833400923867	laminin	FALSE	1	123
COL18A1	VWF	0.00531364289658926	97	0.00286653126158164	0.281652383020122	0.188833400923867	collagen-associated	FALSE	2	199
NID2	VWF	0.00501533756640475	97	0.00286653126158164	0.281652383020122	0.188833400923867	linker/proteoglycan	FALSE	3	175
NID1	VWF	0.00501291077810022	97	0.00286653126158164	0.281652383020122	0.188833400923867	linker/proteoglycan	FALSE	4	136
COL4A2	VWF	0.00487631513792068	97	0.00286653126158164	0.281652383020122	0.188833400923867	collagen-associated	FALSE	5	128
COL4A1	VWF	0.00486435919528146	97	0.00286653126158164	0.281652383020122	0.188833400923867	collagen-associated	FALSE	6	132
LAMB1	VWF	0.00427135416312751	97	0.00286653126158164	0.281652383020122	0.188833400923867	laminin	FALSE	7	117
LAMA4	VWF	0.00402348893420045	97	0.00286653126158164	0.281652383020122	0.188833400923867	laminin	FALSE	8	187
HSPG2	VWF	0.00375835469991422	97	0.00286653126158164	0.281652383020122	0.188833400923867	linker/proteoglycan	FALSE	9	176
LAMB2	VWF	0.00372911800181101	97	0.00286653126158164	0.281652383020122	0.188833400923867	laminin	FALSE	10	118
COL18A1	COL5A2	0.00534817855434698	98	0.00286311006896892	0.322221292439365	0.188833400923867	collagen-associated	FALSE	1	195
LAMC1	COL5A2	0.00493720324123087	98	0.00286311006896892	0.322221292439365	0.188833400923867	laminin	FALSE	2	237
NID2	COL5A2	0.00489544624750004	98	0.00286311006896892	0.322221292439365	0.188833400923867	linker/proteoglycan	FALSE	3	195
COL4A1	COL5A2	0.00417561895239277	98	0.00286311006896892	0.322221292439365	0.188833400923867	collagen-associated	FALSE	4	203
NID1	COL5A2	0.00379254354842524	98	0.00286311006896892	0.322221292439365	0.188833400923867	linker/proteoglycan	FALSE	5	253
COL4A2	COL5A2	0.00370584806977154	98	0.00286311006896892	0.322221292439365	0.188833400923867	collagen-associated	FALSE	6	274
LAMA4	COL5A2	0.00335901351043959	98	0.00286311006896892	0.322221292439365	0.188833400923867	laminin	FALSE	7	276
HSPG2	COL5A2	0.00309486035303658	98	0.00286311006896892	0.322221292439365	0.188833400923867	linker/proteoglycan	FALSE	8	253
LAMB1	COL5A2	0.00301082367990164	98	0.00286311006896892	0.322221292439365	0.188833400923867	laminin	FALSE	9	264
LAMB2	COL5A2	0.00267685340443304	98	0.00286311006896892	0.322221292439365	0.188833400923867	laminin	FALSE	10	256
COL18A1	COL14A1	0.00480420575123873	99	0.00286092470463012	0.30437196855442	0.188833400923867	collagen-associated	FALSE	1	242
NID2	COL14A1	0.00437764813736867	99	0.00286092470463012	0.30437196855442	0.188833400923867	linker/proteoglycan	FALSE	2	249
LAMC1	COL14A1	0.00434083439096008	99	0.00286092470463012	0.30437196855442	0.188833400923867	laminin	FALSE	3	293
COL4A1	COL14A1	0.00387648609544162	99	0.00286092470463012	0.30437196855442	0.188833400923867	collagen-associated	FALSE	4	234
COL4A2	COL14A1	0.00357252808893915	99	0.00286092470463012	0.30437196855442	0.188833400923867	collagen-associated	FALSE	5	288
NID1	COL14A1	0.00350424763930592	99	0.00286092470463012	0.30437196855442	0.188833400923867	linker/proteoglycan	FALSE	6	289
LAMA4	COL14A1	0.00333563211379335	99	0.00286092470463012	0.30437196855442	0.188833400923867	laminin	FALSE	7	278
HSPG2	COL14A1	0.00298067527403581	99	0.00286092470463012	0.30437196855442	0.188833400923867	linker/proteoglycan	FALSE	8	273
LAMB1	COL14A1	0.00290431894120084	99	0.00286092470463012	0.30437196855442	0.188833400923867	laminin	FALSE	9	280
LAMB2	COL14A1	0.00260989813737725	99	0.00286092470463012	0.30437196855442	0.188833400923867	laminin	FALSE	10	267
COL18A1	ATP1B1	0.00406837785342311	100	0.00285192534310347	0.320852026681828	0.188833400923867	collagen-associated	FALSE	1	305
LAMC1	ATP1B1	0.00366276156074848	100	0.00285192534310347	0.320852026681828	0.188833400923867	laminin	FALSE	2	315
NID2	ATP1B1	0.00319641275139154	100	0.00285192534310347	0.320852026681828	0.188833400923867	linker/proteoglycan	FALSE	3	316
COL4A2	ATP1B1	0.00317048907841247	100	0.00285192534310347	0.320852026681828	0.188833400923867	collagen-associated	FALSE	4	312
COL4A1	ATP1B1	0.0030223810578393	100	0.00285192534310347	0.320852026681828	0.188833400923867	collagen-associated	FALSE	5	310
NID1	ATP1B1	0.00300521891378818	100	0.00285192534310347	0.320852026681828	0.188833400923867	linker/proteoglycan	FALSE	6	317
LAMA4	ATP1B1	0.00290605411514602	100	0.00285192534310347	0.320852026681828	0.188833400923867	laminin	FALSE	7	314
HSPG2	ATP1B1	0.00270626706424197	100	0.00285192534310347	0.320852026681828	0.188833400923867	linker/proteoglycan	FALSE	8	306
LAMB1	ATP1B1	0.00254434266032373	100	0.00285192534310347	0.320852026681828	0.188833400923867	laminin	FALSE	9	312
LAMB2	ATP1B1	0.00223535429632365	100	0.00285192534310347	0.320852026681828	0.188833400923867	laminin	FALSE	10	314
COL18A1	COL3A1	0.00712025142753427	101	0.00283501868069752	0.29892450905252	0.188833400923867	collagen-associated	FALSE	1	89
LAMC1	COL3A1	0.00640809391448474	101	0.00283501868069752	0.29892450905252	0.188833400923867	laminin	FALSE	2	124
NID2	COL3A1	0.00521027075812438	101	0.00283501868069752	0.29892450905252	0.188833400923867	linker/proteoglycan	FALSE	3	152
COL4A1	COL3A1	0.00492885432183496	101	0.00283501868069752	0.29892450905252	0.188833400923867	collagen-associated	FALSE	4	125
COL4A2	COL3A1	0.00472890953537285	101	0.00283501868069752	0.29892450905252	0.188833400923867	collagen-associated	FALSE	5	142
LAMA4	COL3A1	0.00424285419327339	101	0.00283501868069752	0.29892450905252	0.188833400923867	laminin	FALSE	6	170
LAMB1	COL3A1	0.0042158149341504	101	0.00283501868069752	0.29892450905252	0.188833400923867	laminin	FALSE	7	120
NID1	COL3A1	0.00408709128215271	101	0.00283501868069752	0.29892450905252	0.188833400923867	linker/proteoglycan	FALSE	8	219
HSPG2	COL3A1	0.00402773445917147	101	0.00283501868069752	0.29892450905252	0.188833400923867	linker/proteoglycan	FALSE	9	152
LAMB2	COL3A1	0.00367021996345842	101	0.00283501868069752	0.29892450905252	0.188833400923867	laminin	FALSE	10	129
COL18A1	COL4A4	0.00457953318363046	102	0.00282948106766507	0.314991895753905	0.188833400923867	collagen-associated	FALSE	1	266
LAMC1	COL4A4	0.00442173845228795	102	0.00282948106766507	0.314991895753905	0.188833400923867	laminin	FALSE	2	284
NID2	COL4A4	0.00440240297510982	102	0.00282948106766507	0.314991895753905	0.188833400923867	linker/proteoglycan	FALSE	3	247
COL4A1	COL4A4	0.00396746907443317	102	0.00282948106766507	0.314991895753905	0.188833400923867	collagen-associated	FALSE	4	225
COL4A2	COL4A4	0.00367302934625554	102	0.00282948106766507	0.314991895753905	0.188833400923867	collagen-associated	FALSE	5	279
NID1	COL4A4	0.00345735417364191	102	0.00282948106766507	0.314991895753905	0.188833400923867	linker/proteoglycan	FALSE	6	291
LAMA4	COL4A4	0.00329072216097934	102	0.00282948106766507	0.314991895753905	0.188833400923867	laminin	FALSE	7	285
HSPG2	COL4A4	0.00308588636310947	102	0.00282948106766507	0.314991895753905	0.188833400923867	linker/proteoglycan	FALSE	8	256
LAMB1	COL4A4	0.00293120824365171	102	0.00282948106766507	0.314991895753905	0.188833400923867	laminin	FALSE	9	274
LAMB2	COL4A4	0.00262126342143233	102	0.00282948106766507	0.314991895753905	0.188833400923867	laminin	FALSE	10	264
LAMC1	CX3CL1	0.00661448796678314	103	0.00279325908313663	0.318545193160766	0.188833400923867	laminin	FALSE	1	111
COL18A1	CX3CL1	0.00644990355420141	103	0.00279325908313663	0.318545193160766	0.188833400923867	collagen-associated	FALSE	2	127
NID2	CX3CL1	0.00634064664094598	103	0.00279325908313663	0.318545193160766	0.188833400923867	linker/proteoglycan	FALSE	3	82
NID1	CX3CL1	0.00628395549389258	103	0.00279325908313663	0.318545193160766	0.188833400923867	linker/proteoglycan	FALSE	4	62
HSPG2	CX3CL1	0.00554532621436209	103	0.00279325908313663	0.318545193160766	0.188833400923867	linker/proteoglycan	FALSE	5	50
COL4A2	CX3CL1	0.00549104131945579	103	0.00279325908313663	0.318545193160766	0.188833400923867	collagen-associated	FALSE	6	92
LAMA4	CX3CL1	0.00536280301142506	103	0.00279325908313663	0.318545193160766	0.188833400923867	laminin	FALSE	7	80
LAMB1	CX3CL1	0.00466775403769019	103	0.00279325908313663	0.318545193160766	0.188833400923867	laminin	FALSE	8	97
COL4A1	CX3CL1	0.0045949339142089	103	0.00279325908313663	0.318545193160766	0.188833400923867	collagen-associated	FALSE	9	158
LAMB2	CX3CL1	0.00432834685939419	103	0.00279325908313663	0.318545193160766	0.188833400923867	laminin	FALSE	10	66
COL18A1	LTBP1	0.0101511710609474	104	0.00279176532897677	0.289341011487347	0.188833400923867	collagen-associated	FALSE	1	29
LAMC1	LTBP1	0.00863168638504581	104	0.00279176532897677	0.289341011487347	0.188833400923867	laminin	FALSE	2	47
NID1	LTBP1	0.00841838000182718	104	0.00279176532897677	0.289341011487347	0.188833400923867	linker/proteoglycan	FALSE	3	27
COL4A2	LTBP1	0.00707787338282443	104	0.00279176532897677	0.289341011487347	0.188833400923867	collagen-associated	FALSE	4	37
NID2	LTBP1	0.00691157420350101	104	0.00279176532897677	0.289341011487347	0.188833400923867	linker/proteoglycan	FALSE	5	69
COL4A1	LTBP1	0.00550258369183636	104	0.00279176532897677	0.289341011487347	0.188833400923867	collagen-associated	FALSE	6	89
HSPG2	LTBP1	0.00539879935145942	104	0.00279176532897677	0.289341011487347	0.188833400923867	linker/proteoglycan	FALSE	7	55
LAMA4	LTBP1	0.00495182526700181	104	0.00279176532897677	0.289341011487347	0.188833400923867	laminin	FALSE	8	110
LAMB1	LTBP1	0.00467967226062336	104	0.00279176532897677	0.289341011487347	0.188833400923867	laminin	FALSE	9	95
LAMB2	LTBP1	0.00386733778832282	104	0.00279176532897677	0.289341011487347	0.188833400923867	laminin	FALSE	10	101
COL18A1	C3	0.00413324963048343	105	0.00278210008439486	0.298579083650564	0.188833400923867	collagen-associated	FALSE	1	302
LAMC1	C3	0.00392632029649443	105	0.00278210008439486	0.298579083650564	0.188833400923867	laminin	FALSE	2	312
NID1	C3	0.00359584417242384	105	0.00278210008439486	0.298579083650564	0.188833400923867	linker/proteoglycan	FALSE	3	277
NID2	C3	0.00356431184248776	105	0.00278210008439486	0.298579083650564	0.188833400923867	linker/proteoglycan	FALSE	4	306
COL4A2	C3	0.00315668328912766	105	0.00278210008439486	0.298579083650564	0.188833400923867	collagen-associated	FALSE	5	314
LAMA4	C3	0.00305397313552277	105	0.00278210008439486	0.298579083650564	0.188833400923867	laminin	FALSE	6	305
COL4A1	C3	0.00299465152947939	105	0.00278210008439486	0.298579083650564	0.188833400923867	collagen-associated	FALSE	7	312
HSPG2	C3	0.00263265692342609	105	0.00278210008439486	0.298579083650564	0.188833400923867	linker/proteoglycan	FALSE	8	312
LAMB1	C3	0.0026116787407359	105	0.00278210008439486	0.298579083650564	0.188833400923867	laminin	FALSE	9	309
LAMB2	C3	0.00228453551934342	105	0.00278210008439486	0.298579083650564	0.188833400923867	laminin	FALSE	10	310
NID2	PROS1	0.00774151959973716	106	0.00277028541743146	0.290932392967338	0.188833400923867	linker/proteoglycan	FALSE	1	50
COL18A1	PROS1	0.00763277573713537	106	0.00277028541743146	0.290932392967338	0.188833400923867	collagen-associated	FALSE	2	73
LAMC1	PROS1	0.00690070770379003	106	0.00277028541743146	0.290932392967338	0.188833400923867	laminin	FALSE	3	93
COL4A2	PROS1	0.00639750600199208	106	0.00277028541743146	0.290932392967338	0.188833400923867	collagen-associated	FALSE	4	53
COL4A1	PROS1	0.00632144046509877	106	0.00277028541743146	0.290932392967338	0.188833400923867	collagen-associated	FALSE	5	65
LAMB1	PROS1	0.00601630029871301	106	0.00277028541743146	0.290932392967338	0.188833400923867	laminin	FALSE	6	36
LAMA4	PROS1	0.00598856883848832	106	0.00277028541743146	0.290932392967338	0.188833400923867	laminin	FALSE	7	60
NID1	PROS1	0.00597953744048718	106	0.00277028541743146	0.290932392967338	0.188833400923867	linker/proteoglycan	FALSE	8	81
HSPG2	PROS1	0.00582379043763206	106	0.00277028541743146	0.290932392967338	0.188833400923867	linker/proteoglycan	FALSE	9	41
LAMB2	PROS1	0.00431039905534638	106	0.00277028541743146	0.290932392967338	0.188833400923867	laminin	FALSE	10	67
LAMC1	ANGPT2	0.00826551947552948	107	0.00276499294080547	0.278727152325836	0.188833400923867	laminin	FALSE	1	57
COL18A1	ANGPT2	0.00779261984884034	107	0.00276499294080547	0.278727152325836	0.188833400923867	collagen-associated	FALSE	2	66
NID2	ANGPT2	0.00726576873591952	107	0.00276499294080547	0.278727152325836	0.188833400923867	linker/proteoglycan	FALSE	3	61
LAMA4	ANGPT2	0.00713889564245072	107	0.00276499294080547	0.278727152325836	0.188833400923867	laminin	FALSE	4	30
HSPG2	ANGPT2	0.00667661736091054	107	0.00276499294080547	0.278727152325836	0.188833400923867	linker/proteoglycan	FALSE	5	28
COL4A2	ANGPT2	0.00629118508072291	107	0.00276499294080547	0.278727152325836	0.188833400923867	collagen-associated	FALSE	6	55
COL4A1	ANGPT2	0.00592210887263042	107	0.00276499294080547	0.278727152325836	0.188833400923867	collagen-associated	FALSE	7	77
NID1	ANGPT2	0.00571570810317169	107	0.00276499294080547	0.278727152325836	0.188833400923867	linker/proteoglycan	FALSE	8	91
LAMB2	ANGPT2	0.00461162704894785	107	0.00276499294080547	0.278727152325836	0.188833400923867	laminin	FALSE	9	58
LAMB1	ANGPT2	0.00388661877883247	107	0.00276499294080547	0.278727152325836	0.188833400923867	laminin	FALSE	10	153
LAMC1	JAG2	0.00674259898976494	108	0.00276360312447049	0.247557209158796	0.188833400923867	laminin	FALSE	1	99
COL18A1	JAG2	0.00636427405824412	108	0.00276360312447049	0.247557209158796	0.188833400923867	collagen-associated	FALSE	2	131
COL4A1	JAG2	0.00591280958758717	108	0.00276360312447049	0.247557209158796	0.188833400923867	collagen-associated	FALSE	3	78
NID1	JAG2	0.00557637385958916	108	0.00276360312447049	0.247557209158796	0.188833400923867	linker/proteoglycan	FALSE	4	100
COL4A2	JAG2	0.00513535523508488	108	0.00276360312447049	0.247557209158796	0.188833400923867	collagen-associated	FALSE	5	115
NID2	JAG2	0.00486518640415496	108	0.00276360312447049	0.247557209158796	0.188833400923867	linker/proteoglycan	FALSE	6	202
HSPG2	JAG2	0.00480955272020372	108	0.00276360312447049	0.247557209158796	0.188833400923867	linker/proteoglycan	FALSE	7	87
LAMA4	JAG2	0.00425564099830988	108	0.00276360312447049	0.247557209158796	0.188833400923867	laminin	FALSE	8	167
LAMB1	JAG2	0.00389624096966157	108	0.00276360312447049	0.247557209158796	0.188833400923867	laminin	FALSE	9	151
LAMB2	JAG2	0.00314319993070783	108	0.00276360312447049	0.247557209158796	0.188833400923867	laminin	FALSE	10	192
LAMC1	EFEMP1	0.00887605185575573	109	0.00276233111788514	0.284252266318642	0.188833400923867	laminin	FALSE	1	41
COL18A1	EFEMP1	0.00709403285997155	109	0.00276233111788514	0.284252266318642	0.188833400923867	collagen-associated	FALSE	2	90
NID2	EFEMP1	0.00498139190333832	109	0.00276233111788514	0.284252266318642	0.188833400923867	linker/proteoglycan	FALSE	3	178
HSPG2	EFEMP1	0.00496056913710339	109	0.00276233111788514	0.284252266318642	0.188833400923867	linker/proteoglycan	FALSE	4	82
LAMB1	EFEMP1	0.00487920146673886	109	0.00276233111788514	0.284252266318642	0.188833400923867	laminin	FALSE	5	80
COL4A2	EFEMP1	0.00478028835099087	109	0.00276233111788514	0.284252266318642	0.188833400923867	collagen-associated	FALSE	6	137
NID1	EFEMP1	0.00466706114524866	109	0.00276233111788514	0.284252266318642	0.188833400923867	linker/proteoglycan	FALSE	7	165
LAMA4	EFEMP1	0.0043836375476163	109	0.00276233111788514	0.284252266318642	0.188833400923867	laminin	FALSE	8	151
COL4A1	EFEMP1	0.00396648440860053	109	0.00276233111788514	0.284252266318642	0.188833400923867	collagen-associated	FALSE	9	226
LAMB2	EFEMP1	0.00384373312234839	109	0.00276233111788514	0.284252266318642	0.188833400923867	laminin	FALSE	10	105
LAMB1	IGF1	0.119954727817608	110	0.00275428449972926	0.294662247361588	0.188833400923867	laminin	FALSE	1	2
LAMC1	IGF1	0.0111928207576509	110	0.00275428449972926	0.294662247361588	0.188833400923867	laminin	FALSE	2	15
COL18A1	IGF1	0.010578545817891	110	0.00275428449972926	0.294662247361588	0.188833400923867	collagen-associated	FALSE	3	23
NID2	IGF1	0.00984143680227828	110	0.00275428449972926	0.294662247361588	0.188833400923867	linker/proteoglycan	FALSE	4	23
COL4A2	IGF1	0.00930667202142331	110	0.00275428449972926	0.294662247361588	0.188833400923867	collagen-associated	FALSE	5	10
COL4A1	IGF1	0.00862206238592548	110	0.00275428449972926	0.294662247361588	0.188833400923867	collagen-associated	FALSE	6	33
LAMA4	IGF1	0.00823896812037001	110	0.00275428449972926	0.294662247361588	0.188833400923867	laminin	FALSE	7	16
NID1	IGF1	0.00821289595376875	110	0.00275428449972926	0.294662247361588	0.188833400923867	linker/proteoglycan	FALSE	8	28
HSPG2	IGF1	0.007802769427261	110	0.00275428449972926	0.294662247361588	0.188833400923867	linker/proteoglycan	FALSE	9	14
LAMB2	IGF1	0.00618142061610778	110	0.00275428449972926	0.294662247361588	0.188833400923867	laminin	FALSE	10	21
COL4A1	FURIN	0.00716683955351632	111	0.00273385679723689	0.320333556201366	0.188833400923867	collagen-associated	FALSE	1	51
NID1	FURIN	0.00690739341223867	111	0.00273385679723689	0.320333556201366	0.188833400923867	linker/proteoglycan	FALSE	2	48
COL18A1	FURIN	0.00689997953023679	111	0.00273385679723689	0.320333556201366	0.188833400923867	collagen-associated	FALSE	3	100
LAMC1	FURIN	0.00667671017014473	111	0.00273385679723689	0.320333556201366	0.188833400923867	laminin	FALSE	4	107
NID2	FURIN	0.0057035588526499	111	0.00273385679723689	0.320333556201366	0.188833400923867	linker/proteoglycan	FALSE	5	123
COL4A2	FURIN	0.00570346976093818	111	0.00273385679723689	0.320333556201366	0.188833400923867	collagen-associated	FALSE	6	79
LAMA4	FURIN	0.00510506845381028	111	0.00273385679723689	0.320333556201366	0.188833400923867	laminin	FALSE	7	100
HSPG2	FURIN	0.00434004048774106	111	0.00273385679723689	0.320333556201366	0.188833400923867	linker/proteoglycan	FALSE	8	129
LAMB2	FURIN	0.00398865528947439	111	0.00273385679723689	0.320333556201366	0.188833400923867	laminin	FALSE	9	89
LAMB1	FURIN	0.00380600953232837	111	0.00273385679723689	0.320333556201366	0.188833400923867	laminin	FALSE	10	164
COL18A1	VEGFD	0.00587411915772618	112	0.00273045707834695	0.314650660627554	0.188833400923867	collagen-associated	FALSE	1	158
LAMC1	VEGFD	0.00576786035072721	112	0.00273045707834695	0.314650660627554	0.188833400923867	laminin	FALSE	2	159
NID2	VEGFD	0.00529724365282941	112	0.00273045707834695	0.314650660627554	0.188833400923867	linker/proteoglycan	FALSE	3	148
COL4A2	VEGFD	0.00470434357444548	112	0.00273045707834695	0.314650660627554	0.188833400923867	collagen-associated	FALSE	4	144
LAMA4	VEGFD	0.00433925252514459	112	0.00273045707834695	0.314650660627554	0.188833400923867	laminin	FALSE	5	155
NID1	VEGFD	0.00424879361445252	112	0.00273045707834695	0.314650660627554	0.188833400923867	linker/proteoglycan	FALSE	6	202
COL4A1	VEGFD	0.00416612014280138	112	0.00273045707834695	0.314650660627554	0.188833400923867	collagen-associated	FALSE	7	205
HSPG2	VEGFD	0.00390670328844785	112	0.00273045707834695	0.314650660627554	0.188833400923867	linker/proteoglycan	FALSE	8	160
LAMB1	VEGFD	0.00361750381380553	112	0.00273045707834695	0.314650660627554	0.188833400923867	laminin	FALSE	9	184
LAMB2	VEGFD	0.00318613167597546	112	0.00273045707834695	0.314650660627554	0.188833400923867	laminin	FALSE	10	184
COL18A1	LRFN5	0.00476394099650077	113	0.00272823429681055	0.265014250434778	0.188833400923867	collagen-associated	FALSE	1	249
NID2	LRFN5	0.00458179891532093	113	0.00272823429681055	0.265014250434778	0.188833400923867	linker/proteoglycan	FALSE	2	232
LAMC1	LRFN5	0.00447071775348871	113	0.00272823429681055	0.265014250434778	0.188833400923867	laminin	FALSE	3	279
COL4A1	LRFN5	0.003972940017403	113	0.00272823429681055	0.265014250434778	0.188833400923867	collagen-associated	FALSE	4	224
LAMB2	LRFN5	0.00387878960115784	113	0.00272823429681055	0.265014250434778	0.188833400923867	laminin	FALSE	5	98
NID1	LRFN5	0.00385914635232734	113	0.00272823429681055	0.265014250434778	0.188833400923867	linker/proteoglycan	FALSE	6	243
COL4A2	LRFN5	0.00381780938507952	113	0.00272823429681055	0.265014250434778	0.188833400923867	collagen-associated	FALSE	7	257
LAMA4	LRFN5	0.00380231482045235	113	0.00272823429681055	0.265014250434778	0.188833400923867	laminin	FALSE	8	218
LAMB1	LRFN5	0.00329854236293373	113	0.00272823429681055	0.265014250434778	0.188833400923867	laminin	FALSE	9	220
HSPG2	LRFN5	0.00317700062209073	113	0.00272823429681055	0.265014250434778	0.188833400923867	linker/proteoglycan	FALSE	10	238
LAMC1	SEMA3B	0.00443584953987734	114	0.00270357249806452	0.276573976933695	0.188833400923867	laminin	FALSE	1	283
COL18A1	SEMA3B	0.00404429174968334	114	0.00270357249806452	0.276573976933695	0.188833400923867	collagen-associated	FALSE	2	308
NID2	SEMA3B	0.00396627469575164	114	0.00270357249806452	0.276573976933695	0.188833400923867	linker/proteoglycan	FALSE	3	279
NID1	SEMA3B	0.00343437617474864	114	0.00270357249806452	0.276573976933695	0.188833400923867	linker/proteoglycan	FALSE	4	295
COL4A2	SEMA3B	0.0033744914099606	114	0.00270357249806452	0.276573976933695	0.188833400923867	collagen-associated	FALSE	5	305
LAMA4	SEMA3B	0.00321819673919264	114	0.00270357249806452	0.276573976933695	0.188833400923867	laminin	FALSE	6	293
COL4A1	SEMA3B	0.0031783975598585	114	0.00270357249806452	0.276573976933695	0.188833400923867	collagen-associated	FALSE	7	301
LAMB1	SEMA3B	0.00288812690065034	114	0.00270357249806452	0.276573976933695	0.188833400923867	laminin	FALSE	8	282
HSPG2	SEMA3B	0.00277021445311224	114	0.00270357249806452	0.276573976933695	0.188833400923867	linker/proteoglycan	FALSE	9	301
LAMB2	SEMA3B	0.00238097566073361	114	0.00270357249806452	0.276573976933695	0.188833400923867	laminin	FALSE	10	297
NID1	THBS2	0.00587133916553485	115	0.00270130106376472	0.2781183971638	0.188833400923867	linker/proteoglycan	FALSE	1	87
COL18A1	THBS2	0.00532073545321139	115	0.00270130106376472	0.2781183971638	0.188833400923867	collagen-associated	FALSE	2	198
LAMC1	THBS2	0.0048972091731076	115	0.00270130106376472	0.2781183971638	0.188833400923867	laminin	FALSE	3	242
COL4A1	THBS2	0.00486445855136822	115	0.00270130106376472	0.2781183971638	0.188833400923867	collagen-associated	FALSE	4	131
NID2	THBS2	0.00461115038985992	115	0.00270130106376472	0.2781183971638	0.188833400923867	linker/proteoglycan	FALSE	5	229
HSPG2	THBS2	0.00386481478602601	115	0.00270130106376472	0.2781183971638	0.188833400923867	linker/proteoglycan	FALSE	6	164
COL4A2	THBS2	0.00375093057000091	115	0.00270130106376472	0.2781183971638	0.188833400923867	collagen-associated	FALSE	7	268
LAMA4	THBS2	0.00348181368873731	115	0.00270130106376472	0.2781183971638	0.188833400923867	laminin	FALSE	8	258
LAMB1	THBS2	0.00323252987134801	115	0.00270130106376472	0.2781183971638	0.188833400923867	laminin	FALSE	9	230
LAMB2	THBS2	0.00270704448519645	115	0.00270130106376472	0.2781183971638	0.188833400923867	laminin	FALSE	10	248
COL18A1	APOE	0.00613346545808756	116	0.00269845010974581	0.289711014020782	0.188833400923867	collagen-associated	FALSE	1	141
LAMC1	APOE	0.00561005278876895	116	0.00269845010974581	0.289711014020782	0.188833400923867	laminin	FALSE	2	176
NID2	APOE	0.0054916347496146	116	0.00269845010974581	0.289711014020782	0.188833400923867	linker/proteoglycan	FALSE	3	135
COL4A2	APOE	0.00494719419223918	116	0.00269845010974581	0.289711014020782	0.188833400923867	collagen-associated	FALSE	4	123
NID1	APOE	0.00482681125247514	116	0.00269845010974581	0.289711014020782	0.188833400923867	linker/proteoglycan	FALSE	5	153
COL4A1	APOE	0.00468869048812756	116	0.00269845010974581	0.289711014020782	0.188833400923867	collagen-associated	FALSE	6	147
HSPG2	APOE	0.00437756440954166	116	0.00269845010974581	0.289711014020782	0.188833400923867	linker/proteoglycan	FALSE	7	124
LAMA4	APOE	0.00434651323353069	116	0.00269845010974581	0.289711014020782	0.188833400923867	laminin	FALSE	8	154
LAMB1	APOE	0.00357062531564347	116	0.00269845010974581	0.289711014020782	0.188833400923867	laminin	FALSE	9	187
LAMB2	APOE	0.00331002791701887	116	0.00269845010974581	0.289711014020782	0.188833400923867	laminin	FALSE	10	167
COL18A1	LFNG	0.00515854738940259	117	0.00268158261205902	0.26832132573351	0.188833400923867	collagen-associated	FALSE	1	209
LAMC1	LFNG	0.00510527351915617	117	0.00268158261205902	0.26832132573351	0.188833400923867	laminin	FALSE	2	222
NID1	LFNG	0.00499226001690569	117	0.00268158261205902	0.26832132573351	0.188833400923867	linker/proteoglycan	FALSE	3	139
COL4A1	LFNG	0.00493413768638542	117	0.00268158261205902	0.26832132573351	0.188833400923867	collagen-associated	FALSE	4	123
NID2	LFNG	0.00414926216653554	117	0.00268158261205902	0.26832132573351	0.188833400923867	linker/proteoglycan	FALSE	5	269
COL4A2	LFNG	0.00365309758596897	117	0.00268158261205902	0.26832132573351	0.188833400923867	collagen-associated	FALSE	6	282
LAMA4	LFNG	0.00358391283369236	117	0.00268158261205902	0.26832132573351	0.188833400923867	laminin	FALSE	7	241
HSPG2	LFNG	0.00294006760330134	117	0.00268158261205902	0.26832132573351	0.188833400923867	linker/proteoglycan	FALSE	8	279
LAMB1	LFNG	0.00292295257307274	117	0.00268158261205902	0.26832132573351	0.188833400923867	laminin	FALSE	9	276
LAMB2	LFNG	0.00248500231065714	117	0.00268158261205902	0.26832132573351	0.188833400923867	laminin	FALSE	10	286
COL18A1	APOA1	0.0053282893114084	118	0.00267898978083602	0.27643453625058	0.188833400923867	collagen-associated	FALSE	1	197
LAMC1	APOA1	0.00474714287576321	118	0.00267898978083602	0.27643453625058	0.188833400923867	laminin	FALSE	2	254
COL4A1	APOA1	0.00419681860526927	118	0.00267898978083602	0.27643453625058	0.188833400923867	collagen-associated	FALSE	3	201
NID2	APOA1	0.00414768902839789	118	0.00267898978083602	0.27643453625058	0.188833400923867	linker/proteoglycan	FALSE	4	270
