gene	n_cells	observed_undetected	expected_undetected	ratio_observed_to_expected	p_value	side	method	n_matched	p_formatted
AGTR1	11680	7309	7374.5020242915	0.99111776984036	0.908153164716544	greater	FFT	494	9.08e-01
