ccc_group	gene	emmean	SE	df	lower.CL	upper.CL	value_type	z_within_gene	detect_frac	n_donors	n_profiles	n_cells_total	within_gene_rank
EC general capillary	LAMC2	0.0517241497926293	0.0220728299796999	144.092371662633	0.00809578141804743	0.0953525181672112	expr	-0.341906860703078	0.00545538696438673	117	117	10911	13
Vascular smooth muscle	LAMC2	0.0511737320322353	0.0240123747477184	207.583047243302	0.00383434779378159	0.0985131162706891	expr	-0.34424644776978	0.00676696751192158	82	82	5701	14
Myofibroblasts	LAMC2	0.0491954289194913	0.0340403553245406	699.266105865314	-0.0176381207225948	0.116028978561577	expr	-0.352655355893095	0.00751018400324887	33	33	1199	15
DC2	LAMC2	0.0417974969377175	0.018221219897788	72.1907439092436	0.00547579856068132	0.0781191953147536	expr	-0.384100754698022	0.00511956288775547	194	194	13121	16
EC aerocyte capillary	LAMC2	0.040893804959898	0.0251191527093519	237.191077619399	-0.00859132440386955	0.0903789343236656	expr	-0.387941957173167	0.00770905264814314	77	77	5991	17
Mast cells	LAMC2	0.0390187057091619	0.0210068751739806	126.582723872632	-0.00255142730036111	0.080588838718685	expr	-0.395912190460454	0.00427001804706051	126	126	9209	18
Interstitial macrophages	LAMC2	0.0353345199925042	0.0188874592663374	84.8335547844743	-0.00221987281375812	0.0728889127987666	expr	-0.411572065330504	0.00440863293353771	170	170	24374	19
Pericytes	LAMC2	0.0336533121955219	0.0292813357881376	421.103082267826	-0.023902473940881	0.0912090983319248	expr	-0.418718150179663	0.00452630520365968	49	49	4443	20
Non-classical monocytes	LAMC2	0.0296930415393108	0.0199801658552306	103.298927183556	-0.00993154221211451	0.0693176252907362	expr	-0.435551542331255	0.00264719159493442	142	142	11757	21
Classical monocytes	LAMC2	0.024880096827119	0.0191782346685563	88.9214700980974	-0.0132271106670428	0.0629873043212809	expr	-0.456009281909532	0.00183094221522769	168	168	21568	22
Pericytes	LAMC3	1.95580842170073	0.0179555192398738	1433.04261781665	1.92058650225013	1.99103034115133	expr	4.43727788605265	0.547263637046969	49	49	4443	1
Peribronchial fibroblasts	LAMC3	0.203840083226255	0.0166131870434841	1254.06836844188	0.171247378610557	0.236432787841953	expr	0.193618736255383	0.0410844327042376	57	57	2279	2
Vascular smooth muscle	LAMC3	0.166128102186835	0.0140860152966155	877.105817527612	0.13848186993356	0.19377433444011	expr	0.102271883757884	0.0261002309521145	82	82	5701	3
Alveolar fibroblasts	LAMC3	0.119026380108964	0.0130016110133076	706.650655901451	0.0934999699630648	0.144552790254864	expr	-0.011819021584055	0.0205103028047953	98	98	9425	4
Myofibroblasts	LAMC3	0.0526897764114165	0.0215176816140287	1823.0208876923	0.0104878764795637	0.0948916763432692	expr	-0.172501112159218	0.0106318039297789	33	33	1199	5
Subpleural fibroblasts	LAMC3	0.0449632476821604	0.0430358187939256	2289.93080451366	-0.039430013656321	0.129356509020642	expr	-0.191216492807381	0.00406565656565657	8	8	282	6
Adventitial fibroblasts	LAMC3	0.0349782187894913	0.0132216936333987	759.761081812362	0.00902282742819772	0.060933610150785	expr	-0.215402465973004	0.0122116034286033	94	94	7893	7
AT1	LAMC3	0.02130146524197	0.011901756728765	554.85417736148	-0.00207654438657931	0.0446794748705194	expr	-0.248530621920159	0.00668250328821319	120	120	14775	8
Transitional Club-AT2	LAMC3	0.0184152881995343	0.0122805114472419	568.060777401732	-0.00570546401839279	0.0425360404174614	expr	-0.255521588220801	0.00729330104769688	116	116	7087	9
EC general capillary	LAMC3	0.0179357926989565	0.01236646142415	549.272239004684	-0.00635555213773448	0.0422271375356474	expr	-0.256683033564092	0.00539619783244591	117	117	10911	10
DC2	LAMC3	0.0178329613239423	0.00961064453808752	290.722427804863	-0.00108229985796346	0.036748222505848	expr	-0.256932114152983	0.00542606261904956	194	194	13121	11
AT2_AGTR2undet	LAMC3	0.0170552624164779	0.0112995191578368	456.724839592792	-0.00515023212276124	0.039260756955717	expr	-0.258815874842016	0.00793589157082992	138	138	26620	12
Alveolar macrophages	LAMC3	0.0152206537011208	0.010488193440311	348.528124186425	-0.00540746036749332	0.0358487677697349	expr	-0.26325970746744	0.00511944814662003	171	171	33227	13
AT2_AGTR2det	LAMC3	0.0141544991829088	0.0151419807334012	876.396548136055	-0.015564280433035	0.0438732787988526	expr	-0.265842172159837	0.00395428852036641	76	76	2166	14
Lymphatic EC	LAMC3	0.011228328749761	0.0121911244376787	589.27245480961	-0.0127150139024592	0.0351716714019811	expr	-0.272930011397449	0.00725068107496633	113	113	7463	15
Non-classical monocytes	LAMC3	0.0102039994675575	0.0110390900815259	435.89510252459	-0.0114924618626367	0.0319004607977518	expr	-0.27541116601387	0.00362369359915363	142	142	11757	16
Interstitial macrophages	LAMC3	0.00785895573466441	0.0101741365346615	368.181915589165	-0.0121477518464834	0.0278656633158123	expr	-0.281091386412391	0.0044222543986819	170	170	24374	17
EC venous pulmonary	LAMC3	0.00231380492488784	0.0131686132838169	740.086356231792	-0.0235384814250449	0.0281660912748206	expr	-0.294522981866567	0.00305608060823951	95	95	6322	18
EC venous systemic	LAMC3	0.00180749729740268	0.01379365330534	842.00682176415	-0.0252664836278922	0.0288814782226976	expr	-0.295749372177856	0.00404805141880207	85	85	6950	19
Classical monocytes	LAMC3	-0.00128504095207752	0.0103206500077426	368.268067805493	-0.0215798410806671	0.019009759176512	expr	-0.303240191475385	0.00186328630939962	168	168	21568	20
Mast cells	LAMC3	-0.00231631499196475	0.0116980880404559	570.174509104936	-0.0252929190932197	0.0206602891092902	expr	-0.305738167848135	0.000314736617257626	126	126	9209	21
EC aerocyte capillary	LAMC3	-0.00323400736601556	0.0147199608473131	919.170167401838	-0.0321226402103991	0.0256546254783679	expr	-0.307961024023282	0.00199931471715262	77	77	5991	22
Pericytes	NID1	1.87114845850386	0.0441779739807888	436.680376533837	1.78432056797433	1.9579763490334	expr	2.73456292433923	0.600794046471647	49	49	4443	1
Alveolar fibroblasts	NID1	1.21338565291996	0.0340764834091276	173.508056157204	1.14612785389436	1.28064345194556	expr	1.47597929883935	0.368197899927665	98	98	9425	2
Adventitial fibroblasts	NID1	1.06685710923117	0.0344228112045637	182.880769477122	0.99894019783607	1.13477402062626	expr	1.1956070671025	0.396784117433396	94	94	7893	3
Vascular smooth muscle	NID1	1.03741904174516	0.0362447036930686	217.658654116605	0.965983526882966	1.10885455660736	expr	1.13927936144671	0.300406306697273	82	82	5701	4
Peribronchial fibroblasts	NID1	0.948883307017057	0.0412529940947266	351.583581447541	0.867749629944188	1.03001698408992	expr	0.969872357805826	0.306848251937355	57	57	2279	5
Lymphatic EC	NID1	0.892197293548415	0.0324476127299275	145.042468731344	0.828066057094807	0.956328530002024	expr	0.861407592481849	0.295867872891251	113	113	7463	6
Myofibroblasts	NID1	0.770653413445301	0.0515362036198263	722.075661283954	0.669474716651963	0.871832110238639	expr	0.628841786116886	0.242487472763769	33	33	1199	7
EC venous pulmonary	NID1	0.470490524648462	0.0343668923334398	180.007604090966	0.40267673279103	0.538304316505894	expr	0.0545008631954619	0.145399217780372	95	95	6322	8
Subpleural fibroblasts	NID1	0.381979779041459	0.0988148555142192	2048.59625510408	0.188191727162558	0.575767830920359	expr	-0.114858325490907	0.128126923027333	8	8	282	9
EC venous systemic	NID1	0.317974082099546	0.0355683669510262	205.315550674849	0.247848005330862	0.388100158868229	expr	-0.237328798776926	0.134287600384601	85	85	6950	10
Non-classical monocytes	NID1	0.173697349697611	0.0302398891475583	110.981418905476	0.113774880072935	0.233619819322287	expr	-0.51339234539311	0.0448968302413652	142	142	11757	11
EC general capillary	NID1	0.161826666812223	0.0331180950120593	149.551458041326	0.0963868502347841	0.227266483389663	expr	-0.536106075899335	0.042718399383793	117	117	10911	12
Classical monocytes	NID1	0.12068306759876	0.028911129978426	94.0576017923672	0.0632797995998119	0.178086335597709	expr	-0.614831506745529	0.0231742981310848	168	168	21568	13
EC aerocyte capillary	NID1	0.103979200214853	0.0377190119948092	245.003713622332	0.0296842971896755	0.178274103240031	expr	-0.646793201437652	0.0212102359161278	77	77	5991	14
Interstitial macrophages	NID1	0.0397960810157114	0.0285386048149388	90.9004514994542	-0.0168931879956466	0.0964853500270693	expr	-0.769603159939087	0.0167408891528985	170	170	24374	15
Mast cells	NID1	0.0355160409549544	0.0315461865154312	131.426788201573	-0.0268879518777618	0.0979200337876706	expr	-0.777792720508981	0.00369946815249138	126	126	9209	16
DC2	NID1	0.0339749445532506	0.0275684346557613	78.3462674607878	-0.0209057722469904	0.0888556613534916	expr	-0.780741501863043	0.0137323149344804	194	194	13121	17
Alveolar macrophages	NID1	0.0271412980411627	0.0293467965129459	98.0813406316966	-0.0310958608916413	0.0853784569739666	expr	-0.793817211723124	0.0159946040493583	171	171	33227	18
AT2_AGTR2det	NID1	0.021003420436636	0.0385539935282185	262.984825113801	-0.0549103759131862	0.0969172167864582	expr	-0.805561615910774	0.00811162026349665	76	76	2166	19
AT2_AGTR2undet	NID1	0.0141744895925541	0.030727732768275	120.212839314289	-0.0466631857332983	0.0750121649184066	expr	-0.818628302666348	0.0115132140151435	138	138	26620	20
AT1	NID1	0.011112520155873	0.0319122558188774	136.080113860237	-0.0519955717384659	0.0742206120502119	expr	-0.824487169361261	0.0120012293493896	120	120	14775	21
Transitional Club-AT2	NID1	0.0102647517222422	0.0327269320451917	150.056830187108	-0.0544003686117985	0.0749298720562829	expr	-0.826109315611741	0.0142216525629511	116	116	7087	22
Pericytes	NID2	0.46540043750416	0.0234010411731207	1150.18411422383	0.419486924654912	0.511313950353409	expr	2.35825009830236	0.111682709474049	49	49	4443	1
Subpleural fibroblasts	NID2	0.384742344740271	0.0554967475493695	2248.32399709628	0.2759121310722	0.493572558408343	expr	1.8113581896543	0.207051595298058	8	8	282	2
Peribronchial fibroblasts	NID2	0.364346543436486	0.0216470516983472	975.962906855611	0.321866420082768	0.406826666790204	expr	1.67306706075189	0.145404675969553	57	57	2279	3
Alveolar fibroblasts	NID2	0.323098324458276	0.0171170081052433	500.183403249615	0.289468228996197	0.356728419920356	expr	1.39338877389527	0.0708691216880493	98	98	9425	4
Adventitial fibroblasts	NID2	0.258136651921391	0.0173714450134521	536.220511996728	0.22401222222514	0.292261081617642	expr	0.952924440245999	0.0811829968808084	94	94	7893	5
EC general capillary	NID2	0.162068554004202	0.0163996371618146	392.781236595248	0.129826506595902	0.194310601412501	expr	0.301546957469189	0.0195131850214048	117	117	10911	6
EC aerocyte capillary	NID2	0.139884829696101	0.019355496248076	680.743544786629	0.10188118560982	0.177888473782382	expr	0.151133044716576	0.016379841700797	77	77	5991	7
Vascular smooth muscle	NID2	0.122509864918005	0.0184910710860918	633.968252619252	0.0861987090319065	0.158821020804103	expr	0.0333243125165513	0.0332088685699267	82	82	5701	8
Myofibroblasts	NID2	0.115201009904721	0.0278897909383676	1594.77495488214	0.060496506335701	0.169905513473741	expr	-0.016232446529906	0.0477981154597746	33	33	1199	9
Lymphatic EC	NID2	0.109661541181274	0.0160800435716453	410.601386830698	0.0780520618110182	0.141271020551529	expr	-0.0537921075540071	0.0362632943439292	113	113	7463	10
EC venous systemic	NID2	0.0638765873403362	0.0180890077762665	602.061586821746	0.0283513673628562	0.0994018073178162	expr	-0.364231146408198	0.0177582429632204	85	85	6950	11
Mast cells	NID2	0.0286162273925789	0.0155030118108473	385.333139233612	-0.00186485579522559	0.0590973105803833	expr	-0.603309518964015	0.00254896590732011	126	126	9209	12
EC venous pulmonary	NID2	0.0225932486434422	0.0173156106625181	523.90386930325	-0.0114233092200255	0.0566098065069099	expr	-0.644147558037222	0.00514477491002704	95	95	6322	13
AT1	NID2	0.0219671019142406	0.0157285238022093	383.966513978286	-0.00895771608197286	0.0528919199104541	expr	-0.648393066058708	0.00490366418602146	120	120	14775	14
Classical monocytes	NID2	0.0109518342851513	0.0137564009747377	248.277402714516	-0.0161422897136052	0.0380459582839079	expr	-0.723080683029474	0.00142613136608861	168	168	21568	15
AT2_AGTR2undet	NID2	0.00914334242140094	0.0149728357417791	317.598521572289	-0.0203151346823847	0.0386018195251866	expr	-0.735342931407156	0.00699469648584647	138	138	26620	16
DC2	NID2	0.0080467097512236	0.0128458168457448	193.748180671517	-0.0172888844290215	0.0333823039314687	expr	-0.742778509332792	0.0030602086506776	194	194	13121	17
Alveolar macrophages	NID2	0.00336535715611239	0.0139986008050991	241.418023524451	-0.0242096326444752	0.0309403469567	expr	-0.774519823416295	0.00524526302414052	171	171	33227	18
Interstitial macrophages	NID2	0.000570186212519225	0.0135448980187164	244.037628527375	-0.0261096393323341	0.0272500117573726	expr	-0.793472123426836	0.00299649500276697	170	170	24374	19
Non-classical monocytes	NID2	-0.00341926040281496	0.0146317069460371	297.721278324426	-0.0322139332080959	0.025375412402466	expr	-0.820522057279059	0.00217143624464334	142	142	11757	20
Transitional Club-AT2	NID2	-0.00946019080358371	0.0162345862548263	400.507288037129	-0.0413758416294403	0.0224554600222729	expr	-0.861481815236114	0.0029491765714602	116	116	7087	21
AT2_AGTR2det	NID2	-0.0142102655164477	0.0198572617253226	664.442792563779	-0.0532008071684678	0.0247802761355724	expr	-0.893689090872342	0.00298707053442846	76	76	2166	22
EC venous pulmonary	HSPG2	1.77595273512059	0.0404271825520589	201.96704870014	1.69623925245962	1.85566621778156	expr	2.20638850914443	0.612023725246022	95	95	6322	1
EC venous systemic	HSPG2	1.75057323655587	0.0418937772103503	231.272995663147	1.6680309993173	1.83311547379443	expr	2.1569071121898	0.648560007115587	85	85	6950	2
AT1	HSPG2	1.19526073269935	0.0374358435680637	151.518847056333	1.12129707917993	1.26922438621878	expr	1.07423645314881	0.384497320063021	120	120	14775	3
Peribronchial fibroblasts	HSPG2	0.993387621915075	0.0487898274347695	398.095042174071	0.897469705026915	1.08930553880324	expr	0.680652493886947	0.364030575333863	57	57	2279	4
Adventitial fibroblasts	HSPG2	0.925134795420254	0.0405003639930378	205.612784004701	0.845285549122646	1.00498404171786	expr	0.547582678009631	0.314099571065929	94	94	7893	5
Vascular smooth muscle	HSPG2	0.892241876735944	0.0426981286833371	244.783593930067	0.808139263172697	0.976344490299192	expr	0.483452665264726	0.188657196051772	82	82	5701	6
Lymphatic EC	HSPG2	0.88604372557953	0.0380952583523123	161.887128656167	0.810816022830971	0.961271428328089	expr	0.471368376957247	0.320135302035981	113	113	7463	7
Subpleural fibroblasts	HSPG2	0.881173306666736	0.117944337477568	2096.8912028198	0.649873143583267	1.1124734697502	expr	0.461872715293769	0.301627476209569	8	8	282	8
Alveolar fibroblasts	HSPG2	0.860236603475298	0.0400682732957038	194.302948911311	0.781212022325711	0.939261184624885	expr	0.42105325942883	0.220556160905505	98	98	9425	9
Pericytes	HSPG2	0.748542076356571	0.0522973108557359	492.420035939502	0.645788674416665	0.851295478296476	expr	0.203286891037908	0.153501439343166	49	49	4443	10
AT2_AGTR2undet	HSPG2	0.644532407952432	0.0359982258979385	133.388567057792	0.573331215735321	0.715733600169544	expr	0.000503385433936118	0.245718332318305	138	138	26620	11
EC general capillary	HSPG2	0.586645340490959	0.0388569972519348	165.633624062923	0.509926480223654	0.663364200758264	expr	-0.112356723141355	0.101396052820673	117	117	10911	12
AT2_AGTR2det	HSPG2	0.507834861099273	0.0454795754546048	295.252570694068	0.418329638548294	0.597340083650253	expr	-0.266010374139243	0.276860892782408	76	76	2166	13
Myofibroblasts	HSPG2	0.450829131747189	0.0612042082561133	807.350452326776	0.330690983681152	0.570967279813226	expr	-0.377152172924815	0.204681559523586	33	33	1199	14
Mast cells	HSPG2	0.413953862312818	0.0369692525623383	146.210640111545	0.340890720278624	0.487017004347012	expr	-0.449046416226673	0.0700179712939079	126	126	9209	15
Transitional Club-AT2	HSPG2	0.29828462673062	0.0384164901804339	167.167799602982	0.222440621538585	0.374128631922654	expr	-0.674562115312936	0.135087728723827	116	116	7087	16
EC aerocyte capillary	HSPG2	0.108660275872031	0.0444500935210589	274.64162018073	0.021154078192014	0.196166473552047	expr	-1.04426515547234	0.0254079907470033	77	77	5991	17
DC2	HSPG2	0.0885264308352112	0.0321335978278926	85.6439055111632	0.0246431632434919	0.15240969842693	expr	-1.08351931078788	0.0238186497851198	194	194	13121	18
Alveolar macrophages	HSPG2	0.0673185160147746	0.0342821536130562	107.794063585926	-0.000636130580762853	0.135273162610312	expr	-1.12486753715784	0.0172381419691533	171	171	33227	19
Classical monocytes	HSPG2	0.0448998039971488	0.0337673875631387	103.430893201567	-0.0220665293399432	0.111866137334241	expr	-1.16857640657174	0.00856501250454701	168	168	21568	20
Interstitial macrophages	HSPG2	0.0324083744175594	0.0333249256788886	100.151783801951	-0.0337061019879595	0.0985228508230783	expr	-1.19293044902779	0.0121675049388243	170	170	24374	21
Non-classical monocytes	HSPG2	0.0215924227165215	0.0354036396192207	122.87888887833	-0.048487597308278	0.0916724427413209	expr	-1.21401787903341	0.0104783553642052	142	142	11757	22
AT1	AGRN	1.08959442579452	0.0291223987614783	104.848627228027	1.03184911697601	1.14733973461303	expr	3.40062258154486	0.361463975651813	120	120	14775	1
Transitional Club-AT2	AGRN	0.616482472034532	0.0298150576194678	115.143252942378	0.55742536226127	0.675539581807794	expr	1.51340663378859	0.257797828870468	116	116	7087	2
EC venous pulmonary	AGRN	0.47246764481917	0.03112982584848	135.511150198636	0.41090452870266	0.534030760935679	expr	0.938939900335326	0.162101078618494	95	95	6322	3
AT2_AGTR2undet	AGRN	0.398615432243996	0.028142204349584	93.4318798360694	0.34273399597576	0.454496868512232	expr	0.64434773828723	0.187638103705692	138	138	26620	4
Pericytes	AGRN	0.334030766400755	0.0393281558112691	319.524274499034	0.256655919724527	0.411405613076982	expr	0.386723278809492	0.0705656685382334	49	49	4443	5
EC venous systemic	AGRN	0.323863069055815	0.0321069011755556	152.702717465558	0.260432001669461	0.387294136442168	expr	0.346164928024163	0.101756113610474	85	85	6950	6
AT2_AGTR2det	AGRN	0.318885239327335	0.0346573522801061	195.855076873318	0.250535732076961	0.387234746577709	expr	0.326308656006212	0.195631400075461	76	76	2166	7
EC general capillary	AGRN	0.273519844006657	0.0302096869528482	116.532101681747	0.213688631908081	0.333351056105233	expr	0.145348743991638	0.0599878519358913	117	117	10911	8
Lymphatic EC	AGRN	0.24046466236794	0.0295442838796953	110.907712534967	0.181920154756281	0.299009169979598	expr	0.0134935552803977	0.0788695132518903	113	113	7463	9
EC aerocyte capillary	AGRN	0.230976795247721	0.0340046414673831	184.133978070255	0.163887982617234	0.298065607878207	expr	-0.0243529924493035	0.0480021871021823	77	77	5991	10
Alveolar macrophages	AGRN	0.16738254785217	0.0270799741629016	78.293341807401	0.113473642075612	0.221291453628728	expr	-0.278026730592318	0.0880520796850923	171	171	33227	11
Vascular smooth muscle	AGRN	0.136858127538631	0.0327021136439171	162.468904340818	0.0722821500344979	0.201434105042763	expr	-0.399786860206269	0.0351323090304578	82	82	5701	12
Alveolar fibroblasts	AGRN	0.125558552292488	0.0309031880459746	131.315494793057	0.064426043899205	0.186691060685771	expr	-0.444860205823343	0.0337898360613357	98	98	9425	13
Interstitial macrophages	AGRN	0.115212568175794	0.0263607067070791	72.3107096143356	0.0626673171778269	0.167757819173762	expr	-0.486129732126969	0.047536107213938	170	170	24374	14
Mast cells	AGRN	0.0874649775856748	0.0288744044265868	101.840891306006	0.0301916593096414	0.144738295861708	expr	-0.596813250176589	0.0138643702107563	126	126	9209	15
Peribronchial fibroblasts	AGRN	0.0859948553205271	0.0368184009704923	255.470103358783	0.0134886253248233	0.158501085316231	expr	-0.60267748201831	0.0678537128910058	57	57	2279	16
DC2	AGRN	0.0610108244278413	0.0255793697411197	63.5297701320782	0.00990287350857747	0.112118775347105	expr	-0.702337321862119	0.0255097965173623	194	194	13121	17
Adventitial fibroblasts	AGRN	0.0499211252799812	0.0311669042045054	136.974623547281	-0.0117093856226199	0.111551636182582	expr	-0.746573483982592	0.0240236712889084	94	94	7893	18
Myofibroblasts	AGRN	0.0495890040659876	0.0454558423220362	532.088699627539	-0.039705924631231	0.138883932763206	expr	-0.747898296105083	0.0255454787680416	33	33	1199	19
Classical monocytes	AGRN	0.0446752398950908	0.0266888395831134	75.1187690859009	-0.00849027712568964	0.0978407569158712	expr	-0.767499014356084	0.00653274547242826	168	168	21568	20
Non-classical monocytes	AGRN	0.0222234774017027	0.0277382902195992	86.834987293222	-0.0329108552262847	0.0773578100296902	expr	-0.857057783471973	0.0111850778162749	142	142	11757	21
Subpleural fibroblasts	AGRN	-0.0289893756719883	0.0858655840748751	1887.34316926439	-0.197390823659976	0.139412072316	expr	-1.06134286289696	0.0255357801997787	8	8	282	22
