predictor	n_donors	model	figure	spearman_rho	spearman_p	adj_estimate	adj_se	adj_ci_lo	adj_ci_hi	adj_p	adj_p_BH	sender_definition	receiver_definition	p_formatted
sender_TGFB1	105	lmer(+1|dataset)	Figure S8C	0.239853201891408	0.0137231188463587	0.412916520536912	0.173682398542535	0.0724990193935443	0.753334021680281	0.0194145683413761	0.0291218525120641	Fibroblast/mural senders (alveolar, adventitial, peribronchial, subpleural fibroblasts; myofibroblasts; vascular smooth muscle), >=10 sender cells per donor	All pericytes (NOT an AGTR1+ split, which would be dropout-driven), >=5 pericytes per donor	1.94e-02
sender_TGFB1	105	lm(+dataset fixed)	Figure 4D	0.239853201891408	0.0137231188463587	0.394912712745245	0.185891357653078	0.0305656517452132	0.759259773745278	0.0368436071829351	0.0544951419797341	Fibroblast/mural senders (alveolar, adventitial, peribronchial, subpleural fibroblasts; myofibroblasts; vascular smooth muscle), >=10 sender cells per donor	All pericytes (NOT an AGTR1+ split, which would be dropout-driven), >=5 pericytes per donor	3.68e-02
sender_TGFB2	105	lmer(+1|dataset)	Figure S8C	0.0639753245851312	0.516746056526227	0.53881396289931	0.311618497483992	-0.071958292169314	1.14958621796793	0.0870300487206356	0.0870300487206356	Fibroblast/mural senders (alveolar, adventitial, peribronchial, subpleural fibroblasts; myofibroblasts; vascular smooth muscle), >=10 sender cells per donor	All pericytes (NOT an AGTR1+ split, which would be dropout-driven), >=5 pericytes per donor	8.70e-02
sender_TGFB2	105	lm(+dataset fixed)	Figure 4D	0.0639753245851312	0.516746056526227	0.654980568202194	0.33543116865626	-0.00246452236407524	1.31242565876846	0.0544951419797341	0.0544951419797341	Fibroblast/mural senders (alveolar, adventitial, peribronchial, subpleural fibroblasts; myofibroblasts; vascular smooth muscle), >=10 sender cells per donor	All pericytes (NOT an AGTR1+ split, which would be dropout-driven), >=5 pericytes per donor	5.45e-02
sender_ligand_mean	105	lmer(+1|dataset)	Figure S8C	0.540400165871864	4.41686346666396e-09	0.648653450947202	0.125436111875395	0.402798671671428	0.894508230222975	1.24084433935196e-06	3.72253301805588e-06	Fibroblast/mural senders (alveolar, adventitial, peribronchial, subpleural fibroblasts; myofibroblasts; vascular smooth muscle), >=10 sender cells per donor	All pericytes (NOT an AGTR1+ split, which would be dropout-driven), >=5 pericytes per donor	1.24e-06
sender_ligand_mean	105	lm(+dataset fixed)	Figure 4D	0.540400165871864	4.41686346666396e-09	0.500963148101716	0.147638340162716	0.211592001382793	0.790334294820639	0.00109393351796194	0.00328180055388582	Fibroblast/mural senders (alveolar, adventitial, peribronchial, subpleural fibroblasts; myofibroblasts; vascular smooth muscle), >=10 sender cells per donor	All pericytes (NOT an AGTR1+ split, which would be dropout-driven), >=5 pericytes per donor	1.09e-03
