level	model	spec	predictor	estimate	SE	z_value	p_value	n_units	n_donors	singular	note	max_abs_grad	n_warnings	score	family	null_mean	null_sd	n_null	p_emp	p_BH	source_table	kind	median_rho	q25	q75	p_wilcox	pericyte_state	emmean	df	lower.CL	upper.CL	small_group	contrast	t.ratio	p.value	touches_small_group	program	rho
				0.141802424645573	0.171841430453204									at1r_response_score							at1r_by_subcluster_posthoc.tsv								142.272546695441				pericyte_state0 - pericyte_state3	0.825193460457071	0.439974897919986	FALSE		
				0.411327561240512	0.224770550082875									at1r_response_score							at1r_by_subcluster_posthoc.tsv								147.449468905967				pericyte_state0 - pericyte_state4	1.8299886755131	0.103906764552846	TRUE		
				-0.311778166822763	0.342307849005333									at1r_response_score							at1r_by_subcluster_posthoc.tsv								134.566083683153				pericyte_state0 - pericyte_state5	-0.910812205237825	0.420026517236928	TRUE		
				-0.496335141148467	0.128663155752895									at1r_response_score							at1r_by_subcluster_posthoc.tsv								139.708895316266				pericyte_state1 - pericyte_state2	-3.85763226654961	0.000870960550924317	FALSE		
				-0.841846283013751	0.185066585960355									at1r_response_score							at1r_by_subcluster_posthoc.tsv								151.326174604773				pericyte_state1 - pericyte_state3	-4.54888319598705	8.24153725920545e-05	FALSE		
				-0.572321146418812	0.201841947718813									at1r_response_score							at1r_by_subcluster_posthoc.tsv								139.369789670772				pericyte_state1 - pericyte_state4	-2.83549159571189	0.0142941626181376	TRUE		
				-1.29542687448209	0.344754302532585									at1r_response_score							at1r_by_subcluster_posthoc.tsv								135.631586751381				pericyte_state1 - pericyte_state5	-3.75753649763268	0.000952435781325272	TRUE		
				-0.345511141865285	0.1885755905402									at1r_response_score							at1r_by_subcluster_posthoc.tsv								146.099251735236				pericyte_state2 - pericyte_state3	-1.83221561643011	0.103906764552846	FALSE		
				-0.0759860052703457	0.204226013668035									at1r_response_score							at1r_by_subcluster_posthoc.tsv								131.79912718884				pericyte_state2 - pericyte_state4	-0.372068199861451	0.710439620855685	TRUE		
				-0.799091733333621	0.345660480550725									at1r_response_score							at1r_by_subcluster_posthoc.tsv								132.452330978462				pericyte_state2 - pericyte_state5	-2.31178216283349	0.0478563381436646	TRUE		
				0.269525136594939	0.229516002710873									at1r_response_score							at1r_by_subcluster_posthoc.tsv								130.341278052531				pericyte_state3 - pericyte_state4	1.17431958299861	0.303010166669532	TRUE		
				-0.453580591468336	0.349871333554102									at1r_response_score							at1r_by_subcluster_posthoc.tsv								126.981687653518				pericyte_state3 - pericyte_state5	-1.29642113533774	0.268883911298217	TRUE		
				-0.723105728063275	0.364070817889118									at1r_response_score							at1r_by_subcluster_posthoc.tsv								125.809064402671				pericyte_state4 - pericyte_state5	-1.98616777981779	0.0922282731511782	TRUE		
				0.463801081274662	0.186905856085726									at1r_legacy_curated_score							at1r_by_subcluster_posthoc.tsv								97.8292950060727				pericyte_state0 - pericyte_state1	2.4814689651133	0.0277302658000731	FALSE		
				0.428844181147848	0.183606118245073									at1r_legacy_curated_score							at1r_by_subcluster_posthoc.tsv								147.392622968081				pericyte_state0 - pericyte_state2	2.33567478713012	0.0347605866528493	FALSE		
				0.381773610747854	0.179194214133866									at1r_legacy_curated_score							at1r_by_subcluster_posthoc.tsv								139.06677393709				pericyte_state0 - pericyte_state3	2.13050188363032	0.0523350365068451	FALSE		
				-0.477344536103734	0.235115393222211									at1r_legacy_curated_score							at1r_by_subcluster_posthoc.tsv								144.879406078708				pericyte_state0 - pericyte_state4	-2.03025641818607	0.0602185254170479	TRUE		
				-1.0506672744203	0.355463876945885									at1r_legacy_curated_score							at1r_by_subcluster_posthoc.tsv								130.492788087525				pericyte_state0 - pericyte_state5	-2.95576384145568	0.00793348285303457	TRUE		
				-0.0349569001268136	0.134257063511738									at1r_legacy_curated_score							at1r_by_subcluster_posthoc.tsv								137.494701504015				pericyte_state1 - pericyte_state2	-0.260372893704453	0.811226106611717	FALSE		
				-0.082027470526807	0.193884783464575									at1r_legacy_curated_score							at1r_by_subcluster_posthoc.tsv								148.463514590207				pericyte_state1 - pericyte_state3	-0.423073276102632	0.776369997373837	FALSE		
				-0.941145617378395	0.209984177081102									at1r_legacy_curated_score							at1r_by_subcluster_posthoc.tsv								135.186974748329				pericyte_state1 - pericyte_state4	-4.48198350209453	0.000219499132854567	TRUE		
				-1.51446835569496	0.358271814663396									at1r_legacy_curated_score							at1r_by_subcluster_posthoc.tsv								131.884554231454				pericyte_state1 - pericyte_state5	-4.22714903520345	0.000219499132854567	TRUE		
				-0.0470705703999934	0.196711903830673									at1r_legacy_curated_score							at1r_by_subcluster_posthoc.tsv								142.866099006224				pericyte_state2 - pericyte_state3	-0.239286842755135	0.811226106611717	FALSE		
				-0.906188717251581	0.211866041789389									at1r_legacy_curated_score							at1r_by_subcluster_posthoc.tsv								127.955136077026				pericyte_state2 - pericyte_state4	-4.27717773739503	0.000219499132854567	TRUE		
				-1.47951145556815	0.358743121570505									at1r_legacy_curated_score							at1r_by_subcluster_posthoc.tsv								128.77765408017				pericyte_state2 - pericyte_state5	-4.12415281745653	0.000248551084480503	TRUE		
				-0.859118146851588	0.238179399994835									at1r_legacy_curated_score							at1r_by_subcluster_posthoc.tsv								127.785939273911				pericyte_state3 - pericyte_state4	-3.60702120699867	0.00110717071750925	TRUE		
				-1.43244088516815	0.362489481547151									at1r_legacy_curated_score							at1r_by_subcluster_posthoc.tsv								123.642708360737				pericyte_state3 - pericyte_state5	-3.95167572602194	0.000388973325132233	TRUE		
				-0.573322738316566	0.377133963230155									at1r_legacy_curated_score							at1r_by_subcluster_posthoc.tsv								123.069574104578				pericyte_state4 - pericyte_state5	-1.52020977746489	0.163779117804397	TRUE		
							0		89		descriptive; panel scores share a positive general-expression null										at1r_vs_programs.tsv																vascular_stabilizing_score	0.777528089887641
							0		89		descriptive; panel scores share a positive general-expression null										at1r_vs_programs.tsv																inflammatory_score	0.722284644194757
							0		89		descriptive; panel scores share a positive general-expression null										at1r_vs_programs.tsv																synthetic_contractile_score	0.721535580524345
							0		89		descriptive; panel scores share a positive general-expression null										at1r_vs_programs.tsv																activated_migratory_score	0.797957099080695
							0		89		descriptive; panel scores share a positive general-expression null										at1r_vs_programs.tsv																fibroblast_like_score	0.663908750425605
							0.00343254485313767		89		descriptive; panel scores share a positive general-expression null										at1r_vs_programs.tsv																basement_membrane_score	-0.308137555328567
