gene	value_type	tau	n_groups	top_group	pericyte_rank	log2_pericyte_over_next	panel	block	with_depth	contrast	estimate	SE	df	t.ratio	p.value	sd_study	sd_residual	study_dominated	n_units	n_donors	p_BH_across_genes	p_formatted
NID1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Adventitial fibroblasts	1.42513041489308	0.0981718047844792	2205.07776506193	-14.5166977221386	1.25150389257293e-45	2.37910504734027e-17	0.543454990682193	FALSE	2329	220	2.92017574933684e-45	<2.2e-16
NID1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Alveolar fibroblasts	1.16497152116125	0.0960717934782264	2157.62247880311	-12.1260515598189	8.72907804692873e-33	2.37910504734027e-17	0.543454990682193	FALSE	2329	220	1.69323080187413e-32	<2.2e-16
NID1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Alveolar macrophages	3.28415777041644	0.0931255442323466	2208.11694405196	-35.2659176114184	6.04862137893402e-216	2.37910504734027e-17	0.543454990682193	FALSE	2329	220	4.71207117100828e-215	<2.2e-16
NID1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Classical monocytes	3.12034473635925	0.0897013189091397	2178.506230623	-34.7859404332718	7.83309906451344e-211	2.37910504734027e-17	0.543454990682193	FALSE	2329	220	5.32871387064787e-210	<2.2e-16
NID1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - DC2	3.36053565564744	0.0899828222764894	2190.0902037209	-37.3464131334039	2.56895066931163e-235	2.37910504734027e-17	0.543454990682193	FALSE	2329	220	3.0263492031159e-234	<2.2e-16
NID1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC aerocyte capillary	3.25017786772273	0.0999833194712202	2143.89170242592	-32.507201050254	1.60961807991676e-188	2.37910504734027e-17	0.543454990682193	FALSE	2329	220	9.36681364578069e-188	<2.2e-16
NID1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC general capillary	3.1401721375851	0.0934624678550397	2155.69163574332	-33.5982155152966	5.13820961762806e-199	2.37910504734027e-17	0.543454990682193	FALSE	2329	220	3.18173749399276e-198	<2.2e-16
NID1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC venous pulmonary	2.5476541250575	0.0970705585498648	2174.28469322474	-26.2453844205375	6.05177170049393e-132	2.37910504734027e-17	0.543454990682193	FALSE	2329	220	2.70648678827645e-131	<2.2e-16
NID1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC venous systemic	2.82107160758073	0.0995251240060425	2181.08815496576	-28.3453212016039	1.54073117333911e-150	2.37910504734027e-17	0.543454990682193	FALSE	2329	220	7.44173156722789e-150	<2.2e-16
NID1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Interstitial macrophages	3.30111110290349	0.0911657236806183	2222.44660142885	-36.2100027250187	2.3835500468892e-225	2.37910504734027e-17	0.543454990682193	FALSE	2329	220	2.17217862763676e-224	<2.2e-16
NID1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Lymphatic EC	1.7574462582396	0.0944289893496294	2175.30318062126	-18.6113000927347	1.03180578497967e-71	2.37910504734027e-17	0.543454990682193	FALSE	2329	220	3.50959291651535e-71	<2.2e-16
NID1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Mast cells	3.37452925913404	0.0928671516162528	2180.16275545366	-36.3371676680504	1.96118015157764e-225	2.37910504734027e-17	0.543454990682193	FALSE	2329	220	1.85735296708235e-224	<2.2e-16
NID1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Myofibroblasts	2.07585995454218	0.123550442583949	2149.13374722935	-16.8017201001258	1.67736414661532e-59	2.37910504734027e-17	0.543454990682193	FALSE	2329	220	5.19337745394358e-59	<2.2e-16
NID1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - (Non-classical monocytes)	3.07480497328129	0.0924373757777119	2200.09949427583	-33.2636549600391	1.42049755421854e-196	2.37910504734027e-17	0.543454990682193	FALSE	2329	220	8.57625398359446e-196	<2.2e-16
NID1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Peribronchial fibroblasts	1.60211732250039	0.108019612401392	2180.37532936067	-14.8317262660326	2.02978984933217e-47	2.37910504734027e-17	0.543454990682193	FALSE	2329	220	4.95145705670422e-47	<2.2e-16
NID1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Subpleural fibroblasts	2.65059440198165	0.212459693207267	2212.2631994741	-12.4757518095248	1.50394141722092e-34	2.37910504734027e-17	0.543454990682193	FALSE	2329	220	3.03934604400714e-34	<2.2e-16
NID1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - (Transitional Club-AT2)	3.41985312960616	0.0971467880557688	2194.96802344446	-35.2029459547642	3.79418717624575e-215	2.37910504734027e-17	0.543454990682193	FALSE	2329	220	2.86342563457297e-214	<2.2e-16
NID1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Vascular smooth muscle	1.52059590313006	0.0992134555889526	2162.16066440983	-15.326508829911	2.54495737490229e-50	2.37910504734027e-17	0.543454990682193	FALSE	2329	220	6.68051310911852e-50	<2.2e-16
NID2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT1	2.06524149580089	0.134644537029626	2219.63406391597	-15.338472257114	3.95871951092847e-50	1.85022636156653e-17	0.788797362699826	FALSE	2329	220	1.03354676960997e-49	<2.2e-16
NID2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT2_AGTR2det	2.20899740613544	0.150625050870421	2191.19730269624	-14.665537992321	3.3489766346966e-46	1.85022636156653e-17	0.788797362699826	FALSE	2329	220	8.00770155722008e-46	<2.2e-16
NID2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT2_AGTR2undet	2.10080546952944	0.134329829930206	2245.47017183583	-15.6391582615787	7.24583419705718e-52	1.85022636156653e-17	0.788797362699826	FALSE	2329	220	1.9884874529424e-51	<2.2e-16
NID2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Adventitial fibroblasts	0.791741610540915	0.141139262364256	2238.58052923807	-5.60964821041482	2.65740530096464e-08	1.85022636156653e-17	0.788797362699826	FALSE	2329	220	3.7203674213505e-08	 2.66e-08
NID2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Alveolar fibroblasts	0.35492615417407	0.138796332590931	2206.28952017616	-2.55717242342513	0.0117368418866338	1.85022636156653e-17	0.788797362699826	FALSE	2329	220	0.0135944715377557	 1.17e-02
NID2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Alveolar macrophages	2.04727379204224	0.132511605911738	2220.51790835054	-15.4497696858784	9.53786922361427e-51	1.85022636156653e-17	0.788797362699826	FALSE	2329	220	2.54518830663298e-50	<2.2e-16
NID2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Classical monocytes	2.07946519135203	0.129192860067254	2210.72806282601	-16.0958213191466	3.47396948685716e-54	1.85022636156653e-17	0.788797362699826	FALSE	2329	220	1.01079955551326e-53	<2.2e-16
NID2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - DC2	2.03834754252402	0.128707259096305	2213.20010456818	-15.8370829806796	7.10657893770195e-53	1.85022636156653e-17	0.788797362699826	FALSE	2329	220	2.00729685784213e-52	<2.2e-16
NID2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC aerocyte capillary	1.51148485149449	0.14465498769802	2184.62486064163	-10.4488955102595	7.46457517487967e-25	1.85022636156653e-17	0.788797362699826	FALSE	2329	220	1.2739893319671e-24	<2.2e-16
NID2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC general capillary	1.47091500233389	0.135022743211645	2201.03093196371	-10.8938314194096	8.89783726151467e-27	1.85022636156653e-17	0.788797362699826	FALSE	2329	220	1.55712152076507e-26	<2.2e-16
NID2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC venous pulmonary	2.06557063586745	0.140013429991395	2223.56460011216	-14.7526607697161	1.07500450291616e-46	1.85022636156653e-17	0.788797362699826	FALSE	2329	220	2.5832197756642e-46	<2.2e-16
NID2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC venous systemic	1.84819093219459	0.143156099749374	2207.78786356092	-12.9103191231827	1.42901454361838e-36	1.85022636156653e-17	0.788797362699826	FALSE	2329	220	2.98793950029299e-36	<2.2e-16
NID2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Interstitial macrophages	2.09406644354205	0.130576221646578	2246.65380881845	-16.0371192942764	4.87165813663144e-54	1.85022636156653e-17	0.788797362699826	FALSE	2329	220	1.408988550894e-53	<2.2e-16
NID2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Lymphatic EC	1.59184553159248	0.136194543000109	2216.90962519237	-11.6880272625255	1.84461461159777e-30	1.85022636156653e-17	0.788797362699826	FALSE	2329	220	3.49391708784989e-30	<2.2e-16
NID2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Mast cells	1.93649187898075	0.133748300273503	2221.28084256947	-14.4786279528099	3.4716932439262e-45	1.85022636156653e-17	0.788797362699826	FALSE	2329	220	8.06167229238632e-45	<2.2e-16
NID2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Myofibroblasts	1.59304292812859	0.17863272637234	2200.49577338839	-8.91797914346373	1.20441074316635e-18	1.85022636156653e-17	0.788797362699826	FALSE	2329	220	1.92625956605744e-18	<2.2e-16
NID2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - (Non-classical monocytes)	2.16611986349562	0.132857418339131	2234.52699326277	-16.3040941979348	3.12658160796021e-55	1.85022636156653e-17	0.788797362699826	FALSE	2329	220	9.26465593033607e-55	<2.2e-16
NID2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Peribronchial fibroblasts	0.307630103533226	0.15535551168172	2211.47684725468	-1.98016858367712	0.0501987703143172	1.85022636156653e-17	0.788797362699826	FALSE	2329	220	0.0557379449696902	 5.02e-02
NID2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Subpleural fibroblasts	-0.101504863243086	0.30487596636503	2281.88342385974	0.332938225512842	0.739211499130478	1.85022636156653e-17	0.788797362699826	FALSE	2329	220	0.761277514029895	 7.39e-01
NID2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - (Transitional Club-AT2)	2.18481643681318	0.138602785913696	2229.63010183728	-15.7631495096614	1.55931776869767e-52	1.85022636156653e-17	0.788797362699826	FALSE	2329	220	4.37878187372659e-52	<2.2e-16
NID2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Vascular smooth muscle	1.54742816015483	0.14323018309213	2205.41898443524	-10.8037853945873	2.1092982825537e-26	1.85022636156653e-17	0.788797362699826	FALSE	2329	220	3.67794610279219e-26	<2.2e-16
HSPG2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT1	-0.819411682486371	0.0973856420239545	2179.79039641607	8.41409129165895	1.64775303241239e-16	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	2.56730553114576e-16	<2.2e-16
HSPG2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT2_AGTR2det	0.380180913546827	0.109971075155065	2161.09263115176	-3.45709917822255	0.000834874047011673	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	0.0010081104117666	 8.35e-04
HSPG2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT2_AGTR2undet	0.124866906384706	0.0977546468414164	2221.61928507873	-1.27735008431131	0.211692758287528	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	0.228231255028741	 2.12e-01
HSPG2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Adventitial fibroblasts	-0.361884979840365	0.102370763963815	2211.17701124007	3.53504228969398	0.000728153474876421	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	0.000888126586781089	 7.28e-04
HSPG2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Alveolar fibroblasts	-0.207723680691718	0.100284954023836	2165.85541004515	2.07133445603759	0.0424926280130083	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	0.0472901827886705	 4.25e-02
HSPG2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Alveolar macrophages	1.06597084876979	0.0969085250898381	2211.18228420379	-10.9997634138131	6.80131263668735e-27	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	1.19455781946181e-26	<2.2e-16
HSPG2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Classical monocytes	1.08984456257005	0.0935832588369117	2185.42303598393	-11.6457214261937	9.84848675550927e-30	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	1.85090237467353e-29	<2.2e-16
HSPG2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - DC2	0.967193378490804	0.0937397705377549	2195.09489513827	-10.3178551957438	6.27639472912653e-24	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	1.0636837383046e-23	<2.2e-16
HSPG2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC aerocyte capillary	1.02657786165602	0.104392286234472	2150.77695344341	-9.83384787023681	6.20494200299743e-22	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	1.01938332906386e-21	<2.2e-16
HSPG2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC general capillary	0.260312141750968	0.0975634704763434	2163.87978487993	-2.66813122247519	0.0100857204843567	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	0.0117383204673356	 1.01e-02
HSPG2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC venous pulmonary	-1.65902293017725	0.101299315475476	2183.33950686798	16.3774347574825	1.25676784753643e-55	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	3.81772874440313e-55	<2.2e-16
HSPG2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC venous systemic	-1.56840366430379	0.103800062377801	2186.32945777447	15.109852811025	4.0594249176513e-48	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	1.00548832575671e-47	<2.2e-16
HSPG2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Interstitial macrophages	1.09960685719181	0.0949978975629064	2227.71754839001	-11.5750651898761	1.65423725926635e-29	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	3.09688603188234e-29	<2.2e-16
HSPG2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Lymphatic EC	-0.242231753504848	0.0985385401220618	2183.02865868846	2.45824378161875	0.0173422971720426	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	0.019943641747849	 1.73e-02
HSPG2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Mast cells	0.325441276173735	0.0968855848043697	2188.16106076918	-3.35902680291255	0.00111382149044993	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	0.00134158548600328	 1.11e-03
HSPG2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Myofibroblasts	0.480083211370269	0.128988355532316	2157.30644364101	-3.72191124841491	0.00038712702881974	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	0.000476995803367179	 3.87e-04
HSPG2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - (Non-classical monocytes)	1.1698290507185	0.09639272297575	2206.88511257748	-12.1360722532218	5.17219160287952e-32	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	9.99267417676323e-32	<2.2e-16
HSPG2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Peribronchial fibroblasts	-0.391961432638346	0.112655508330542	2185.84247136042	3.47929221080156	0.000828021595728864	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	0.00100234193167178	 8.28e-04
HSPG2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Subpleural fibroblasts	-0.199511991755935	0.221540005857521	2225.0003300183	0.900568685026788	0.367915152505163	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	0.389699602324548	 3.68e-01
HSPG2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - (Transitional Club-AT2)	0.662591786123189	0.101143536431552	2201.51831545362	-6.55100473544933	1.48957790220512e-10	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	2.18020038413658e-10	 1.49e-10
HSPG2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Vascular smooth muscle	-0.217038954177867	0.103550630963448	2169.95680291873	2.09596940316548	0.0422338893139358	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	0.0471107818444134	 4.22e-02
AGRN	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT1	-2.14113569984851	0.120027865651946	2188.50622647684	17.8386551174486	3.05581564349253e-65	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	1.00405371143326e-64	<2.2e-16
AGRN	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT2_AGTR2det	-0.0765716814246395	0.135222109575544	2167.51747535892	0.566265987603614	0.57127160066813	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	0.599835180701536	 5.71e-01
AGRN	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT2_AGTR2undet	-0.248345271472121	0.120297848577104	2227.16129995452	2.06441989120817	0.0513101728176248	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	0.0568413153002587	 5.13e-02
AGRN	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Adventitial fibroblasts	0.710800794790117	0.126080676481841	2217.26095549768	-5.63766641030429	8.16132461069814e-08	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	1.13273557096759e-07	 8.16e-08
AGRN	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Alveolar fibroblasts	0.558137278471293	0.12362957936804	2174.33663243096	-4.51459336288562	1.55931361780943e-05	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	2.00839593973855e-05	 1.56e-05
AGRN	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Alveolar macrophages	0.239654428822573	0.119120375251386	2214.04214024652	-2.01186764495005	0.0547912549671313	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	0.0605587554899872	 5.48e-02
AGRN	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Classical monocytes	0.718510598985113	0.115304347099482	2191.95462026583	-6.2314268027137	2.90123582651863e-09	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	4.09735936903069e-09	 2.90e-09
AGRN	expr							pericyte vs cell-type contrast	TRUE	Pericytes - DC2	0.609264196823971	0.115341647858758	2199.89125424739	-5.28225674016765	4.90599243627861e-07	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	6.67491365273963e-07	 4.91e-07
AGRN	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC aerocyte capillary	0.306466263398675	0.128724019455277	2157.84492290472	-2.38080091575413	0.0243059137514917	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	0.0276229560987541	 2.43e-02
AGRN	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC general capillary	0.181094598402345	0.120275770336262	2172.11576348524	-1.50566151350391	0.154349401715372	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	0.167907119433614	 1.54e-01
AGRN	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC venous pulmonary	-0.378762574423248	0.124844923926923	2192.41870214652	3.03386443364692	0.00366415471218353	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	0.00434837033411461	 3.66e-03
AGRN	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC venous systemic	-0.0975474933128415	0.127857853585025	2191.46093480884	0.76293704749214	0.467862208869919	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	0.493400539048408	 4.68e-01
AGRN	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Interstitial macrophages	0.467504854069597	0.116919542360788	2232.64133212632	-3.99851765265195	0.000125640847783572	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	0.000155601357639654	 1.26e-04
AGRN	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Lymphatic EC	0.127072471307475	0.12143926945939	2190.72067820036	-1.04638698728312	0.326602869872924	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	0.34670150801895	 3.27e-01
AGRN	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Mast cells	0.589165142213488	0.119372171404973	2195.95475638967	-4.93553175148948	2.57826353529381e-06	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	3.40603320635649e-06	 2.58e-06
AGRN	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Myofibroblasts	0.721715622375508	0.159038103384287	2165.93098409349	-4.53800445941946	1.55931361780943e-05	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	2.00839593973855e-05	 1.56e-05
AGRN	expr							pericyte vs cell-type contrast	TRUE	Pericytes - (Non-classical monocytes)	0.784513749506963	0.118716191804408	2213.48970034763	-6.60831296542511	3.39837077037174e-10	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	4.9589519096361e-10	 3.40e-10
AGRN	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Peribronchial fibroblasts	0.585360708570518	0.138761248529685	2191.32597265385	-4.2184739239017	5.3754502141323e-05	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	6.74374663227506e-05	 5.38e-05
AGRN	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Subpleural fibroblasts	0.878096773903931	0.272805619977845	2237.89514282654	-3.21876350632089	0.00210946875640319	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	0.00252196388451173	 2.11e-03
AGRN	expr							pericyte vs cell-type contrast	TRUE	Pericytes - (Transitional Club-AT2)	-0.902599455174066	0.124386684034579	2208.12387628114	7.2563993660539	5.75218825815334e-12	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	8.57502138483971e-12	 5.75e-12
AGRN	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Vascular smooth muscle	0.449901110496807	0.127638312127116	2177.74933169392	-3.52481244070938	0.000756926496369933	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	0.000920895460319087	 7.57e-04
