donor_id	n	rho__at1r_response_score	rho__at1r_legacy_curated_score	rho__progeny_Androgen	rho__progeny_EGFR	rho__progeny_Estrogen	rho__progeny_Hypoxia	rho__progeny_JAK-STAT	rho__progeny_MAPK	rho__progeny_NFkB	rho__progeny_PI3K	rho__progeny_TGFb	rho__progeny_TNFa	rho__progeny_Trail	rho__progeny_VEGF	rho__progeny_WNT	rho__progeny_p53	rho__tf_FOS	rho__tf_JUN	rho__tf_NFKB1	rho__tf_RELA	rho__tf_SMAD2	rho__tf_SMAD3	rho__tf_AP1	prho__at1r_response_score	prho__at1r_legacy_curated_score	prho__progeny_Androgen	prho__progeny_EGFR	prho__progeny_Estrogen	prho__progeny_Hypoxia	prho__progeny_JAK-STAT	prho__progeny_MAPK	prho__progeny_NFkB	prho__progeny_PI3K	prho__progeny_TGFb	prho__progeny_TNFa	prho__progeny_Trail	prho__progeny_VEGF	prho__progeny_WNT	prho__progeny_p53	prho__tf_FOS	prho__tf_JUN	prho__tf_NFKB1	prho__tf_RELA	prho__tf_SMAD2	prho__tf_SMAD3	prho__tf_AP1
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D1	66	-0.207723619663918	-0.173781442438159	-0.279031416344849	0.297025362697005	0.128316459659743	-0.127564972341092	-0.00553178165118464	0.367581672059284	-0.183968270535435	0.0727481473750131	-0.0992589500052187	-0.19478133806492	-0.143053960964409	0.012545663291932	-0.0444003757436593	0.0681974741676234	-0.397014925373134	-0.313015342866089	-0.0750861079219288	-0.167143304456737	-0.19540757749713	-0.324746894896149	-0.347416762342136	-0.10389312180357	-0.0846884458824757	-0.171568729777685	0.215822982987162	0.102473645757228	0.00599102390147166	0.0389312180356957	0.30065755140382	-0.205719653480848	0.0322930800542741	-0.0447761194029851	-0.205343909821522	-0.276359461434088	-0.043857634902411	-0.0316250913265839	0.0223984970253627	-0.303538252791984	-0.271349545976412	-0.00862122951675191	-0.0639807953240789	-0.090324600772362	-0.25753052917232	-0.283999582507045
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D3	40	-0.397373358348968	-0.0628517823639775	0.0619136960600375	-0.118198874296435	0.120075046904315	-0.117260787992495	-0.469793621013133	0.436397748592871	-0.364165103189493	0.603001876172608	-0.0604127579737336	-0.378799249530957	-0.0213883677298311	-0.168105065666041	0.158536585365854	-0.520075046904315	-0.33733583489681	-0.43733583489681	-0.215572232645403	-0.264540337711069	-0.282176360225141	-0.44015009380863	-0.45891181988743	-0.259099437148218	-0.124202626641651	0.227016885553471	-0.150656660412758	-0.000562851782363978	0.0232645403377111	-0.422326454033771	0.394183864915572	-0.327767354596623	0.630393996247655	-0.105065666041276	-0.327016885553471	-0.16078799249531	0.0373358348968105	0.189118198874296	-0.485741088180113	-0.188930581613508	-0.172232645403377	-0.099812382739212	-0.170356472795497	-0.160412757973734	-0.389305816135084	-0.206754221388368
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D4	49	-0.0868367346938776	-0.183265306122449	-0.230204081632653	0.141530612244898	0.178775510204082	-0.159081632653061	-0.300102040816327	-0.00969387755102041	-0.26469387755102	0.168265306122449	-0.0962244897959184	-0.294591836734694	0.262857142857143	-0.353367346938775	0.0740816326530612	-0.0183673469387755	-0.370510204081633	-0.508061224489796	-0.283775510204082	-0.300204081632653	-0.255102040816327	-0.516938775510204	-0.505918367346939	-0.0452040816326531	-0.182244897959184	0.0801020408163265	-0.112959183673469	-0.127142857142857	0.239183673469388	-0.120102040816327	-0.240612244897959	-0.196836734693878	0.199081632653061	-0.234897959183673	-0.220714285714286	0.0573469387755102	-0.296224489795918	0.10530612244898	-0.278367346938776	-0.26469387755102	-0.273979591836735	-0.164897959183673	-0.134285714285714	-0.0488775510204082	-0.24765306122449	-0.320408163265306
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D5	72	-0.265579780050164	-0.0643771303620812	-0.010901022573799	-0.0197118785774005	-0.100070744099299	-0.246800437327159	-0.00276545115441508	0.238664865907775	0.0206444144317963	0.135249855296161	-0.14544343687697	0.133449096404914	0.133706347675092	0.0295195832529423	0.0653418226252492	0.0284584217634575	-0.222747443565503	-0.139719596115506	-0.346453148112419	-0.309087401119043	-0.0940574956588848	-0.123223358415332	-0.16515531545437	-0.294874268441701	0.0172358351019358	0.045179754325037	-0.131616181104894	-0.103640105473021	-0.21094604154608	-0.0688468711814265	0.249212167985079	0.0370120264968808	0.101839346581774	-0.12531352498553	0.144575213840118	0.163097305292945	0.0296482088880314	0.0615795227988938	-0.00520933822110747	-0.201138336870538	-0.149173580294553	-0.310791690783973	-0.289471991767959	-0.0945719981992411	-0.0559843076725191	-0.19676506527751
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D7	168	-0.116073010361357	-0.276053978264941	-0.0966714078183447	0.0946998648518686	0.0249973425929207	-0.234231452564018	-0.224968490744631	0.0208695035963576	-0.204185036520366	0.0150308006134814	-0.165748806697678	-0.194509543887711	0.0623959182227262	-0.134107946406426	0.0541908575073016	0.0618998689012508	-0.342949772475337	-0.346229772070399	-0.297832061996042	-0.283745273611695	-0.156946462105375	-0.332960452720932	-0.382261681202262	-0.000159444424759948	-0.219957380252175	0.0474587595729927	0.00808864097671099	-0.058361721189911	-0.103135234180835	-0.111451652907203	0.00566913510257592	-0.128395786617804	0.0634993748766204	-0.0323444404513037	-0.122126836774465	-0.00235876514089319	-0.0604851159894919	0.0827744342253785	0.0265917868405202	-0.224824231503181	-0.238088489124878	-0.197635160785783	-0.16080096780235	-0.0906251739968921	-0.263303486011915	-0.260228486391545
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747021I	21	-0.51038961038961	-0.250649350649351	-0.375324675324675	-0.193506493506494	0.287012987012987	0.0142857142857143	-0.375324675324675	0.0727272727272727	0.0298701298701299	-0.0038961038961039	-0.364935064935065	0.0337662337662338	0.0896103896103896	-0.320779220779221	-0.201298701298701	-0.538961038961039	-0.550649350649351	-0.597402597402597	-0.31038961038961	-0.254545454545455	-0.702597402597403	-0.884415584415584	-0.642857142857143	-0.348051948051948	-0.135064935064935	-0.21038961038961	-0.42987012987013	0.284415584415584	0.0597402597402597	0.0597402597402597	-0.0753246753246753	0.246753246753247	-0.0753246753246753	-0.0597402597402597	0.183116883116883	-0.00779220779220779	-0.203896103896104	-0.380519480519481	-0.455844155844156	-0.267532467532468	-0.425974025974026	-0.162337662337662	-0.0714285714285714	-0.562337662337662	-0.68961038961039	-0.396103896103896
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747022I	47	-0.450624421831637	-0.155989824236818	-0.244565217391304	-0.283302497687327	-0.0335337650323774	-0.0795559666975023	-0.353607770582794	0.0205827937095282	-0.229764107308048	0.145582793709528	-0.339731729879741	-0.258556891766883	0.0911193339500463	0.117599444958372	0.0512257169287697	-0.121993524514339	-0.550878815911193	-0.53018038852914	-0.249884366327475	-0.322155411655874	-0.308857539315449	-0.367021276595745	-0.593200740055504	-0.116096207215541	0.0575855689176688	-0.0411655874190564	-0.298219241443108	-0.0623265494912118	0.2104532839963	-0.0254394079555967	-0.0985198889916744	-0.0582793709528215	0.119912118408881	0.0195420906567993	-0.0919287696577243	-0.013413506012951	-0.0238205365402405	-0.0238205365402405	-0.162234042553192	-0.220282146160962	-0.0873034227567068	0.135291396854764	0.122109158186864	0.101641998149861	-0.100138760407031	-0.219125809435708
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747034I	70	-0.335246260169714	-0.366704575277753	-0.120356924153617	-0.104330329804916	0.218616044090631	-0.444877963432771	-0.612877263581489	0.525150905432596	-0.441238736768437	0.552060187210218	-0.262671682267518	-0.46324905957484	0.24461551920217	-0.0436182311258857	0.25787770098854	-0.688111276353775	-0.570816201557169	-0.623934913830811	-0.355506954772111	-0.55513953284927	-0.562592948998338	-0.593421397952935	-0.660292187910069	-0.288951097891698	-0.0292362872889511	0.122771411075147	-0.262706674831598	-0.0321406701076021	-0.0597847957309072	-0.338920479398128	0.206123698714023	-0.0597847957309072	0.484419560843321	0.0920479398127898	-0.0602396990639489	-0.162382993613857	0.0958971218616044	0.0388242498469075	-0.436304785233138	-0.134458927477911	-0.298189134808853	-0.0251421572915755	-0.135403726708075	-0.369503980404164	-0.307637127110489	-0.261306972268393
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D8	102	-0.639968108746911	-0.444719000740737	0.132207338380897	-0.373823161870727	-0.0858519318522372	-0.262531735754958	-0.492759441563802	0.402728850840538	-0.237697270583712	0.631588173094865	-0.343322910246479	-0.339624881962782	0.0177607138212394	-0.153852678243267	0.240750688432635	-0.508422344233281	-0.554630734346993	-0.750603615472912	-0.460020016850343	-0.445352302220513	-0.349203566844406	-0.700561489615552	-0.720487868318528	-0.66093491130952	-0.467642252517656	0.280399884648659	-0.527217827436656	-0.141209266557724	-0.242367868997065	-0.429056098071258	0.376288514059858	-0.183866644802687	0.663298482903687	-0.339014198392998	-0.284663360682156	-0.118444340150748	-0.179953746374066	0.18970206558063	-0.526256566261995	-0.545968074820046	-0.731491481529649	-0.412296226767166	-0.37412850365562	-0.311182860147808	-0.717061254954736	-0.752718390057167
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D10	50	-0.241680672268908	-0.0603601440576231	-0.074765906362545	0.253685474189676	-0.145258103241297	-0.225642256902761	-0.267226890756303	0.0744777911164466	-0.320240096038415	-0.0339495798319328	-0.098391356542617	-0.255414165666267	0.277983193277311	-0.0450900360144058	-0.130180072028812	0.339255702280912	-0.255030012004802	-0.434909963985594	-0.128931572629052	-0.264633853541417	-0.162929171668667	-0.262424969987995	-0.349435774309724	-0.157262905162065	0.00100840336134454	-0.0414405762304922	0.0111884753901561	-0.209603841536615	-0.0889795918367347	-0.0812004801920768	-0.0146458583433373	-0.133637454981993	-0.101656662665066	0.0676590636254502	-0.116062424969988	0.196926770708283	-0.0228091236494598	-0.158799519807923	0.313997599039616	-0.0603601440576231	-0.201440576230492	0.104825930372149	-0.0305882352941177	-0.112701080432173	-0.232941176470588	-0.108859543817527
