donor_id	n	rho__at1r_response_score	rho__at1r_legacy_curated_score	rho__progeny_Androgen	rho__progeny_EGFR	rho__progeny_Estrogen	rho__progeny_Hypoxia	rho__progeny_JAK-STAT	rho__progeny_MAPK	rho__progeny_NFkB	rho__progeny_PI3K	rho__progeny_TGFb	rho__progeny_TNFa	rho__progeny_Trail	rho__progeny_VEGF	rho__progeny_WNT	rho__progeny_p53	rho__tf_FOS	rho__tf_JUN	rho__tf_NFKB1	rho__tf_RELA	rho__tf_SMAD2	rho__tf_SMAD3	rho__tf_AP1	prho__at1r_response_score	prho__at1r_legacy_curated_score	prho__progeny_Androgen	prho__progeny_EGFR	prho__progeny_Estrogen	prho__progeny_Hypoxia	prho__progeny_JAK-STAT	prho__progeny_MAPK	prho__progeny_NFkB	prho__progeny_PI3K	prho__progeny_TGFb	prho__progeny_TNFa	prho__progeny_Trail	prho__progeny_VEGF	prho__progeny_WNT	prho__progeny_p53	prho__tf_FOS	prho__tf_JUN	prho__tf_NFKB1	prho__tf_RELA	prho__tf_SMAD2	prho__tf_SMAD3	prho__tf_AP1
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D11	49	-0.0392857142857143	-0.125612244897959	0.103061224489796	-0.0936734693877551	-0.220918367346939	0.0325510204081633	-0.241326530612245	0.118877551020408	-0.247959183673469	0.236020408163265	-0.195510204081633	-0.239795918367347	0.152857142857143	0.181632653061224	0.115714285714286	0.149387755102041	-0.207142857142857	-0.279897959183673	-0.195714285714286	-0.198265306122449	-0.187857142857143	-0.06	-0.260612244897959	-0.071530612244898	-0.0705102040816327	0.259591836734694	-0.34469387755102	-0.279387755102041	0.131326530612245	-0.255816326530612	0.0925510204081633	-0.257755102040816	0.282040816326531	-0.0673469387755102	-0.241836734693878	0.0946938775510204	0.148673469387755	0.0810204081632653	0.0827551020408163	-0.213367346938775	-0.340102040816327	-0.0681632653061224	-0.168979591836735	-0.129897959183673	-0.0362244897959184	-0.33030612244898
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D12	139	-0.613204343357612	-0.371736896197328	0.250936145493543	-0.248835962286072	-0.0651458957057956	-0.0917914115912239	-0.32975557442245	0.216707627686671	-0.329027213012199	0.591107734930068	-0.0871888824344251	-0.28466866258546	-0.222798158988337	-0.174038160775727	-0.044059162607802	0.0825372000536217	-0.361463872380357	-0.522471960319943	-0.316604852763752	-0.315943518477144	-0.315027481120693	-0.526015460923187	-0.496407346172751	-0.606251396398409	-0.376379641628312	0.176978417266187	-0.233643147593726	-0.0884579293087269	-0.167286295187453	-0.336351043388891	0.227396219670227	-0.325246883238751	0.591299879351177	-0.128893158764914	-0.270101434380446	-0.200080432548371	-0.238375262522901	-0.0170472317797936	0.0807944948389115	-0.441605969882479	-0.587747441798114	-0.360762321819563	-0.402417444926047	-0.345118191161357	-0.579092005898387	-0.58962420126011
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747RU653	27	-0.285103785103785	-0.152014652014652	-0.0476190476190476	0.000610500610500611	0.246031746031746	0.0293040293040293	0.313186813186813	0.0750915750915751	0.0622710622710623	0.226495726495727	-0.0402930402930403	0.103174603174603	0.112942612942613	0.0982905982905983	0.317460317460317	0.158730158730159	0.125763125763126	-0.0323565323565324	-0.0207570207570208	-0.0311355311355311	-0.214285714285714	-0.168498168498168	0.0708180708180708	-0.269230769230769	-0.18986568986569	0.141025641025641	0.131257631257631	0.122100122100122	0.133699633699634	0.773504273504273	0.266788766788767	0.294871794871795	0.0738705738705739	-0.153235653235653	0.333333333333333	-0.434676434676435	0.311355311355311	0.332112332112332	0.28021978021978	0.426129426129426	0.275335775335775	0.215506715506716	0.222222222222222	-0.00427350427350427	-0.117826617826618	0.327838827838828
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D13	84	-0.294482130201478	-0.184489217373696	-0.130808950086059	0.0183254024501367	0.0640275387263339	-0.216644730181229	-0.286240761364787	0.100475852991799	-0.228328439809659	0.150450541662448	-0.208160372582768	-0.15595828692923	-0.00978029766123317	-0.0605244507441531	-0.0600587222840944	0.168877189429989	-0.351888225169586	-0.347858661536904	-0.295251594613749	-0.285349802571631	-0.151159258884277	-0.238149235597854	-0.393500050622659	-0.257041611825453	-0.176045357902197	-0.0898045965374102	-0.0603624582363066	0.0366103067733117	-0.149316594107523	-0.240255138199858	0.14526678141136	-0.170173129492761	0.137410144780804	-0.128763794674496	-0.101974283689379	-0.138361850764402	-0.0189531234180419	-0.0805507745266782	0.10697580236914	-0.333259086767237	-0.289865343727853	-0.235132125139212	-0.193581046876582	-0.0743545611015491	-0.189713475751746	-0.33682292193986
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D14	46	-0.185445575084798	-0.423743447425224	-0.237372802960222	0.0711069996916435	0.132901634289238	-0.340610545790934	-0.088868331791551	-0.0639531298180697	-0.0873882207832254	-0.0924452667283379	-0.364415664508171	-0.126241134751773	0.385383903792784	-0.259327782917052	-0.00080172679617638	0.106506321307431	-0.332839962997225	-0.372556275053962	-0.237126117792168	-0.405612087573235	-0.373543015726179	-0.34813444341659	-0.384397163120567	0.0158495220474869	-0.381930311440025	-0.103916127042862	-0.0466851680542707	0.0336108541473944	-0.205303731113167	-0.0764107308048104	0.0788775824853531	-0.175208140610546	0.00980573543015726	-0.281159420289855	-0.170027752081406	0.210730804810361	-0.072463768115942	-0.0852913968547641	-0.0844279987665741	-0.0828245451742214	-0.176811594202899	-0.235522664199815	-0.272402096823928	-0.315448658649399	-0.065186555658341	-0.171877890841813
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D16	91	-0.158846950151298	-0.0103201146679408	-0.0584010192705845	0.263545150501672	0.134607421563943	-0.22645325688804	-0.0634495938843765	-0.000350374263417742	0.0730052556139513	-0.00318522057652492	-0.119812071985985	0.109476031215162	-0.0413600891861761	-0.190858416945374	0.0797579232361841	0.207087115782768	-0.31250199076286	-0.335865583691671	-0.0205446727185858	-0.142713807931199	-0.0396082178690874	-0.227584010192706	-0.373053033922599	-0.0292403248924988	-0.0686733556298774	0.156378404204491	0.0744704570791527	0.0511546424589903	-0.0540372670807454	0.0160535117056856	-0.043828635132983	0.150310559006211	0.0489727663640707	0.0202420767638159	0.182911291606944	-0.130912565695174	-0.127711419015767	0.0432871476349737	0.125497690715082	-0.191176939003026	-0.107118967988533	0.104538939321548	-0.0823538780060519	0.0376015289058767	-0.078659022137283	-0.161538461538462
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D17	66	-0.140006262394322	-0.0559231812963156	-0.223880597014925	0.151863062310824	0.00256758167205928	-0.210395574574679	-0.050913265838639	0.196994050725394	-0.035883519465609	0.0242354660265108	0.0211877674564242	-0.0252374491180461	0.29147270639808	0.0269491702327523	-0.116877152698048	0.171443481891243	-0.2418327940716	-0.0998434401419476	-0.122429808996973	-0.0702431896461747	0.101513411961173	0.0187663083185471	-0.193779354973385	-0.0990919528232961	-0.0264899279824653	-0.130487423024736	0.0567164179104478	0.0510802630205615	-0.211314059075253	0.00227533660369481	0.233399436384511	-0.0509967644296003	0.115791671015552	0.179918588873813	-0.0111261872455902	0.242584281390252	0.112618724559023	-0.113954702014404	0.0614758375952406	-0.0916188289322618	0.0110009393591483	-0.0125874125874126	0.0376787391712765	0.113745955537	0.12877570191003	-0.0119194238597224
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747225I	50	-0.272797118847539	-0.24561824729892	-0.123073229291717	-0.0651620648259304	-0.0381752701080432	-0.0729411764705882	-0.559183673469388	0.00177671068427371	-0.48984393757503	0.292196878751501	-0.252821128451381	-0.52422569027611	0.149003601440576	0.0515246098439376	0.393805522208884	-0.420024009603842	-0.364129651860744	-0.571668667466987	-0.407635054021609	-0.48984393757503	-0.32436974789916	-0.385738295318127	-0.502713085234094	-0.304105642256903	-0.116446578631453	0.202689075630252	-0.291140456182473	-0.183289315726291	0.08984393757503	-0.352220888355342	-0.137382953181273	-0.344345738295318	0.116542617046819	0.0494117647058824	-0.346842737094838	-0.0936854741896759	0.194909963985594	0.293061224489796	-0.222761104441777	-0.0834093637454982	-0.319567827130852	-0.202112845138055	-0.26453781512605	-0.0685234093637455	-0.170900360144058	-0.204897959183673
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_48374749I	20	-0.536842105263158	-0.171428571428571	-0.26015037593985	-0.115789473684211	0.390977443609023	-0.345864661654135	-0.336842105263158	0.308270676691729	-0.130827067669173	0.527819548872181	0.0330827067669173	-0.144360902255639	-0.0992481203007519	-0.249624060150376	0.100751879699248	-0.499248120300752	-0.515789473684211	-0.326315789473684	-0.198496240601504	-0.372932330827068	0.233082706766917	-0.452631578947368	-0.547368421052632	-0.482706766917293	-0.144360902255639	0.0300751879699248	-0.360902255639098	0.509774436090226	-0.0932330827067669	0.0466165413533835	0.177443609022556	-0.15187969924812	0.616541353383459	0.344360902255639	-0.0932330827067669	-0.0962406015037594	-0.772932330827068	0.0947368421052632	-0.491729323308271	-0.410526315789474	-0.174436090225564	-0.309774436090226	-0.421052631578947	0.294736842105263	-0.24812030075188	-0.222556390977444
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A26	372	-0.223909658864027	-0.118145921802347	-0.180147524180786	0.103704468640447	0.20761989923711	-0.218564978497032	-0.159209142088822	0.120776069594601	-0.0910665653738467	0.253882574146134	-0.210460775878447	-0.0938713104094224	0.100072892600783	-0.0152326187744952	0.0722002725954824	-0.264688022232826	-0.275726344346324	-0.307077155897156	-0.238711262547866	-0.253385356629439	-0.220085769438862	-0.261183256474026	-0.33190423119752	-0.145437871937001	0.126196276672992	-0.00605192741137092	-0.00880515577034565	-0.0707557076864513	-0.0914341753240714	0.0164189009791199	0.107713445129961	0.129921095566232	0.115758438536525	0.100365208946745	0.0878343018546237	-0.118137296838391	0.0143773487000664	0.0260205838261412	-0.127387687234564	-0.048023099984545	-0.0276171345865017	-0.0596647033606822	0.0151799365622246	0.0463218841210451	0.0865708611886645	-0.0366733467401016
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A44	130	-0.202998811946087	-0.340660120990318	-0.402946919936091	0.195930573952942	0.275418208633192	-0.325857242349343	-0.237733684742384	0.272484944489205	-0.228158243318904	0.356533613732265	-0.425375192888063	-0.257583744145079	0.246364145352251	0.0850182304824591	0.053642682543801	-0.529372243236969	-0.400696445397315	-0.466845102350162	-0.388231438364582	-0.459476436930724	-0.412314793319587	-0.377913121850633	-0.469013642136312	0.00437804694861325	0.0529598929385899	0.00929413210613282	0.0772398912998949	0.0758087642873725	-0.116481175490584	0.167531988693004	0.0509716096082153	0.122735528274318	0.0412596102636933	0.0375834710292371	0.112400824809843	-0.126695707984542	0.0783214300345491	-0.16994633273703	-0.14645837031777	0.181684851629819	0.206980840923678	0.125275505605703	0.214027229649456	-0.0700077838014994	0.0681123598574335	0.209695612393997
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747IPF1	208	-0.0895849002256325	0.000101347927434884	-0.0888981346647251	0.145875672763545	0.0785166397294544	-0.112685560053981	-0.136847706069674	0.226632635099454	-0.032329988851728	0.256431592816032	-0.137757170365866	-0.0250156022467235	0.0785979847764745	-0.108247587652622	0.0852122705669616	-0.123776490481296	-0.139598768889387	-0.140893622014903	-0.0181212761304294	-0.0387295770590965	-0.115519301446075	-0.0900676364063092	-0.156702565169384	-0.0917998858502291	0.0825878926565425	0.0378241133389875	0.129247945037419	0.0707501880270759	-0.155849108938354	-0.00133619241170729	0.21393213956143	0.0413739578499304	0.193081137017064	-0.0122444298645672	0.0800461933185045	-0.0254690008694585	0.0150088279378897	0.0309031167154737	0.0224699023326026	0.0362012129746684	-0.0190640785606461	0.0479055650680365	0.0721530567068325	-0.0271345740453292	0.009716065780139	0.00190960831693097
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD67	43	-0.374358199939595	-0.0996677740863787	0.0804892781636968	-0.170945333736031	-0.012987012987013	-0.0703714889761401	-0.0974025974025974	0.348535185744488	0.200543642404108	0.27665357897916	-0.061159770462096	0.0813953488372093	-0.26819691935971	0.107218363032317	-0.140893989731199	-0.337813349441256	-0.184385382059801	-0.46602234974328	-0.245092117185141	-0.287828450619148	-0.350951374207188	-0.443068559347629	-0.365599516762308	-0.18936877076412	-0.147236484445787	0.0584415584415584	-0.286318332829961	-0.0527031108426457	0.0111748716399879	-0.139081848384174	0.0745998187858653	0.073542736333434	0.155542132286318	0.0881908788885533	-0.0847176079734219	-0.312141347025068	0.215040773180308	-0.110993657505285	-0.28767743884023	-0.163243733011175	-0.306855934762912	-0.0924192086982785	-0.139383871942011	-0.242222893385684	-0.312141347025068	-0.265327695560254
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A43	554	-0.164776522104128	-0.192212568879388	-0.0116348845042351	-0.162878749516779	-0.160537410521416	-0.0906295802333823	-0.295657618958812	-0.040446163582845	-0.13629306577257	-0.0108358297911833	-0.1979680635715	-0.151587531937575	0.0171248745301663	-0.016089886244801	-0.0806157774489356	-0.406993210822668	-0.29613979011228	-0.392600627732922	-0.148269641090552	-0.199724050174171	-0.262031685885819	-0.286337290084491	-0.379323277161782	-0.132690897202162	-0.00102090849246175	0.177586098904017	-0.13212932872029	-0.0849172071125186	0.0410437255202598	-0.0838834891844077	0.0322400085960841	-0.0595179664685674	0.0250865563208478	0.081810477871347	-0.0762228820630319	-0.222193494112335	-0.0101451083217751	-0.0411536819981732	-0.114538832968664	-0.115903831838576	-0.195085905262755	-0.0919911209085454	-0.0370878330298885	-0.0515407580892204	-0.0393684771786495	-0.174269196112636
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SCD1	183	-0.282743806443022	-0.0712758374910905	-0.190743148512215	0.00615439442951916	0.0386612674567058	-0.169844054733577	-0.148790268890055	0.0568405222717411	-0.0718515269477493	0.175959286615024	-0.25623076139826	-0.0853547735229845	-0.0142355862241821	0.0300455068808597	0.0944502753127129	-0.22998597980779	-0.0836492445544477	-0.128159438565711	0.00206778253820307	-0.226030562452515	-0.185742091123417	-0.158858959999373	-0.0973952989277294	-0.242001049556288	-0.168647638889977	-0.0936513593320436	-0.0780509583075513	0.0466817573018571	-0.103422415076015	-0.0497403523062825	-0.108163041520133	-0.125502259679024	-0.0134719165367776	-0.161551385179325	-0.105917069388203	-0.0247526885089251	0.0121403899023286	0.0100079891598067	-0.165489179387968	-0.0795782976823604	-0.132698377887259	-0.0111025823784199	-0.164553194489046	-0.188493260125477	-0.10940645242142	-0.105754544813704
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML1	468	-0.0964460236408844	-0.220369901439926	-0.110703863556304	-0.153062135963475	0.00349653010332482	-0.0467483979261281	-0.0205450850086345	-0.105525388564156	-0.106702176343264	0.0388706396248983	-0.100216848786634	-0.0819356637056148	-0.0295482373528971	0.0685640437949556	0.0790114888999481	-0.151087398970041	-0.232432678595867	-0.337382668042005	-0.109999219143008	-0.143271453636119	-0.158404743115025	-0.237967280570112	-0.339020477535611	-0.0220016701208174	-0.165254392554722	-0.0522257526636062	-0.159735946242386	-0.0191851997278825	-0.0147303344912728	0.0289217957088455	-0.137193412657633	-0.104741253611464	-0.00883059114386418	-0.057005253048591	-0.05741417860693	-0.055989670678539	0.0530350576692742	0.0327239956183035	-0.0501008148424173	-0.161589515771497	-0.244145650550457	-0.0872173944499682	-0.113680836938212	-0.0877631748544849	-0.152695355610118	-0.244072364721794
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747IPF2	196	-0.185810708508315	-0.0833682633537601	-0.143083457514204	-0.201311668751843	0.0241168548637729	-0.0534501031962961	-0.217663699607137	-0.173057399453339	-0.190295563754592	0.16584720573118	-0.0827897265895816	-0.201794579604587	0.0250284885527815	-0.144106654766553	-0.0480201451920089	-0.233771884388273	-0.141626756130019	-0.25407007785543	-0.151654726709114	-0.181721107029301	-0.192055080524986	-0.092612101459092	-0.225701057463204	-0.0479404569324801	0.0243352006948816	0.0590426252500219	-0.0577803632190869	0.0147279841260987	0.0306226043716979	-0.0903075169935213	-0.0697096956705369	-0.0929436046187315	0.0609790499565699	0.0192479022065679	-0.0384878355871829	-0.150766999497964	-0.0572623895321502	-0.13017077194017	-0.0195778116010168	-0.0324331216281905	-0.0183681438213708	-0.0377578911298998	-0.0349656145160134	-0.0268756624086573	0.0950680936177673	-0.0218680521798723
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747IPF3	892	-0.106144883014306	-0.112349895255303	-0.152004328127539	-0.109827335297986	0.0126150992480541	-0.0327322422692993	-0.253580147382969	0.0169436832973358	-0.146348160142545	0.167873317527579	-0.0726526349131665	-0.172491143395888	0.0279070252656542	0.0349799996730031	-0.0133047855191684	-0.320828253171993	-0.189938374939806	-0.229747632581834	-0.138829884876616	-0.197253266220169	-0.126468487241616	-0.178220775793326	-0.237430353158563	0.00890036996475213	-0.0171947980162343	0.015863139299533	-0.0707525357945417	0.00307639201577606	0.0569832590581917	-0.0518492886286237	-0.0319176411353233	0.0357659928010286	0.0297602559489985	0.0204847017927329	0.035454584849731	-0.0561899955740439	0.0140208479659818	-0.0055640204480964	-0.0500023983721301	0.0168688324448874	-0.00320042767278116	0.00494649668844578	0.0109543301082879	-0.0195243891958247	0.00642633540759975	0.0020606894499
