level	model	spec	predictor	estimate	SE	z_value	p_value	n_units	n_donors	singular	note	axis	family	p_BH
donor	lmer(+1|study)	per_axis	AGTR1_z	0.051456528336989	0.10890672697913	83.9999999995704	0.637807666274128	89	89	TRUE		AT1	four_axis	0.850410221698837
donor	lmer(+1|study)	per_axis	AGTR1_z	0.159035980919971	0.107678785297375	84.0000000001523	0.1434289410625	89	89	TRUE		AT2	four_axis	0.573715764250001
donor	lmer(+1|study)	per_axis	AGTR1_z	0.082539118423907	0.107312964409227	83.9999999995881	0.443965183961641	89	89	TRUE		EC_aerocyte	four_axis	0.850410221698837
donor	lmer(+1|study)	per_axis	AGTR1_z	-0.00144888045615525	0.10708091058289	83.9999999992202	0.989236472166281	89	89	TRUE		EC_gcap	four_axis	0.989236472166281
donor	lmer(+1|study)	per_axis	AGTR1_z	-0.0736888718772673	0.108129648356588	84.0000000000534	0.497438443304628	89	89	TRUE		SMC	reference	0.497438443304628
donor	lmer(+1|study)	per_axis	AGTR1_z	-0.103749178260775	0.105503739399448	83.9999999982626	0.328249485487387	89	89	TRUE		EC_arterial	reference	0.497438443304628
