kind	n_donors	median_rho	q25	q75	p_wilcox
raw	69	-0.0592617908407382	-0.127994227994228	0.0253530411194645	0.000458906478193256
partial_depth_tracer	69	-0.0636630555836793	-0.128434013081955	0.0199279711884754	0.000925202644158809
