panel	estimate
null_at1r_0823	0.198581502862853
null_at1r_0824	0.232583243861282
null_at1r_0825	0.255616173709506
null_at1r_0826	0.223481035589074
null_at1r_0827	0.266496519214934
null_at1r_0828	0.243653290198974
null_at1r_0829	0.266390595621442
null_at1r_0830	0.230480062296187
null_at1r_0831	0.231667436534737
null_at1r_0832	0.248510231340579
null_at1r_0833	0.245574376865478
null_at1r_0834	0.25155864845143
null_at1r_0835	0.252885670254779
null_at1r_0836	0.232788633758654
null_at1r_0837	0.267960729076165
null_at1r_0838	0.248943506640623
null_at1r_0839	0.228227540274338
null_at1r_0840	0.24655660986042
null_at1r_0841	0.268492540182479
null_at1r_0842	0.25994602159289
null_at1r_0843	0.240408232966885
null_at1r_0844	0.21789817479036
null_at1r_0845	0.260924354714559
null_at1r_0846	0.237393186072709
null_at1r_0847	0.254602985197898
null_at1r_0848	0.225653264183932
null_at1r_0849	0.249225459969849
null_at1r_0850	0.200519498579127
null_at1r_0851	0.226712873810101
null_at1r_0852	0.229471228805518
null_at1r_0853	0.222721072067077
null_at1r_0854	0.246264758037912
null_at1r_0855	0.24881746302592
null_at1r_0856	0.220459915760201
null_at1r_0857	0.272819208294321
null_at1r_0858	0.226985226879251
null_at1r_0859	0.225211953160415
null_at1r_0860	0.223259091829869
null_at1r_0861	0.269333510286328
null_at1r_0862	0.275873507575962
null_at1r_0863	0.26547532547955
null_at1r_0864	0.213094361864968
null_at1r_0865	0.242065825475951
null_at1r_0866	0.187925793141509
null_at1r_0867	0.266807634757364
null_at1r_0868	0.26729863207149
null_at1r_0869	0.237855195541071
null_at1r_0870	0.22706936368002
null_at1r_0871	0.247352960418844
null_at1r_0872	0.275499157607511
null_at1r_0873	0.224493310647786
null_at1r_0874	0.273939982805815
null_at1r_0875	0.252040915117161
null_at1r_0876	0.246302841210135
null_at1r_0877	0.274825221720726
null_at1r_0878	0.2598725865205
null_at1r_0879	0.241775317045301
null_at1r_0880	0.26387632331127
null_at1r_0881	0.248124827284435
null_at1r_0882	0.197588130935312
null_at1r_0883	0.221253890695314
null_at1r_0884	0.272884836352571
null_at1r_0885	0.270922905507945
null_at1r_0886	0.249397647980468
null_at1r_0887	0.254504320480689
null_at1r_0888	0.247433150102744
null_at1r_0889	0.26181825232641
null_at1r_0890	0.238920978928599
null_at1r_0891	0.254813556661289
null_at1r_0892	0.240353228433511
null_at1r_0893	0.233335806189903
null_at1r_0894	0.253145847356019
null_at1r_0895	0.250935800619299
null_at1r_0896	0.258999242808479
null_at1r_0897	0.25693323373148
null_at1r_0898	0.268693297036363
null_at1r_0899	0.273600929184121
null_at1r_0900	0.243001378038051
null_at1r_0901	0.235401862166697
null_at1r_0902	0.25517306620776
null_at1r_0903	0.264054186631092
null_at1r_0904	0.231652199766672
null_at1r_0905	0.242248591720123
null_at1r_0906	0.25634224072707
null_at1r_0907	0.276942245771402
null_at1r_0908	0.243231593547069
null_at1r_0909	0.235390038818007
null_at1r_0910	0.252466804272288
null_at1r_0911	0.228129656103095
null_at1r_0912	0.245676213812834
null_at1r_0913	0.21785287856586
null_at1r_0914	0.227614523458971
null_at1r_0915	0.262808762633883
null_at1r_0916	0.213310887412229
null_at1r_0917	0.212563254480845
null_at1r_0918	0.266332332466343
null_at1r_0919	0.275299987034397
null_at1r_0920	0.236514250073601
null_at1r_0921	0.243075647544555
null_at1r_0922	0.264546370134678
null_at1r_0923	0.238862723436695
null_at1r_0924	0.222974325026872
null_at1r_0925	0.262186525397476
null_at1r_0926	0.273710935782966
null_at1r_0927	0.268577418892994
null_at1r_0928	0.228400512524182
null_at1r_0929	0.244750792438623
null_at1r_0930	0.255390799229469
null_at1r_0931	0.230660206897555
null_at1r_0932	0.234605670882694
null_at1r_0933	0.235870013382429
null_at1r_0934	0.214710847033079
null_at1r_0935	0.252411190079293
null_at1r_0936	0.263659772296661
null_at1r_0937	0.267706503162022
null_at1r_0938	0.217424630858599
null_at1r_0939	0.264930253272176
null_at1r_0940	0.245663957516251
null_at1r_0941	0.267840697689754
null_at1r_0942	0.256243459391697
null_at1r_0943	0.220691263729499
null_at1r_0944	0.233625425538292
null_at1r_0945	0.269118644072498
null_at1r_0946	0.246966560705571
null_at1r_0947	0.252421069757758
null_at1r_0948	0.225144205661248
null_at1r_0949	0.255075306932458
null_at1r_0950	0.266065440504223
null_at1r_0951	0.22613756110021
null_at1r_0952	0.268907087228094
null_at1r_0953	0.240850580663988
null_at1r_0954	0.208806090028691
null_at1r_0955	0.221929170617257
null_at1r_0956	0.254106665733432
null_at1r_0957	0.245520144551552
null_at1r_0958	0.250523576785569
null_at1r_0959	0.244436475811456
null_at1r_0960	0.260212641220514
null_at1r_0961	0.259940951890177
null_at1r_0962	0.258354579552065
null_at1r_0963	0.230510017375452
null_at1r_0964	0.274167504243554
null_at1r_0965	0.248432249730453
null_at1r_0966	0.228714403127324
null_at1r_0967	0.248065596770162
null_at1r_0968	0.233286810416055
null_at1r_0969	0.233296308934769
null_at1r_0970	0.208002622316746
null_at1r_0971	0.259070201994242
null_at1r_0972	0.278705240393678
null_at1r_0973	0.238199309517411
null_at1r_0974	0.26835493495279
null_at1r_0975	0.246530334625576
null_at1r_0976	0.2448578766173
null_at1r_0977	0.244193839302349
null_at1r_0978	0.270716659170436
null_at1r_0979	0.240976015460559
null_at1r_0980	0.197360090053709
null_at1r_0981	0.235708027376041
null_at1r_0982	0.254742815342662
null_at1r_0983	0.224962911619503
null_at1r_0984	0.235226671097541
null_at1r_0985	0.235075602991499
null_at1r_0986	0.27706054254111
null_at1r_0987	0.232631573393025
null_at1r_0988	0.245958433894338
null_at1r_0989	0.241504674231263
null_at1r_0990	0.200268752022419
null_at1r_0991	0.26634016360555
null_at1r_0992	0.269644038863891
null_at1r_0993	0.252402541130392
null_at1r_0994	0.273329492527455
null_at1r_0995	0.277849230267343
null_at1r_0996	0.243005172305421
null_at1r_0997	0.26126374521654
null_at1r_0998	0.271485776928443
null_at1r_0999	0.239411736836744
null_at1r_1000	0.232396793584729
