panel	outcome	estimate
null_at1r_0001	bm_minus_fib_z	-0.0919540153749803
null_at1r_0001	basement_membrane_score_z	0.0525212194967652
null_at1r_0002	bm_minus_fib_z	-0.108448172742035
null_at1r_0002	basement_membrane_score_z	0.0627340033157867
null_at1r_0003	bm_minus_fib_z	-0.0819490835402803
null_at1r_0003	basement_membrane_score_z	0.0602524317240364
null_at1r_0004	bm_minus_fib_z	-0.108950215517203
null_at1r_0004	basement_membrane_score_z	0.110355118927224
null_at1r_0005	bm_minus_fib_z	-0.120203505210692
null_at1r_0005	basement_membrane_score_z	0.0470219191066398
null_at1r_0006	bm_minus_fib_z	-0.0827387815073312
null_at1r_0006	basement_membrane_score_z	0.087563993992679
null_at1r_0007	bm_minus_fib_z	-0.137994045842876
null_at1r_0007	basement_membrane_score_z	0.0987951823683412
null_at1r_0008	bm_minus_fib_z	-0.120225966801469
null_at1r_0008	basement_membrane_score_z	0.103387470904832
null_at1r_0009	bm_minus_fib_z	-0.0913122874855098
null_at1r_0009	basement_membrane_score_z	0.121642594167528
null_at1r_0010	bm_minus_fib_z	-0.080696122531619
null_at1r_0010	basement_membrane_score_z	0.119816408897794
null_at1r_0011	bm_minus_fib_z	-0.102436547711272
null_at1r_0011	basement_membrane_score_z	0.112410921076138
null_at1r_0012	bm_minus_fib_z	-0.107129832954614
null_at1r_0012	basement_membrane_score_z	0.0638696478322874
null_at1r_0013	bm_minus_fib_z	-0.0936749844237266
null_at1r_0013	basement_membrane_score_z	0.0900371470999718
null_at1r_0014	bm_minus_fib_z	-0.0910847300331235
null_at1r_0014	basement_membrane_score_z	0.0584217580526207
null_at1r_0015	bm_minus_fib_z	-0.0694645555155665
null_at1r_0015	basement_membrane_score_z	0.0670076804082848
null_at1r_0016	bm_minus_fib_z	-0.151869202989262
null_at1r_0016	basement_membrane_score_z	0.113775553690906
null_at1r_0017	bm_minus_fib_z	-0.0945783626430596
null_at1r_0017	basement_membrane_score_z	0.0532033448763114
null_at1r_0018	bm_minus_fib_z	-0.0794336798617056
null_at1r_0018	basement_membrane_score_z	0.124126614662003
null_at1r_0019	bm_minus_fib_z	-0.0908651714138248
null_at1r_0019	basement_membrane_score_z	0.112353535719199
null_at1r_0020	bm_minus_fib_z	-0.117613378346427
null_at1r_0020	basement_membrane_score_z	0.0746287069967946
null_at1r_0021	bm_minus_fib_z	-0.109919578455505
null_at1r_0021	basement_membrane_score_z	0.139262752955471
null_at1r_0022	bm_minus_fib_z	-0.115118599539827
null_at1r_0022	basement_membrane_score_z	0.129764165737402
null_at1r_0023	bm_minus_fib_z	-0.105044047650299
null_at1r_0023	basement_membrane_score_z	0.0688099332894741
null_at1r_0024	bm_minus_fib_z	-0.133305621977533
null_at1r_0024	basement_membrane_score_z	0.109421657718856
null_at1r_0025	bm_minus_fib_z	-0.108415559637865
null_at1r_0025	basement_membrane_score_z	0.118346897952968
null_at1r_0026	bm_minus_fib_z	-0.125263800529935
null_at1r_0026	basement_membrane_score_z	0.060539927711001
null_at1r_0027	bm_minus_fib_z	-0.102446515862185
null_at1r_0027	basement_membrane_score_z	0.111027464172513
null_at1r_0028	bm_minus_fib_z	-0.0820555868487523
null_at1r_0028	basement_membrane_score_z	0.0360413487316005
null_at1r_0029	bm_minus_fib_z	-0.0959079458756264
null_at1r_0029	basement_membrane_score_z	0.0620909066657952
null_at1r_0030	bm_minus_fib_z	-0.0945219360489554
null_at1r_0030	basement_membrane_score_z	0.0475906279261898
null_at1r_0031	bm_minus_fib_z	-0.112161358603543
null_at1r_0031	basement_membrane_score_z	0.0632966003782346
null_at1r_0032	bm_minus_fib_z	-0.119880065256041
null_at1r_0032	basement_membrane_score_z	0.132242560704931
null_at1r_0033	bm_minus_fib_z	-0.122541913121541
null_at1r_0033	basement_membrane_score_z	0.0690850606233172
null_at1r_0034	bm_minus_fib_z	-0.0681372143409256
null_at1r_0034	basement_membrane_score_z	0.0646329375006743
null_at1r_0035	bm_minus_fib_z	-0.0863425951564115
null_at1r_0035	basement_membrane_score_z	0.10812484606108
null_at1r_0036	bm_minus_fib_z	-0.108787854524262
null_at1r_0036	basement_membrane_score_z	0.0617413339110845
null_at1r_0037	bm_minus_fib_z	-0.0969327227803135
null_at1r_0037	basement_membrane_score_z	0.0871244241434128
null_at1r_0038	bm_minus_fib_z	-0.0902016383793647
null_at1r_0038	basement_membrane_score_z	0.105626233441948
null_at1r_0039	bm_minus_fib_z	-0.108372974031649
null_at1r_0039	basement_membrane_score_z	0.115210561738999
null_at1r_0040	bm_minus_fib_z	-0.117157927416182
null_at1r_0040	basement_membrane_score_z	0.0475113905962812
null_at1r_0041	bm_minus_fib_z	-0.133646844612012
null_at1r_0041	basement_membrane_score_z	0.0515277033048606
null_at1r_0042	bm_minus_fib_z	-0.132563859446147
null_at1r_0042	basement_membrane_score_z	0.118003031661388
null_at1r_0043	bm_minus_fib_z	-0.130867693270968
null_at1r_0043	basement_membrane_score_z	0.118035742466218
null_at1r_0044	bm_minus_fib_z	-0.112161553407762
null_at1r_0044	basement_membrane_score_z	0.100981982571889
null_at1r_0045	bm_minus_fib_z	-0.113979914775152
null_at1r_0045	basement_membrane_score_z	0.104057355534535
null_at1r_0046	bm_minus_fib_z	-0.10031118427369
null_at1r_0046	basement_membrane_score_z	0.119504553375722
null_at1r_0047	bm_minus_fib_z	-0.119748656527977
null_at1r_0047	basement_membrane_score_z	0.126604437340855
null_at1r_0048	bm_minus_fib_z	-0.102348456902064
null_at1r_0048	basement_membrane_score_z	0.0301111216472049
null_at1r_0049	bm_minus_fib_z	-0.105196049827167
null_at1r_0049	basement_membrane_score_z	0.0893059969095504
null_at1r_0050	bm_minus_fib_z	-0.0853000768508048
null_at1r_0050	basement_membrane_score_z	0.0968350923405926
null_at1r_0051	bm_minus_fib_z	-0.0796993874538865
null_at1r_0051	basement_membrane_score_z	0.108222293200654
null_at1r_0052	bm_minus_fib_z	-0.119411511348
null_at1r_0052	basement_membrane_score_z	0.0326313467576179
null_at1r_0053	bm_minus_fib_z	-0.0891021255881974
null_at1r_0053	basement_membrane_score_z	0.127059677155209
null_at1r_0054	bm_minus_fib_z	-0.113758400133908
null_at1r_0054	basement_membrane_score_z	0.0874676477034274
null_at1r_0055	bm_minus_fib_z	-0.0894646873191456
null_at1r_0055	basement_membrane_score_z	0.0556408636397763
null_at1r_0056	bm_minus_fib_z	-0.0991373506323874
null_at1r_0056	basement_membrane_score_z	0.0615167691670932
null_at1r_0057	bm_minus_fib_z	-0.0968165648069893
null_at1r_0057	basement_membrane_score_z	0.0475105815743694
null_at1r_0058	bm_minus_fib_z	-0.135007089801276
null_at1r_0058	basement_membrane_score_z	0.119207686795961
null_at1r_0059	bm_minus_fib_z	-0.112652796039402
null_at1r_0059	basement_membrane_score_z	0.0582039275822859
null_at1r_0060	bm_minus_fib_z	-0.0693504093671611
null_at1r_0060	basement_membrane_score_z	0.0614149755861915
null_at1r_0061	bm_minus_fib_z	-0.0731912957040252
null_at1r_0061	basement_membrane_score_z	0.0808795777161522
null_at1r_0062	bm_minus_fib_z	-0.109819792436092
null_at1r_0062	basement_membrane_score_z	0.0778446457210521
null_at1r_0063	bm_minus_fib_z	-0.104384988166025
null_at1r_0063	basement_membrane_score_z	0.0766881135818654
null_at1r_0064	bm_minus_fib_z	-0.107688505980762
null_at1r_0064	basement_membrane_score_z	0.0152337880081927
null_at1r_0065	bm_minus_fib_z	-0.107960217565994
null_at1r_0065	basement_membrane_score_z	0.0928217943348473
null_at1r_0066	bm_minus_fib_z	-0.123259102864103
null_at1r_0066	basement_membrane_score_z	0.0999917339997384
null_at1r_0067	bm_minus_fib_z	-0.0994439655167643
null_at1r_0067	basement_membrane_score_z	0.0654736383925224
null_at1r_0068	bm_minus_fib_z	-0.092321985719603
null_at1r_0068	basement_membrane_score_z	0.0614151204748549
null_at1r_0069	bm_minus_fib_z	-0.0772633620410648
null_at1r_0069	basement_membrane_score_z	0.0546721706310076
null_at1r_0070	bm_minus_fib_z	-0.114085223497305
null_at1r_0070	basement_membrane_score_z	0.107780120758285
null_at1r_0071	bm_minus_fib_z	-0.0965350670726378
null_at1r_0071	basement_membrane_score_z	0.0945883259566194
null_at1r_0072	bm_minus_fib_z	-0.108409916880349
null_at1r_0072	basement_membrane_score_z	0.0774891787369734
null_at1r_0073	bm_minus_fib_z	-0.118392505770075
null_at1r_0073	basement_membrane_score_z	0.0530247818050648
null_at1r_0074	bm_minus_fib_z	-0.100480231523363
null_at1r_0074	basement_membrane_score_z	0.101445156829029
null_at1r_0075	bm_minus_fib_z	-0.114231455539991
null_at1r_0075	basement_membrane_score_z	0.0477226007885204
null_at1r_0076	bm_minus_fib_z	-0.126230733603179
null_at1r_0076	basement_membrane_score_z	0.119488530712184
null_at1r_0077	bm_minus_fib_z	-0.0912437221764531
null_at1r_0077	basement_membrane_score_z	0.114812997788928
null_at1r_0078	bm_minus_fib_z	-0.101315761129896
null_at1r_0078	basement_membrane_score_z	0.0779695390575016
null_at1r_0079	bm_minus_fib_z	-0.122817446629107
null_at1r_0079	basement_membrane_score_z	0.10380686307671
null_at1r_0080	bm_minus_fib_z	-0.0943480060626965
null_at1r_0080	basement_membrane_score_z	0.0653789982990904
null_at1r_0081	bm_minus_fib_z	-0.115046791731793
null_at1r_0081	basement_membrane_score_z	0.0636773068274209
null_at1r_0082	bm_minus_fib_z	-0.103975943320069
null_at1r_0082	basement_membrane_score_z	0.0827910513587941
null_at1r_0083	bm_minus_fib_z	-0.101010961584349
null_at1r_0083	basement_membrane_score_z	0.0569043632309393
null_at1r_0084	bm_minus_fib_z	-0.084923582563871
null_at1r_0084	basement_membrane_score_z	0.06424991949276
null_at1r_0085	bm_minus_fib_z	-0.106815421795367
null_at1r_0085	basement_membrane_score_z	0.114115986947278
null_at1r_0086	bm_minus_fib_z	-0.102953766001812
null_at1r_0086	basement_membrane_score_z	0.0342256629006605
null_at1r_0087	bm_minus_fib_z	-0.1160461138631
null_at1r_0087	basement_membrane_score_z	0.0490132304995467
null_at1r_0088	bm_minus_fib_z	-0.117465384130661
null_at1r_0088	basement_membrane_score_z	0.107247692115347
null_at1r_0089	bm_minus_fib_z	-0.118096066477513
null_at1r_0089	basement_membrane_score_z	0.127552267639998
null_at1r_0090	bm_minus_fib_z	-0.0638697027804829
null_at1r_0090	basement_membrane_score_z	0.0541023159813844
null_at1r_0091	bm_minus_fib_z	-0.0963352378703445
null_at1r_0091	basement_membrane_score_z	0.0631711161911019
null_at1r_0092	bm_minus_fib_z	-0.0821605714209533
null_at1r_0092	basement_membrane_score_z	0.0529410559861257
null_at1r_0093	bm_minus_fib_z	-0.125541796325638
null_at1r_0093	basement_membrane_score_z	0.039410275372847
null_at1r_0094	bm_minus_fib_z	-0.100537954743386
null_at1r_0094	basement_membrane_score_z	0.105033670212395
null_at1r_0095	bm_minus_fib_z	-0.128806611862376
null_at1r_0095	basement_membrane_score_z	0.125773311147025
null_at1r_0096	bm_minus_fib_z	-0.11528432475762
null_at1r_0096	basement_membrane_score_z	0.0455092938449317
null_at1r_0097	bm_minus_fib_z	-0.140365099800134
null_at1r_0097	basement_membrane_score_z	0.0947018573895682
null_at1r_0098	bm_minus_fib_z	-0.121687793351354
null_at1r_0098	basement_membrane_score_z	0.103679460563741
null_at1r_0099	bm_minus_fib_z	-0.0953346277522307
null_at1r_0099	basement_membrane_score_z	0.0696598818093949
null_at1r_0100	bm_minus_fib_z	-0.136527198275069
null_at1r_0100	basement_membrane_score_z	0.101379185361664
null_at1r_0101	bm_minus_fib_z	-0.0976161923563138
null_at1r_0101	basement_membrane_score_z	0.0542132444383993
null_at1r_0102	bm_minus_fib_z	-0.132352262347268
null_at1r_0102	basement_membrane_score_z	0.128356947162594
null_at1r_0103	bm_minus_fib_z	-0.101330444464337
null_at1r_0103	basement_membrane_score_z	0.0487668442585726
null_at1r_0104	bm_minus_fib_z	-0.078511942083931
null_at1r_0104	basement_membrane_score_z	0.0642067471535804
null_at1r_0105	bm_minus_fib_z	-0.097192478670444
null_at1r_0105	basement_membrane_score_z	0.115624320645561
null_at1r_0106	bm_minus_fib_z	-0.124145564533851
null_at1r_0106	basement_membrane_score_z	0.0905642808662402
null_at1r_0107	bm_minus_fib_z	-0.136782279310903
null_at1r_0107	basement_membrane_score_z	0.145161705025639
null_at1r_0108	bm_minus_fib_z	-0.0972349782064878
null_at1r_0108	basement_membrane_score_z	0.0786808474329859
null_at1r_0109	bm_minus_fib_z	-0.110313488790641
null_at1r_0109	basement_membrane_score_z	0.127205754500802
null_at1r_0110	bm_minus_fib_z	-0.10133287147215
null_at1r_0110	basement_membrane_score_z	0.0811548436292874
null_at1r_0111	bm_minus_fib_z	-0.138290004700173
null_at1r_0111	basement_membrane_score_z	0.115948848564539
null_at1r_0112	bm_minus_fib_z	-0.0858641511343503
null_at1r_0112	basement_membrane_score_z	0.114123880427761
null_at1r_0113	bm_minus_fib_z	-0.104136040735623
null_at1r_0113	basement_membrane_score_z	0.0941592847098273
null_at1r_0114	bm_minus_fib_z	-0.100829546017597
null_at1r_0114	basement_membrane_score_z	0.0782662165181153
null_at1r_0115	bm_minus_fib_z	-0.132592499600796
null_at1r_0115	basement_membrane_score_z	0.113538709506851
null_at1r_0116	bm_minus_fib_z	-0.0963264736812789
null_at1r_0116	basement_membrane_score_z	0.0840056559294487
null_at1r_0117	bm_minus_fib_z	-0.0889989256607352
null_at1r_0117	basement_membrane_score_z	0.111672922558619
null_at1r_0118	bm_minus_fib_z	-0.0963868056396052
