panel	outcome	estimate
null_at1r_0118	basement_membrane_score_z	0.0745865967108714
null_at1r_0119	bm_minus_fib_z	-0.123878332496231
null_at1r_0119	basement_membrane_score_z	0.0624362618553845
null_at1r_0120	bm_minus_fib_z	-0.0847767075998516
null_at1r_0120	basement_membrane_score_z	0.0585359178688097
null_at1r_0121	bm_minus_fib_z	-0.101530545319394
null_at1r_0121	basement_membrane_score_z	0.0979539755742085
null_at1r_0122	bm_minus_fib_z	-0.096533066356389
null_at1r_0122	basement_membrane_score_z	0.125016513890995
null_at1r_0123	bm_minus_fib_z	-0.140857320799377
null_at1r_0123	basement_membrane_score_z	0.1042200256849
null_at1r_0124	bm_minus_fib_z	-0.0793355543366259
null_at1r_0124	basement_membrane_score_z	0.0633435963174395
null_at1r_0125	bm_minus_fib_z	-0.119081893188519
null_at1r_0125	basement_membrane_score_z	0.0342884273083302
null_at1r_0126	bm_minus_fib_z	-0.120306007801956
null_at1r_0126	basement_membrane_score_z	0.0643120878819738
null_at1r_0127	bm_minus_fib_z	-0.115917630844555
null_at1r_0127	basement_membrane_score_z	0.0762874781957624
null_at1r_0128	bm_minus_fib_z	-0.122537498254766
null_at1r_0128	basement_membrane_score_z	0.128572212650027
null_at1r_0129	bm_minus_fib_z	-0.110805439261031
null_at1r_0129	basement_membrane_score_z	0.0627446275254181
null_at1r_0130	bm_minus_fib_z	-0.111780529756427
null_at1r_0130	basement_membrane_score_z	0.0603688495105047
null_at1r_0131	bm_minus_fib_z	-0.101554608697513
null_at1r_0131	basement_membrane_score_z	0.0537637563146126
null_at1r_0132	bm_minus_fib_z	-0.12371206324322
null_at1r_0132	basement_membrane_score_z	0.0480439903396628
null_at1r_0133	bm_minus_fib_z	-0.121663427818154
null_at1r_0133	basement_membrane_score_z	0.0610104406262987
null_at1r_0134	bm_minus_fib_z	-0.121534738204476
null_at1r_0134	basement_membrane_score_z	0.117808277633334
null_at1r_0135	bm_minus_fib_z	-0.0922437764828615
null_at1r_0135	basement_membrane_score_z	0.0977207169333448
null_at1r_0136	bm_minus_fib_z	-0.12222763534285
null_at1r_0136	basement_membrane_score_z	0.102087114908228
null_at1r_0137	bm_minus_fib_z	-0.113730205034807
null_at1r_0137	basement_membrane_score_z	0.0716688325464114
null_at1r_0138	bm_minus_fib_z	-0.133251032654463
null_at1r_0138	basement_membrane_score_z	0.0376977130682782
null_at1r_0139	bm_minus_fib_z	-0.116924379939459
null_at1r_0139	basement_membrane_score_z	0.0760377490604659
null_at1r_0140	bm_minus_fib_z	-0.118837135539902
null_at1r_0140	basement_membrane_score_z	0.129485098138826
null_at1r_0141	bm_minus_fib_z	-0.101929497586359
null_at1r_0141	basement_membrane_score_z	0.0719255570736898
null_at1r_0142	bm_minus_fib_z	-0.0828804391320337
null_at1r_0142	basement_membrane_score_z	0.119430711484074
null_at1r_0143	bm_minus_fib_z	-0.0816037342978611
null_at1r_0143	basement_membrane_score_z	0.113437389165688
null_at1r_0144	bm_minus_fib_z	-0.102772381612984
null_at1r_0144	basement_membrane_score_z	0.0405251686702536
null_at1r_0145	bm_minus_fib_z	-0.100301850017298
null_at1r_0145	basement_membrane_score_z	0.0324496014788708
null_at1r_0146	bm_minus_fib_z	-0.0896477965857103
null_at1r_0146	basement_membrane_score_z	0.0994865985056324
null_at1r_0147	bm_minus_fib_z	-0.0839939933160015
null_at1r_0147	basement_membrane_score_z	0.0608939858465483
null_at1r_0148	bm_minus_fib_z	-0.11581456915963
null_at1r_0148	basement_membrane_score_z	0.10160223015958
null_at1r_0149	bm_minus_fib_z	-0.0737066491415502
null_at1r_0149	basement_membrane_score_z	0.0559828447254645
null_at1r_0150	bm_minus_fib_z	-0.151182253442433
null_at1r_0150	basement_membrane_score_z	0.0675059280506091
null_at1r_0151	bm_minus_fib_z	-0.117147599286028
null_at1r_0151	basement_membrane_score_z	0.128164619056211
null_at1r_0152	bm_minus_fib_z	-0.135420940658532
null_at1r_0152	basement_membrane_score_z	0.0840973232612654
null_at1r_0153	bm_minus_fib_z	-0.0739857617137092
null_at1r_0153	basement_membrane_score_z	0.0541508082467395
null_at1r_0154	bm_minus_fib_z	-0.0626631782137354
null_at1r_0154	basement_membrane_score_z	0.0664431414927349
null_at1r_0155	bm_minus_fib_z	-0.136228843400563
null_at1r_0155	basement_membrane_score_z	0.0668980653059946
null_at1r_0156	bm_minus_fib_z	-0.0962617930918751
null_at1r_0156	basement_membrane_score_z	0.0835667018553703
null_at1r_0157	bm_minus_fib_z	-0.0811932314248173
null_at1r_0157	basement_membrane_score_z	0.072112286856891
null_at1r_0158	bm_minus_fib_z	-0.139774230045026
null_at1r_0158	basement_membrane_score_z	0.0916574456706131
null_at1r_0159	bm_minus_fib_z	-0.085172879745424
null_at1r_0159	basement_membrane_score_z	0.0679389028397667
null_at1r_0160	bm_minus_fib_z	-0.136888141688669
null_at1r_0160	basement_membrane_score_z	0.0730717311392663
null_at1r_0161	bm_minus_fib_z	-0.0979313513558102
null_at1r_0161	basement_membrane_score_z	0.083182965946858
null_at1r_0162	bm_minus_fib_z	-0.0815650082547062
null_at1r_0162	basement_membrane_score_z	0.0663920952361093
null_at1r_0163	bm_minus_fib_z	-0.137766008663845
null_at1r_0163	basement_membrane_score_z	0.0843061146196503
null_at1r_0164	bm_minus_fib_z	-0.0588536476141452
null_at1r_0164	basement_membrane_score_z	0.0537695218378757
null_at1r_0165	bm_minus_fib_z	-0.142323243206208
null_at1r_0165	basement_membrane_score_z	0.147869669536547
null_at1r_0166	bm_minus_fib_z	-0.12287147934857
null_at1r_0166	basement_membrane_score_z	0.12580931959109
null_at1r_0167	bm_minus_fib_z	-0.109835519841217
null_at1r_0167	basement_membrane_score_z	0.104083041289586
null_at1r_0168	bm_minus_fib_z	-0.0937190148198357
null_at1r_0168	basement_membrane_score_z	0.0659990753255509
null_at1r_0169	bm_minus_fib_z	-0.0970836927324229
null_at1r_0169	basement_membrane_score_z	0.0239338294660452
null_at1r_0170	bm_minus_fib_z	-0.0809991072860599
null_at1r_0170	basement_membrane_score_z	0.045572056685266
null_at1r_0171	bm_minus_fib_z	-0.11639087694655
null_at1r_0171	basement_membrane_score_z	0.0526698560992308
null_at1r_0172	bm_minus_fib_z	-0.126392331025911
null_at1r_0172	basement_membrane_score_z	0.0840440468909551
null_at1r_0173	bm_minus_fib_z	-0.129105527983756
null_at1r_0173	basement_membrane_score_z	0.0658645798730752
null_at1r_0174	bm_minus_fib_z	-0.0991224442958033
null_at1r_0174	basement_membrane_score_z	0.0558019806265631
null_at1r_0175	bm_minus_fib_z	-0.0827465327657303
null_at1r_0175	basement_membrane_score_z	0.120086613912562
null_at1r_0176	bm_minus_fib_z	-0.107838204877816
null_at1r_0176	basement_membrane_score_z	0.0509180665047611
null_at1r_0177	bm_minus_fib_z	-0.113604161173825
null_at1r_0177	basement_membrane_score_z	0.105921217866764
null_at1r_0178	bm_minus_fib_z	-0.122934351154282
null_at1r_0178	basement_membrane_score_z	0.132893013364691
null_at1r_0179	bm_minus_fib_z	-0.0956445328474529
null_at1r_0179	basement_membrane_score_z	0.0809489509623187
null_at1r_0180	bm_minus_fib_z	-0.0819690243927439
null_at1r_0180	basement_membrane_score_z	0.102713433348693
null_at1r_0181	bm_minus_fib_z	-0.115486106391722
null_at1r_0181	basement_membrane_score_z	0.124879588699744
null_at1r_0182	bm_minus_fib_z	-0.0914775484747279
null_at1r_0182	basement_membrane_score_z	0.1134330567256
null_at1r_0183	bm_minus_fib_z	-0.136404251223881
null_at1r_0183	basement_membrane_score_z	0.146398127251574
null_at1r_0184	bm_minus_fib_z	-0.0949385717138399
null_at1r_0184	basement_membrane_score_z	0.0516308958908805
null_at1r_0185	bm_minus_fib_z	-0.0727769201125826
null_at1r_0185	basement_membrane_score_z	0.106975559573343
null_at1r_0186	bm_minus_fib_z	-0.0672116253779755
null_at1r_0186	basement_membrane_score_z	0.0670001297627141
null_at1r_0187	bm_minus_fib_z	-0.109946384167899
null_at1r_0187	basement_membrane_score_z	0.144635760063414
null_at1r_0188	bm_minus_fib_z	-0.111757144719909
null_at1r_0188	basement_membrane_score_z	0.11891790958784
null_at1r_0189	bm_minus_fib_z	-0.0798114766027544
null_at1r_0189	basement_membrane_score_z	0.0634959845255392
null_at1r_0190	bm_minus_fib_z	-0.0891087273084847
null_at1r_0190	basement_membrane_score_z	0.068364232168892
null_at1r_0191	bm_minus_fib_z	-0.126255852137996
null_at1r_0191	basement_membrane_score_z	0.0875721857984482
null_at1r_0192	bm_minus_fib_z	-0.104394314908084
null_at1r_0192	basement_membrane_score_z	0.102502876750489
null_at1r_0193	bm_minus_fib_z	-0.129211243291668
null_at1r_0193	basement_membrane_score_z	0.119733675453875
null_at1r_0194	bm_minus_fib_z	-0.117330872960445
null_at1r_0194	basement_membrane_score_z	0.0588484353205131
null_at1r_0195	bm_minus_fib_z	-0.0923610709856139
null_at1r_0195	basement_membrane_score_z	0.0795486014348642
null_at1r_0196	bm_minus_fib_z	-0.132604158448719
null_at1r_0196	basement_membrane_score_z	0.100263974214848
null_at1r_0197	bm_minus_fib_z	-0.104779217677489
null_at1r_0197	basement_membrane_score_z	0.0541304923263025
null_at1r_0198	bm_minus_fib_z	-0.106071003752902
null_at1r_0198	basement_membrane_score_z	0.0984175868498606
null_at1r_0199	bm_minus_fib_z	-0.0996995515422146
null_at1r_0199	basement_membrane_score_z	0.0721040887469
null_at1r_0200	bm_minus_fib_z	-0.0623724411418653
null_at1r_0200	basement_membrane_score_z	0.0506266741365021
null_at1r_0201	bm_minus_fib_z	-0.0651487689793689
null_at1r_0201	basement_membrane_score_z	0.0412120342591332
null_at1r_0202	bm_minus_fib_z	-0.126743196320748
null_at1r_0202	basement_membrane_score_z	0.07550187822197
null_at1r_0203	bm_minus_fib_z	-0.116855410121545
null_at1r_0203	basement_membrane_score_z	0.13125785448974
null_at1r_0204	bm_minus_fib_z	-0.12061429242088
null_at1r_0204	basement_membrane_score_z	0.0472540186199615
null_at1r_0205	bm_minus_fib_z	-0.143021282988167
null_at1r_0205	basement_membrane_score_z	0.0833206386944632
null_at1r_0206	bm_minus_fib_z	-0.0937487814249291
null_at1r_0206	basement_membrane_score_z	0.103675756914724
null_at1r_0207	bm_minus_fib_z	-0.0854306135620977
null_at1r_0207	basement_membrane_score_z	0.0676106172599944
null_at1r_0208	bm_minus_fib_z	-0.117955897206277
null_at1r_0208	basement_membrane_score_z	0.0630304821060024
null_at1r_0209	bm_minus_fib_z	-0.148134588957355
null_at1r_0209	basement_membrane_score_z	0.107309224234501
null_at1r_0210	bm_minus_fib_z	-0.112466001288196
null_at1r_0210	basement_membrane_score_z	0.124696780480453
null_at1r_0211	bm_minus_fib_z	-0.136525791745853
null_at1r_0211	basement_membrane_score_z	0.122857157813958
null_at1r_0212	bm_minus_fib_z	-0.113357845913049
null_at1r_0212	basement_membrane_score_z	0.0905662980858138
null_at1r_0213	bm_minus_fib_z	-0.0868838707728748
null_at1r_0213	basement_membrane_score_z	0.0724738930540928
null_at1r_0214	bm_minus_fib_z	-0.130151039103569
null_at1r_0214	basement_membrane_score_z	0.100963492447399
null_at1r_0215	bm_minus_fib_z	-0.137702770248313
null_at1r_0215	basement_membrane_score_z	0.0628606740955222
null_at1r_0216	bm_minus_fib_z	-0.116440338092035
null_at1r_0216	basement_membrane_score_z	0.0478711258462346
null_at1r_0217	bm_minus_fib_z	-0.0681995446100714
null_at1r_0217	basement_membrane_score_z	0.0806766695825272
null_at1r_0218	bm_minus_fib_z	-0.1105989849769
null_at1r_0218	basement_membrane_score_z	0.0982431827703928
null_at1r_0219	bm_minus_fib_z	-0.110689585567239
null_at1r_0219	basement_membrane_score_z	0.0469172257271047
null_at1r_0220	bm_minus_fib_z	-0.122105306599227
null_at1r_0220	basement_membrane_score_z	0.140201426202154
null_at1r_0221	bm_minus_fib_z	-0.0930102251563402
null_at1r_0221	basement_membrane_score_z	0.135945428861501
null_at1r_0222	bm_minus_fib_z	-0.114923762804014
null_at1r_0222	basement_membrane_score_z	0.0979540194379524
null_at1r_0223	bm_minus_fib_z	-0.0798743782690005
null_at1r_0223	basement_membrane_score_z	0.099765172724869
null_at1r_0224	bm_minus_fib_z	-0.116454652556734
null_at1r_0224	basement_membrane_score_z	0.095220917257217
null_at1r_0225	bm_minus_fib_z	-0.0988095479538232
null_at1r_0225	basement_membrane_score_z	0.0317788709220597
null_at1r_0226	bm_minus_fib_z	-0.142425326007862
null_at1r_0226	basement_membrane_score_z	0.0822667117541685
null_at1r_0227	bm_minus_fib_z	-0.134737821335224
null_at1r_0227	basement_membrane_score_z	0.04173198728557
null_at1r_0228	bm_minus_fib_z	-0.137266703072591
null_at1r_0228	basement_membrane_score_z	0.108481380271462
null_at1r_0229	bm_minus_fib_z	-0.0845980949428494
null_at1r_0229	basement_membrane_score_z	0.103748671165797
null_at1r_0230	bm_minus_fib_z	-0.115018654938574
null_at1r_0230	basement_membrane_score_z	0.099270722492028
null_at1r_0231	bm_minus_fib_z	-0.104292793133001
null_at1r_0231	basement_membrane_score_z	0.0754155499395591
null_at1r_0232	bm_minus_fib_z	-0.0925437873228054
null_at1r_0232	basement_membrane_score_z	0.112219689242146
null_at1r_0233	bm_minus_fib_z	-0.108185171163927
null_at1r_0233	basement_membrane_score_z	0.0772478844760415
null_at1r_0234	bm_minus_fib_z	-0.130085418833295
null_at1r_0234	basement_membrane_score_z	0.116607069284669
null_at1r_0235	bm_minus_fib_z	-0.126408531376208
null_at1r_0235	basement_membrane_score_z	0.121939412159469
null_at1r_0236	bm_minus_fib_z	-0.0921244620801656
null_at1r_0236	basement_membrane_score_z	0.130785835294806
null_at1r_0237	bm_minus_fib_z	-0.12967871125628
null_at1r_0237	basement_membrane_score_z	0.070390508120478
null_at1r_0238	bm_minus_fib_z	-0.0762042443635191
null_at1r_0238	basement_membrane_score_z	0.083491174944421
null_at1r_0239	bm_minus_fib_z	-0.106777027578813
null_at1r_0239	basement_membrane_score_z	0.0757662405698933
null_at1r_0240	bm_minus_fib_z	-0.118270010175415
null_at1r_0240	basement_membrane_score_z	0.129866604001687
null_at1r_0241	bm_minus_fib_z	-0.0880350945879385
null_at1r_0241	basement_membrane_score_z	0.122644478098973
