level	model	spec	predictor	estimate	SE	z_value	p_value	n_units	n_donors	singular	note	axis	family	p_BH
cell	lmer(+1|donor)+(1|study)	cell_support	AGTR1_expr	-0.00153163446783154	0.0004181423598039	11671.1603293326	0.000250430504096669	11680	194	FALSE		AT1	four_axis	0.000500861008193338
cell	lmer(+1|donor)+(1|study)	cell_support	AGTR1_expr	-0.00158070785917831	0.000529826413348957	11611.6625321866	0.00285616097734007	11680	194	FALSE		AT2	four_axis	0.00380821463645343
cell	lmer(+1|donor)+(1|study)	cell_support	AGTR1_expr	-0.00132835289587198	0.00053952263888166	11672.5326769222	0.0138273734669103	11680	194	FALSE		EC_aerocyte	four_axis	0.0138273734669103
cell	lmer(+1|donor)+(1|study)	cell_support	AGTR1_expr	-0.00232793343095896	0.000569254475130588	11671.2547164416	4.35312331926756e-05	11680	194	FALSE		EC_gcap	four_axis	0.000174124932770703
cell	lmer(+1|donor)+(1|study)	cell_support	AGTR1_expr	0.000714332824713217	0.000579303152331078	11592.5768661129	0.217567255322256	11680	194	FALSE		SMC	reference	0.217567255322256
cell	lmer(+1|donor)+(1|study)	cell_support	AGTR1_expr	-0.00274101942273243	0.000550796263918378	11665.5672954909	6.56793883088379e-07	11680	194	FALSE		EC_arterial	reference	1.31358776617676e-06
