from	to	family	partial_rho	n_donors	dropped_dataset
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.341346153846154	65	Misharin_2021
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.0361412845374353	87	Misharin_2021
AGT_source_index	Peri_AT1R_response	allowed	0.286830136109818	79	Peer_Massague_2020
processing_index	Peri_AT1R_response	allowed	0.302213137598351	79	Peer_Massague_2020
Peri_AGTR1	Peri_AT1R_response	allowed	0.0170251889664171	79	Peer_Massague_2020
Peri_ACE2	Peri_AT1R_response	allowed	0.298612422949791	79	Peer_Massague_2020
Peri_AT1R_response	contractile	allowed	0.243384121892542	87	Peer_Massague_2020
Peri_AT1R_response	inflammatory	allowed	0.232594590653933	87	Peer_Massague_2020
Peri_AT1R_response	activated_migratory	allowed	0.522818400524896	87	Peer_Massague_2020
Peri_AT1R_response	BM_minus_FIB	allowed	-0.525315302179777	87	Peer_Massague_2020
BM_minus_FIB	EC_readout	allowed	0.139798414501468	83	Peer_Massague_2020
Peri_AT1R_response	EC_readout	allowed	0.328949591819896	83	Peer_Massague_2020
AGT_source_index	BM_minus_FIB	forbidden	-0.0960053594809377	82	Peer_Massague_2020
processing_index	EC_readout	forbidden	0.0601520297233457	82	Peer_Massague_2020
Mast_CMA1	BM_minus_FIB	forbidden	-0.110619838451589	64	Peer_Massague_2020
VSMC_AGT	Peri_AGTR1	forbidden	-0.00202918444689803	93	Peer_Massague_2020
AGT_source_index	Peri_AGTR1	forbidden	-0.159478224279402	97	Peer_Massague_2020
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.159010840108401	81	Peer_Massague_2020
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0707763302532624	82	Peer_Massague_2020
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.234695830485304	76	Peer_Massague_2020
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.256267942583732	76	Peer_Massague_2020
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.314617354435162	83	Peer_Massague_2020
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.341282746160795	81	Peer_Massague_2020
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.186736863420067	84	Peer_Massague_2020
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.190338827838828	64	Peer_Massague_2020
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.34235347985348	64	Peer_Massague_2020
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.00989647882189983	87	Peer_Massague_2020
AGT_source_index	Peri_AT1R_response	allowed	0.293900638180825	77	Regev_2021_Cryo
processing_index	Peri_AT1R_response	allowed	0.323140311399063	77	Regev_2021_Cryo
Peri_AGTR1	Peri_AT1R_response	allowed	0.0191823524275608	77	Regev_2021_Cryo
Peri_ACE2	Peri_AT1R_response	allowed	0.266058148426954	77	Regev_2021_Cryo
Peri_AT1R_response	contractile	allowed	0.198166508711817	87	Regev_2021_Cryo
Peri_AT1R_response	inflammatory	allowed	0.202249034045345	87	Regev_2021_Cryo
Peri_AT1R_response	activated_migratory	allowed	0.504137202012102	87	Regev_2021_Cryo
Peri_AT1R_response	BM_minus_FIB	allowed	-0.526499963548881	87	Regev_2021_Cryo
BM_minus_FIB	EC_readout	allowed	0.127262686641195	82	Regev_2021_Cryo
Peri_AT1R_response	EC_readout	allowed	0.324005232151695	82	Regev_2021_Cryo
AGT_source_index	BM_minus_FIB	forbidden	-0.0777369288560013	80	Regev_2021_Cryo
processing_index	EC_readout	forbidden	0.0799969932460072	81	Regev_2021_Cryo
Mast_CMA1	BM_minus_FIB	forbidden	-0.119890786023915	66	Regev_2021_Cryo
VSMC_AGT	Peri_AGTR1	forbidden	0.0163216867284188	92	Regev_2021_Cryo
AGT_source_index	Peri_AGTR1	forbidden	-0.147774356103024	95	Regev_2021_Cryo
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.172081575246132	80	Regev_2021_Cryo
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.10210027100271	81	Regev_2021_Cryo
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.19360236949278	74	Regev_2021_Cryo
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.248959644576083	74	Regev_2021_Cryo
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.313046222831706	82	Regev_2021_Cryo
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.334620596205962	81	Regev_2021_Cryo
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.202166649792447	84	Regev_2021_Cryo
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.190481160630414	66	Regev_2021_Cryo
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.32875482726229	66	Regev_2021_Cryo
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.0650652475030983	87	Regev_2021_Cryo
AGT_source_index	Peri_AT1R_response	allowed	0.158323426033052	67	Regev_2021_Nuclei
processing_index	Peri_AT1R_response	allowed	0.299457898835069	67	Regev_2021_Nuclei
Peri_AGTR1	Peri_AT1R_response	allowed	-0.134570299480042	67	Regev_2021_Nuclei
Peri_ACE2	Peri_AT1R_response	allowed	0.338945662455878	67	Regev_2021_Nuclei
Peri_AT1R_response	contractile	allowed	0.140701403859299	77	Regev_2021_Nuclei
Peri_AT1R_response	inflammatory	allowed	0.205084389294916	77	Regev_2021_Nuclei
Peri_AT1R_response	activated_migratory	allowed	0.543272516956727	77	Regev_2021_Nuclei
Peri_AT1R_response	BM_minus_FIB	allowed	-0.565644881434355	77	Regev_2021_Nuclei
BM_minus_FIB	EC_readout	allowed	0.111636971609601	72	Regev_2021_Nuclei
Peri_AT1R_response	EC_readout	allowed	0.261719352459818	72	Regev_2021_Nuclei
AGT_source_index	BM_minus_FIB	forbidden	-0.173467743056007	70	Regev_2021_Nuclei
processing_index	EC_readout	forbidden	0.0484648213468036	71	Regev_2021_Nuclei
Mast_CMA1	BM_minus_FIB	forbidden	-0.102703751221627	59	Regev_2021_Nuclei
VSMC_AGT	Peri_AGTR1	forbidden	-0.0420007556357835	83	Regev_2021_Nuclei
AGT_source_index	Peri_AGTR1	forbidden	-0.213074066836037	85	Regev_2021_Nuclei
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.0126089872568746	71	Regev_2021_Nuclei
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0531187122736418	71	Regev_2021_Nuclei
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.188184949378979	66	Regev_2021_Nuclei
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.249725274725275	64	Regev_2021_Nuclei
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.293941732587305	72	Regev_2021_Nuclei
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.396244131455399	71	Regev_2021_Nuclei
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.16333209922251	74	Regev_2021_Nuclei
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.208825248392753	59	Regev_2021_Nuclei
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.343717124488603	59	Regev_2021_Nuclei
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.0454282559545717	77	Regev_2021_Nuclei
AGT_source_index	Peri_AT1R_response	allowed	0.328721539860233	74	Schiller_2020
processing_index	Peri_AT1R_response	allowed	0.301932999936212	74	Schiller_2020
Peri_AGTR1	Peri_AT1R_response	allowed	0.0958622608972795	74	Schiller_2020
Peri_ACE2	Peri_AT1R_response	allowed	0.325504696509621	74	Schiller_2020
Peri_AT1R_response	contractile	allowed	0.253619520097196	84	Schiller_2020
Peri_AT1R_response	inflammatory	allowed	0.231041814316088	84	Schiller_2020
Peri_AT1R_response	activated_migratory	allowed	0.526131416421991	84	Schiller_2020
Peri_AT1R_response	BM_minus_FIB	allowed	-0.563551685734535	84	Schiller_2020
BM_minus_FIB	EC_readout	allowed	0.110612413528951	79	Schiller_2020
Peri_AT1R_response	EC_readout	allowed	0.317438875064619	79	Schiller_2020
AGT_source_index	BM_minus_FIB	forbidden	-0.0569273521659986	77	Schiller_2020
processing_index	EC_readout	forbidden	0.0941889512235542	78	Schiller_2020
Mast_CMA1	BM_minus_FIB	forbidden	-0.0924130040814287	61	Schiller_2020
VSMC_AGT	Peri_AGTR1	forbidden	-0.0118171251452925	88	Schiller_2020
AGT_source_index	Peri_AGTR1	forbidden	-0.181314565584229	90	Schiller_2020
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.21907040328093	77	Schiller_2020
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0824871331200445	78	Schiller_2020
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.221923978773294	73	Schiller_2020
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.243745578493794	72	Schiller_2020
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.305598831548199	79	Schiller_2020
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.314710605849846	78	Schiller_2020
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.184710930442638	81	Schiller_2020
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.190586991010048	61	Schiller_2020
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.363088313061872	61	Schiller_2020
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.0435152374202693	84	Schiller_2020
AGT_source_index	Peri_AT1R_response	allowed	0.27929522570674	77	Schiller_2021
processing_index	Peri_AT1R_response	allowed	0.299738638176604	77	Schiller_2021
Peri_AGTR1	Peri_AT1R_response	allowed	0.0114643678946603	77	Schiller_2021
Peri_ACE2	Peri_AT1R_response	allowed	0.302860215584355	77	Schiller_2021
Peri_AT1R_response	contractile	allowed	0.259203907559962	87	Schiller_2021
Peri_AT1R_response	inflammatory	allowed	0.238062258511336	87	Schiller_2021
Peri_AT1R_response	activated_migratory	allowed	0.528085587227528	87	Schiller_2021
Peri_AT1R_response	BM_minus_FIB	allowed	-0.533279871692061	87	Schiller_2021
BM_minus_FIB	EC_readout	allowed	0.135411163299851	82	Schiller_2021
Peri_AT1R_response	EC_readout	allowed	0.324304449282295	82	Schiller_2021
AGT_source_index	BM_minus_FIB	forbidden	-0.0972117288819882	80	Schiller_2021
processing_index	EC_readout	forbidden	0.0654184021385866	81	Schiller_2021
Mast_CMA1	BM_minus_FIB	forbidden	-0.151849800015867	64	Schiller_2021
VSMC_AGT	Peri_AGTR1	forbidden	0.00546265328874025	91	Schiller_2021
AGT_source_index	Peri_AGTR1	forbidden	-0.166766607665354	94	Schiller_2021
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.154992967651196	80	Schiller_2021
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0505871725383921	81	Schiller_2021
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.229132290184922	75	Schiller_2021
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.254113291373565	74	Schiller_2021
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.299637574689	82	Schiller_2021
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.346205962059621	81	Schiller_2021
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.203948567378759	84	Schiller_2021
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.17948717948718	64	Schiller_2021
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.323580586080586	64	Schiller_2021
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.0255157833345484	87	Schiller_2021
AGT_source_index	Peri_AT1R_response	allowed	0.292160468574556	72	Sheppard_2020
processing_index	Peri_AT1R_response	allowed	0.255503797956835	72	Sheppard_2020
Peri_AGTR1	Peri_AT1R_response	allowed	0.0291143932732486	72	Sheppard_2020
Peri_ACE2	Peri_AT1R_response	allowed	0.290728269903344	72	Sheppard_2020
Peri_AT1R_response	contractile	allowed	0.261449864498645	81	Sheppard_2020
Peri_AT1R_response	inflammatory	allowed	0.180420054200542	81	Sheppard_2020
Peri_AT1R_response	activated_migratory	allowed	0.52247064137308	81	Sheppard_2020
Peri_AT1R_response	BM_minus_FIB	allowed	-0.475903342366757	81	Sheppard_2020
BM_minus_FIB	EC_readout	allowed	0.14968180216651	78	Sheppard_2020
Peri_AT1R_response	EC_readout	allowed	0.313291900677275	78	Sheppard_2020
AGT_source_index	BM_minus_FIB	forbidden	-0.00689028250927309	74	Sheppard_2020
processing_index	EC_readout	forbidden	0.0423880781168962	77	Sheppard_2020
Mast_CMA1	BM_minus_FIB	forbidden	-0.162183823793541	59	Sheppard_2020
VSMC_AGT	Peri_AGTR1	forbidden	-0.0104061512335488	86	Sheppard_2020
AGT_source_index	Peri_AGTR1	forbidden	-0.15956758597208	89	Sheppard_2020
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.189485375786746	74	Sheppard_2020
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0487624466571835	75	Sheppard_2020
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.122533114478757	68	Sheppard_2020
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.197165602309509	70	Sheppard_2020
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.241113317062684	78	Sheppard_2020
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.275513959724486	77	Sheppard_2020
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.15715676728335	79	Sheppard_2020
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.212273524254822	59	Sheppard_2020
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.343308007013443	59	Sheppard_2020
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	-0.00429087624209575	81	Sheppard_2020
AGT_source_index	Peri_AT1R_response	allowed	0.292517205224907	78	Sun_2020_batch1
processing_index	Peri_AT1R_response	allowed	0.292484337715794	78	Sun_2020_batch1
Peri_AGTR1	Peri_AT1R_response	allowed	0.0344853004826108	78	Sun_2020_batch1
Peri_ACE2	Peri_AT1R_response	allowed	0.305198698886094	78	Sun_2020_batch1
Peri_AT1R_response	contractile	allowed	0.238279736536226	88	Sun_2020_batch1
Peri_AT1R_response	inflammatory	allowed	0.234669437497799	88	Sun_2020_batch1
Peri_AT1R_response	activated_migratory	allowed	0.517118100806594	88	Sun_2020_batch1
Peri_AT1R_response	BM_minus_FIB	allowed	-0.514018526997992	88	Sun_2020_batch1
BM_minus_FIB	EC_readout	allowed	0.13942409064682	83	Sun_2020_batch1
Peri_AT1R_response	EC_readout	allowed	0.329825729713772	83	Sun_2020_batch1
AGT_source_index	BM_minus_FIB	forbidden	-0.0980646477357117	81	Sun_2020_batch1
processing_index	EC_readout	forbidden	0.0622654895849223	82	Sun_2020_batch1
Mast_CMA1	BM_minus_FIB	forbidden	-0.118065624574416	65	Sun_2020_batch1
VSMC_AGT	Peri_AGTR1	forbidden	0.0126648123397031	94	Sun_2020_batch1
AGT_source_index	Peri_AGTR1	forbidden	-0.156158437330439	96	Sun_2020_batch1
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.147593082356526	82	Sun_2020_batch1
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0581948389765022	82	Sun_2020_batch1
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.23724039829303	75	Sun_2020_batch1
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.257354196301565	75	Sun_2020_batch1
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.284370933210193	83	Sun_2020_batch1
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.325910688825764	82	Sun_2020_batch1
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.18921242915771	85	Sun_2020_batch1
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.184615384615385	65	Sun_2020_batch1
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.313548951048951	65	Sun_2020_batch1
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.0211510690007397	88	Sun_2020_batch1
AGT_source_index	Peri_AT1R_response	allowed	0.269113617676375	77	Sun_2020_batch2
processing_index	Peri_AT1R_response	allowed	0.286859414075446	77	Sun_2020_batch2
Peri_AGTR1	Peri_AT1R_response	allowed	-0.0155351923717826	77	Sun_2020_batch2
Peri_ACE2	Peri_AT1R_response	allowed	0.316021794221172	77	Sun_2020_batch2
Peri_AT1R_response	contractile	allowed	0.230334621272873	87	Sun_2020_batch2
Peri_AT1R_response	inflammatory	allowed	0.267605890500838	87	Sun_2020_batch2
Peri_AT1R_response	activated_migratory	allowed	0.559761609681417	87	Sun_2020_batch2
Peri_AT1R_response	BM_minus_FIB	allowed	-0.535503389954072	87	Sun_2020_batch2
BM_minus_FIB	EC_readout	allowed	0.14967907346462	82	Sun_2020_batch2
Peri_AT1R_response	EC_readout	allowed	0.349477817521387	82	Sun_2020_batch2
AGT_source_index	BM_minus_FIB	forbidden	-0.106394275530662	80	Sun_2020_batch2
processing_index	EC_readout	forbidden	0.0368115616230561	81	Sun_2020_batch2
Mast_CMA1	BM_minus_FIB	forbidden	-0.122981101419723	65	Sun_2020_batch2
VSMC_AGT	Peri_AGTR1	forbidden	0.00777356688848438	93	Sun_2020_batch2
AGT_source_index	Peri_AGTR1	forbidden	-0.164249720044793	95	Sun_2020_batch2
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.127958446251129	81	Sun_2020_batch2
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0588527551942186	81	Sun_2020_batch2
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.231129211403184	74	Sun_2020_batch2
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.281806738245094	74	Sun_2020_batch2
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.304230472023596	82	Sun_2020_batch2
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.346476964769648	81	Sun_2020_batch2
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.179123215551281	84	Sun_2020_batch2
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.184527972027972	65	Sun_2020_batch2
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.323164335664336	65	Sun_2020_batch2
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.00114821025005468	87	Sun_2020_batch2
AGT_source_index	Peri_AT1R_response	allowed	0.268098806025348	76	Sun_2020_batch3
processing_index	Peri_AT1R_response	allowed	0.298513811610992	76	Sun_2020_batch3
Peri_AGTR1	Peri_AT1R_response	allowed	0.0622374435772028	76	Sun_2020_batch3
Peri_ACE2	Peri_AT1R_response	allowed	0.328503072001991	76	Sun_2020_batch3
Peri_AT1R_response	contractile	allowed	0.213132694938441	86	Sun_2020_batch3
Peri_AT1R_response	inflammatory	allowed	0.293004386999387	86	Sun_2020_batch3
Peri_AT1R_response	activated_migratory	allowed	0.517260248124912	86	Sun_2020_batch3
Peri_AT1R_response	BM_minus_FIB	allowed	-0.504750224067173	86	Sun_2020_batch3
BM_minus_FIB	EC_readout	allowed	0.175389634184244	81	Sun_2020_batch3
Peri_AT1R_response	EC_readout	allowed	0.317040368892497	81	Sun_2020_batch3
AGT_source_index	BM_minus_FIB	forbidden	-0.0735884888418941	79	Sun_2020_batch3
processing_index	EC_readout	forbidden	0.0613458984422471	80	Sun_2020_batch3
Mast_CMA1	BM_minus_FIB	forbidden	-0.11365581642691	64	Sun_2020_batch3
VSMC_AGT	Peri_AGTR1	forbidden	0.0664118490205447	91	Sun_2020_batch3
AGT_source_index	Peri_AGTR1	forbidden	-0.122696239569411	94	Sun_2020_batch3
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.0954235637779942	79	Sun_2020_batch3
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0315049226441631	80	Sun_2020_batch3
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.262557077625571	73	Sun_2020_batch3
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.245217820560286	73	Sun_2020_batch3
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.255849141824752	81	Sun_2020_batch3
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.351031411157994	80	Sun_2020_batch3
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.192813064103102	83	Sun_2020_batch3
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.181456043956044	64	Sun_2020_batch3
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.305173992673993	64	Sun_2020_batch3
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	-0.0114439360347186	86	Sun_2020_batch3
AGT_source_index	Peri_AT1R_response	allowed	0.293870531792521	77	Sun_2020_batch4
processing_index	Peri_AT1R_response	allowed	0.29622341071942	77	Sun_2020_batch4
Peri_AGTR1	Peri_AT1R_response	allowed	0.0465950807677359	77	Sun_2020_batch4
Peri_ACE2	Peri_AT1R_response	allowed	0.321665729562608	77	Sun_2020_batch4
Peri_AT1R_response	contractile	allowed	0.243756780980235	86	Sun_2020_batch4
Peri_AT1R_response	inflammatory	allowed	0.293683664323789	86	Sun_2020_batch4
Peri_AT1R_response	activated_migratory	allowed	0.515222416151705	86	Sun_2020_batch4
Peri_AT1R_response	BM_minus_FIB	allowed	-0.506259729232511	86	Sun_2020_batch4
BM_minus_FIB	EC_readout	allowed	0.138130107279506	81	Sun_2020_batch4
Peri_AT1R_response	EC_readout	allowed	0.308919809773708	81	Sun_2020_batch4
AGT_source_index	BM_minus_FIB	forbidden	-0.113443479351447	79	Sun_2020_batch4
processing_index	EC_readout	forbidden	0.068726978364085	81	Sun_2020_batch4
Mast_CMA1	BM_minus_FIB	forbidden	-0.127573700406804	65	Sun_2020_batch4
VSMC_AGT	Peri_AGTR1	forbidden	-0.0157190635451505	91	Sun_2020_batch4
AGT_source_index	Peri_AGTR1	forbidden	-0.167402376910017	94	Sun_2020_batch4
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.173515092502434	79	Sun_2020_batch4
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0421237693389592	80	Sun_2020_batch4
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.231426632111564	73	Sun_2020_batch4
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.231721584598297	74	Sun_2020_batch4
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.289227642276423	81	Sun_2020_batch4
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.347133792623067	82	Sun_2020_batch4
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.236010243062844	83	Sun_2020_batch4
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.202447552447552	65	Sun_2020_batch4
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.301835664335664	65	Sun_2020_batch4
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	-0.00950044813434596	86	Sun_2020_batch4
AGT_source_index	Peri_AT1R_response	allowed	0.303013246379771	78	Tata_unpubl
processing_index	Peri_AT1R_response	allowed	0.30411445503257	78	Tata_unpubl
Peri_AGTR1	Peri_AT1R_response	allowed	0.0140242178303647	78	Tata_unpubl
Peri_ACE2	Peri_AT1R_response	allowed	0.310294994826723	78	Tata_unpubl
Peri_AT1R_response	contractile	allowed	0.243633545841992	88	Tata_unpubl
Peri_AT1R_response	inflammatory	allowed	0.238438237469621	88	Tata_unpubl
Peri_AT1R_response	activated_migratory	allowed	0.527279771758656	88	Tata_unpubl
Peri_AT1R_response	BM_minus_FIB	allowed	-0.529815786692966	88	Tata_unpubl
BM_minus_FIB	EC_readout	allowed	0.136442688264023	83	Tata_unpubl
Peri_AT1R_response	EC_readout	allowed	0.328279078656759	83	Tata_unpubl
AGT_source_index	BM_minus_FIB	forbidden	-0.0825344148247435	81	Tata_unpubl
processing_index	EC_readout	forbidden	0.0623704634203299	82	Tata_unpubl
Mast_CMA1	BM_minus_FIB	forbidden	-0.128688808746103	65	Tata_unpubl
VSMC_AGT	Peri_AGTR1	forbidden	0.0368971841622613	92	Tata_unpubl
AGT_source_index	Peri_AGTR1	forbidden	-0.152043673012318	95	Tata_unpubl
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.150248419150858	81	Tata_unpubl
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0569758709635289	82	Tata_unpubl
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.239857752489331	75	Tata_unpubl
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.258748221906117	75	Tata_unpubl
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.304290332059947	83	Tata_unpubl
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.347112025337121	82	Tata_unpubl
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.189290599960915	85	Tata_unpubl
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.183741258741259	65	Tata_unpubl
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.32854020979021	65	Tata_unpubl
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.0235461942164771	88	Tata_unpubl
AGT_source_index	Peri_AT1R_response	allowed	0.322975150353617	75	Thienpont_2018_10Xv2
processing_index	Peri_AT1R_response	allowed	0.303915689550784	75	Thienpont_2018_10Xv2
Peri_AGTR1	Peri_AT1R_response	allowed	0.0403163327072778	75	Thienpont_2018_10Xv2
Peri_ACE2	Peri_AT1R_response	allowed	0.324435409810025	75	Thienpont_2018_10Xv2
Peri_AT1R_response	contractile	allowed	0.265135821770569	85	Thienpont_2018_10Xv2
Peri_AT1R_response	inflammatory	allowed	0.267207348055501	85	Thienpont_2018_10Xv2
Peri_AT1R_response	activated_migratory	allowed	0.543677936290795	85	Thienpont_2018_10Xv2
Peri_AT1R_response	BM_minus_FIB	allowed	-0.521731483290991	85	Thienpont_2018_10Xv2
BM_minus_FIB	EC_readout	allowed	0.115216854955653	80	Thienpont_2018_10Xv2
Peri_AT1R_response	EC_readout	allowed	0.309710798506435	80	Thienpont_2018_10Xv2
AGT_source_index	BM_minus_FIB	forbidden	-0.11905985330529	78	Thienpont_2018_10Xv2
processing_index	EC_readout	forbidden	0.0546589988983665	79	Thienpont_2018_10Xv2
Mast_CMA1	BM_minus_FIB	forbidden	-0.175528020016613	62	Thienpont_2018_10Xv2
VSMC_AGT	Peri_AGTR1	forbidden	0.0230883026311155	88	Thienpont_2018_10Xv2
AGT_source_index	Peri_AGTR1	forbidden	-0.107421563943303	91	Thienpont_2018_10Xv2
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.14477927136155	78	Thienpont_2018_10Xv2
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0957643622200584	79	Thienpont_2018_10Xv2
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.26098141359573	72	Thienpont_2018_10Xv2
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.257929162038751	73	Thienpont_2018_10Xv2
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.311579934364744	80	Thienpont_2018_10Xv2
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.383836416747809	79	Thienpont_2018_10Xv2
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.18139767743059	82	Thienpont_2018_10Xv2
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.184356979174536	62	Thienpont_2018_10Xv2
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.333182241696255	62	Thienpont_2018_10Xv2
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.0704709790893102	85	Thienpont_2018_10Xv2
