from	to	family	partial_rho	boot
AGT_source_index	Peri_AGTR1	forbidden	-0.234247253828357	601
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.203742264715371	601
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.214448507440009	601
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.267490608155932	601
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.295756901204364	601
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.398938933312895	601
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.273190621814475	601
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.234829259984672	601
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.030514171670664	601
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.239579139020675	601
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.138812545308255	601
AGT_source_index	Peri_AT1R_response	allowed	0.330263344964581	602
processing_index	Peri_AT1R_response	allowed	0.0325972605514922	602
Peri_AGTR1	Peri_AT1R_response	allowed	-0.00909306046021362	602
Peri_ACE2	Peri_AT1R_response	allowed	0.331072608070413	602
Peri_AT1R_response	contractile	allowed	0.132411229463533	602
Peri_AT1R_response	inflammatory	allowed	0.300315744687204	602
Peri_AT1R_response	activated_migratory	allowed	0.686628996260329	602
Peri_AT1R_response	BM_minus_FIB	allowed	-0.400488172636953	602
BM_minus_FIB	EC_readout	allowed	0.14509395820884	602
Peri_AT1R_response	EC_readout	allowed	0.129761009165438	602
AGT_source_index	BM_minus_FIB	forbidden	0.121828596100386	602
processing_index	EC_readout	forbidden	0.150644776939319	602
Mast_CMA1	BM_minus_FIB	forbidden	-0.234138961897888	602
VSMC_AGT	Peri_AGTR1	forbidden	-0.0820993770273755	602
AGT_source_index	Peri_AGTR1	forbidden	-0.172473623107051	602
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.288665244236325	602
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0713259848625025	602
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.181962005290403	602
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	-0.0372626167882767	602
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.02649549303469	602
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.217658110136609	602
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.00948161840868165	602
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.150996059544659	602
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.412461690017513	602
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.159492121311647	602
AGT_source_index	Peri_AT1R_response	allowed	0.420049850787268	603
processing_index	Peri_AT1R_response	allowed	0.208338584856071	603
Peri_AGTR1	Peri_AT1R_response	allowed	0.04822388003118	603
Peri_ACE2	Peri_AT1R_response	allowed	0.434679742344381	603
Peri_AT1R_response	contractile	allowed	0.0347535536971665	603
Peri_AT1R_response	inflammatory	allowed	0.197893266380987	603
Peri_AT1R_response	activated_migratory	allowed	0.532271157004512	603
Peri_AT1R_response	BM_minus_FIB	allowed	-0.509731372586035	603
BM_minus_FIB	EC_readout	allowed	0.188526424267815	603
Peri_AT1R_response	EC_readout	allowed	0.47487303622746	603
AGT_source_index	BM_minus_FIB	forbidden	-0.105114907100394	603
processing_index	EC_readout	forbidden	0.0258771242972104	603
Mast_CMA1	BM_minus_FIB	forbidden	0.0857520316641312	603
VSMC_AGT	Peri_AGTR1	forbidden	0.00355672557201669	603
AGT_source_index	Peri_AGTR1	forbidden	-0.199052904381335	603
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.19867587079572	603
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.150093762938068	603
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.469090801327643	603
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.375752005347594	603
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.378912243953528	603
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.275428468134624	603
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	-0.089251963543198	603
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.155829991442522	603
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.241740356058191	603
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	-0.104562701753724	603
AGT_source_index	Peri_AT1R_response	allowed	0.214401915197945	604
processing_index	Peri_AT1R_response	allowed	0.264800278499531	604
Peri_AGTR1	Peri_AT1R_response	allowed	0.0200353582509598	604
Peri_ACE2	Peri_AT1R_response	allowed	0.380759994859361	604
Peri_AT1R_response	contractile	allowed	0.0843222741402569	604
Peri_AT1R_response	inflammatory	allowed	0.30033822753133	604
Peri_AT1R_response	activated_migratory	allowed	0.538857064654246	604
Peri_AT1R_response	BM_minus_FIB	allowed	-0.631156034331072	604
BM_minus_FIB	EC_readout	allowed	0.13964208997963	604
Peri_AT1R_response	EC_readout	allowed	0.298611301560407	604
AGT_source_index	BM_minus_FIB	forbidden	-0.305019660696639	604
processing_index	EC_readout	forbidden	-0.216445773893663	604
Mast_CMA1	BM_minus_FIB	forbidden	-0.0401271159976145	604
VSMC_AGT	Peri_AGTR1	forbidden	-0.14451581027668	604
AGT_source_index	Peri_AGTR1	forbidden	-0.338652406781393	604
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.0375738127490564	604
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0630395869610219	604
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.362702445801192	604
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.189691783025545	604
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.293619337979094	604
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.292666247230353	604
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.187304006968641	604
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.384578429017535	604
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.254576026903675	604
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	-0.163522258499677	604
AGT_source_index	Peri_AT1R_response	allowed	0.298608646964579	605
processing_index	Peri_AT1R_response	allowed	0.262152424881506	605
Peri_AGTR1	Peri_AT1R_response	allowed	0.0638528307501378	605
Peri_ACE2	Peri_AT1R_response	allowed	0.219951983297304	605
Peri_AT1R_response	contractile	allowed	0.380915118817182	605
Peri_AT1R_response	inflammatory	allowed	0.1941518059388	605
Peri_AT1R_response	activated_migratory	allowed	0.561681973559573	605
Peri_AT1R_response	BM_minus_FIB	allowed	-0.517301593838804	605
BM_minus_FIB	EC_readout	allowed	0.175501210140984	605
Peri_AT1R_response	EC_readout	allowed	0.493000740570781	605
AGT_source_index	BM_minus_FIB	forbidden	-0.199485815857249	605
processing_index	EC_readout	forbidden	-0.0709211473655076	605
Mast_CMA1	BM_minus_FIB	forbidden	-0.180245790221268	605
VSMC_AGT	Peri_AGTR1	forbidden	-0.00211543722075317	605
AGT_source_index	Peri_AGTR1	forbidden	-0.12814809285661	605
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.310920275290822	605
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.169719400279467	605
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.252584312601509	605
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.40734063417427	605
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.270372802217845	605
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.315127771534204	605
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.131189861534851	605
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.162844913246197	605
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.2035848047084	605
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	-0.0245541781639965	605
AGT_source_index	Peri_AT1R_response	allowed	0.113145710276487	606
processing_index	Peri_AT1R_response	allowed	0.516585989619654	606
Peri_AGTR1	Peri_AT1R_response	allowed	-0.0599682172678574	606
Peri_ACE2	Peri_AT1R_response	allowed	0.243706597725374	606
Peri_AT1R_response	contractile	allowed	0.272405330170809	606
Peri_AT1R_response	inflammatory	allowed	0.0317240697731877	606
Peri_AT1R_response	activated_migratory	allowed	0.527795621880714	606
Peri_AT1R_response	BM_minus_FIB	allowed	-0.725074533445339	606
BM_minus_FIB	EC_readout	allowed	-0.199524516258594	606
Peri_AT1R_response	EC_readout	allowed	0.0941407463590716	606
AGT_source_index	BM_minus_FIB	forbidden	-0.186475652437656	606
processing_index	EC_readout	forbidden	0.179802132693701	606
Mast_CMA1	BM_minus_FIB	forbidden	0.0309217559821386	606
VSMC_AGT	Peri_AGTR1	forbidden	-0.077148900477736	606
AGT_source_index	Peri_AGTR1	forbidden	-0.240461061580058	606
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.129190660520593	606
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0937428140729196	606
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.327308160779537	606
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.30291047136982	606
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.38435727702099	606
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.591326593224019	606
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.309245652058995	606
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.355560724009139	606
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.50857127221485	606
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.0792772314737033	606
AGT_source_index	Peri_AT1R_response	allowed	0.204766554780279	607
processing_index	Peri_AT1R_response	allowed	0.25943437871873	607
Peri_AGTR1	Peri_AT1R_response	allowed	-0.141933122428261	607
Peri_ACE2	Peri_AT1R_response	allowed	0.294549510451764	607
Peri_AT1R_response	contractile	allowed	0.171292045889931	607
Peri_AT1R_response	inflammatory	allowed	0.0463019858166282	607
Peri_AT1R_response	activated_migratory	allowed	0.562729973758593	607
Peri_AT1R_response	BM_minus_FIB	allowed	-0.566373408708099	607
BM_minus_FIB	EC_readout	allowed	0.0997451448067561	607
Peri_AT1R_response	EC_readout	allowed	0.287499752023564	607
AGT_source_index	BM_minus_FIB	forbidden	-0.0979310711619928	607
processing_index	EC_readout	forbidden	0.0627669421348417	607
Mast_CMA1	BM_minus_FIB	forbidden	0.0728020299086422	607
VSMC_AGT	Peri_AGTR1	forbidden	-0.14155035594907	607
AGT_source_index	Peri_AGTR1	forbidden	-0.0914029725147574	607
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	-0.00410381746219928	607
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0384293405944607	607
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.340882891435546	607
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.326289751720327	607
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.268289244109198	607
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.334402472057342	607
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.0271895602991533	607
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.314776886143102	607
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.369069603465064	607
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.0441621906875538	607
AGT_source_index	Peri_AT1R_response	allowed	0.222713175085793	608
processing_index	Peri_AT1R_response	allowed	-0.00162154397283953	608
Peri_AGTR1	Peri_AT1R_response	allowed	0.10916477859356	608
Peri_ACE2	Peri_AT1R_response	allowed	0.335931396215392	608
Peri_AT1R_response	contractile	allowed	0.175430073947273	608
Peri_AT1R_response	inflammatory	allowed	0.380786046404034	608
Peri_AT1R_response	activated_migratory	allowed	0.580636455465852	608
Peri_AT1R_response	BM_minus_FIB	allowed	-0.185377100249061	608
BM_minus_FIB	EC_readout	allowed	0.201959799018931	608
Peri_AT1R_response	EC_readout	allowed	0.321741088688141	608
AGT_source_index	BM_minus_FIB	forbidden	-0.0366761992527527	608
processing_index	EC_readout	forbidden	0.00677988785565207	608
Mast_CMA1	BM_minus_FIB	forbidden	-0.241719039794409	608
VSMC_AGT	Peri_AGTR1	forbidden	0.0935903091174375	608
AGT_source_index	Peri_AGTR1	forbidden	-0.0971524074404838	608
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.0122230262257251	608
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0714334607824922	608
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.169890848845142	608
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.00860641718546898	608
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.289251537634598	608
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.219263582385961	608
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	-0.132927888792354	608
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	-0.041122887975581	608
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.0931814358160886	608
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.0701920778489748	608
AGT_source_index	Peri_AT1R_response	allowed	0.118137122211746	609
processing_index	Peri_AT1R_response	allowed	0.373251091844515	609
Peri_AGTR1	Peri_AT1R_response	allowed	-0.123135206304963	609
Peri_ACE2	Peri_AT1R_response	allowed	0.233964142106228	609
Peri_AT1R_response	contractile	allowed	0.270242006538047	609
Peri_AT1R_response	inflammatory	allowed	0.0979471850991823	609
Peri_AT1R_response	activated_migratory	allowed	0.534085949787143	609
Peri_AT1R_response	BM_minus_FIB	allowed	-0.479080720996682	609
BM_minus_FIB	EC_readout	allowed	0.269933274753456	609
Peri_AT1R_response	EC_readout	allowed	0.431037572741479	609
AGT_source_index	BM_minus_FIB	forbidden	-0.144063423716516	609
processing_index	EC_readout	forbidden	0.237779203211267	609
Mast_CMA1	BM_minus_FIB	forbidden	-0.286703895876927	609
VSMC_AGT	Peri_AGTR1	forbidden	0.00346901017576318	609
AGT_source_index	Peri_AGTR1	forbidden	-0.114206604449881	609
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.175075205866564	609
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0571254937708903	609
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.148656857951431	609
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.270625889046942	609
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.346338498936494	609
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.376613987325328	609
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.138154293372596	609
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.460870478658216	609
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.444553380720613	609
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.146562584916381	609
AGT_source_index	Peri_AT1R_response	allowed	0.251927087022366	610
processing_index	Peri_AT1R_response	allowed	0.133823676198147	610
Peri_AGTR1	Peri_AT1R_response	allowed	-0.236101996274302	610
Peri_ACE2	Peri_AT1R_response	allowed	0.270529444051349	610
Peri_AT1R_response	contractile	allowed	0.165424976693413	610
Peri_AT1R_response	inflammatory	allowed	0.0903339415622186	610
Peri_AT1R_response	activated_migratory	allowed	0.572640855451351	610
Peri_AT1R_response	BM_minus_FIB	allowed	-0.412179982629621	610
BM_minus_FIB	EC_readout	allowed	0.136103362345514	610
Peri_AT1R_response	EC_readout	allowed	0.395021267217303	610
AGT_source_index	BM_minus_FIB	forbidden	-0.15175009240006	610
processing_index	EC_readout	forbidden	0.148064489728581	610
Mast_CMA1	BM_minus_FIB	forbidden	-0.316766223602164	610
VSMC_AGT	Peri_AGTR1	forbidden	0.176823475121475	610
AGT_source_index	Peri_AGTR1	forbidden	-0.0124516795733769	610
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	-0.120333968305435	610
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.102268121177943	610
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.338201626272993	610
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.074804542968373	610
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.240597389965146	610
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.395291951604419	610
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	-0.110711282342127	610
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	-0.0353587540008569	610
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.246251165603972	610
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.0771069553230652	610
AGT_source_index	Peri_AT1R_response	allowed	0.514641668554464	611
processing_index	Peri_AT1R_response	allowed	0.06128883001381	611
Peri_AGTR1	Peri_AT1R_response	allowed	0.138831716054164	611
Peri_ACE2	Peri_AT1R_response	allowed	0.412535097136182	611
Peri_AT1R_response	contractile	allowed	0.308868811279475	611
Peri_AT1R_response	inflammatory	allowed	0.335467142046836	611
Peri_AT1R_response	activated_migratory	allowed	0.523985090349242	611
Peri_AT1R_response	BM_minus_FIB	allowed	-0.439389028441779	611
BM_minus_FIB	EC_readout	allowed	0.170869339963091	611
Peri_AT1R_response	EC_readout	allowed	0.296314270574972	611
AGT_source_index	BM_minus_FIB	forbidden	-0.00755777898905346	611
processing_index	EC_readout	forbidden	0.0845508100216466	611
Mast_CMA1	BM_minus_FIB	forbidden	-0.393216842470093	611
VSMC_AGT	Peri_AGTR1	forbidden	-0.0122187189232109	611
AGT_source_index	Peri_AGTR1	forbidden	-0.216277148418355	611
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.27773109755355	611
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.314503557592876	611
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.230292526653012	611
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.161589635854342	611
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.181748344969385	611
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.263887427669648	611
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.129354696457445	611
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.0537240257508763	611
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.338220806891338	611
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.112389595656754	611
AGT_source_index	Peri_AT1R_response	allowed	0.240787308490108	612
processing_index	Peri_AT1R_response	allowed	0.245181895090751	612
Peri_AGTR1	Peri_AT1R_response	allowed	-0.133524276283009	612
Peri_ACE2	Peri_AT1R_response	allowed	0.249054874312334	612
Peri_AT1R_response	contractile	allowed	0.162181215742258	612
Peri_AT1R_response	inflammatory	allowed	0.198188195068648	612
Peri_AT1R_response	activated_migratory	allowed	0.5560725426955	612
Peri_AT1R_response	BM_minus_FIB	allowed	-0.680924936992192	612
BM_minus_FIB	EC_readout	allowed	0.0581431172205227	612
Peri_AT1R_response	EC_readout	allowed	0.135209316606623	612
AGT_source_index	BM_minus_FIB	forbidden	-0.0564882762821195	612
processing_index	EC_readout	forbidden	-0.0430220790920408	612
Mast_CMA1	BM_minus_FIB	forbidden	0.066237652955595	612
VSMC_AGT	Peri_AGTR1	forbidden	0.0932208972923118	612
AGT_source_index	Peri_AGTR1	forbidden	-0.168185720150786	612
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.235745195785708	612
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.130306044030559	612
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.229661216130007	612
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.238918918918919	612
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.243572984749455	612
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.486527841110604	612
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.14074213955245	612
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.0155320978394102	612
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.292036369623681	612
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.0461939759248489	612
AGT_source_index	Peri_AT1R_response	allowed	0.270587295192275	613
processing_index	Peri_AT1R_response	allowed	0.400355854334096	613
Peri_AGTR1	Peri_AT1R_response	allowed	0.116411155557627	613
Peri_ACE2	Peri_AT1R_response	allowed	0.14258227486959	613
Peri_AT1R_response	contractile	allowed	0.472474460839955	613
Peri_AT1R_response	inflammatory	allowed	0.125668882763094	613
Peri_AT1R_response	activated_migratory	allowed	0.25462137181774	613
Peri_AT1R_response	BM_minus_FIB	allowed	-0.594596238041187	613
BM_minus_FIB	EC_readout	allowed	0.0226857585146666	613
Peri_AT1R_response	EC_readout	allowed	0.373449940796232	613
AGT_source_index	BM_minus_FIB	forbidden	-0.345274573729364	613
processing_index	EC_readout	forbidden	0.311514887440113	613
Mast_CMA1	BM_minus_FIB	forbidden	-0.0609118469857761	613
VSMC_AGT	Peri_AGTR1	forbidden	-0.0241634426118238	613
AGT_source_index	Peri_AGTR1	forbidden	-0.119032035307893	613
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.327110222964372	613
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.0706295240184251	613
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.414076500030897	613
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.385421810308809	613
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.298148894675485	613
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.412335819685422	613
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.432138803307929	613
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.074820222868749	613
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.0873726006843424	613
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	-0.0203299821631263	613
AGT_source_index	Peri_AT1R_response	allowed	0.272705699850085	614
processing_index	Peri_AT1R_response	allowed	0.349862464988212	614
Peri_AGTR1	Peri_AT1R_response	allowed	-0.0577468542199914	614
Peri_ACE2	Peri_AT1R_response	allowed	0.438848564793028	614
Peri_AT1R_response	contractile	allowed	0.231684215163664	614
Peri_AT1R_response	inflammatory	allowed	0.0585488347504295	614
Peri_AT1R_response	activated_migratory	allowed	0.569760782413322	614
Peri_AT1R_response	BM_minus_FIB	allowed	-0.469844486541257	614
BM_minus_FIB	EC_readout	allowed	0.0624696494709908	614
Peri_AT1R_response	EC_readout	allowed	0.365281389744349	614
AGT_source_index	BM_minus_FIB	forbidden	-0.120241677390207	614
processing_index	EC_readout	forbidden	0.148387046502747	614
Mast_CMA1	BM_minus_FIB	forbidden	-0.00506512069456009	614
VSMC_AGT	Peri_AGTR1	forbidden	-0.185409109230149	614
AGT_source_index	Peri_AGTR1	forbidden	-0.277495658580224	614
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.137972337732779	614
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.200596637136142	614
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.000711490572749911	614
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.207648410286815	614
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.247586765033604	614
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.346461323981092	614
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.157618898623279	614
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.0957784108283843	614
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.324223842402588	614
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.143944667165954	614
AGT_source_index	Peri_AT1R_response	allowed	0.359512709469289	615
processing_index	Peri_AT1R_response	allowed	0.0999904643791055	615
Peri_AGTR1	Peri_AT1R_response	allowed	-0.21227246903722	615
Peri_ACE2	Peri_AT1R_response	allowed	0.475260938364266	615
Peri_AT1R_response	contractile	allowed	0.253534321239993	615
Peri_AT1R_response	inflammatory	allowed	0.401601090103901	615
Peri_AT1R_response	activated_migratory	allowed	0.685777550672798	615
Peri_AT1R_response	BM_minus_FIB	allowed	-0.545562936467382	615
BM_minus_FIB	EC_readout	allowed	0.12567856305303	615
Peri_AT1R_response	EC_readout	allowed	0.368959100850042	615
AGT_source_index	BM_minus_FIB	forbidden	-0.0680938472829044	615
processing_index	EC_readout	forbidden	0.0312985752678005	615
Mast_CMA1	BM_minus_FIB	forbidden	-0.11136069304654	615
VSMC_AGT	Peri_AGTR1	forbidden	-0.00855338776850622	615
AGT_source_index	Peri_AGTR1	forbidden	-0.253153236500447	615
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.0701240429957636	615
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.00899715879196043	615
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.364406199980847	615
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.324772708987046	615
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.27016747978608	615
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.344049485973166	615
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	-0.0876444882999718	615
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	-0.0122305788499892	615
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.300333998125766	615
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.10080054505195	615
AGT_source_index	Peri_AT1R_response	allowed	0.301805758233685	616
processing_index	Peri_AT1R_response	allowed	0.291539522805379	616
Peri_AGTR1	Peri_AT1R_response	allowed	0.111409028125686	616
Peri_ACE2	Peri_AT1R_response	allowed	0.346313924194901	616
Peri_AT1R_response	contractile	allowed	0.134335985339078	616
Peri_AT1R_response	inflammatory	allowed	0.324487440417977	616
Peri_AT1R_response	activated_migratory	allowed	0.576278205094318	616
Peri_AT1R_response	BM_minus_FIB	allowed	-0.59798764746826	616
BM_minus_FIB	EC_readout	allowed	0.147518045996681	616
Peri_AT1R_response	EC_readout	allowed	0.338422860165235	616
AGT_source_index	BM_minus_FIB	forbidden	-0.0604370673248972	616
processing_index	EC_readout	forbidden	-0.0611318446694558	616
Mast_CMA1	BM_minus_FIB	forbidden	0.125093451106327	616
VSMC_AGT	Peri_AGTR1	forbidden	-0.0411108480016839	616
AGT_source_index	Peri_AGTR1	forbidden	-0.195328254537307	616
VSMC_AGT	Peri_AT1R_response	marginal_descriptive	0.193544465382044	616
AlvFib_AGT	Peri_AT1R_response	marginal_descriptive	-0.0780380263334186	616
AdvFib_AGT	Peri_AT1R_response	marginal_descriptive	0.24594859910845	616
ECaero_ACE	Peri_AT1R_response	marginal_descriptive	0.447222301318375	616
ECgcap_ACE	Peri_AT1R_response	marginal_descriptive	0.423740561430777	616
AlvMac_ACE	Peri_AT1R_response	marginal_descriptive	0.289491525423729	616
IntMac_ACE	Peri_AT1R_response	marginal_descriptive	0.0476541112055131	616
Mast_CMA1	Peri_AT1R_response	marginal_descriptive	0.197987955105393	616
Mast_CTSG	Peri_AT1R_response	marginal_descriptive	0.461743772241993	616
Peri_MAS1	Peri_AT1R_response	marginal_descriptive	0.0578595406126926	616
AGT_source_index	Peri_AT1R_response	allowed	0.436670742348618	617
processing_index	Peri_AT1R_response	allowed	0.166127382777264	617
Peri_AGTR1	Peri_AT1R_response	allowed	0.145568972788569	617
Peri_ACE2	Peri_AT1R_response	allowed	0.418720044749584	617
Peri_AT1R_response	contractile	allowed	0.0247977086350914	617
Peri_AT1R_response	inflammatory	allowed	0.269572982803873	617
Peri_AT1R_response	activated_migratory	allowed	0.573461986648225	617
Peri_AT1R_response	BM_minus_FIB	allowed	-0.421582827831807	617
