arm	gene	detect_frac
smad	SMAD7	0.0351027397260274
smad	SKIL	0.16977739726027397
smad	SKI	0.0961472602739726
smad	PMEPA1	0.12071917808219178
smad	KLF10	0.12063356164383561
smad	BAMBI	0.03553082191780822
smad	TGIF1	0.06660958904109589
ieg	JUNB	0.5645547945205479
ieg	ID1	0.26386986301369864
ieg	ID2	0.06181506849315069
ieg	ID3	0.5125856164383562
ieg	CCN1	0.26053082191780824
ieg	CCN2	0.32011986301369866
ieg	CDKN1A	0.27037671232876714
