n_cells	n_clusters	canonical_arm	metric_A_pct_cells_changed	metric_B_n_clusters_flipped	clusters_flipped	escalate_threshold_pct	escalate	verdict
11680	6	6-panel with the frozen 13-gene BM panel (bm_v1)	0.0	0		5.0	False	HOLD: the canonical model is unchanged under the current BM panel; report the panel additively
