cluster	donor_id	gene_name	expression
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_4837472020-3173-NC002	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_4837472020-3173-NC002	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_4837472020-3173-NC003	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_4837472020-3173-NC003	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_4837472020-3173-NC004	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_4837472020-3173-NC004	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_4837472020-3173-NC005	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_4837472020-3173-NC005	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_4837472020-3173-NC006	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_4837472020-3173-NC006	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_4837472020-3173-NC007	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_4837472020-3173-NC007	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_4837472020-3173-NC008	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_4837472020-3173-NC008	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747284C	ACTA2	1.6156782075808191
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747284C	AGTR1	0.0
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747290B	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747290B	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747292B	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747292B	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747296C	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747296C	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747298C	ACTA2	0.8750716149025393
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747298C	AGTR1	0.0
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747302C	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747302C	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747356C	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747356C	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747368C	ACTA2	1.6359016728138998
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747368C	AGTR1	0.10061754920189699
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747390C	ACTA2	1.344191618670643
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747390C	AGTR1	0.6288494721500757
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D322	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D322	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D326	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D326	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D337	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D337	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D339	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D339	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D344	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D344	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D353	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D353	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D354	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D354	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D363	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D363	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D367	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D367	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D372	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D372	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_01	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_01	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_02	ACTA2	1.4463169975690444
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_02	AGTR1	1.2885171871323948
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_03	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_03	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_04	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_04	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_05	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_05	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_06	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_06	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_07	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_07	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_08	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_08	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-01	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-01	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-02	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-02	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-03	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-03	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-04	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-04	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-06	ACTA2	0.0
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-06	AGTR1	0.0
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-07	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-07	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-08	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-08	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-09	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-10	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-10	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-11	ACTA2	0.0
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747GRO-11	AGTR1	0.0
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	ACTA2	1.3265876605629114
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02	AGTR1	0.0
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T101	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T101	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T120	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T120	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T121	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T121	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T126	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T126	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T137	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T137	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T153	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T153	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T154	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T154	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T164	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T164	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T165	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T165	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T166	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T166	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T167	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T167	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T85	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T85	AGTR1	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T89	ACTA2	
0	homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T89	AGTR1	
