pattern	assigned_program	n_dominant_cells	rho_vascular_stabilizing	rho_inflammatory	rho_synthetic_contractile	rho_activated_migratory	rho_fibroblast_like	rho_basement_membrane
Pattern_1	inflammatory	1827	0.265852967506465	0.396073516192646	0.207738774373605	0.348550197554864	0.106437293402765	-0.350318965785276
Pattern_2	basement_membrane	1235	-0.444699273801069	-0.447500244281373	-0.406818607908344	-0.400294226787595	-0.378539589494732	0.247134516766657
Pattern_3	inflammatory	1406	0.32906944415222	0.450776650205611	0.2842652422513	0.417854034292747	0.230672826007219	-0.185245986682686
Pattern_4	fibroblast_like	2387	0.367045892337133	0.205938616342033	0.268349303854988	0.26285077032433	0.418422130707207	0.244165554060497
Pattern_5	synthetic_contractile	834	0.104341578906929	0.0156391773935434	0.623094967160414	0.073315957738161	0.0200552068827279	0.265001997385571
Pattern_6	fibroblast_like	165	0.101031872268965	0.105658545367125	-0.0851812429702872	0.296595222184762	0.37501173263624	0.0995514101539794
Pattern_7	vascular_stabilizing	2582	0.582123802900492	0.389065087176085	0.471555431855777	0.273675459670893	0.19090797890812	-0.330004395889152
Pattern_8	basement_membrane	1244	-0.465206062162736	-0.462300879852629	-0.427950177316196	-0.195402907751173	-0.044947294726632	0.394150131626993
